Product code,Product label,"Taipei, Chinese's imports from Germany-Value in 2012","Taipei, Chinese's imports from Germany-Value in 2013","Taipei, Chinese's imports from Germany-Value in 2014","Taipei, Chinese's imports from Germany-Value in 2015","Taipei, Chinese's imports from Germany-Value in 2016","Taipei, Chinese's imports from Germany-Value in 2017","Taipei, Chinese's imports from Germany-Value in 2018","Taipei, Chinese's imports from Germany-Value in 2019","Taipei, Chinese's imports from Germany-Value in 2020","Taipei, Chinese's imports from Germany-Value in 2021",Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",10518,16433,15459,9317,13197,11402,13836,17947,13038,16611,,4130518,4291610,4905566,4667756,4681977,4863737,6033468,6286456,5890095,6291875,,563456,668304,695530,699228,1074085,883641,1006859,1192546,1416813,1882044
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",5402,6761,4743,6045,6726,7666,7214,14147,16727,16025,,382850,485302,524300,508691,636338,781219,820356,767310,788763,779091,,69627,86361,67932,68711,70729,66470,73719,96657,106985,102933
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",14346,15513,17429,19117,18009,18137,19099,14807,16120,15854,,2030691,2095049,2138800,1933781,2062024,2302306,2683029,2690511,2517301,2869905,,602868,606523,624555,635325,773767,743211,867852,850633,719443,731481
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",34807,32260,36683,16459,8762,5599,8967,9174,10401,15830,,6072160,6621859,7491329,5751793,6542986,7683547,8041121,7290779,6588338,8114264,,2568572,2866098,3009120,2989741,3208129,3876774,4943731,7676826,9666271,12114421
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",40698,45022,27093,8343,13467,16440,26443,23493,24322,15695,,1545926,1634651,1503785,1280380,1313945,1774375,2186509,1957530,1882072,2207132,,254594,188340,194389,287497,172478,257723,259318,232887,185200,209943
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",2289,4002,8736,7909,8974,7754,14050,15255,7471,15533,,5129406,5241637,5028938,4463612,3974485,4184552,4522827,4602067,3410258,4169624,,200809,189451,228863,195581,169596,176053,214787,230514,196897,234502
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",11039,13416,13862,11027,9635,10835,11645,10473,12763,15382,,849048,948203,1049665,882355,910910,1018000,1069750,1018596,993253,1176352,,110027,100922,96773,84551,85331,92230,94312,83387,83789,101795
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",10539,9717,9771,9459,5120,8138,7649,8994,17312,15279,,1478121,1376588,1312838,1132410,1069540,1143584,1297524,1372693,1303688,1340620,,92031,86333,101697,89519,79602,84508,94304,88494,102145,90932
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",13072,12598,14640,15837,12219,12364,14891,12192,13526,15210,,1543134,1515692,1535741,1485254,1554563,1808508,2013276,1912068,1893849,2193770,,125782,122090,132244,132865,137281,147014,147115,143344,153845,170853
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",10134,10854,12185,10664,9024,11497,13035,10410,9734,15170,,1716763,1763621,1903908,1567007,1596444,1808664,1990980,1851028,1765622,2291649,,160985,137851,143611,115251,119683,139249,156770,110048,103675,158334
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",9572,11365,16141,5476,9066,13457,16930,20680,21597,14823,,830995,739088,581207,457575,396313,436581,489089,569566,603715,584709,,83416,93254,97448,73547,74865,85393,94259,127522,150935,156403
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",1060,3696,3064,7769,496,2425,2452,3485,6993,14639,,237289,229428,193340,201858,213277,197269,225500,113666,98688,120000,,19284,26585,35416,41222,38203,50171,54065,101913,38795,81718
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",2947,4958,5476,4569,5008,7592,9322,9404,12385,14557,,782862,1000583,966233,925461,937273,1153109,1163000,1092003,1061596,1286169,,23790,27060,28938,28195,32304,41804,45327,45418,51782,63232
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",3971,4187,5322,5812,7227,11731,11684,11421,11722,14451,,597870,668083,736839,652422,682026,769428,835969,757484,719234,858737,,40821,48532,47162,43223,47217,56939,57961,62115,53598,65071
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",6047,2716,6647,5264,2473,1662,2415,6130,6938,14408,,806241,857546,1041309,806812,658158,791667,741999,738459,687743,701215,,67540,31729,77542,35810,32062,71171,20823,18607,22948,30690
940340,Wooden furniture for kitchens (excluding seats),14950,19761,21654,22196,23106,19636,19420,15624,13151,14377,,1938712,2015027,2059912,1904043,2104735,2187004,2419413,2345255,2399049,2916551,,26129,32056,36126,34926,35277,32321,34248,35673,30431,37274
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",1969,1770,3494,3087,2584,859,1528,4044,4944,14186,,403106,428573,454630,371998,333258,340830,386683,416829,361024,481401,,42346,36768,40116,32632,33138,37330,46679,46653,42348,63015
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",5918,5357,11554,5031,7315,5140,4373,4012,3106,13879,,1230112,1359061,1404171,1144350,1161833,1273389,1485263,1636275,1465448,1349509,,51639,65228,76212,91109,86297,76351,118017,121027,137508,150353
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",11470,13382,13590,11543,12993,13751,13391,12908,14244,13763,,4327445,4702837,4772163,4241122,4443312,4714807,4888225,4584131,3821207,4750272,,177381,157530,157818,144758,132331,140554,140294,140297,145979,160528
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",2170,1090,1311,1159,1061,1660,3725,9381,12746,13613,,1495232,1542062,1408621,1100363,1089669,1125326,1201413,1096203,770878,771487,,8249,6598,7440,8263,9301,13105,14863,26924,39457,52791
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,0,1801,15672,13186,13889,14403,12261,13182,14664,13435,,3852074,3429230,3350282,2966853,2848278,2388328,2147991,1890758,1344266,1257610,,0,55403,406848,347790,365689,368858,392995,423387,680969,611032
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",8194,8031,10229,8080,9534,11105,9731,7762,10833,13262,,2192224,2422737,2322748,1798550,1726886,1852636,1913348,1839572,1868641,2175457,,70453,72129,60441,73928,65799,60648,65765,61291,67412,94238
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",11852,14322,14755,13874,15821,11389,12826,12344,9059,13185,,11185359,12696454,14261488,12503976,13295930,15166537,16698136,16123393,14889434,17129914,,477287,436555,496921,432332,390084,387112,349030,353747,365892,427279
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",4240,5725,4128,3912,6036,5900,6316,9534,2977,13149,,2347244,1848906,1858782,1577639,1586084,1587691,1559354,1524910,1801841,2141291,,154162,182054,161341,153421,168800,218114,179627,170815,183990,257970
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),6113,7341,8283,7307,6930,8884,9989,7769,8177,13009,,2556749,2994102,3410999,3149449,3449568,4205712,4761980,4442795,4405465,5478118,,562323,559906,600972,556305,546918,585536,665410,724776,870753,1256270
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",2841,3113,4122,4107,5204,7215,8473,9509,11635,12769,,1047401,1300363,1389515,1291136,1318774,1477846,1699165,1555013,1273866,1605557,,21487,21024,25800,25955,25293,30455,35591,38757,45023,50377
282300,Titanium oxides,25488,30709,26961,21220,18438,17682,21567,12890,8092,12740,,163118,185637,157981,126655,157237,140413,154593,129276,114960,139272,,40317,44635,41562,31436,28744,31588,36632,23898,21847,28564
901850,"Ophthalmic instruments and appliances, n.e.s.",2721,6231,4882,3917,4618,3344,3782,5651,9594,12724,,622384,665683,738918,670273,662836,710606,777527,844068,762782,1065565,,20809,26660,31724,34412,27537,25701,31677,35987,44022,55862
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,5834,6346,10322,8103,7785,8031,8513,7012,6975,12620,,919189,876273,781959,641992,660369,895249,951758,976544,884963,1007458,,123934,115239,116054,113685,122757,139872,136130,125014,118052,161984
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",1668,1270,1534,2428,13266,14286,16409,13257,13717,12617,,1626216,1566830,1460174,1433659,1301712,1379285,1448120,1583752,1548865,1589593,,27642,20074,20435,22914,32235,36421,42919,38829,50618,40033
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",5976,2608,2934,1733,2809,2537,3767,3642,3293,12603,,521649,539134,659869,627204,705459,820964,1072395,1091815,1039078,1111476,,34814,35334,47187,47604,48708,56468,69541,65627,68417,113885
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,9068,8298,8571,8711,7550,9204,11167,10429,9972,12591,,952943,1032821,1047162,932641,943894,1098772,1262994,1250913,1110059,1283826,,46884,47331,49724,53811,47749,52958,60616,59125,60717,74285
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",12914,10939,25300,11591,8369,13331,15948,6839,14211,12473,,689093,548477,482301,400659,433894,504244,563418,514530,349625,435708,,27046,29250,44518,34920,40327,43113,27648,25412,25899,30099
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",4338,2656,2424,3789,4273,3734,8365,14533,23350,12472,,725180,799931,836115,756680,821407,1001579,1142606,1170713,856255,967238,,35603,38139,36784,39051,38684,42756,49764,76202,70273,53075
845710,Machining centres for working metal,6389,14009,14009,3293,15435,6210,17733,20871,12858,12424,,2216855,2329073,2570657,2263236,2204709,2637516,2798957,2287338,1608903,1783767,,78882,74102,97635,89650,96643,83685,114831,139074,89640,127788
292910,Isocyanates,11682,8658,11982,10730,14196,18472,22134,16820,10590,12345,,987270,991392,911108,777656,798082,1164496,1210989,907470,749528,920801,,177628,182658,171351,132513,146814,215181,223411,146004,127472,191710
300212,Antisera and other blood fractions,0,0,0,0,0,6200,13351,28290,22757,12337,,0,0,0,0,0,5358113,5138299,5884279,6326943,7034236,,0,0,0,0,0,133390,121228,139200,112813,95349
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",4353,8158,8348,12282,7819,7290,9099,12296,9623,12307,,4212927,4473189,4628144,4131641,4401058,4724450,5116357,4866369,4146474,4639761,,132782,98027,84569,112596,170634,311010,183973,265221,259588,456051
854233,Electronic integrated circuits as amplifiers,7117,10908,7760,6829,7765,10850,6572,4812,6849,12074,,340143,363866,371405,412023,432667,463067,475039,384755,387280,521793,,94235,96172,127471,155416,211834,173181,181513,187242,210691,222661
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",13021,14474,19719,16802,15117,24274,29085,19443,12206,12051,,1257834,1249856,1387258,1212412,1229323,1363731,1461976,1311386,1080052,1274079,,141175,127239,140004,125816,111271,137456,155345,124284,88459,124460
850151,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W",1345,1373,1652,1746,3676,2904,7642,9865,8458,11901,,597334,667877,689484,588725,623074,692509,837841,808798,748148,875003,,41191,37115,73321,38872,39316,55106,80939,121480,148868,202149
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",10586,13782,11925,11590,11236,13325,17617,9489,9789,11802,,2809647,2606223,2534640,2022669,2237156,3024833,3645761,4038592,2762815,2230881,,207335,192973,212392,193314,187376,187855,201428,171554,199480,225613
847950,"Industrial robots, n.e.s.",4817,3929,7169,4740,6282,6547,18989,14274,13202,11610,,660460,747859,666820,630954,644189,870689,727605,694697,626811,723815,,76021,79619,91989,116146,127631,129750,140068,104856,99190,123528
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",8603,27684,2302,3204,17411,25300,10085,19577,14986,11553,,1791240,1869825,1963225,1445011,1617871,1760901,1972238,1814808,1757246,2265491,,76875,64163,61936,32016,96624,74875,50071,59691,55231,57916
848120,Valves for oleohydraulic or pneumatic transmission,11114,21485,11238,8130,7586,9938,11430,10280,9965,11319,,2519714,2654697,2845028,2427654,2538766,3117396,3583243,3331042,2941857,3762262,,80399,96137,83816,76454,83155,92508,106600,90447,105473,135357
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,13213,12083,11786,10201,10683,11919,12363,11436,9745,11278,,809091,840609,898354,732296,724614,724592,731897,709072,722893,792151,,189973,169826,224146,186236,205908,202204,255828,236644,233183,237508
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",1023,1240,2213,1911,3405,7465,4433,4369,7477,11227,,200749,210003,209644,181678,214339,214692,243197,239469,281998,301603,,44288,40085,46460,35572,27312,45399,55410,56040,75846,69830
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",4992,5082,11097,8954,3780,4673,6471,5339,6114,11111,,4523831,4725678,4958217,4244912,4208534,4695113,5194621,4866828,4528465,5435115,,162351,156253,174649,178530,201218,214885,231646,254287,297044,351180
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",2106,4225,6435,8868,11614,11414,8879,11640,9032,11059,,1215372,1352027,1369879,1236783,1199319,1227663,1359987,1319228,1359549,1361444,,75341,73855,72191,75990,80932,98949,117241,107365,122886,140952
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",20539,18443,22698,21740,10123,12536,14038,13211,14182,11044,,595347,656474,602784,516080,513837,572635,589789,557913,460260,493471,,132843,107965,104003,174984,158656,60712,246294,167090,165986,349561
851580,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron ...",3599,8587,5264,8901,3287,3893,4101,6798,4735,11027,,571345,722520,682743,619128,626789,767294,770587,707937,677099,740121,,34108,39253,48091,38266,34807,30055,34359,52381,54178,70906
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",6098,4437,7756,10838,12342,4952,10628,13311,7993,10691,,2282063,2449539,2580732,2002669,2059236,2119302,2347986,2266321,2078954,2216375,,56837,57546,73028,66113,60529,60947,72309,74003,71812,86525
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",10401,1061,0,0,1968,338,1192,14,0,10670,,142357,135431,186555,178164,132903,128462,208302,152496,179084,180034,,15735,2760,3669,1431,7460,10677,7251,13508,5469,17436
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",9640,16318,8603,6384,8103,8354,9271,8270,8264,10568,,865812,866621,841662,674500,667958,799884,781355,741675,748750,876652,,47405,49861,44431,37947,40765,46812,49828,43746,50089,60453
853649,Relays for a voltage > 60 V but <= 1.000 V,3676,3293,4923,3329,3599,4462,5038,4519,8058,10556,,777980,835740,889691,799289,786870,806908,856097,771145,783297,880243,,46582,53575,64743,48311,59159,74824,81400,77023,83534,109535
