Product code,Product label,Viet Nam's imports from Japan-Value in 2012,Viet Nam's imports from Japan-Value in 2013,Viet Nam's imports from Japan-Value in 2014,Viet Nam's imports from Japan-Value in 2015,Viet Nam's imports from Japan-Value in 2016,Viet Nam's imports from Japan-Value in 2017,Viet Nam's imports from Japan-Value in 2018,Viet Nam's imports from Japan-Value in 2019,Viet Nam's imports from Japan-Value in 2020,Viet Nam's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,1,1,7,3,11,28,45,25,15,,,934,1106,691,1907,2359,2396,2503,2857,5565,4254,,675,819,1969,3706,6638,6284,7103,7611,6720,8870
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",10,7,18,100,107,31,20,33,44,,,8459,8940,8671,9041,9650,8629,8891,8787,8775,6743,,10361,12925,14187,18322,21563,22055,16503,19059,13868,48867
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",7,3,1,0,6,2,6,0,1,,,430,391,406,503,482,501,1008,875,994,962,,194,278,1375,594,448,519,914,1216,1386,3262
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",68,90,88,65,302,278,178,57,86,,,282,299,367,439,231,143,78,174,253,550,,2716,3379,8305,11939,7604,9794,10715,10971,11469,8274
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),48,53,47,28,89,543,136,98,45,,,15760,8388,6287,3699,3494,2496,2045,1561,650,561,,32308,70588,57307,92036,182779,258629,200547,179369,225872,279684
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",13,4,57,71,195,6,0,5,1,,,103,61,106,90,61,133,115,92,71,342,,389,463,584,803,802,549,1012,775,689,1547
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",1,0,0,0,0,0,0,0,0,,,0,10,3,3,9,20,16,76,91,0,,21,21,0,1,1,13,99,85,439,2536
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",3673,2085,1807,1358,1131,1134,1314,1533,1402,,,273279,227294,269735,238298,229923,293074,247864,182076,159443,195177,,12903,11304,14714,14610,15315,19212,23436,21973,22487,36339
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,2,2,0,0,1,3,4,0,,,0,7,2,0,0,0,0,0,0,0,,904,231,52,21,73,43,120,280,70,1718
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",0,1,0,0,1,49,0,0,31,,,1845,4515,3142,2317,3510,3036,4406,3115,3429,4913,,8985,7529,7363,19507,25958,25137,31925,31530,27208,22006
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",82,109,188,222,197,170,167,175,138,,,29,19,92,21,0,0,0,0,0,0,,1779,1607,1686,1795,1780,1377,1762,1640,1304,2938
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",259,279,199,54,177,52,52,81,33,,,361913,343796,338191,296570,281063,267899,238975,242598,201175,259700,,1809,1673,1781,2198,2936,2498,2607,2242,2225,2118
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",1471,1531,949,867,998,918,1248,958,1115,,,59930,47155,51860,52439,53556,59011,67583,79503,62985,60274,,11840,6841,10246,8891,10051,9535,10281,10910,11737,23463
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",6,1,52,36,26,30,57,48,71,,,21193,21535,23699,26223,31711,31079,32234,33219,44726,64492,,642,419,516,872,1745,4558,9823,7697,6759,21016
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",92,91,143,146,276,141,142,65,0,,,22674,22491,26393,26301,26401,27893,26185,19129,17296,17932,,122,284,204,147,279,306,142,65,13,87
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",570,847,1293,2253,2861,2087,3303,3501,3422,,,64051,74212,67837,60636,68471,67311,81155,78043,61101,81668,,5631,7453,9224,11898,15055,13285,15555,16963,15020,10195
700910,"Rear-view mirrors, whether or not framed, for vehicles",359,393,598,1217,1465,1082,1929,2126,3159,,,76724,72272,65366,70312,84690,85108,82320,73892,62260,75973,,5431,5933,7590,11200,16264,14422,18097,23027,22321,27098
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",6,0,0,0,0,0,1,0,29,,,138,129,68,56,94,136,131,149,53,48,,252,186,471,484,238,176,568,916,1032,8464
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",553,230,168,96,106,219,251,193,262,,,13025,17479,18425,19631,23535,25707,27744,29751,29122,35422,,2892,2694,2662,3038,3645,3559,4705,4851,4263,2432
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",39,42,72,90,118,212,196,235,191,,,1116,1152,1069,726,840,679,1840,1604,476,503,,405,771,1055,1987,1198,1404,1247,1470,2713,3647
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,1,0,,,29497,35777,49870,39258,16326,15399,9449,10949,9472,15202,,37,51,85,243,162,178,262,57,94,578
711029,Palladium in semi-manufactured forms,0,0,0,2,1,1,0,106,3,,,105811,152131,80753,58674,68038,80950,86224,103149,124382,100423,,79,95,104,50,60,73,128,245,157,915
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,12,9,0,0,,,12024,5662,11984,15163,19839,33633,80692,62096,77346,113628,,22,14,7,8,12,163,510,421,256,129
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",203,72,71,167,381,505,615,745,625,,,7970,6278,11174,13290,15083,18710,24497,21287,12957,22015,,1962,984,1083,2545,4108,4755,5756,5749,6926,8797
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",0,0,1,1,0,0,0,0,0,,,43501,21043,24248,18278,8373,4895,9502,11513,8324,20421,,1583,810,1316,1042,1255,1111,856,769,795,7384
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,0,0,,,60,1974,1849,48,489,98,17,47,27,100,,0,0,5,0,6,0,12,2,8,7
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",267,63,123,494,91,72,534,976,1728,,,21429,14718,17857,14068,8020,13964,9674,4200,8409,12196,,2035,754,2883,4803,18415,52829,63322,44353,23640,35882
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",3422,1247,4018,1978,2143,1969,1171,812,463,,,9791,9787,8485,7662,7030,7467,9983,8143,7252,15650,,9900,8557,12969,14322,20622,14297,9564,9744,10208,15443
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",2,0,47,4,1,14,18,0,0,,,3271,4011,9022,2676,809,179,272,416,347,650,,1150,970,1023,1382,116,61,119,65,156,1107
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",197005,158086,137876,177610,33639,589,31,2,35,,,476115,437671,295698,256755,128569,285529,448652,247724,276142,480212,,242315,161495,140559,330442,170353,16340,36882,37395,530,2017
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",5380,6019,3607,2097,3412,8215,6382,3407,2073,,,177012,160191,152320,132749,110339,144063,152309,138503,86196,172774,,9049,9191,7963,5758,5829,11597,10936,7565,5638,9391
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",27385,25395,42057,19672,34366,17036,41719,33692,38466,,,79998,110558,122252,56212,60275,53036,86801,74157,95216,101903,,45585,40705,51314,25464,40232,28462,57481,79460,62128,59217
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",89,123,67,100,292,1047,638,346,244,,,8325,5469,3829,3355,3069,3682,3721,3581,2100,3079,,1208,730,731,873,1342,2227,1253,996,642,2413
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",9846,14981,20219,13886,7135,11331,9778,2280,3153,,,13222,11522,9252,6708,7160,8866,10458,7475,6012,9907,,29159,28100,57660,27706,15445,34608,38472,18545,16824,18450
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",1955,1671,2183,1523,2596,3218,3148,2841,3047,,,43566,36363,35710,34448,33780,33276,32524,29627,23223,32711,,20931,10571,11592,11418,13198,19783,21900,20037,20449,24620
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",2623,7262,5505,5174,1713,2880,4557,3261,1717,,,553,1219,1807,1105,2710,2682,3322,1694,227,835,,5209,10569,9068,8160,5158,6373,9230,6944,4357,3018
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",6,1,73,62,74,17,106,75,105,,,60937,53910,47933,11658,4238,4612,4374,3488,2103,3416,,290,509,641,876,100,377,190,347,135,1434
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",263,174,176,218,181,636,975,461,553,,,17678,16926,27190,29307,14655,27917,20123,10524,10579,10696,,2021,2237,1660,1834,1404,1325,1999,1652,1326,3469
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,46,134,,,123,8,27,102,450,227,118,248,598,405,,28,111,14,4,0,0,81,230,137,716
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",4251,7174,7123,8658,7949,7804,10202,8909,7473,,,439774,330605,347436,239774,216998,187866,201696,112024,85753,106941,,333890,258461,317638,324228,333097,446867,570982,558706,520247,726196
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",192,20,107,77,180,149,212,165,243,,,5103,4433,3752,3892,6167,7572,5356,6155,8404,9209,,8009,5413,6206,6732,7404,6392,11205,8882,6493,9422
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",1628,1009,1238,2107,1991,2266,2900,2926,2154,,,650299,529036,502160,420698,339141,375330,386308,369206,278312,442426,,2123,5340,11510,12792,9967,22431,24114,22289,22046,27653
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",2239,1947,1664,2536,1202,995,308,184,1143,,,45138,42448,51334,46944,41186,52946,56470,48983,43037,59961,,16491,12063,7899,7062,6328,7411,3767,1892,6930,19763
730120,"Angles, shapes and sections, of iron or steel, welded",1314,66,23,194,15,93,7,15,9,,,1669,796,2162,1250,2310,9620,5838,1794,971,1912,,1987,1671,1658,947,547,393,882,1460,210,304
730721,Flanges of stainless steel (excluding cast products),457,1109,330,530,580,616,652,424,323,,,14638,11094,12262,10221,8512,9586,10730,9679,12151,15685,,5944,7805,8670,16277,18022,9484,11538,11074,25207,11381
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",481,918,1416,867,1440,1802,2752,3210,3631,,,10502,8124,11111,9052,7147,9569,11606,11706,10322,21174,,13885,10937,15237,22818,22655,21775,17259,16136,16908,6896
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",1512,955,669,3086,4843,1777,1769,2526,2682,,,219770,170839,138343,121353,121126,122584,115683,113537,106151,144004,,74408,72985,97699,122253,115362,131749,162367,157270,167426,214922
731412,"Endless bands of stainless steel wire, for machinery",122,84,33,116,117,85,66,490,92,,,1722,1173,1315,746,1012,719,769,1893,959,1070,,1099,1290,586,1452,707,740,982,1417,870,500
731811,Coach screws of iron or steel,12,5,14,46,31,12,17,16,19,,,1368,1170,578,218,290,330,304,380,263,222,,986,1159,1351,1125,1440,1087,1210,1612,2027,2212
731816,Nuts of iron or steel,6857,5454,5557,7205,12043,12279,16941,15882,12146,,,787932,714574,670215,586765,638325,683754,715337,670060,566055,710916,,31836,37744,38805,50280,54831,56015,70409,75520,81247,114060
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,2,0,3,0,0,0,,,289,154,179,126,68,72,91,88,42,153,,162,377,144,138,168,81,188,33,7,71
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",2844,2304,503,1161,1702,1405,942,787,796,,,36225,26216,21183,29393,17322,10858,9539,9713,10205,11562,,6363,5211,3246,3845,4450,4216,3839,3779,3786,31967
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",202,467,338,403,264,341,207,180,160,,,2492,2128,2512,1759,1851,2757,6066,3979,3974,11761,,8293,14115,15160,10123,12537,15700,15256,16318,18769,64083
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",253,896,1266,1451,1527,1790,1929,1275,1149,,,68151,61367,60731,48831,52385,62058,67379,54855,62314,83461,,528,1099,1542,1801,1885,2293,2483,1759,2052,5236
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",1220,1389,1287,1219,1400,1692,1437,1341,1250,,,5446,5787,4820,4283,5272,4874,4974,4623,7216,9304,,1723,1735,1458,1397,1600,1929,1861,1805,1746,1784
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",6572,7648,6867,7879,11781,8679,9939,10491,11553,,,192413,203877,195051,149089,133582,150061,157937,133657,97728,196646,,16632,17900,16991,23780,30511,40157,49324,41277,36534,83114
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",1058,1689,1836,1069,1749,2604,2622,2771,6513,,,58470,58295,59670,52546,58161,70986,70380,61258,59999,82594,,8874,10390,10769,12523,13808,15552,18335,17423,18996,28513
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",4682,1992,3530,3328,2381,1411,1796,1845,2625,,,9678,10449,24131,36098,54830,55816,25326,17227,16288,21820,,112828,119820,128332,111121,92752,13071,12246,12742,15895,19564
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",529,135,181,150,117,492,631,493,429,,,2201,2989,3213,3165,3032,2792,3301,3248,3174,5182,,1290,282,269,282,279,726,797,788,831,558
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",57,62,53,54,29,50,75,112,33,,,1781,1777,719,310,265,286,307,297,280,532,,3365,5011,5765,9391,10169,12319,11156,12318,10053,5657
741999,"Articles of copper, n.e.s.",33111,27081,24890,27175,29598,41689,39499,32047,29154,,,298654,255627,273169,197662,177301,195558,209269,154941,147593,222619,,79561,81336,91389,98408,116910,140024,163418,204166,225266,73686
750720,"Tube or pipe fittings, of nickel",4,2,2,2,1,0,0,12,20,,,4835,5345,7111,2772,3872,3470,3037,4247,6461,4812,,106,197,327,56,29,17,34,292,267,481
750890,"Articles of nickel, n.e.s.",230,109,5290,1082,455,507,510,411,321,,,44936,32085,32254,30861,30706,41791,60881,64971,59163,67114,,2386,2354,12772,3913,4781,10154,12879,9322,10432,7419
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,0,0,,,12935,9531,7187,1340,1026,1490,1430,898,915,564,,2694,2316,3391,4407,2113,8101,20149,39830,52738,76374
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",672,1950,2309,1245,121,310,236,268,310,,,6038,5032,6423,8154,6938,5369,4784,4415,4090,6466,,3598,4849,6397,5699,5704,7707,6753,8255,18085,24117
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),574,869,1020,1788,1866,1248,371,303,153,,,18955,8352,4490,4566,4457,4458,3621,5020,7311,10899,,4237,7153,8335,8110,5193,4988,4998,19351,9739,7484
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,1,,,1276,1179,826,1136,1466,1176,1436,2695,2305,1743,,263,333,203,7,14,7,389,13,6,1882
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",3545,3803,1322,599,341,235,214,207,100,,,12312,8376,12293,14304,19155,25359,31261,25014,20661,20588,,29272,21013,20946,24899,39337,43583,33132,36323,37407,24043
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,3216,4756,1554,4110,3025,5076,2944,8289,13845,,,19095,20564,2023,2225,3191,2648,3677,5602,6479,7053,,198351,171102,186503,134840,149085,206356,273340,277382,233397,108871
790700,"Articles of zinc, n.e.s.",762,1295,1026,1613,2810,2402,2072,5836,1405,,,10272,9599,8353,8410,9555,11854,11389,10062,7346,7466,,3528,8706,7275,6945,8564,8200,16488,21734,25669,12409
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,,,10484,16926,15820,8853,8118,14617,14081,18444,16796,32711,,13,0,0,0,0,0,0,0,0,713
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,,,436,649,100,331,397,131,150,89,167,126,,0,0,0,0,0,0,0,0,0,
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,,,90,6,4,13,11,565,895,581,634,545,,3,1,3,18,0,0,0,0,0,43
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,,,21985,13647,18181,20682,16576,23706,25266,30840,19441,18322,,0,0,0,2,1,1,0,0,0,
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,,,5044,3349,2760,2232,778,3019,3371,1528,1747,2945,,135,1,2816,4591,4096,12,0,61,282,913
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",1,0,2,21,12,9,12,23,11,,,2822,2817,2687,2307,2210,2414,1763,2149,2397,3576,,13,11,53,198,246,144,266,116,252,2205
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",3,15,10,19,13,6,28,33,26,,,16136,14197,14936,13971,17040,17607,19766,19091,22675,26406,,192,202,425,460,627,606,715,795,1063,7307
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",408,529,379,325,407,436,585,512,363,,,24752,23183,29073,32113,39567,34956,45119,27991,21642,23929,,4713,5433,4961,5169,5547,6950,8763,8962,9527,19138
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",29,18,15,34,35,60,26,30,8,,,7918,8585,9763,10595,14099,14058,13871,13630,14599,13470,,166,156,231,246,468,467,995,385,465,24244
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",970,923,886,1095,995,1365,1496,662,479,,,9791,8730,8160,6485,6912,8026,6537,6739,4790,5569,,6572,5954,1873,2459,2818,2396,2903,2238,1864,5734
820740,"Tools for tapping or threading, interchangeable",2579,2392,2284,2956,3842,3677,4963,5351,5035,,,185323,153174,164131,147949,154354,166021,177534,182386,128872,169318,,5981,5658,5910,7115,8763,9058,11128,12249,12260,10138
820770,Interchangeable tools for milling,267,203,300,240,316,206,209,112,70,,,154470,150500,166337,179868,175929,192534,223394,206576,169235,200556,,813,562,542,1923,1215,1272,1153,1107,1258,51078
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",596,363,420,283,552,423,543,493,571,,,29881,26892,25307,22160,24982,25404,26318,27027,24752,31581,,2042,1799,2778,3662,3403,2538,2634,2840,3402,3443
