Product code,Product label,Germany's imports from Russian Federation-Value in 2012,Germany's imports from Russian Federation-Value in 2013,Germany's imports from Russian Federation-Value in 2014,Germany's imports from Russian Federation-Value in 2015,Germany's imports from Russian Federation-Value in 2016,Germany's imports from Russian Federation-Value in 2017,Germany's imports from Russian Federation-Value in 2018,Germany's imports from Russian Federation-Value in 2019,Germany's imports from Russian Federation-Value in 2020,Germany's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",1853,5756,7271,3703,11390,9517,14815,11691,12631,14402,,360440,360951,304431,211402,265860,310215,349887,350536,329438,398638,,1898346,1885591,1855499,1441380,1526551,1493230,1579414,1422724,1280673,1597917
841112,Turbojets of a thrust > 25 kN,9017,25910,16224,40267,20449,42054,126504,192786,38237,14336,,1135940,1575745,1413571,1393658,1210885,1540673,1593769,1851894,1746725,2429223,,3525476,4083886,4253106,2792531,3517541,2804974,5021898,5374097,4269132,4462300
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",7306,6671,2838,3352,2118,1391,3240,3137,3977,14118,,429784,276208,315808,186561,202617,198487,300204,236738,198757,600278,,171249,147891,146175,126054,94012,101392,126775,82208,63439,144560
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",8251,11038,6752,5218,8279,15917,3894,1258,11463,13897,,279166,178436,227466,134580,159341,271364,304966,192933,254755,321085,,1123537,913245,769514,638334,644433,983127,1041713,737117,558097,903189
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",4527,7669,3599,7400,6934,8932,7973,9324,14181,13612,,67508,75885,74319,61855,73993,90828,83707,92427,78583,0,,73457,79285,80560,85058,92131,118005,111477,98838,102759,97234
271311,"Petroleum coke, non-calcined",0,0,2243,1363,1323,5994,3273,8838,10125,13541,,654,2951,871,3194,9806,61341,136815,103408,100046,176017,,198467,194241,160815,110375,51239,89204,129403,123087,71086,79588
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",10073,9816,8492,5604,6304,5720,7871,9102,6605,13091,,21304,33336,28665,15534,12036,17841,33407,40464,20309,31231,,120937,136812,122758,78781,78282,97384,99032,112818,76238,112942
940350,Wooden furniture for bedrooms (excluding seats),431,300,394,432,587,1540,2570,3520,8818,12806,,27936,28620,24274,19501,21226,30408,31644,41371,52102,73213,,519465,546149,651747,609152,680689,740012,762021,845446,937301,1029271
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",1894,0,230,0,0,2726,1094,930,16618,12786,,8702,6299,4069,3260,3708,10762,11183,8891,34462,45803,,85243,54632,59922,33259,22947,39637,69192,43301,61432,131236
292610,Acrylonitrile,3488,21377,25468,14357,6900,6205,12150,14713,8312,12469,,197122,183522,209538,148631,102970,159832,190465,178302,99790,190429,,115121,128007,148829,112838,79628,107382,139991,107985,69256,85591
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",26463,25098,13424,7025,8411,10005,15401,18896,13881,12458,,1368,725,7981,0,0,0,0,0,0,0,,453985,516628,477737,514155,587979,860386,906104,941246,544689,572883
390230,"Propylene copolymers, in primary forms",0,0,2,29,2,94,9,5,24,12338,,5688,2676,11744,25307,29196,31884,37048,37391,30166,70790,,1291684,1412493,1531343,1181525,1081428,1225704,1424257,1264632,1043867,1569825
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",9069,7325,7238,4036,2055,1103,5253,6081,7515,12021,,184976,202493,235746,172632,182793,177197,195725,212072,177399,414139,,3842113,4691157,5341384,4847051,5569694,6323418,7419554,7502001,7302620,8143768
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",10153,10024,5765,3870,7110,6624,6644,4548,7214,11777,,8312,7472,21979,14304,13491,14980,28848,16203,16566,22592,,50486,44895,36904,33374,31559,31574,47747,53296,43654,57801
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",13275,15670,11164,12135,16284,20477,36417,22123,16854,11681,,241316,226160,187005,126880,138074,203793,245090,210597,208784,257582,,716538,633925,669697,557847,496277,619978,828200,576565,407371,671846
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,17244,18701,11803,30686,3503,9227,3252,11625,,84066,99712,169460,225735,229034,290512,334307,428505,211820,3691,,311429,450845,406994,220750,214154,306771,293201,227206,220080,287691
850440,Static converters,1342,14533,1594,3256,6555,7073,7273,5752,7910,11534,,97908,118563,82176,83442,84032,84858,90729,97061,87651,116965,,3281335,3130175,3179091,2905834,3097075,3578715,4021724,4265351,5110295,6500425
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",281,41,46,69,28,121,649,836,6153,11007,,10912,11845,14307,16331,41810,34468,44016,44320,38958,54165,,523407,617026,707044,602713,604356,608411,675369,640256,515713,537858
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",9001,29260,1034,4820,13836,5693,3179,7270,4969,10842,,192671,325358,231816,178779,213493,201748,193667,178195,516947,936518,,1468229,1646557,1626085,1438392,1353662,1432961,1483311,1325109,1142577,1656364
284920,"Carbides of silicon, whether or not chemically defined",4167,8522,3391,3190,3592,6181,6197,7058,7720,10451,,49199,45041,34126,29634,23918,33614,39569,40026,44330,49232,,140376,135986,132236,103608,88130,94341,121699,98540,74327,121073
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",2983,6331,3436,2305,2098,3396,3728,3032,3320,10386,,53638,65321,40335,32220,37025,52931,87829,85161,73839,102139,,7480812,8519942,9611818,8669806,9679114,9972665,10400403,9327212,8232279,8886809
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",839,4293,7031,2656,918,2460,6582,3889,2883,10227,,1914115,1731844,1486658,1422234,1164687,1370599,1561903,1467433,1273758,2024941,,248583,261443,258291,188927,172233,168110,138043,152210,135011,149895
281810,"Corundum, artificial, whether or not chemically defined",6130,6778,6234,7121,7117,8787,14734,8616,6986,10225,,21007,18242,18414,23130,21229,29943,30384,24646,29410,36417,,143547,155317,159331,130166,142857,159256,197419,164582,120868,171095
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",21,38,51,34,65,135,720,3898,6035,10160,,46186,59139,57473,47560,59886,69182,84524,99360,110577,168737,,900930,986380,1062576,996854,979333,1046805,1169288,1125509,1091206,1338401
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",2440,3589,4172,3432,3730,4923,7381,4239,2766,10064,,20023,16003,27930,25431,10500,8681,6146,6453,3238,6080,,71829,66129,55490,31361,27243,42054,56342,38662,30463,71339
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",722,1382,2709,4451,2865,4275,4918,6400,6931,9988,,3394,4185,3197,2209,1063,1901,2696,2219,4657,6643,,101331,100728,114796,103933,105474,105371,118513,98944,83561,110469
810820,Unwrought titanium; titanium powders,7746,6376,5008,4574,6615,5971,8257,11459,6004,9863,,85982,86449,79328,52797,45303,59849,70317,62514,39979,49152,,72565,56617,43644,35989,33587,35867,45236,51261,37579,42660
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",4,0,0,1147,18311,9227,18186,7591,5127,9807,,350656,293253,330353,295372,277113,380350,560221,450933,544358,745937,,420825,312971,369513,278045,355054,434460,521098,400253,338977,598249
291533,N-Butyl acetate,677,210,298,106,54,189,34,73,44,9692,,38488,29322,33942,23887,22663,24163,24046,26676,27761,66151,,21334,15147,14599,10681,14914,32879,30361,22266,18592,75499
440131,Wood pellets,1161,2854,6576,9911,7208,6062,3810,2692,3280,9543,,109024,124459,126659,99368,107949,142579,186434,266590,289030,289351,,65449,118575,91520,76247,73804,78307,78176,65320,58427,71313
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,11530,9728,4292,4578,9520,,0,0,0,0,139,128388,149961,169217,122850,258601,,0,0,0,0,0,350801,397200,416448,409434,513350
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,12438,11866,1944,4377,9518,,0,0,0,0,461,34122,42679,44367,55447,77057,,0,0,0,0,0,508489,556068,530073,618985,717438
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",0,0,0,0,858,4117,9506,728,6692,9500,,48358,61317,66990,58741,100361,149493,183035,173811,157691,225851,,105182,103824,119580,104765,106833,104246,107981,94986,117451,137152
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",21042,23777,19628,18740,11934,14269,11433,8392,8406,9420,,22522,25880,21465,19012,12247,15458,16357,16489,20495,23044,,476011,509314,522485,543022,538287,564260,628326,675000,744303,570125
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",4928,7740,5187,5189,7220,13294,16094,12693,6920,9264,,129898,183564,89429,52635,47265,64026,48042,37788,19530,28221,,12658,18885,14802,7083,8652,17771,21622,17457,7625,10525
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",15677,15234,14836,12589,12183,16433,26392,20049,9855,8952,,102599,113510,113264,82506,83145,111524,156531,139172,100449,184079,,324999,314072,343911,276753,258996,314171,360861,294308,242329,339879
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",2709,2720,3295,4517,6077,6126,9343,10176,9904,8815,,55069,131231,204512,125135,112362,217009,138791,156507,175718,239473,,134705,142700,167974,164408,203234,171709,172872,197975,158637,133924
291612,Esters of acrylic acid,2546,1057,170,189,620,954,794,1198,740,8744,,53039,42348,33264,17606,18121,76246,96006,88078,76134,171363,,215165,219467,229146,189043,151777,213081,219038,217070,165377,426724
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",0,20,171,503,406,6463,17844,10825,5915,8688,,5130,8126,8708,10500,18130,29505,44152,39775,51301,77913,,203908,220142,227247,203367,232858,280087,353895,323091,328141,392022
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",9398,9677,9473,7898,8302,9083,8383,8985,7990,8592,,309490,390427,372134,280682,318176,355581,423541,483185,495766,583473,,957734,1049533,1250051,1040236,1088767,1139797,1243686,1205003,1218081,1215496
280469,"Silicon containing < 99,99% by weight of silicon",0,0,0,14827,13754,10001,14294,9004,9957,8412,,54853,44552,54391,56215,34470,27044,51979,26200,19208,21348,,636939,604691,609020,574610,547636,525204,692164,523133,478958,576981
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,16720,2493,28623,11632,6193,1721,3870,5966,5872,8378,,123258,109855,154638,135503,98082,103913,95513,75521,53412,102922,,730790,623708,735764,524133,335659,365941,340150,373303,354656,458724
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",8172,10476,3709,10098,8347,8381,9217,12361,11904,8304,,15728,34053,15419,33278,31383,21847,21171,29009,27524,20384,,88702,97426,89478,94094,103869,102172,104390,107137,101723,99668
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",229,314,865,1079,933,2017,3966,3588,4132,8202,,6642,7466,10167,6849,7252,12355,18258,16965,19431,24926,,82176,90182,101019,101099,117850,138479,141507,107400,96055,124305
270300,"Peat, incl. peat litter, whether or not agglomerated",739,896,709,2874,1488,1978,2939,5622,6557,8111,,4681,5218,6710,7217,8842,9717,13134,19463,22891,33583,,81804,83938,96045,87416,83072,86176,102819,93425,97900,115143
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",320,202,121,1134,516,541,845,1131,1657,8042,,191779,250698,227927,132774,141939,157119,174428,212793,192407,231472,,300582,314820,361873,342020,347017,351746,414926,435208,451415,456308
720280,Ferro-tungsten and ferro-silico-tungsten,825,1004,777,3699,18416,19829,15124,7410,10652,7933,,30090,18523,31674,10206,35471,41419,35085,28809,32359,34870,,35605,45775,44448,27193,35839,42660,30054,19901,15705,18041
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",2527,29,2377,43,43,1693,6996,5227,2279,7651,,192166,111103,95754,156547,199774,241281,228039,137121,170164,372735,,29895,55683,53488,35051,27064,34479,60090,44645,49656,61777
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",42304,53422,53005,38545,25227,33582,28518,24438,24413,7637,,92852,107435,102323,64266,42651,57712,46964,66643,59027,34823,,380307,416748,411314,391994,395038,394590,421315,347735,335075,413368
780191,"Unwrought lead, containing by weight antimony as the principal other element",19361,17992,5069,1204,9022,16457,15199,5150,5017,7587,,54381,46615,39742,34381,38950,41950,39160,24929,16755,24708,,48561,33248,42811,46977,62788,129576,108618,103123,79257,113796
721240,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",514,833,1081,1284,1612,3726,5732,5373,3041,7485,,11841,12079,13177,11311,13072,17602,20811,19420,16362,31450,,71312,81231,85589,73991,72070,68561,77617,79624,72193,103092
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",2528,2239,3031,4325,11190,6731,9029,7980,6266,7445,,193925,231500,216347,165473,216763,231029,255151,255216,181169,272681,,3127743,3220881,3609506,3196871,3399181,3713789,4391342,4111006,3709324,4660640
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",2664,6889,8191,8477,3159,997,2812,4870,3248,7433,,28727,54812,52164,28697,16742,33716,11794,14570,19563,11219,,244478,239006,304140,321967,237775,238226,244403,256872,235796,270051
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",6334,9617,8881,5106,5679,6371,6858,6554,5687,7349,,182424,202426,214199,188425,175651,217859,298188,288714,213993,203001,,105088,194689,272707,230772,231170,253795,295872,264399,236068,290009
720270,Ferro-molybdenum,48075,41304,25537,26801,24814,30714,19993,6439,2385,7275,,144478,132490,108747,75998,55924,53932,31058,39732,20625,29221,,356042,296063,334189,208135,160565,198309,264310,226942,138272,267477
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",6,37,9,18,15,1,0,82,5326,7245,,96262,71747,108631,108630,107691,125744,109547,175969,243430,271051,,38104,46385,70963,38629,26598,32884,56887,84528,78806,339992
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",4481,3855,3495,6408,5344,5829,4759,3051,1797,7235,,107573,96591,79329,64643,66667,94097,82632,87667,76672,97301,,3818469,3675550,3932631,3337936,3499906,3685295,4041239,3700733,2925090,3612638
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",6502,4400,3805,2820,2782,2668,2939,6249,8517,7167,,173249,210400,188356,122399,131902,150334,166657,169714,174447,204486,,609025,658426,717416,659992,702678,708195,717857,727677,711673,763308
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",83557,45265,66961,31480,23389,17796,20612,17258,9284,7137,,690839,576194,623176,436067,427916,468156,653587,553986,356043,402378,,716312,669519,619879,427101,431237,445068,459586,423927,288270,301956
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",1524,1082,0,645,723,3583,9287,5064,3860,7082,,0,0,0,0,0,0,0,38,1,0,,17435,16965,11789,13511,9070,12499,12596,6990,5123,8864
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",0,0,0,0,0,0,0,0,0,7060,,0,0,147,81,216,282,428,78,1171,61,,4786,3974,2822,3539,3878,2506,3347,2597,3461,9929
