Product code,Product label,Japan's imports from China-Value in 2012,Japan's imports from China-Value in 2013,Japan's imports from China-Value in 2014,Japan's imports from China-Value in 2015,Japan's imports from China-Value in 2016,Japan's imports from China-Value in 2017,Japan's imports from China-Value in 2018,Japan's imports from China-Value in 2019,Japan's imports from China-Value in 2020,Japan's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
630391,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excluding knitted ...",3834,2775,2725,1913,2381,1823,1465,1475,1810,2234,,123304,124792,122962,90588,78124,71440,72627,63597,62044,80587,,8965,7346,7827,5791,6826,5457,6027,5435,6193,7458
540262,"Multiple """"folded"""" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex ...""",2506,2959,2712,2039,2263,1529,1703,1689,1562,2222,,63075,65206,73916,80484,90645,98208,109256,125754,121835,171474,,3499,4140,3255,2640,3258,3089,3652,2810,2472,3886
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",5110,5026,10954,9638,5610,8152,10081,16315,10040,2221,,523536,732805,903548,707277,779024,1078443,1446943,1165505,1260647,2639461,,24835,33138,45104,15650,12832,18598,19749,28265,28911,24571
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",1701,1714,2666,2229,2108,2230,2244,2544,2196,2221,,494318,591144,703530,781049,727773,701121,814699,886447,779450,874338,,4488,4110,5151,4923,5294,5158,5038,5072,3819,3790
580300,Gauze (excluding narrow woven fabrics of heading 5806),2901,3156,3262,2983,2967,2928,2675,1703,1555,2215,,22083,23961,10829,7966,6408,6851,8935,10072,10125,11082,,3307,3867,4933,4208,4500,4455,3920,2970,1819,2371
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",1821,1593,1693,1929,1915,2286,2470,2523,2578,2207,,2859,3715,7514,5142,5760,6748,7139,9874,11777,15929,,11030,8752,7985,6015,4479,4940,4918,4936,5896,5086
281700,Zinc oxide; zinc peroxide,862,511,372,244,1090,2253,2877,2370,1775,2200,,21114,17250,22385,25465,29213,35009,33708,43308,43880,37235,,25286,22867,25587,18791,20916,22950,28072,25170,21200,26451
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",4680,5020,4342,4713,4826,2607,1671,2150,1934,2191,,7343,5840,5035,4927,5086,3919,4116,4050,4141,4734,,12771,13429,11925,28986,29383,13925,12960,12742,10600,10755
280620,Chlorosulphuric acid,950,983,1757,1930,1425,1742,2096,2173,1874,2188,,628,631,1154,1244,811,1029,1391,1274,1297,1424,,2258,1805,1837,1976,1498,1808,2174,2292,1932,2254
282540,Nickel oxides and hydroxides,525,75,29,296,961,357,339,322,305,2187,,7706,6592,3748,8775,29907,59746,155974,143908,159943,460778,,1951,784,652,407,1513,852,541,441,705,3230
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",184,2,0,24,7,53,127,54,37,2183,,37037,25364,21202,21069,16700,25948,26510,48700,57175,58096,,29508,29726,36456,40820,42642,41415,66599,56771,52277,30415
540769,Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured ...,918,375,388,515,211,640,2704,1945,1964,2177,,603461,704847,834594,855511,715614,715235,654374,646269,490246,541298,,6743,5313,5852,5998,4199,4410,8818,7826,6089,6369
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",1555,1479,1967,1483,1439,1152,1203,1247,1824,2176,,154327,144545,177820,170430,167606,165482,212596,227373,262229,299920,,39985,40239,39069,39959,35087,38926,47150,49067,40095,43075
130239,"Mucilages and thickeners derived from vegetable products, whether or not modified (excluding ...",168,156,253,451,349,485,1351,1222,1983,2169,,293262,356047,397121,375782,360134,400852,447598,446627,434219,470725,,32531,27537,31195,30444,29501,28544,31988,32771,32591,29920
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",8117,6183,4768,4112,3798,3471,3289,2285,1869,2169,,92936,92249,92496,81412,72750,71896,87412,61358,78662,94276,,41668,39828,36864,32703,30972,33796,37302,30352,31531,40785
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,1489,1411,1549,2045,2166,,0,0,0,0,0,753,7498,7755,5157,5260,,0,0,0,0,0,67666,78826,88410,68124,68188
441873,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo",0,0,0,0,0,680,1765,1541,938,2160,,0,0,0,0,0,59689,30010,27058,28025,35756,,0,0,0,0,0,680,1765,1541,938,2160
390610,"Poly""""methyl methacrylate"""", in primary forms""""",5270,3150,3407,2721,2984,4032,4322,2817,1916,2158,,48190,36899,31811,29073,27121,43250,46420,38640,51376,46674,,13333,12034,25537,41167,33757,46547,62023,48239,37889,57965
950661,Tennis balls (excluding table tennis balls),1070,900,652,1221,1038,1006,979,1003,1135,2157,,84506,89478,83809,79661,78109,75722,73505,73084,66495,81137,,24829,26941,22088,22624,20447,20781,20859,22346,16542,21038
620322,"Men's or boys' ensembles of cotton (excluding knitted or crocheted, ski ensembles and swimwear)",3121,3830,3389,5516,6573,5647,5131,4016,2987,2154,,55466,65559,184673,147215,107477,94517,75699,99723,81333,74213,,3347,4164,3725,6179,6969,7621,7166,6227,3886,2829
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,1699,2061,1970,1930,2152,,0,0,0,0,0,266392,262952,232446,223954,288403,,0,0,0,0,0,29545,29011,27172,23083,30222
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",1221,156,72,356,1632,1918,1833,3640,1871,2145,,81756,113120,123275,162311,133377,123660,122245,141329,147295,162716,,79508,38383,38687,42419,35794,35009,36918,51077,44368,47675
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",1050,1139,795,569,529,664,1749,3091,2503,2143,,19858,20050,21119,18563,12108,11936,8838,8969,5935,6212,,74973,66065,53274,32758,32440,31336,26867,22626,17246,15779
