Product code,Product label,"Japan's imports from Korea, Republic of-Value in 2012","Japan's imports from Korea, Republic of-Value in 2013","Japan's imports from Korea, Republic of-Value in 2014","Japan's imports from Korea, Republic of-Value in 2015","Japan's imports from Korea, Republic of-Value in 2016","Japan's imports from Korea, Republic of-Value in 2017","Japan's imports from Korea, Republic of-Value in 2018","Japan's imports from Korea, Republic of-Value in 2019","Japan's imports from Korea, Republic of-Value in 2020","Japan's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",1014,2595,4260,3554,1921,499,59,33,29,83,,57,644,446,52,0,21,275,324,66,53,,10763,14058,14023,13179,12602,18062,35558,28908,22401,28516
830150,"Clasps and frames with clasps, incorporating locks, of base metal",34,54,179,158,79,105,81,76,88,83,,502,882,379,719,821,511,692,667,614,688,,1304,1796,2150,1945,1583,1400,1674,3092,2320,1474
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",328,307,342,295,128,57,94,88,27,83,,1297,1401,801,524,221,151,154,258,288,909,,43535,41012,41359,43857,51791,38694,38327,33030,23993,14953
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",0,2,0,0,5,6,0,18,3,82,,296,712,518,167,124696,1441990,20583,3666,476,33967,,10836,5299,3878,3668,1266,2802,5136,6605,2731,2490
80711,Fresh watermelons,518,105,63,53,127,112,152,54,168,82,,569,352,723,452,459,343,500,436,594,354,,1877,1364,826,300,317,221,381,266,1442,1827
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",0,0,0,8,7,13,41,14,39,82,,35,12,88,118,227,46,18,42,61,129,,47128,43068,53641,47579,51589,43205,38170,28556,27876,26750
810299,"Articles of molybdenum, n.e.s.",272,81,20,28,20,38,17,65,107,81,,2135,6456,8174,7348,3812,7671,7088,3017,2538,2176,,26235,22344,14847,5318,4815,7604,9863,6029,5036,7041
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",27,56,22,36,19,22,17,16,19,81,,414,688,484,237,446,602,934,1211,496,917,,216933,192984,182636,168990,179257,175420,190622,184908,183431,192472
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",0,0,0,0,0,0,0,0,0,81,,54,149,37,119,264,2506,6363,13696,10679,3422,,4619,3623,3934,5640,5748,7130,13981,8542,7242,7758
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),436,274,320,235,108,133,102,179,64,80,,35457,38098,41577,41264,45754,44587,51622,45787,32891,36164,,9323,8584,9902,9202,10429,7844,9175,10546,11428,8590
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",65,53,68,51,77,55,90,50,67,80,,884,1237,1703,1035,1646,952,1541,1630,694,1094,,55247,62421,67655,64750,55540,63048,75284,72809,72228,78604
844831,Card clothing for machines for preparing textile fibres,84,38,31,49,80,117,42,50,26,80,,638,613,651,877,669,620,641,592,465,1112,,342,354,329,226,386,305,457,387,542,1057
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",380,235,134,179,120,25,7,57,93,79,,7414,3450,3424,2931,2535,4631,4185,4421,5528,12287,,182756,202744,194670,146766,126574,154750,168456,134779,132453,139146
283210,Sodium sulphites,198,48,38,39,39,53,134,117,80,79,,225,102,248,72,88,178,164,65,85,89,,2415,1951,1902,1843,2013,1845,2320,2915,2464,3219
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",12,188,142,72,115,96,74,54,17,79,,2870,1735,2395,1395,1691,2943,1406,779,287,552,,7992,8419,6692,5530,4595,4192,3419,5007,3231,3939
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",302,56,60,0,11,29,30,8,34,78,,371,63,96,30,69,62,10299,25,38,1052,,302019,231225,216061,205377,154767,175651,169371,187011,152513,192856
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",3,0,0,0,0,0,56,47,54,78,,2533,4676,4627,1824,1442,1669,3405,3588,3691,5093,,62,107,181,280,239,303,481,404,235,293
621390,"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excluding of cotton, and ...",376,361,381,373,262,271,205,308,197,78,,473,412,398,212,290,417,442,536,307,338,,5557,7308,7202,7867,9227,8387,8142,8433,6955,5083
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",48,126,62,71,75,47,33,138,110,78,,8177,7488,6918,5556,8499,10776,9191,6643,3592,4428,,1617,1356,1397,725,629,997,490,761,723,564
580300,Gauze (excluding narrow woven fabrics of heading 5806),0,169,300,352,409,620,726,878,137,78,,4280,4315,3944,4619,4039,4454,6990,4076,3201,3475,,3307,3867,4933,4208,4500,4455,3920,2970,1819,2371
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",28,168,101,149,64,24,12,64,171,78,,9,5,1318,406,190,105,31,50,64,340,,39020,46789,31049,27483,25546,29826,32153,27722,24413,19290
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",15,9,10,31,54,68,56,47,32,77,,196,123,55,35,78,101,16,93,81,61,,4484,4900,4744,3210,3793,3559,2596,2435,1638,3732
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,57,24,23,0,77,,0,0,0,0,0,265860,282662,319844,418326,638317,,0,0,0,0,0,1247,686,1018,1403,1159
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",137,180,108,79,53,77,54,67,55,77,,545,207,413,269,765,666,271,315,472,217,,53854,52235,51654,45462,46381,41215,43764,40392,36373,36162
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",3431,3304,2409,1838,1647,980,808,228,219,77,,32147,23920,23176,17740,15175,15718,11734,11053,5662,6246,,36362,37500,31922,27338,30054,25924,24371,21441,13938,16981
711029,Palladium in semi-manufactured forms,559,515,128,0,0,117,267,140,236,77,,1533,2090,1900,2644,4462,8388,10721,14521,13124,18788,,91297,57313,65748,54845,15287,16084,15468,15690,13947,10228
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",276,129,0,0,0,121,86,128,69,77,,15699,14168,13746,12380,9978,13319,12919,17708,14952,23997,,16353,16783,16787,16353,20443,25834,47120,59975,36552,30450
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,54,2151,937,3,77,,0,0,0,0,0,453,9647,6685,3569,616,,0,0,0,0,0,134999,155869,151317,157699,198812
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",237,386,300,141,107,68,173,86,55,76,,62909,75138,88332,65610,54507,80091,83293,74475,40498,69121,,2747,2704,2951,1873,4118,1623,5530,1996,3490,4534
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",349,325,386,467,224,124,118,54,40,76,,2934,3074,1023,2590,472,308,289,277,844,976,,6436,6680,6940,4107,4837,6414,4720,1498,3185,2238
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",46,55,21,19,43,30,37,49,106,76,,1127,1180,1187,665,1028,1418,1289,2069,1935,1684,,67573,56038,47350,47060,51325,39420,43618,38066,29146,30206
610444,"Women's or girls' dresses of artificial fibres, knitted or crocheted (excluding petticoats)",961,814,810,813,612,339,258,176,40,76,,4768,5492,4741,1198,2661,1036,1137,1472,436,569,,81615,72475,58892,49887,49073,39012,41130,54118,42877,42112
391231,"Carboxymethylcellulose and its salts, in primary forms",355,846,684,598,719,297,4,0,12,76,,1168,1479,1589,1888,2688,2073,2180,3002,2641,4174,,7073,8454,10048,9508,12059,12739,12868,14843,15115,23414
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",285,20,9,5,0,0,141,189,38,75,,9544,1222,981,576,821,1478,2658,2236,2862,3041,,172347,132302,131097,100467,98669,87428,79662,71953,61651,50821
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,76,14,0,20,11,3,91,51,13,74,,296,1062,3731,14827,570,220,278,440,260,318,,373,324,393,276,402,285,777,315,243,180
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)",165,1118,116,846,532,482,414,155,214,73,,7972,10066,9108,6306,6323,7033,14269,14968,8744,8441,,17141,21131,37145,33371,13907,16113,17834,16959,18010,19113
560741,"Binder or baler twine, of polyethylene or polypropylene",405,346,311,266,183,198,183,213,137,72,,789,2971,3285,2640,922,600,515,494,452,731,,13544,13269,13604,12106,10651,11425,12000,10727,9571,8885
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",23,87,140,246,130,527,984,145,49,72,,10810,11271,7506,5695,3768,4886,6434,4235,4178,4111,,42604,35684,31821,23057,15332,19777,20888,15590,9269,16502
290544,"D-glucitol """"sorbitol""""""""",111,79,73,83,112,82,82,69,100,71,,3678,847,1662,1567,1613,1468,1505,996,964,881,,38253,35802,35833,34172,39697,35300,36190,39431,35089,30951
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",2741,2386,1823,1259,1743,89,44,27,88,71,,4807,6441,9007,7649,7612,8208,8157,13816,10408,10157,,232546,235788,245655,215548,238087,49110,51628,49398,40615,36204
611710,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",1808,1491,1092,639,574,318,215,368,157,70,,4251,4284,4955,3276,3986,3122,2580,2431,4020,3477,,105054,88557,70115,57901,44491,46160,50417,45713,33267,31864
691410,"Ceramic articles of porcelain or china, n.e.s.",45,56,60,189,144,147,36,30,60,70,,1994,2507,2182,1680,1624,2071,3268,3037,2986,3078,,6080,7861,6065,6379,7290,7490,7957,7848,8211,10598
842611,Overhead travelling cranes on fixed support,177,11,374,0,48,0,55,130,94,70,,33771,91747,60152,54964,39774,17669,15963,12880,10403,6958,,1943,4336,9823,2896,1318,3124,1112,901,1018,1105
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",127,307,40,95,56,30,30,108,124,70,,1194,2462,1672,1528,1366,2249,2615,2486,3367,3859,,181695,210651,196938,172694,146575,174536,220516,187211,132401,103444
902511,"Thermometers, liquid-filled, for direct reading, not combined with other instruments",176,185,205,186,175,91,219,279,260,70,,162,294,308,82,145,209,396,338,367,531,,3257,3269,2911,2826,2797,2595,2802,2827,2659,2600
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",174,110,73,118,163,162,71,202,45,70,,4648,3964,4314,3790,4027,4581,5386,6193,9470,10134,,19285,19911,22191,25453,26328,21343,20720,21741,24379,22531
700220,"Rods of glass, unworked",171,86,30,305,287,359,394,863,702,70,,1751,2389,3818,5388,10652,7529,853,531,794,1470,,19615,15085,17752,26870,29683,43836,41554,23559,18731,20941
850410,Ballasts for discharge lamps or tubes,1851,1883,1264,752,695,487,202,160,121,69,,18117,20735,12931,10253,9967,10354,6790,4585,7199,5552,,87059,65272,53138,34577,22023,20112,18116,22514,20113,8108
580410,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics)",211,86,98,41,21,43,60,4,75,69,,25891,30377,28027,19502,17522,16534,16727,17145,11408,12565,,4272,4824,4680,6015,5841,5899,6560,6480,6557,7031
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",76,7,39,24,123,43,39,69,64,69,,1989,1659,1698,1558,1217,1562,976,768,961,1146,,3115,2926,2917,1860,1549,1175,2022,1975,1882,2013
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",40,38,63,29,9,51,86,60,138,69,,810,485,453,153,69,107,217,151,120,425,,1871,2752,2002,1019,1050,816,1271,899,706,1052
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,208,200,92,47,69,,0,0,0,0,0,4880,6929,4949,2448,3464,,0,0,0,0,0,6857,5737,6403,5496,5601
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,118,79,102,177,68,,0,0,0,0,0,1761,1539,3193,7805,3853,,0,0,0,0,0,13134,13791,15183,19291,21006
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",71,552,84,231,340,122,151,93,294,68,,111,298,71,26,214,128,147,135,652,371,,315,1012,621,603,560,353,449,339,729,303
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",78,39,84,26,104,140,199,198,115,68,,8084,12250,15253,15811,15932,14100,10413,10036,14923,14397,,44936,53102,65176,36857,29221,28948,30008,24985,21228,20354
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,2,9,11,12,4,92,164,68,,26,32,25,156,85,88,123,200,199,111,,6309,6087,5676,6305,6210,6100,6184,6787,6158,7389
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",311,783,0,3201,256,157,319,454,252,67,,11164,26010,8047,4581,11955,3012,3085,1670,3687,9076,,2915,1537,2888,5397,983,1309,869,1143,590,1770
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",81,272,392,347,135,78,57,37,98,66,,2998,3066,2075,2252,3701,1533,1649,1835,2293,1685,,6571,6791,3380,2465,2415,2005,2074,2319,1698,1604
450200,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...",19,39,69,61,51,54,89,80,63,66,,0,7,1,5,0,0,0,97,214,291,,221,216,105,113,242,91,130,93,119,78
901190,"Parts and accessories for compound optical microscopes, n.e.s.",258,63,95,113,112,80,77,100,84,66,,2195,3874,6903,4451,1937,2846,4850,2985,3322,5448,,46897,40495,44358,45185,52959,54407,54325,55963,47155,64364
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",458,348,261,245,191,176,182,162,138,66,,8168,10867,9841,9493,8778,9187,12187,12415,7407,10557,,847079,830508,779735,693000,608760,543762,546808,514429,390899,337620
840910,"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...",5,0,0,0,0,0,0,0,0,65,,2168,88,904,405,1075,6579,2754,1320,1613,4706,,13702,10864,12730,13827,21523,45101,80839,100380,78101,159259
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",857,733,447,292,223,172,164,123,79,65,,50,91,74,293,82,157,114,195,147,87,,66549,69686,67537,63598,62133,58992,60839,62967,47385,53812
730300,"Tubes, pipes and hollow profiles, of cast iron",294,262,72,102,76,33,32,129,90,65,,6264,14701,10459,7762,14530,9977,10448,11566,5084,5246,,3307,3400,2721,2466,1419,1897,713,878,1559,2010
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,9,171,18,24,24,22,32,26,65,,519,459,311,256,411,276,151,370,316,623,,945125,868122,960405,783934,685389,1044030,1076013,798288,577370,1009256
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",14,8,3,86,56,10,15,9,6,64,,1852,2546,2149,2215,1588,3252,2172,1484,355,1305,,63129,54027,46061,40863,37715,37128,38343,36901,30948,33947
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",205,119,243,169,129,282,276,247,39,64,,1509,1489,2763,4521,5002,4439,3260,3014,1739,3945,,2230,1933,2085,1733,1514,1812,1837,1717,1834,1641
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,35,26,0,21,55,53,35,53,64,,865,1844,996,454,4138,17660,40884,43508,22730,7936,,627775,514086,472096,475508,465877,451298,439216,454466,423065,412400
291611,Acrylic acid and its salts,13500,45241,32876,12131,10637,7137,5400,40,0,64,,30039,63300,38226,26117,28100,17395,24386,24162,32329,30971,,43021,171327,55125,12329,12781,9502,16099,96,34,120
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),523,500,232,99,188,348,335,109,178,63,,2738,3046,2942,3309,2292,1871,1871,1601,1297,1662,,93757,95645,80998,61318,66721,71221,76526,101409,93917,74803
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",53,41,64,41,34,39,28,35,31,63,,337,470,640,1180,4197,6741,5100,4293,3144,3451,,1550,2115,2079,1855,1022,1506,1739,1446,1571,2467
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",2499,1797,1406,247,443,571,590,26,73,63,,5571,8909,6582,12925,12817,8676,12601,6779,9716,42712,,3305,2565,2088,895,685,1922,4219,1822,1543,1189
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447",177,150,129,114,114,161,152,97,48,63,,43329,46841,48200,49390,45351,47772,48900,46749,39517,45699,,34771,32756,33279,28152,32548,37304,39935,25688,21943,17214
940350,Wooden furniture for bedrooms (excluding seats),158,37,26,28,24,7,130,82,17,62,,1534,2341,3029,2638,1900,3544,9156,3058,2928,1205,,212449,212467,221082,196092,213714,202542,215066,228885,248244,248930
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",145,217,719,145,58,102,75,162,51,62,,5747,11490,17170,21738,27705,51091,38643,35670,44008,46157,,39367,41169,37138,34188,28960,27664,29187,35061,39170,52736
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",192,208,115,125,120,122,110,58,107,62,,7413,6238,3762,3222,4168,4302,1620,2692,738,743,,18244,18696,18187,20182,18643,17917,18749,17864,11620,15653
970300,"Original sculptures and statuary, in any material",642,423,334,45,187,320,438,104,116,61,,34986,22312,29018,24719,20334,32900,24640,29090,8744,19622,,12253,34212,37941,51102,105934,46467,62835,61060,46827,66263
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),471,334,63,42,12,0,43,129,135,61,,2603,1106,2014,4855,8280,13909,2109,2047,2234,4834,,1994,2685,7672,2318,711,475,1327,5966,4000,1905
811221,Unwrought chromium; chromium powders,57,175,286,248,161,175,67,110,70,61,,421,645,939,672,447,266,1317,381,608,1199,,43824,38946,41218,36050,37747,38886,56689,43873,30596,38573
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,11,0,42,41,60,,0,0,0,0,0,666,908,844,1771,2019,,0,0,0,0,0,13160,28459,22476,24682,22289
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",135,322,300,264,125,169,96,71,24,60,,4114,3666,4978,3811,2392,2119,2970,2346,928,1573,,666,1105,820,1006,1573,901,646,746,475,418
