Product code,Product label,Singapore's imports from Japan-Value in 2012,Singapore's imports from Japan-Value in 2013,Singapore's imports from Japan-Value in 2014,Singapore's imports from Japan-Value in 2015,Singapore's imports from Japan-Value in 2016,Singapore's imports from Japan-Value in 2017,Singapore's imports from Japan-Value in 2018,Singapore's imports from Japan-Value in 2019,Singapore's imports from Japan-Value in 2020,Singapore's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
840721,Spark-ignition outboard motors for marine propulsion,3082,3128,2834,1968,1831,2541,2194,1780,1858,1215,,1603660,1558361,1620153,1482722,1685061,1750063,2032320,2059990,1660078,2352533,,9788,5221,4130,4230,2755,7393,6622,8157,5172,5861
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",7308,3758,3067,592,1463,560,1044,1482,1243,1215,,202052,219476,263787,179127,194148,184143,198700,177404,222163,282002,,25949,22791,22116,19616,22687,24972,17773,16941,19052,15035
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",1192,1321,404,254,620,330,238,806,1993,1210,,595390,557779,615825,559160,562384,557266,601222,588885,611668,675296,,8045,9023,9607,13546,33690,30486,23966,26066,24197,24235
390220,"Polyisobutylene, in primary forms",2692,2329,2359,2411,2177,1982,1680,1273,999,1210,,32657,36275,36361,30610,27021,30218,32119,29899,28305,35475,,132513,139028,169548,129361,109597,136966,142870,133220,103509,143250
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",6808,4212,5014,2758,4793,4301,2942,2194,3145,1201,,305956,251997,263882,262612,274936,328739,350968,299853,371174,315908,,90057,73954,81103,67256,62177,60845,55767,59747,59169,63992
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",7639,711,1337,369,550,2074,564,722,1734,1200,,150111,109829,102696,100884,78837,78480,97307,100770,80535,80317,,22706,8376,8612,7651,8267,8831,5578,4127,5718,4153
853670,"Connectors for optical fibres, optical fibre bundles or cables",2247,574,659,484,1145,1977,1895,688,820,1198,,37492,44899,42224,45950,55175,66090,65156,72918,67879,93743,,22232,25233,23202,19261,29853,29892,36582,35851,24805,37724
851420,Furnaces and ovens functioning by induction or dielectric loss,47,159,830,576,307,105,9,2,0,1189,,53901,51804,46204,22176,25163,26818,23206,20524,21056,13254,,3467,4343,5206,3003,1926,3798,5233,7047,4302,5358
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",3036,3256,1510,1701,1777,1153,1978,1922,854,1188,,253359,287610,257152,241195,227012,219889,220618,204533,195833,237783,,6530,6539,3933,2952,6954,15169,22289,21149,13980,19887
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",904,731,695,498,747,904,877,1630,1068,1184,,179917,146917,163140,148374,140238,143951,171672,171203,128738,149241,,9035,9066,9293,7422,6388,7638,10453,11432,10073,9968
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",1251,791,434,568,355,77,943,395,670,1182,,162308,133342,154389,169934,168181,147931,138416,155379,132238,186295,,178266,169514,187403,174337,128531,122446,131922,111117,123489,157457
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",7271,9968,8606,5104,10115,3119,2645,3018,1742,1181,,85705,68095,75493,70214,73123,82591,84320,76825,80722,98096,,213816,235286,224563,235025,198017,197188,222877,194147,171220,179016
290611,Menthol,416,1003,649,668,806,622,1068,1722,1033,1181,,56327,58055,53787,58099,51732,33593,39153,33162,28391,23091,,70401,56321,44415,38571,35093,37476,64352,58026,45241,40976
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",27,1687,9515,1131,1411,1691,1385,2709,5425,1173,,21659,33156,54687,30147,31877,15338,17238,29416,14922,14779,,48465,16105,17658,68032,76936,37093,27786,112094,63808,31463
340490,"Artificial waxes and prepared waxes (excluding poly""""oxyethylene"""" [polyethylene glycol] waxes)""""",644,732,551,436,455,711,855,755,704,1171,,60547,52964,55354,48500,52358,53093,51554,47174,43057,54565,,11570,11206,17230,17006,14805,16187,18347,21005,15016,21320
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",1034,1211,1118,2607,734,1702,6091,1147,1342,1162,,472526,441388,476903,404826,440350,529001,572341,610339,747811,1166709,,35333,42471,53657,45783,45294,38615,61843,42678,42943,46212
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",1168,729,448,1312,799,866,785,468,921,1160,,17166,15843,14822,16736,19782,19665,20301,21139,20480,23534,,5211,5900,7896,9509,4800,5185,6470,4054,4563,7116
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",422,105,12,31,65,410,172,218,675,1153,,7378,7773,3871,2545,2878,2638,1922,2467,2579,3482,,3956,4899,3500,3672,3052,3283,2757,3853,2712,3437
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",215,16,1164,12443,15168,7296,8493,6798,2085,1149,,1062,1122,1142,1702,804,751,786,445,1603,2551,,1589,471,1546,12865,15513,9031,10283,9450,2657,5001
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",5010,4739,2889,2820,5218,3047,3831,1830,810,1143,,115240,105467,97196,75249,68650,67985,70858,72226,77471,106278,,85317,111478,106718,113058,26478,24002,32325,20870,16108,15230
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",1004,922,2142,1078,1199,659,220,437,938,1142,,193378,169579,172285,159131,158875,151316,139661,111652,83791,93687,,64621,72291,67035,12057,9009,10652,24444,20226,12284,13519
820720,Interchangeable dies for drawing or extruding metal,2236,2313,3188,1511,3768,944,1360,1655,1713,1136,,119774,99286,87745,76033,90087,108453,89318,87765,77971,56705,,11543,13855,10407,7140,8523,5959,8290,7263,11272,7597
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",7312,7464,5671,4821,5469,3976,3202,1836,1371,1136,,57343,38514,37771,64489,48888,48536,50594,49354,46153,61501,,152715,166423,153461,132857,96229,85660,75975,50646,22942,28298
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,817,800,707,1134,,0,0,0,0,0,192,233,162,245,974,,0,0,0,0,0,0,28734,26661,25802,25390
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",257,332,214,265,279,179,1022,615,1260,1132,,39882,24761,21349,18653,15858,15729,15424,14746,17027,19308,,2040,4337,2749,5299,3746,1558,3140,1482,2674,3876
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",76,37,0,0,68,524,685,77,1045,1128,,55962,97321,61584,34917,26977,24189,16447,23394,42850,11019,,5206,8822,25285,55342,25549,22727,30552,29425,34134,27722
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",499,377,421,620,823,1486,711,1004,504,1128,,43566,36363,35710,34448,33780,33276,32524,29627,23223,32711,,1681,983,1536,2132,3212,3941,3087,3173,2972,3599
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",460,526,1020,1161,235,207,279,97,238,1126,,288954,264909,248871,212168,205904,253907,275312,241065,283389,363468,,19017,19977,26237,20479,13692,14528,13405,5728,9779,13825
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",1703,1960,1230,237,396,1095,617,961,1871,1124,,47902,48317,43166,38610,47371,52386,55091,53078,59327,63148,,37932,38682,53519,40552,34754,37966,47309,84705,54185,59501
940310,Metal furniture for offices (excluding seats),2860,1804,3401,3156,2526,2217,2000,3106,1048,1124,,3138,2405,3178,2609,4377,3294,2540,2809,1618,1633,,66842,67194,73390,59637,51898,60257,52829,48784,44402,65285
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",669,546,517,499,376,578,709,706,2056,1123,,96005,108020,117165,98852,104635,130467,142675,144329,120262,188178,,36899,39400,43721,44559,35766,48269,51092,44603,46568,141139
382313,"Tall oil fatty acids, industrial",166,134,142,201,97,77,208,479,429,1122,,3336,4515,5634,5850,4060,4609,4882,5074,2678,3818,,12859,4709,5127,6690,6526,4957,5969,4466,4105,7950
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",837,1171,728,2200,1550,2301,1469,927,665,1119,,289931,258229,270424,248732,202106,264419,241614,237336,205964,277843,,10928,7938,11551,23339,12155,8258,9621,3475,6504,18862
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",167,700,1085,1387,309,613,818,909,624,1113,,179873,173321,195993,148398,154311,209945,58335,264754,260672,277868,,11055,10971,7753,4416,520,1431,3440,3570,2571,2663
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",115,619,214,252,319,304,756,728,641,1113,,61926,18024,13248,11994,16330,20507,17219,16473,16316,17885,,1202,3335,1935,1146,1276,1197,1849,861,832,1542
160510,"Crab, prepared or preserved (excluding smoked)",1157,1165,1152,1258,1427,1020,815,689,785,1108,,8974,6692,6713,5446,6037,6998,8375,9343,9152,9766,,13276,14344,27491,26966,31923,21226,14142,11342,5335,8637
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",4104,2249,1413,922,707,851,905,1175,898,1108,,155834,132542,136881,133451,137696,138597,148259,134996,127196,152656,,16622,11782,13228,13168,9251,12553,14459,10999,10279,11632
70999,Fresh or chilled vegetables n.e.s.,611,659,646,708,862,903,930,838,779,1094,,1156,1287,1661,1608,2313,1925,1902,2376,3015,2336,,53114,55982,59724,59861,62400,62487,67017,67206,74018,79535
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",498,1543,5637,641,554,873,673,675,531,1093,,1175,1620,1587,1558,1543,1692,2466,2161,2668,3610,,17689,19396,22812,18335,20552,21807,23442,19437,10323,17955
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excluding ...""",2255,1599,771,539,414,404,339,517,622,1092,,9968,9988,7960,10896,18852,18388,19979,21930,27549,30442,,9542,9867,7614,9129,6912,5689,6180,7010,10954,9423
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",325,570,714,591,229,304,1099,795,0,1091,,70639,51120,31776,27917,29641,25884,20186,38853,36627,57752,,1724,2325,2119,1277,986,1424,1483,1163,486,1588
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",93,73,118,380,845,649,542,324,248,1075,,2813,2623,3764,5059,8351,10656,14412,17418,11649,22088,,138,94,119,385,859,653,553,324,267,1085
851020,Hair clippers with self-contained electric motor,154,1000,1568,2529,1089,1959,2592,2578,3430,1075,,36710,42317,47485,46684,43599,40340,37457,30645,44036,44908,,1415,3824,7904,13378,18502,17787,20481,14184,34083,19441
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",212,0,0,104,117,0,21,0,378,1069,,4988776,4055191,4311529,3561772,3568150,3687670,4027408,3503595,2862022,3278869,,13765,21244,20790,13876,22681,9925,548,1390,5906,5829
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",19,30,31,9,61,11,106,154,336,1066,,19625,17136,16190,15892,23836,25802,31422,25867,38828,42609,,1231,1053,1552,925,1069,694,1168,1406,1373,2391
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,1164,3439,1572,1192,1017,2258,2061,1090,1030,1065,,64444,53203,70902,79563,140881,171797,201348,139974,97447,75025,,55741,58830,41217,34878,28274,27616,37848,46350,41030,58813
120991,"Vegetable seeds, for sowing",1440,2082,1405,1008,1050,960,675,796,1191,1065,,91575,92873,94418,95641,101593,97610,77368,78505,77894,60692,,6269,8264,8358,6126,5084,6562,4757,4824,5607,4100
830220,Castors with mountings of base metal,655,546,558,414,529,823,604,504,533,1064,,15282,13729,13716,11605,12080,12357,14030,11556,12359,15411,,4960,4989,5290,4326,4587,5103,5152,5953,4649,5956
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",943,1288,1381,867,1290,1302,1189,1303,1069,1064,,44123,38600,39226,38762,37421,46913,49358,40682,34981,40891,,42318,52910,35689,31216,33168,57255,58706,61147,44674,58788
852610,Radar apparatus,2652,3733,3092,8824,7461,4850,5231,3287,2862,1064,,151262,117369,139299,170430,227228,306229,347418,325508,280589,400903,,69449,53693,87608,56727,43678,50209,62468,70601,60126,67332
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",2647,522,732,744,651,690,768,937,737,1059,,113036,105997,104497,99569,96471,119397,139401,133718,127982,187645,,9106,10106,20964,13808,15364,26475,20005,9440,13232,38627
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.",4019,3354,5045,10813,5666,3876,1910,1297,997,1056,,70136,64718,76204,72278,82702,85112,88933,99127,75523,66885,,167711,134465,307336,302705,239193,143970,101131,88229,73127,92143
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,433,503,743,1054,,0,0,0,0,0,2781,1695,4299,2042,6820,,0,0,0,0,0,0,56374,59682,41164,40589
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",4054,3401,5668,6593,14551,8590,4845,830,886,1054,,3375,2266,1487,914,1559,2703,2665,2141,2400,2468,,94847,101228,113588,94391,91470,82639,73477,39077,24962,33379
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",979,2206,2198,2424,2320,1123,187,1238,1921,1050,,84,0,38,40,13,6,139,11,9,47,,3219,4075,2827,3217,4178,4613,5559,4524,2400,1785
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",880,387,403,606,1009,1233,1104,1042,835,1049,,28362,37632,27982,18373,17997,32476,37751,37219,14506,13255,,4759,4381,4605,4826,4848,5906,5382,5205,8099,9082
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...",269,402,392,459,530,539,712,724,1003,1040,,332,716,641,927,1472,1895,1606,1428,3357,2983,,33163,35688,32839,34539,36668,33881,38188,36762,42181,45166
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",1471,888,692,715,1394,451,4409,960,923,1039,,30562,26698,22423,20701,26711,25754,29380,37290,36196,40329,,45983,55237,55601,42072,38152,47901,50164,55161,47908,60679
91091,Mixtures of different types of spices,977,1030,926,680,1153,1318,1392,1032,842,1036,,4108,4075,3528,3012,3310,3826,4174,3784,4720,4919,,15593,16215,16926,17313,18340,18367,19560,18498,20320,19193
970200,"Original engravings, prints and lithographs",30,592,196,59,1020,484,24,52,373,1029,,6849,4118,2653,5082,4238,5929,8669,12302,8558,16761,,4487,10615,5745,3426,8282,5528,4073,6280,2372,6515
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",927,894,956,754,1005,1003,948,862,1066,1029,,701,525,453,395,676,573,135,167,261,319,,2205,2011,2080,1681,2240,2169,2456,2055,2437,2183
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",414,909,302,413,427,656,1727,973,692,1028,,7165,4702,6665,7854,8368,10686,12614,13576,12212,11302,,6939,7387,10065,8648,9255,8661,8496,12116,5360,8114
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",440,2280,671,212,191,106,40,103,241,1028,,66059,85506,105920,97040,111239,113010,123558,85484,85131,92910,,54254,54151,50726,73122,69465,72027,67302,60585,47231,62657
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,9,731,51,1024,,0,0,0,0,0,597792,386449,431470,759605,1018937,,0,0,0,0,0,0,26205,74766,16698,79969
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",355,308,284,209,178,357,567,691,403,1024,,22200,19802,18103,17090,19028,19768,22737,20793,21014,25410,,17787,12245,13242,11716,12001,11001,11995,9202,7895,13891
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",856,1107,1776,764,507,547,705,758,918,1022,,3937,4239,5636,3587,3985,3196,2925,3045,5050,5759,,26454,30247,27650,21357,20869,20934,23852,24810,27957,29032
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,3108,3116,1941,1775,1883,1809,1363,1137,946,1022,,516562,444557,463845,397184,411536,359704,360969,342819,305366,350142,,43963,41501,42515,45463,43434,55761,69782,76177,57332,60009
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",569,606,905,704,800,839,1437,1195,910,1019,,52809,63488,83934,86800,68418,76484,68206,72139,83965,104806,,51767,51786,62444,68665,96169,96651,104260,97971,72092,95578
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",746,494,109,132,345,418,442,552,226,1016,,21759,2576,2768,3800,12191,7685,3007,3601,16542,30707,,1496,1812,1626,1482,2323,1803,3247,3453,2344,3314
901813,Magnetic resonance imaging apparatus,2455,1166,1438,2061,2487,1603,3244,2072,2160,1011,,224291,185936,187889,189792,181388,156089,198281,160818,136385,130305,,44587,30969,32831,27996,40049,40149,45680,32774,30659,61241
903210,Thermostats,2177,2070,1796,1501,1826,2175,2338,1888,1046,1009,,122698,103141,114374,99020,97428,108958,112120,108074,93002,129987,,16054,12562,14829,14658,16717,21590,20669,18340,38716,40573
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",3789,3110,3070,3304,2141,1690,1828,1975,1317,1009,,56026,48393,51219,45699,41580,47153,41200,42812,30983,35225,,69371,64111,40825,28803,15973,14753,14933,14334,5549,5588
290722,"Hydroquinone """"quinol"""" and its salts""""",779,644,524,876,669,500,725,1030,1033,1008,,0,0,0,0,0,0,48925,284,602,10276,,1560,1369,1748,1827,1516,1343,1348,1877,1774,2391
390130,"Ethylene-vinyl acetate copolymers, in primary forms",957,521,288,122,286,952,803,1913,1868,1004,,182993,159166,165173,154848,176369,162581,150179,152752,160764,212584,,23353,28536,26224,30056,29304,38934,49542,41857,48421,47322
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",1275,1088,1082,898,1055,1009,1012,939,846,1003,,18541,16874,18702,16727,20501,19677,21768,21597,19899,25621,,5711,6178,6640,7184,7700,7798,8560,7710,8499,8718
30291,"Fresh or chilled fish livers, roes and milt",0,0,0,0,0,0,614,654,653,1002,,0,0,0,0,0,85,139,382,610,1661,,0,0,0,0,0,0,808,846,835,1318
310210,"Urea, whether or not in aqueous solution (excluding that in pellet or similar forms, or in ...",0,0,0,4,3,16,4,8,92,1002,,17845,16459,9032,8785,10535,14345,8096,8361,16072,20566,,2807,2248,3630,3801,3689,3397,4212,4974,3982,6718
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",5438,3622,2463,283,348,340,442,527,912,1000,,205602,183010,209382,188894,216010,278476,258944,213636,192350,230341,,12466,10862,14312,11846,7063,10713,12303,12748,14966,20964
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",635,1138,746,1024,1173,1091,1116,1140,645,999,,27744,24983,23119,23739,25510,28330,32915,33598,29311,36113,,14180,19790,18121,16223,15954,15416,21141,21586,19451,20110
293211,Tetrahydrofuran,765,1189,963,635,732,977,1109,1262,1283,992,,36642,21474,11801,8435,6813,6226,6160,5366,4162,8178,,2337,4157,3243,2989,2702,2822,4150,9529,7061,12765
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",15570,11987,10593,9861,3419,4196,5469,6740,603,987,,10589,8414,15209,17156,24567,25268,23541,29143,37603,24040,,318228,320903,320050,323502,275326,282549,314920,304433,212926,285942
841861,Heat pumps (excluding air conditioning machines of heading 8415),257,428,174,310,259,175,339,69,560,981,,117543,164622,127162,129282,112520,122116,118281,135275,142567,206091,,4442,3076,10070,4103,3402,3543,1954,780,1906,5676
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",3778,2889,6355,4541,4396,1297,1934,956,1115,980,,84973,85554,92651,82766,89846,98976,110413,119307,110576,122820,,39586,39256,46533,40818,52872,40644,48097,46023,38218,39041
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",1409,718,449,1314,828,893,612,673,1025,979,,54041,38238,46693,35214,40812,40097,44675,43454,38008,45915,,53182,38302,48177,42768,40996,45121,69502,89985,73426,48487
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",249,643,405,399,685,801,950,1445,993,975,,21668,20696,21979,22722,31687,26860,28945,34632,30598,37784,,62996,58598,80907,73014,70130,76871,86220,90018,79848,83083
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,343,364,2,0,1,1,0,0,0,975,,23378,12644,10948,7404,6910,7316,11340,10617,11571,13353,,9255,9461,6264,5795,1942,3117,1954,1563,3230,8393
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",613,338,294,350,375,443,669,781,977,971,,1461,1704,2495,2307,2755,3039,4859,5914,11336,11269,,14441,13207,12550,12721,12668,11412,11312,9488,8896,8588
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",4310,7745,6750,6548,10737,392,289,436,250,971,,25848,28506,34244,24289,15033,17682,18560,18388,17192,20680,,5256,9140,8584,8238,12497,1721,2039,1822,2563,5461
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",5984,687,1064,1158,1092,1671,419,234,437,965,,578615,446115,363547,318487,285149,299658,273451,331405,241922,214098,,29069,19152,16884,9303,9701,13269,13650,6487,5658,11739
