Product code,Product label,"Russian Federation's imports from Taipei, Chinese-Value in 2012","Russian Federation's imports from Taipei, Chinese-Value in 2013","Russian Federation's imports from Taipei, Chinese-Value in 2014","Russian Federation's imports from Taipei, Chinese-Value in 2015","Russian Federation's imports from Taipei, Chinese-Value in 2016","Russian Federation's imports from Taipei, Chinese-Value in 2017","Russian Federation's imports from Taipei, Chinese-Value in 2018","Russian Federation's imports from Taipei, Chinese-Value in 2019","Russian Federation's imports from Taipei, Chinese-Value in 2020","Russian Federation's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",5612,7879,5738,3454,2925,2859,2676,3586,3064,3515,,0,3008,54006,54905,55115,54677,49175,45597,41213,48824,,123464,125908,124148,78570,76040,96226,110894,112030,101896,141748
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",831,670,455,567,705,789,1125,1670,2240,3502,,361153,465208,477515,402084,397610,474919,584706,487987,469037,635745,,366570,398919,395603,308569,303430,355638,398475,411545,369354,446789
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",2574,1977,1025,653,926,1428,1522,3632,8184,3471,,12743,15147,18403,19475,24789,29044,37982,31303,42991,34165,,441272,282897,164197,112647,124328,126779,143836,129457,577935,245418
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",0,22,47,0,150,129,453,1122,3018,3465,,14994,21984,36547,35486,32514,31065,63339,79882,78663,106051,,7824,8816,9243,8466,10139,11638,11174,12193,14097,14358
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",2583,1970,2332,1810,2173,2329,3016,2480,1682,3359,,33805,32278,37601,32658,28567,30982,31705,26744,17958,23933,,39404,39674,41727,22106,22919,21628,29543,32759,22859,27616
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",2084,1633,1752,1566,1757,1789,1683,1964,2182,3354,,43940,32522,31152,30698,22240,29174,28063,27380,21808,28963,,14244,9807,7174,6452,9466,9339,13166,10781,8530,11405
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",2015,2516,3689,1974,2354,1709,2386,1918,1974,3319,,51277,55009,50714,38970,49304,46412,43227,47955,43992,63374,,36034,39442,48819,38265,36282,37090,38203,35248,33712,51765
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",9224,6335,3527,3229,3038,3655,3586,3131,2655,3299,,0,52119,627072,489746,395846,323754,292231,226905,169821,168693,,20132,9837,5679,4959,5050,6082,7015,6369,4136,5540
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",528,1203,2034,1576,1626,1716,1732,2167,5162,3268,,12880,14665,23804,33796,33765,45618,44640,44607,62535,41191,,96077,121627,106595,80442,69102,85398,112622,132095,168888,255984
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",8046,4469,7378,878,1473,1992,3007,2588,3090,3232,,62294,55442,68761,55410,60944,60553,68743,58057,41121,50651,,167005,157160,171348,71083,67494,67582,85130,84202,95215,116948
731812,Wood screws of iron or steel (excluding coach screws),2881,9924,7915,1700,1264,2516,4332,2674,3836,3219,,163445,163823,197143,180493,173617,186590,225740,254128,295835,389238,,45172,66763,55180,29408,21269,19735,32413,31427,36858,46432
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",1734,1361,1453,1835,1722,2340,2891,2838,2667,3179,,147248,147039,172058,152010,145083,139340,139823,145636,130525,245913,,15444,14805,14798,14318,15434,18007,21321,22064,21171,27841
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",3950,2440,1103,495,1077,3582,4730,4973,3617,3171,,115339,127017,126611,126477,159284,191403,227956,279775,298955,315644,,82098,88935,91322,98374,113916,154224,170450,183471,140661,158263
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",9214,10519,2750,15318,4995,8727,5831,4061,3427,3166,,5619155,5849332,6778516,5929628,5082893,4412014,3115613,2058540,1833356,2609199,,124442,158776,179789,183056,165981,207058,305233,350584,281014,280574
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",1270,1494,1486,2059,2112,2309,3646,2471,2520,3161,,242976,243381,254714,243881,238019,235772,244401,236791,222511,289679,,251046,233430,246004,158959,156272,188095,219529,211552,215047,272651
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),1329,1709,1486,1177,1483,2076,2448,2171,2073,3110,,231557,223759,237836,238617,256826,292258,302320,284129,287961,377091,,241131,261575,238882,155641,165417,225781,268866,267663,257525,317602
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",3474,3805,3309,1603,985,1579,2700,2030,2589,3105,,153210,170750,179035,177377,151682,161238,179599,153835,155864,167808,,436182,422626,430402,237215,250101,309522,364745,350446,349539,337846
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",3848,1972,2864,2325,1792,2649,2168,2359,2458,3103,,154088,144442,140400,132887,138109,150182,200513,178341,170602,185297,,117952,113433,113339,121634,76887,91514,97076,99444,101509,120436
846719,"Pneumatic tools for working in the hand, non-rotary type",1157,1092,932,610,1206,1671,2100,2261,2512,3102,,205355,189818,209817,250571,258515,264437,269149,265143,299518,371689,,29757,13178,8621,5111,5838,7024,9337,9943,9407,13307
871499,"Parts and accessories, for bicycles, n.e.s.",1775,2711,3113,977,835,815,1212,1119,1674,3059,,1014187,971645,1089504,1030111,968579,1134551,1196715,1260913,1377242,2183128,,33928,36427,34671,22545,19538,22837,27170,30932,20589,45891
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",14317,17613,13462,2063,3218,2655,2206,2150,1914,3031,,379477,391466,432353,417658,430772,447505,425752,366309,330403,423776,,1268997,1262917,1057654,516159,555924,711455,853673,827839,673752,925705
847710,Injection-moulding machines for working rubber or plastics,5107,7636,9095,5358,4067,2284,2492,2027,1407,3027,,379044,296127,323351,290872,264435,278752,262022,201257,162550,187107,,150388,317133,447655,239866,120742,104958,98183,103326,114807,128501
390710,"Polyacetals, in primary forms",0,0,0,43,832,788,867,970,1102,2962,,120131,133557,113410,101480,102731,115042,131022,117249,107429,143691,,7001,6098,4883,4955,6377,7245,9208,10366,8680,15871
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",594,646,838,714,790,953,1837,2147,2740,2953,,644886,658172,801859,745274,721008,995402,1368697,964232,1067195,1554675,,272872,280108,266167,179029,234149,270783,321744,331951,330842,389152
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,226,0,0,1,0,0,15,0,2938,,695896,786401,748882,696248,760253,1074114,1161301,1143422,1077034,1742811,,618857,572632,504526,229504,229817,178475,141945,191569,169389,310280
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",2623,2728,1815,1744,3434,2693,2707,3149,1979,2932,,8731558,8208419,5722805,4457674,3922831,6764649,6320873,5752319,5991930,7300051,,55899,44547,33119,33093,56722,57971,105633,87565,95168,120340
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",5175,4673,3352,1807,1115,708,1055,1676,2107,2915,,181359,167816,193106,170365,174682,118957,122416,111098,109030,154811,,969108,1240185,1001635,565655,558342,604240,517620,551042,577094,655928
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",1746,1323,1464,394,161,268,677,1460,2241,2884,,433942,466125,523745,472854,434563,413794,469301,450234,530638,651557,,55066,67051,71900,52353,53033,63806,83487,97463,75822,85548
846620,Work holders for machine tools,1155,1611,1254,1739,1650,2547,2320,3086,2587,2872,,60440,52910,61906,60569,62002,89172,90967,68515,71589,96255,,39364,33861,36192,27142,25892,30436,36755,35772,34136,39019
854160,Mounted piezoelectric crystals,123,259,278,558,952,1125,1144,1554,1787,2845,,13764,13268,24165,210715,564346,615186,585002,536813,697109,982874,,4920,5512,6759,6201,9421,12476,13779,13825,14109,25389
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",13234,7406,3712,2905,1999,3355,3379,3632,2557,2831,,887332,848040,803322,645085,591482,819329,875504,806811,667260,797822,,289546,279366,298577,192830,223609,253969,299188,303930,318383,397163
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,448,409,508,393,884,1469,2183,1986,2076,2778,,7815,12569,22073,26211,28027,32360,36092,38394,40057,54469,,23434,22226,20871,19010,22567,35358,38289,42129,38141,51068
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",6605,5707,6637,1954,3319,6592,8486,7473,2033,2766,,208407,231839,243007,218969,221588,234924,278023,273601,290027,363731,,354526,360933,372447,198733,167536,193076,212624,244355,234761,294219
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",3709,3720,3701,3406,4754,4391,3271,3378,2545,2750,,1104126,1159443,1011837,860210,794455,850459,853745,760466,778119,1052646,,312192,317215,316906,190626,200914,274568,286468,281724,267003,303690
848420,Mechanical seals,1838,1855,810,418,434,399,1106,1583,1366,2705,,8660,6203,6275,6973,7944,14376,20953,26875,34711,36262,,37925,42521,40396,33582,38110,48330,58695,58729,59774,70212
390311,"Expansible polystyrene, in primary forms",7477,7201,2648,1335,1458,832,657,726,1791,2696,,378651,453609,454490,345257,309702,336861,340060,282781,253636,409139,,136334,120844,101125,41483,33428,39823,30448,34330,29632,48826
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...""",0,0,0,0,0,3527,2413,3134,2711,2642,,0,0,0,0,0,191364,203181,184573,175392,219679,,0,0,0,0,3,101556,111647,113911,125932,145466
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",1301,1837,2303,1481,1399,1861,2494,2477,2003,2605,,19416,19643,27619,23420,22235,27742,24255,25351,27791,39069,,5692,7466,7909,4533,4557,6941,8387,9353,7564,12278
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",652,1577,1578,1359,1785,1724,1547,2050,1829,2597,,37923,43580,49907,40959,55950,62307,52854,69482,88699,81800,,61756,43363,55932,37435,37812,54651,62206,66566,67434,93588
850720,Lead acid accumulators (excluding spent and starter batteries),3068,2476,2772,2459,2158,2426,2720,2023,2515,2560,,229664,200351,197798,195411,188473,195944,233604,226617,189767,207211,,220412,207129,196587,128524,154971,181274,215623,220171,220570,235076
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",3089,1719,951,627,3284,6458,2320,1710,1931,2495,,198117,203218,184974,171047,175539,171490,189901,186078,150987,186813,,743222,753007,677047,333125,316777,370365,378282,369237,289450,362313
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",478,562,954,702,501,1465,2608,1416,1247,2477,,7640,21391,52450,58246,53114,57021,76443,64346,80508,85268,,94320,102076,101042,49169,45728,68003,93492,90589,97078,141497
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,191,490,997,2455,,256527,284677,422388,276034,257793,320099,286111,197398,193099,538148,,15346,55957,29302,10693,13945,20481,21564,25011,3890,15665
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",1442,1007,1350,800,720,1282,1448,1337,1359,2453,,148099,146502,264539,285792,416033,345012,340500,313888,327199,483655,,545154,588914,354367,218815,202182,261789,284103,289546,290206,310839
820330,"Metal-cutting shears and similar hand tools, of base metal",1592,1637,2634,930,1498,2008,1747,1929,1793,2427,,15517,17184,24642,21188,18714,19610,20041,16163,15790,21105,,6942,5595,6358,3489,3799,5640,5674,5774,5289,6747
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",1191,2374,1292,1973,2214,3225,2383,2627,2672,2399,,33508,24510,33796,38349,31014,40697,43796,36797,41647,50351,,101099,150078,63965,48833,46085,54628,69886,64777,57945,68029
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",7044,8811,8163,9505,5581,9884,7715,3337,2026,2393,,70358,64043,80873,61175,58131,132710,142745,116031,101990,144613,,64054,77584,64757,52606,47493,51030,59455,52287,52741,69784
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",417,927,941,618,543,2294,992,1648,1866,2390,,126526,118292,112672,108056,99671,128978,135195,123390,109393,127199,,56095,55537,50720,32919,29401,40966,42336,36885,36547,41662
820540,Hand-operated screwdrivers,3435,3636,3244,1427,1847,2791,2630,2358,2279,2377,,54250,50554,52754,54848,57604,65212,73017,76252,78703,101979,,25067,25978,22370,12266,12897,18002,17806,17288,17272,21087
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",2441,1771,1422,1082,1481,1488,2108,2020,1697,2353,,104561,113783,113595,115156,118361,133601,134765,145514,278466,199517,,148732,155401,146954,86603,132193,111429,132081,137736,746331,209560
848210,Ball bearings,202,272,275,231,460,785,1411,1502,1469,2325,,114984,109877,116698,109438,108737,127964,134905,115776,110212,155585,,125746,133986,153755,108887,124572,171049,178381,195148,189661,231977
846210,"Forging or die-stamping machines, incl. presses, and hammers",730,1961,2632,1186,2015,3895,5502,2736,926,2315,,205519,217649,180389,168627,166428,183601,185335,178967,124868,173620,,127143,63653,116044,56255,22967,39511,43525,26359,35471,49742
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by ...",9537,8122,8665,2467,1002,3099,2014,3208,6312,2295,,48413,70441,80267,69738,76816,88046,96117,78679,46348,57076,,54526,63667,121959,14055,19977,28394,39334,26043,44046,53197
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",1038,1930,1255,1174,973,1019,2112,1487,2044,2252,,36607,31417,36609,34367,31281,36040,39585,40567,40481,49402,,23275,60430,27138,12984,19856,19920,22450,20948,21191,28925
852692,Radio remote control apparatus,447,704,466,359,852,779,1354,1272,1361,2251,,33607,35703,38666,33121,31259,39728,72074,107826,88435,108650,,46045,57161,41250,22852,18599,26698,32618,32634,30879,42405
731819,"Threaded articles, of iron or steel, n.e.s.",1267,1085,2522,1254,1268,1585,2065,1645,1932,2249,,98494,87090,94105,91642,91250,90134,94075,86666,76535,99848,,74060,86299,88904,61261,75141,70736,79304,94513,86728,105530
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",3425,2408,2443,1387,3457,4815,2702,2652,1594,2219,,379132,430150,260133,251274,240047,276778,249114,520913,649506,781105,,286937,327849,203539,186185,334064,235268,335756,495427,502235,652772
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",2722,1351,1565,1339,1182,2031,1913,1532,1183,2216,,30115,25221,22198,20217,21934,20560,29832,20480,21867,29465,,122109,145003,160300,95324,91254,106787,137310,100585,77828,119556
854110,Diodes (excluding photosensitive or light emitting diodes),1040,742,1005,1005,1600,1597,3493,1555,1415,2204,,1018627,1040065,1101594,1171704,1208012,1128489,1094323,939437,956400,1183139,,46701,19337,42810,26190,25765,35892,46953,40407,40595,53688
