Product code,Product label,Australia's imports from Russian Federation-Value in 2012,Australia's imports from Russian Federation-Value in 2013,Australia's imports from Russian Federation-Value in 2014,Australia's imports from Russian Federation-Value in 2015,Australia's imports from Russian Federation-Value in 2016,Australia's imports from Russian Federation-Value in 2017,Australia's imports from Russian Federation-Value in 2018,Australia's imports from Russian Federation-Value in 2019,Australia's imports from Russian Federation-Value in 2020,Australia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",0,0,0,0,0,0,0,0,0,0,,379,1840,1407,1721,2964,2508,1201,742,468,2829,,2161,2081,2232,2137,2527,2870,3231,1632,790,1610
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,13761,15668,12387,8823,7302,10256,12922,9969,8909,16039,,6740,5791,4652,3155,3635,4684,5495,5604,4036,6760
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,2361,1821,1139,552,821,1163,1055,918,984,1106,,1130,807,580,291,273,458,628,416,447,161
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",0,0,0,0,0,0,0,0,0,0,,1829,1097,823,843,390,373,286,1010,257,380,,14573,12441,12176,9686,5080,3024,3892,3062,2446,3985
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",0,0,0,0,0,0,0,0,0,0,,0,2,15,6,12,14,12,108,4,10,,118,140,108,87,146,49,57,44,33,115
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",0,0,0,0,0,0,0,0,0,0,,55759,28335,23946,3836,698,830,1634,1013,1332,1161,,562,201,177,155,227,259,176,376,482,820
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",0,0,0,0,0,0,0,0,0,0,,24988,35001,22812,16002,16246,10103,15670,13615,13302,15617,,1963,1488,1567,2021,944,946,1200,862,1157,1069
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,0,0,0,0,0,0,0,,702,236,439,953,315,223,2396,975,720,1689,,5039,4257,2958,1444,1115,1571,1859,1750,1258,1702
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",7,0,0,0,0,0,0,0,0,0,,15488,8604,7335,9311,10099,13586,15954,15133,16360,18925,,40508,41727,37938,38778,40459,42378,41034,39694,34576,45636
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",0,0,0,0,0,0,0,0,0,0,,5347,4204,4735,6638,9080,3578,7286,7485,12027,13715,,63555,69438,76328,96381,103087,170080,243783,255377,203891,232337
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",0,0,0,0,0,0,0,0,0,0,,458,359,1265,2057,1073,924,3345,834,47,3792,,2788,1360,754,842,777,844,1411,1674,1231,1404
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,0,0,0,0,0,0,0,0,0,,686,1059,928,712,1054,1752,1258,1576,1177,1540,,2732,2920,1898,1076,1074,1585,1330,1009,810,688
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,101582,36845,96055,59180,97731,100428,59503,7621,30595,233,,28,0,140,1237,1576,204,260,332,162,320
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,3,0,0,0,0,,6,24,3,75,20,125,163,154,220,281,,93,141,69,145,156,146,198,132,129,207
790500,"Zinc plates, sheets, strip and foil",0,0,0,1,0,0,0,0,0,0,,1461,800,817,618,2396,1057,1190,324,761,365,,5251,4760,4751,3535,2989,2754,3289,2208,1167,1636
810110,Tungsten powders,0,0,0,0,0,0,0,0,0,0,,4,66,213,4,81,78,51,78,70,13,,1950,807,1363,1577,1183,1052,614,511,693,846
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,0,0,0,0,0,0,0,0,0,,1206,1070,2350,915,404,261,156,105,169,114,,1541,151,166,225,45,156,149,313,202,194
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,0,0,0,34,79,295,876,845,350,652,,0,0,0,0,0,0,0,0,0,0
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,11155,7958,11530,9651,7496,14428,11742,13934,23524,24181,,21761,14869,13160,2690,2916,3435,5833,4595,2622,6699
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",3,1,0,0,0,0,0,0,0,0,,2629,2607,2057,1342,1180,1347,1213,1371,1288,1958,,2449,2724,3072,2865,3051,3605,2936,2798,3683,5094
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",0,0,0,0,0,0,0,0,0,0,,2232,1982,7756,2400,1772,1328,1991,1415,3108,691,,9598,213641,8013,5534,3507,3384,15698,58244,7398,3355
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",0,0,0,0,0,0,0,0,1,0,,64851,57509,47167,32458,41270,47906,48704,36241,33456,53384,,122856,114833,116110,110049,98211,97211,100714,106900,111059,129061
841430,Compressors for refrigerating equipment,0,0,4,0,0,0,0,0,0,0,,5673,6610,5434,7687,6327,9577,13078,11277,11907,15533,,141385,181915,308831,115939,103624,95710,83432,79215,80005,90360
820730,"Interchangeable tools for pressing, stamping or punching",0,0,0,0,0,0,0,0,0,0,,2000,2864,5541,3303,923,2514,2638,2588,2467,3020,,7882,7826,7800,7791,9066,7445,9502,8434,8776,11927
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",0,0,0,0,0,0,0,0,0,0,,1001,1679,2094,2039,2182,2852,4261,3948,3860,3762,,22020,24799,25730,25744,22980,23691,27968,27307,23962,31013
830220,Castors with mountings of base metal,0,0,0,0,0,0,0,0,1,0,,156,204,488,256,149,278,474,357,436,592,,10313,9769,9748,9538,9045,8955,9607,8041,8310,11048
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",19,0,0,0,0,0,0,0,0,0,,515,806,428,374,538,421,555,450,505,753,,1085,1229,1261,1066,1028,1196,983,1212,1184,1645
830710,"Flexible tubing of iron or steel, with or without fittings",0,0,0,0,0,0,0,0,0,0,,14091,6441,6135,4756,4031,6085,6664,6987,7116,20592,,17767,131101,44832,27145,32965,81054,51062,23675,26267,84367
831110,"Coated electrodes of base metal, for electric arc-welding",0,0,0,0,0,0,0,0,3,0,,19544,21864,21941,13380,13202,13867,15158,17175,15639,27143,,19144,14474,14195,10893,8237,10517,10921,9731,8214,10126
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,14311,21598,65634,115221,92780,273765,155335,87719,166645,210316,,1,0,57,0,2,4,3278,3,0,223
840690,"Parts of steam and other vapour turbines, n.e.s.",0,0,0,0,0,0,0,0,0,0,,68445,63507,106145,113269,56011,35693,83414,30095,54563,176970,,27412,19149,48052,31273,22218,18941,61589,37843,20083,18758
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,0,0,0,1,0,1,1,1,1,0,,34639,41913,32089,18030,25573,42349,40805,44788,32462,35681,,203924,235244,203753,195095,181526,129632,103279,99391,100415,121383
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,3709,9606,0,14238,10895,0,0,0,3141,3483,,9,1003,0,0,0,0,19,0,0,0
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,1347,970,1093,800,656,413,911,1229,1159,858,,24600,29381,29804,44209,32674,24640,26802,38046,31893,27955
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),0,0,0,0,0,0,0,0,0,0,,57099,46788,43365,49895,48311,79656,38308,72078,26574,44405,,307920,214440,197971,163085,207557,202620,112352,145203,177517,135150
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,9,25,60,80,76,56,164,371,652,553,,110852,120897,103243,84710,88334,105937,111461,85635,70354,131220
871310,"Carriages for disabled persons, not mechanically propelled",0,0,0,0,0,0,0,0,0,0,,72,118,96,614,820,2235,2402,2323,2574,1938,,13321,15049,14959,15944,15908,18325,24434,26574,28041,27714
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",0,0,0,0,0,0,0,0,0,0,,248,284,375,456,274,81,277,68,111,152,,11626,13681,11689,12142,10494,11701,12246,10546,9825,13574
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking ...,0,0,0,0,0,0,0,0,0,0,,2,52,62,48,57,67,60,56,52,158,,2916,2843,2613,2278,2521,2234,2289,2347,2727,4283
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",0,0,0,0,0,0,0,0,0,0,,2321,5899,1625,770,219,242,374,629,357,578,,35734,44702,45366,44672,49702,64694,85654,100362,108071,231844
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",197,140,0,0,0,0,0,0,0,0,,0,0,4156,0,0,0,0,0,0,0,,62424,37129,30621,47360,53742,42248,60304,60695,44080,52177
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,16,35,22,25,187,4,0,33,0,1456
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.",0,0,0,0,3,0,0,2,5,0,,4837,3306,4143,0,0,0,0,0,0,0,,47392,44031,52635,36573,48074,57150,58575,74668,74446,72319
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",0,0,0,0,0,0,0,0,0,0,,0,0,41,0,0,0,0,0,0,0,,2969,2710,2011,2266,2391,1748,1716,2259,7045,6400
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,0,0,0,0,0,0,0,0,0,,209442,175589,120307,103040,198490,425233,467386,176183,115198,95611,,118170,67250,48837,16482,80622,38801,13465,153220,26483,17418
890510,Dredgers,0,0,0,0,0,0,0,0,0,0,,22228,47209,40572,40122,13706,9958,11642,3883,12819,0,,39706,21,186,8403,88,15406,2441,21847,4254,2008
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",8,11,0,2,13,6,2,1,3,0,,785,764,439,342,231,414,371,999,1351,2181,,5645,6437,4782,4636,5289,5384,6559,6136,5958,8043
900311,"Frames and mountings for spectacles, goggles or the like, of plastics",0,0,0,2,0,0,0,0,0,0,,342,405,693,1141,607,592,1651,1168,766,1633,,35536,40740,49688,45537,39474,37985,35161,32801,29383,33659
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,0,0,0,0,0,0,0,0,0,0,,0,10,17,133,24,220,27,20,43,93,,5859,7765,3263,3648,2657,1701,2006,1578,1292,1165
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",0,0,0,0,0,0,0,0,0,0,,183,59,82,143,140,125,112,129,166,194,,1182,711,647,498,655,773,1022,938,591,1774
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",0,0,0,0,0,0,0,0,0,0,,12,17,0,13,10,9,2,6,7,56,,1747,1602,1821,884,1050,1598,1415,1094,826,669
901190,"Parts and accessories for compound optical microscopes, n.e.s.",0,0,4,0,0,0,0,0,0,0,,197,171,144,76,107,102,170,232,113,165,,9551,7289,8828,6934,6612,5405,7408,7133,5507,8034
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",3,2,13,2,0,0,5,0,0,0,,39887,6370,73470,18610,10032,5008,18329,152333,26905,12210,,19555,21464,21351,30517,53530,75412,36360,31747,32379,36330
901600,"Balances of a sensitivity of 50 mg or better, with or without weights",0,0,0,0,0,0,0,0,0,0,,948,492,444,395,500,624,1044,879,633,711,,2915,2668,2680,2317,2448,2427,2801,2543,2048,2701
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",0,0,0,0,0,0,0,0,0,0,,335,139,379,398,407,476,618,670,342,617,,2029,1946,1265,1208,1224,1302,1538,1415,1714,1836
842219,Dishwashing machines (excluding those of the household type),0,0,0,0,0,0,0,0,0,0,,458,504,483,490,423,948,1843,1171,1030,1438,,22364,23016,26108,24900,25494,30036,26238,26832,22792,39204
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",0,0,0,0,1,0,0,0,0,0,,8562,20902,12379,11220,14073,14026,12937,15209,14214,21565,,102547,130100,106080,117990,121583,136176,159815,121214,114793,152108
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",0,0,0,0,95,0,0,0,0,0,,19003,25975,9199,2899,2260,1700,2625,7314,4821,8357,,17635,14988,12439,29991,11857,25415,14702,12216,10507,23773
841891,Furniture designed to receive refrigerating or freezing equipment,0,0,0,0,0,0,0,0,0,0,,2867,3681,3152,2585,1989,2599,2639,2757,3446,4863,,489,1372,1218,781,817,748,871,840,1398,1311
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),0,0,0,0,0,0,0,0,0,0,,225,224,141,242,565,211,355,1302,625,863,,378,646,565,1709,4369,1015,1163,1187,677,638
853921,Tungsten halogen filament lamps (excluding sealed beam lamp units),0,0,0,0,1,0,0,0,0,0,,2479,2875,2918,3196,3653,5012,4875,4368,3777,4993,,32541,33388,27628,22279,22765,20815,17824,12389,11673,11627
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,0,0,0,2,0,,0,0,0,0,32,10286,17458,21747,19658,24552,,0,0,0,0,0,53841,60606,64619,56695,68174
854419,"Winding wire for electrical purposes, of material other than copper, insulated",0,0,0,0,0,0,0,0,0,0,,1304,3498,3369,2469,1603,3405,5234,2692,1781,1245,,3208,3689,4810,4858,3166,3745,4261,3539,5068,6345
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",0,0,0,0,0,0,0,0,0,0,,3649,4999,1483,431,1255,164,504,209,439,3802,,7588,6441,5858,16774,8546,3558,3312,2224,1354,992
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,0,0,0,0,0,0,0,0,0,0,,4619,17433,8790,1728,3317,0,0,0,0,0,,336066,291613,284606,300615,300456,0,0,0,0,0
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",0,0,0,0,0,0,0,0,0,0,,1452,2066,1646,1450,975,1155,1105,1692,854,955,,8715,6437,6150,4510,4415,5230,6285,4759,3995,6761
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",0,0,0,0,0,0,0,0,0,0,,629,1970,300,391,292,460,602,1994,426,847,,323,222,184,174,215,210,322,315,231,259
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",0,1,0,0,0,0,0,0,0,0,,12233,19757,10476,10991,20747,18844,20943,19268,21317,25913,,30549,33757,34465,19979,26627,26916,46438,38552,37890,30847
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",1,0,0,0,0,0,0,0,0,0,,2346,1277,4194,2353,2109,3661,1798,3526,2089,2917,,37131,34705,31417,23609,24220,22774,20747,24144,22052,26955
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",1,9,0,0,2,2,0,3,8,0,,138502,217230,181586,88415,147452,138340,105939,84346,77608,103717,,547299,371472,446423,300719,341776,312871,288988,269029,235776,259560
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of ...",0,0,0,0,0,0,0,0,0,0,,103,140,284,161,249,319,235,335,99,144,,2163,2094,2050,1912,1452,1086,1319,1256,2390,2780
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,0,0,0,0,0,0,0,0,,0,4,1,6,12,4,7,16,13,35,,63,92,72,89,53,72,44,77,62,65
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",0,0,0,0,0,0,0,0,0,0,,0,10,0,0,0,7,8,0,4,0,,44,45,14,24,3,18,10,8,20,34
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,5,5,4,115,26,25,8,7,32,,1361,1752,1127,1600,1547,1867,1530,2020,2422,2883
911430,Dials for clocks or watches,0,0,0,0,0,0,0,0,0,0,,7,5,9,5,12,1,1,3,4,13,,486,560,469,522,480,516,528,467,265,648
920110,Upright pianos,0,0,0,0,0,0,0,0,0,0,,233,2,2,18,43,167,149,98,164,251,,11704,12072,12139,11440,13952,14960,15953,14624,13233,17560
902213,Apparatus based on the use of X-rays for dental uses,0,0,0,0,0,0,0,0,0,0,,34,99,50,50,525,842,464,1299,937,1754,,17403,13187,14642,16675,16817,13751,17138,15518,14622,19795
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),0,0,0,0,0,25,4,0,0,0,,1962,2283,2655,2142,2575,1975,2230,4508,2764,3621,,16222,12922,12466,10120,11370,10414,15767,12120,11338,15014
902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, ...",0,0,0,0,0,0,0,0,0,0,,2585,4753,5923,4575,6519,4225,4348,6418,4194,4699,,17942,16577,18471,20467,17614,18738,22342,22453,23289,30370
870120,Road tractors for semi-trailers,0,0,0,0,0,0,0,0,0,0,,64034,54380,53399,101792,27383,40536,26041,46161,42653,64298,,0,0,0,114873,202922,315736,337333,308088,214576,364977
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,90,731,574,279,486,,0,0,0,0,0,0,0,0,0,11
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",0,0,0,0,0,0,0,0,0,0,,773,10508,28795,26402,7994,2424,5903,5016,6760,4475,,33948,7153,19364,49081,50668,1578,3416,3051,2054,4090
870520,Mobile drilling derricks,0,0,0,0,0,0,0,0,0,0,,13325,14231,9524,5350,3771,2652,6611,11350,5720,14869,,32715,5002,26044,810,247,255,758,0,2661,635
920999,"Parts and accessories for musical instruments """"e.g. mechanisms for musical boxes, cards, ...""",0,0,0,2,0,0,1,0,0,0,,9,13,17,34,24,29,45,108,172,203,,7519,8603,6737,6630,5894,5838,5700,6748,5932,6395
930110,"Artillery weapons """"e.g. guns, howitzers and mortars""""""""",0,0,0,0,14,0,0,0,0,0,,2069,0,826,0,0,0,0,0,0,0,,18652,7782,56267,2291,10332,989,713,18,29263,17605
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",0,7,2,0,0,0,0,7,3,0,,8118,10557,10465,8490,10704,15396,12121,12787,13327,23435,,498258,528337,563136,529930,505682,469496,548933,492426,531612,603055
920510,Brass-wind instruments,0,0,0,0,0,0,0,0,0,0,,3,0,1,0,67,3,36,63,68,62,,4057,4288,4610,4732,4517,4769,4589,4970,3610,4600
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",0,0,0,0,0,0,0,0,0,0,,89677,48337,19590,5469,7692,15620,20814,26590,12484,11841,,26818,16334,29234,34766,12896,14067,19901,14371,14693,20414
960321,"Tooth brushes, incl. dental-plate brushes",0,0,0,0,0,0,0,0,0,0,,1780,2978,3394,3014,7179,11055,10999,12290,14823,16639,,29300,28418,29752,29679,31086,36734,53557,54301,52301,52564
960400,Hand sieves and hand riddles (excluding colanders),0,0,0,0,0,0,0,0,0,0,,161,131,229,149,230,262,295,457,540,697,,721,1040,1015,434,582,672,431,333,423,718
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",0,0,0,0,0,0,0,0,0,0,,34,37,379,51,70,62,84,197,724,1895,,7441,7081,7574,7787,7071,8863,12164,9698,5477,3200
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",0,0,0,0,0,0,0,0,0,0,,23,21,34,13,35,106,102,127,143,358,,316,260,208,233,244,198,206,176,162,140
960830,"Fountain pens, stylograph pens and other pens",0,0,0,0,0,0,2,1,1,0,,337,99,37,89,67,203,452,540,436,601,,2076,2377,2176,2290,1948,2102,2414,2969,2653,3855
960891,Pen nibs and nib points,0,0,0,0,0,0,0,0,0,0,,1,4,10,1,2,2,6,10,6,10,,38,15,38,35,41,38,67,29,45,69
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",0,0,0,0,0,0,0,0,0,0,,301,269,243,159,162,154,210,351,412,522,,4713,4661,4693,4658,5269,5041,6884,5572,7635,7652
961519,"Combs, hair-slides and the like (excluding of hard rubber or plastics)",0,0,0,0,0,0,0,0,0,0,,212,339,416,340,381,430,648,800,973,1663,,6333,7579,7464,6620,6824,9617,8474,8995,5739,8569
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",0,0,0,0,0,0,0,0,0,0,,2681,2111,2639,3851,3881,6710,4993,5415,4364,7250,,42315,34026,45570,38765,42725,46322,35423,36925,53923,64353
843340,"Straw or fodder balers, incl. pick-up balers",0,0,0,0,0,0,0,0,0,0,,2079,5335,7657,5198,5966,7820,9185,9403,8045,11271,,14029,24909,43604,42206,45373,57082,36795,55565,89231,91505
