Product code,Product label,Germany's imports from Viet Nam-Value in 2012,Germany's imports from Viet Nam-Value in 2013,Germany's imports from Viet Nam-Value in 2014,Germany's imports from Viet Nam-Value in 2015,Germany's imports from Viet Nam-Value in 2016,Germany's imports from Viet Nam-Value in 2017,Germany's imports from Viet Nam-Value in 2018,Germany's imports from Viet Nam-Value in 2019,Germany's imports from Viet Nam-Value in 2020,Germany's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
940350,Wooden furniture for bedrooms (excluding seats),10882,14542,16620,16494,18375,19569,18123,17177,18389,19576,,900200,1002600,1060964,1014195,1088113,1186412,1219627,1325972,1363822,2926426,,519465,546149,651747,609152,680689,740012,762021,845446,937301,1029271
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",0,0,0,0,0,0,0,0,479,19164,,93371,1526,8799,20,15885,40360,70531,106378,90149,112681,,278161,275121,314808,299259,371833,256833,271397,272095,313599,295461
848210,Ball bearings,40,405,425,549,686,4189,5069,4404,8624,19013,,3859,3274,2540,2219,39052,60809,41606,15379,42238,137850,,1773505,1872224,1955058,1598489,1697111,1871586,2082437,1788617,1452975,1869050
392410,"Tableware and kitchenware, of plastics",4427,3533,7350,12712,18468,20844,19516,18944,16312,18792,,46909,59061,75924,93836,98918,94631,108236,133210,153775,230656,,553301,597625,629315,549528,555689,593766,628541,601703,601368,626458
611595,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",3518,3086,3063,3121,3785,7802,10671,9382,12207,18475,,5681,8756,9061,12072,21860,40300,50802,79811,87077,164256,,504422,537885,578771,526840,545486,564666,587034,555967,548482,650298
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",14969,12676,14279,13365,11823,10969,11523,13466,15731,17569,,45228,59020,66198,67820,73281,81604,104778,132627,138688,232452,,75113,69565,73531,70883,63988,55878,58088,62879,69508,89694
854110,Diodes (excluding photosensitive or light emitting diodes),1,11,3757,8205,8246,12925,15488,17208,14030,17481,,88,104,1241,1413,877,1278,1404,2192,3166,109003,,638842,740027,812068,761454,789705,931961,1130391,977437,838085,1194876
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",418,790,3475,1721,3745,3296,3187,5439,9717,17325,,179,1835,5365,4292,9023,8939,15138,18827,20985,32873,,87033,103548,101146,81622,91868,113298,125893,131353,109395,123950
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",3471,4783,6868,6205,5982,5420,14347,10413,17235,17183,,68796,68646,128659,116432,129548,191324,159240,224344,446767,714506,,593277,669206,764129,652734,696326,775550,882256,891148,833635,1051452
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,6,1,1,0,15,11,11,93,7005,16993,,10461,8765,13344,14775,20131,27455,48196,63680,86590,188616,,2174091,2603510,3137004,2857306,3112564,3562203,3664652,3249271,3086385,3399884
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",4335,1759,2502,3758,4003,4269,7547,14211,15481,16715,,87911,112282,144722,127959,134244,169744,203722,251307,285610,398686,,218750,214473,279786,355125,405959,423612,471234,501932,484261,550703
401320,"Inner tubes, of rubber, of a kind used for bicycles",90,216,147,2757,6327,9939,11377,7604,9219,16633,,8723,8574,12104,13676,18578,27561,30254,34301,41168,40798,,33870,32368,37220,31202,33104,31702,31916,26332,30136,43686
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",3743,3204,1614,2066,8889,8712,10438,7724,8433,16632,,73950,83567,97222,93714,67623,96244,102755,111785,88235,127994,,193522,217742,233744,188560,185919,217664,240673,224717,202658,244359
210690,"Food preparations, n.e.s.",4861,5936,9496,10335,3573,3797,4204,4445,7328,16362,,48173,61722,101276,99686,131883,155953,153942,201438,252598,335201,,1405530,1548162,1695925,1427257,1534808,1648789,1766190,1773936,2024275,2272753
850450,Inductors (excluding inductors for discharge lamps or tubes),954,914,1314,1295,1670,4620,7520,5790,8543,16275,,121981,174243,177974,197742,226936,285002,294941,298236,341289,820773,,766327,793269,840558,813955,906787,1026799,1147057,1050874,1069809,1410952
821599,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",18710,21131,25073,22624,26268,22200,27083,28394,21423,15881,,39278,81757,109799,126490,117083,120899,147857,150999,113805,72069,,75613,81371,89254,86284,88538,86088,94024,90734,79129,81767
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",4253,3361,7919,7877,6208,10855,15638,8963,8578,15758,,55587,64492,80507,76792,91940,112668,143549,152867,311629,544399,,198924,223364,205108,196560,179623,190117,213036,193592,355133,664123
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",6135,5974,6722,6059,7862,9812,10795,12687,15731,15673,,111926,153236,178537,188256,283180,431639,695244,1194169,1748997,4426010,,1522616,1516960,1678207,1482390,1631365,1700745,1765301,1686975,1781874,2151996
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",16223,17057,17630,32809,38009,30730,22449,21610,15282,15479,,87692,131711,139578,180316,165524,162755,213550,208650,94755,157582,,433654,473227,509292,542283,572123,595057,596424,596338,426652,422773
340600,Candles and the like,8293,13236,5717,7546,6939,7630,7302,7697,9452,15301,,168367,166064,161767,155388,181000,184580,234394,270094,347206,767916,,408794,452355,449577,386504,401841,427315,431102,405958,445531,530409
620469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials ...",3372,5347,5537,9014,8053,12370,12291,12340,15733,15163,,243850,256222,293995,360479,343730,290579,314102,330091,311882,211920,,139255,132449,175863,211053,248627,253969,283620,358525,342809,406500
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",25909,40293,35322,23495,15451,21116,16831,12565,16556,14563,,214108,246692,228416,202812,217071,251822,249354,253329,300395,267055,,365551,432732,371979,341710,275833,383023,462244,359544,472667,366152
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",2902,3625,3817,5519,8587,12771,16692,14687,14476,13753,,35750,44270,47506,49507,85122,168531,216488,292585,260934,395510,,231996,250195,261255,223280,236900,245117,282221,271687,236271,289594
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",6436,4545,5399,7013,8651,8569,9336,9376,12070,13535,,15353,13595,21493,30997,35647,42873,53086,55796,74349,78537,,133000,137112,141829,133606,137000,150910,157396,161113,182989,211134
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",3605,5224,7250,5860,7387,5307,8564,10420,9953,13492,,85592,103367,123579,137472,161972,182099,214506,217405,207785,266140,,1254637,1411894,1483444,1278312,1327875,1435872,1529539,1412898,1272831,1533928
850110,"Motors of an output <= 37,5 W",2261,2465,1669,2069,3320,4900,9744,14230,12827,13215,,600827,576224,588543,670788,615110,642320,593354,542132,466283,796356,,1017342,1124686,1299435,1201858,1310619,1349095,1468892,1345604,1206308,1401214
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",192,450,3322,5138,7186,8449,10808,12331,12452,12993,,42673,84944,141930,171904,248928,180716,292754,311139,225755,554880,,354205,439381,494624,470926,492371,528177,599940,606078,499672,559173
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",1112,2897,2335,2420,4946,7453,5471,6369,8421,12968,,249217,297620,300474,304884,319988,291815,290653,259150,225299,351006,,263288,294480,314864,275128,306001,321236,353691,343796,358468,439055
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",5767,5936,7178,5534,4195,6164,6092,8421,11417,12850,,144030,198396,202275,240740,239205,318279,382959,459723,448349,356124,,386188,420024,441747,412812,373263,378182,416362,422974,404943,467910
847050,Cash registers incorporating a calculating device,6352,17513,13787,16374,11051,13209,10358,5337,8853,12714,,4,326,9,4,51,13854,33326,42117,76020,542346,,125885,139016,121815,121286,106150,123521,85770,66734,96847,103124
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",6060,4565,8352,9381,11874,12924,9094,7633,7966,12625,,34213,36165,39568,43747,41858,44441,41614,53262,65116,82516,,16290,16289,24007,24438,29185,28818,24188,23967,25290,33339
252922,Fluorspar containing by weight > 97% calcium fluoride,0,0,1106,4859,8576,9369,16331,10009,9435,12617,,0,0,11841,42140,40488,55600,65164,77837,73462,50668,,106981,77228,75624,51942,42146,30785,63248,73393,57949,58473
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",2429,2413,3584,6342,8199,16946,16813,18524,17740,12558,,199298,212164,257796,242024,247526,210958,265381,329177,322101,356653,,1692063,1884008,1997113,1892699,2044126,2180825,2267182,2156470,2352292,2635981
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",51613,42838,33700,28490,23653,23799,23641,27116,19626,12488,,1619728,1584158,1610008,1422509,1530189,1570980,1973718,1721349,1242897,1050681,,60111,48663,39751,34140,28947,28677,29556,33686,23719,15640
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",2051,3929,5271,6634,7867,8117,10345,8303,9409,12436,,68010,82900,113063,129299,136024,148285,191272,188804,150387,217241,,70592,85884,101953,99086,105915,101169,103774,99888,103521,129242
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",4038,4765,5750,6433,5850,7376,8829,9459,10217,12123,,156150,178382,205040,229845,262141,254537,283759,323883,317914,544700,,291315,313432,338138,291651,310151,351484,370314,380574,384987,460359
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),2018,2741,8592,8214,11620,12284,11765,10011,13751,12117,,51486,67026,76361,76371,96993,124822,140678,168504,184996,274149,,212162,232520,286695,255084,274642,318202,346691,315596,292918,387995
740821,"Wire of copper-zinc base alloys """"brass""""""""",2322,1717,776,233,341,37,105,807,3919,12079,,13095,15826,16652,12784,11416,14164,14670,34270,46101,113657,,29223,22322,30520,26997,36825,57785,64270,52498,43449,90441
871499,"Parts and accessories, for bicycles, n.e.s.",3479,3716,4329,6947,7013,7133,10181,12442,10666,12035,,14474,10236,11835,14098,14086,16474,22703,30287,35453,65879,,456514,434365,510311,526100,553356,554682,644508,672459,721821,1063543
620630,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excluding knitted or crocheted ...",14555,15484,18186,13827,17010,18128,18451,16821,13731,11923,,71708,97642,131178,141544,144405,181196,181921,172314,125681,170525,,680550,649671,589953,427839,433594,468332,448124,355178,300311,341496
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",0,0,0,1108,4611,6275,5206,9303,6826,11909,,264450,307846,326508,308504,287736,307094,344628,377004,287126,479263,,60050,55325,50918,42207,52918,52154,56709,55423,39369,50437
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",5770,8802,11439,8192,8379,10577,11238,10984,9783,11896,,19740,22789,46883,78323,111038,118052,118299,110941,59976,72970,,437509,464456,512688,430037,400852,381765,356760,387499,327909,354164
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",2650,2305,2353,2306,3224,5390,6111,3415,4184,11729,,113554,117926,171068,200051,205184,224833,309133,407116,358747,464796,,3127743,3220881,3609506,3196871,3399181,3713789,4391342,4111006,3709324,4660640
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",565,423,1968,1421,2223,2013,2221,1720,5615,11669,,79229,94536,110542,94482,97436,117509,136371,155859,170430,122834,,223849,231629,255734,240314,273075,282136,287593,284601,297943,371890
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",23505,13304,11145,11048,13577,12555,11031,13835,15068,11638,,1197554,267525,305154,356342,225965,229706,280861,280583,149284,127850,,112928,79454,77812,89391,90335,94098,81139,89607,91571,101211
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",11510,14333,20820,28385,21223,16207,16899,19750,15407,11430,,78938,41041,30045,43482,38645,28989,36683,43136,43060,149386,,81778,81967,101441,100512,74107,71202,71170,88656,78457,88639
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",2312,1908,1933,1412,863,3150,2128,3403,5172,11394,,13201,16236,25315,27380,38259,64876,129488,112917,237914,679531,,1536216,1987472,2261777,1961432,2046728,1903369,1953181,1821686,1964773,2387555
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",3803,3979,6213,5017,5513,7793,9742,10907,13099,11200,,156135,208030,263070,254427,305029,259612,268151,272518,219815,168024,,101913,116361,124332,91350,107483,132545,158838,166260,164626,165821
390230,"Propylene copolymers, in primary forms",0,0,0,0,0,0,2,0,0,11150,,38,610,904,1579,1599,1581,2003,1081,55420,82550,,1291684,1412493,1531343,1181525,1081428,1225704,1424257,1264632,1043867,1569825
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",2080,3024,2697,1875,1255,1879,2810,3713,6477,11089,,13691,22621,32822,29806,27984,35193,54620,74724,87349,167086,,929828,1021654,1085224,1000249,1006800,1104646,1146534,996139,940004,1252184
850760,Lithium-ion accumulators (excluding spent),34,503,6098,1927,2461,10114,17768,13082,12329,11084,,93627,123910,200640,310413,322093,413896,578517,703510,553928,726907,,565425,676968,1031521,1313127,1614343,2247410,2857808,3707772,6406589,10321283
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",2433,915,3408,2244,2545,4910,14148,13999,5423,10867,,117131,212485,222772,253885,261120,295969,356636,366469,270590,472004,,424392,427334,428352,342441,341975,400149,438102,376776,303366,368557
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",4876,5433,6537,7162,7602,10035,10663,10060,10667,10850,,96099,98793,117890,129152,125474,132813,157043,161853,147180,168000,,81247,80577,80971,70180,64974,75207,79039,77825,75778,79282
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",10993,11205,14440,16780,12285,7908,10194,11781,9489,10622,,86491,116365,176843,239140,243318,261023,315781,369674,368945,450301,,222772,242121,278344,302298,300670,281698,303901,314239,257301,254398
902110,Orthopaedic or fracture appliances,3169,3783,4376,4168,4077,7047,7267,5950,5666,10514,,6012,6725,5739,6297,9455,15991,16501,20769,18371,70060,,580387,625856,603065,685095,808721,986607,1196742,1275357,1233566,1468501
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),3272,5185,10038,9405,10372,12063,13307,11891,11451,10492,,163847,202768,262506,286818,271574,255988,293955,300535,245757,235120,,316126,390048,429192,386913,468768,565753,644241,659638,559248,508121
