Product code,Product label,"Taipei, Chinese's imports from Singapore-Value in 2012","Taipei, Chinese's imports from Singapore-Value in 2013","Taipei, Chinese's imports from Singapore-Value in 2014","Taipei, Chinese's imports from Singapore-Value in 2015","Taipei, Chinese's imports from Singapore-Value in 2016","Taipei, Chinese's imports from Singapore-Value in 2017","Taipei, Chinese's imports from Singapore-Value in 2018","Taipei, Chinese's imports from Singapore-Value in 2019","Taipei, Chinese's imports from Singapore-Value in 2020","Taipei, Chinese's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.",6,0,0,22,58,0,0,0,0,20,,8285,12765,2833,5329,7184,14836,4958,3554,2309,405,,8583,11343,11276,6959,14617,20414,5464,17463,24887,17505
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",0,2,0,0,1,29,44,0,0,20,,3258,2479,3485,2442,2355,2988,6002,2328,4185,3648,,10625,5435,7505,7395,4264,5816,6511,7182,4623,2478
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those ...",149,0,0,0,2,3,4,9,0,20,,12440,6931,6707,4868,5556,15405,6628,4408,6827,5653,,7119,5498,4793,8426,6192,7275,3882,4929,7662,5702
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",9,6,12,37,7,21,28,21,13,20,,18708,16314,18116,16226,17418,13670,18041,15864,10500,14182,,12065,10308,10272,9592,13216,17830,13544,14170,17395,38338
841239,Pneumatic power engines and motors (excluding linear acting),201,93,23,15,9,33,5,94,9,20,,15795,34451,35482,31361,32090,20680,37554,47680,34953,36947,,7102,8631,7111,8129,6616,9815,11679,11495,14046,14591
681599,"Articles of stone or of other mineral substances, n.e.s.",286,48,60,3,99,0,16,23,0,20,,4528,5779,18514,1999,3321,3304,3930,3670,2625,3343,,52243,55848,70393,69815,66237,85809,144583,156121,104231,149311
701400,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",22,0,0,0,7,7,2,7,0,19,,459,231,699,524,835,730,709,879,1072,876,,58822,36607,30789,33646,38593,28241,32243,26478,22505,33846
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),91,77,6,24,12,0,5,26,16,19,,7451,22294,14272,14238,16844,23339,28168,25795,27022,28709,,38570,34527,36279,31363,30128,38383,40714,36331,36904,51646
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),16,6,22,2,2,1,6,1,16,19,,663037,334377,185659,127298,137418,139762,182799,177338,184735,334374,,44529,33313,37583,49995,56902,56780,69163,62373,68266,92691
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa",0,0,43,17,56,6,5,4,2,18,,3503,4259,4584,4500,10107,23682,10841,13771,8655,7222,,2503,3680,3230,3237,3839,4286,4604,4043,6827,10129
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",10,0,0,0,28,18,11,0,0,18,,33686,34822,35446,33917,32623,22868,16433,10723,9947,12700,,6494,6818,7920,7456,8455,9064,9531,8298,9371,13058
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",52,159,150,18,67,14,17,15,16,18,,1595,885,879,1785,943,1452,690,1067,1264,1435,,5320,3867,4953,3423,3182,3132,3011,2517,3113,4450
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,33,126,131,127,187,16,5,16,26,18,,199089,165318,163188,137259,104520,118575,105405,79074,110309,88833,,175149,150448,162456,129030,113018,120246,120221,109675,115269,125454
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,1,4,0,0,18,,0,0,0,0,0,0,38437,5234,3783,4740,,0,0,0,0,0,1097,837,840,901,1705
842123,Oil or petrol-filters for internal combustion engines,6,1,7,18,8,18,91,10,12,18,,59376,37789,38187,34649,37435,46485,64375,73716,82709,101009,,26094,27789,30310,30036,30424,33438,36739,36662,37288,41592
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",3,0,0,0,0,0,0,0,2,18,,277,4195,2963,880,627,801,566,376,198,95,,1843,2208,4556,869,843,891,2039,973,551,813
800700,"Articles of tin, n.e.s.",2,1374,273,162,183,714,275,6,0,18,,5398,9067,17108,36942,3891,3404,2843,2340,2651,3245,,26502,25708,28665,27881,17831,18496,19538,20160,22626,43467
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",0,0,0,10,0,0,0,4,11,18,,3128,1639,1928,4250,1967,1727,1051,956,571,1288,,450,1114,935,648,315,709,468,754,436,598
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",42,0,2,0,0,0,0,16,0,18,,2649,2249,4003,5672,9882,8648,11451,10628,8198,12092,,59385,54942,70670,82828,72953,71719,84317,82390,77087,87613
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",198,0,18,0,15,75,0,0,106,17,,56364,67192,44190,31235,39447,28581,25844,16902,13580,13234,,6973,5310,4124,2240,19240,8194,2275,2131,2829,3268
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,0,0,0,0,0,0,0,10,17,,16354,12682,10848,9346,1259,2603,1197,1792,1335,1931,,6447,10404,13129,9206,6337,7980,8133,7294,7066,9032
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",2,190,0,0,0,0,10,0,7,17,,5489,4531,4345,7430,5737,6383,7091,8827,7113,6673,,613,763,680,1035,1235,1297,1542,1402,2937,3034
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",79,79,824,20,4,0,4,2,0,17,,25113,22140,15592,13509,15287,26356,27632,21695,20923,22979,,27399,24929,24650,22599,20467,22846,16692,12284,14640,18662
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",14,28,2,2,3,22,17,1,16,17,,21440,14311,14683,16309,10717,12016,12427,8660,12658,18144,,27233,21340,30124,47304,24182,42392,38918,45454,22564,36596
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),163,170,50,27,35,49,10,32,19,17,,146111,132655,155456,149225,173373,216126,302306,243295,228108,361382,,45316,51391,57504,71886,76974,71995,96414,93450,119447,186594
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",8,10,40,5,0,69,0,32,5,17,,5683,13804,7617,4775,32915,7934,6751,12141,5639,4608,,9903,4118,4020,3078,5341,2887,2567,3767,2847,3422
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",0,0,0,0,0,0,0,12,16,17,,5928,7012,6483,5361,5659,8687,14660,16058,11384,21236,,158833,155354,139211,147900,122876,112473,123591,118528,110616,124063
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",29,0,5,1,0,4,0,0,0,17,,6084,3122,3455,2599,3325,3953,3904,3862,2449,1667,,1568,1788,1398,1973,2171,2754,3505,3523,2556,3073
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",0,3,0,0,0,3,0,7,0,16,,18886,14765,23798,32962,30421,35123,31553,29411,27565,29080,,44584,48098,48086,52545,50621,39705,37345,40225,37702,33968
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",1,0,17,12,11,7,6,10,12,16,,1447,2160,1954,1588,2926,2564,2225,2409,2107,2159,,4002,4558,6256,6616,6809,8749,9287,10639,7362,9317
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",0,0,16,7,1,0,0,3,109,16,,77938,137659,125800,117579,131254,96388,93231,109604,127339,114765,,0,4166,70511,61959,70422,84843,100810,139271,164794,188646
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",489,170,61,285,77,31,34,110,50,16,,80526,105250,53006,29728,15827,10349,7198,9111,4746,4485,,13399,10914,14070,7494,11530,7595,10980,14059,9433,13971
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",2,7,4,3,3,8,10,20,22,16,,20217,548412,259405,253057,277857,332242,416294,393916,142942,85204,,34741,35239,43266,44010,41308,46333,51175,66527,79480,103867
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",28,0,0,0,0,0,0,0,0,16,,5231,2214,2841,2006,2973,1474,1718,2121,1285,1062,,2454,3647,7194,6982,10259,3949,3488,5086,3252,2275
842531,Winches and capstans powered by electric motor,0,0,0,12,0,13,0,342,5,16,,40377,53211,59908,61525,44159,28460,15422,25098,7976,10670,,22290,21416,29730,27380,31304,21693,23727,24781,14784,14421
903032,Multimeters with recording device,141,238,5,6,9,2,6,6,13,16,,3094,2998,3960,3573,5292,7007,9994,10099,9064,13948,,6505,4427,7021,9544,8492,10142,13635,10614,10235,12617
741999,"Articles of copper, n.e.s.",37,34,144,101,37,52,67,91,31,15,,23615,29281,29498,24798,23469,21286,23418,32146,27857,62582,,55021,73192,123459,109339,83547,93471,109720,115136,142816,202174
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",0,4,296,87,18,10,10,15,20,15,,32803,28722,24634,18223,22020,28743,26307,23871,17454,20584,,4316,4560,5506,5251,4108,4000,3771,4556,4496,4412
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",30,35,52,64,39,30,31,30,11,15,,81020,114144,171728,138516,111722,90494,94212,78568,66806,115307,,13019,11187,15416,15465,14988,15365,17689,14635,14090,17144
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",49,77,66,52,69,67,238,713,35,15,,288269,296899,262478,242540,252860,375474,250170,206731,250949,283737,,39607,27145,23769,22724,116713,109802,23815,23477,17950,22111
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",0,0,0,3,0,0,6,0,0,15,,123953,157037,128062,82102,53860,43849,54967,41694,18782,24868,,5605,3417,4016,3817,3826,4118,4768,5748,5380,6745
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",96,42,22,18,9,9,6,4,11,15,,110470,81311,63387,45313,66352,55164,31861,24141,34456,26341,,35706,24232,22696,18512,11813,10305,15973,22000,17360,12853
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",0,0,194,21,31,5,6,12,7,15,,6345,8531,6934,8784,5152,11985,14909,14089,7731,10838,,28383,46310,57021,43343,49847,38910,40564,39140,34356,32585
250700,"Kaolin and other kaolinic clays, whether or not calcined",0,0,0,0,0,0,0,0,0,15,,235,253,384,343,438,356,262,205,221,162,,68434,67286,71337,61500,53528,52769,56297,48034,44600,57441
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",299,325,341,392,331,83,19,26,35,15,,1309,2065,2118,1934,2786,814,341,400,226,171,,568,603,629,802,960,289,157,123,70,53
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,70,17,59,1,25,41,68,66,22,15,,45082,29192,26089,29619,31834,35176,37650,32780,32584,36349,,6018,6197,6667,7153,8302,11516,10837,14416,17855,18246
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",103,172,48,33,24,61,43,11,24,14,,75308,62060,52162,40323,40398,41147,43632,45727,38326,53748,,18060,17476,16193,15515,14698,16328,19417,17905,18291,20432
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,2,0,6,0,0,14,,0,0,1,164,14,135,449,647,55,27,,5448,8665,3723,2226,3044,1085,1614,3312,2111,4287
491191,"Pictures, prints and photographs, n.e.s.",0,63,0,29,77,0,0,0,0,14,,3479,3677,6591,11675,5410,1792,2008,1472,776,1302,,1306,1536,1815,1719,1943,1409,2004,2370,3103,4155
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",0,18,1,0,4,18,5,5,42,14,,1471,1748,2566,4901,3237,1738,1531,799,782,1452,,5107,4122,3389,4263,3655,3221,3170,2957,1822,1894
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,6,4,14,,424,88,101,394,363,321,103,170,259,149,,636,502,435,550,452,356,800,713,438,937
283319,Sodium sulphates (excluding disodium),0,0,0,0,0,2,1,0,0,14,,418,399,460,269,289,603,372,444,345,738,,1702,1211,908,756,667,951,955,741,904,1100
280430,Nitrogen,0,0,0,4,17,5,2,12,44,14,,12380,11459,7266,8654,7400,7880,9939,6722,5741,7230,,1265,758,702,736,836,1240,1539,1373,2096,2790
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,0,0,0,27,17,0,0,0,0,14,,38564,54557,76177,112819,64526,6884,6922,7211,5711,4054,,975,1070,945,775,797,805,925,1384,1022,752
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",17,0,0,30,11,0,8,0,25,14,,21260,19628,20847,19125,30277,27309,26009,15024,10786,11041,,31769,33998,36171,44692,44913,47241,63520,68749,69110,95407
330130,Resinoids,37,51,14,25,6,17,40,54,54,14,,1656,1637,1289,593,724,613,915,231,144,227,,696,765,550,559,501,529,267,269,356,166
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,1,2,2,14,,4594,4896,4673,3852,4006,3699,4168,4348,2747,2723,,10674,11473,10876,7359,7712,8732,8635,7956,6438,8289
210320,Tomato ketchup and other tomato sauces,0,0,0,0,0,5,37,14,27,14,,1539,1804,1563,1211,1387,1380,1743,1389,1005,888,,5072,5057,5686,6820,6867,7790,8092,8643,9491,9648
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",13,76,11,11,6,0,1,7,36,13,,26662,15286,14916,19789,23204,18005,18523,22883,35290,41097,,27922,59616,44830,27814,31594,48264,38312,42540,60846,44613
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",5,8,1,12,11,4,0,0,50,13,,22526,15515,8987,6413,11380,6852,6887,6929,8640,5494,,14846,10821,10893,9768,6006,4510,5656,4917,5201,4824
400931,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",5,6,0,2,4,14,7,0,0,13,,5293,4034,4132,3789,5731,6966,7102,7061,6112,5983,,2538,3059,3049,2917,2370,2827,3630,3518,3831,4643
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",482,277,231,142,333,119,151,284,79,13,,68108,77195,34457,34707,35765,49670,59725,76093,66201,90803,,33346,36208,40787,32373,35978,41963,42416,36844,36489,45030
731829,"Non-threaded articles, of iron or steel",46,90,25,43,24,30,51,132,76,13,,17881,22909,42725,36986,27242,35498,36755,37759,36224,44094,,3030,5407,5216,4557,4324,4529,7402,7516,5372,8955
903020,Oscilloscopes and oscillographs,235,30,6,21,44,4,15,130,11,13,,7366,9175,11228,9974,13497,14692,16347,18093,16539,36805,,19934,16677,20000,25180,17919,24764,28208,36320,39079,50493
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",11,21,22,12,7,12,46,20,0,13,,4714,15875,27895,31688,39278,55887,71412,58593,38793,42222,,3259,3657,3297,3117,2788,2753,2719,2810,3080,4241
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",865,186,16,54,241,0,7,11,3,12,,4621301,4646896,4634219,6042977,5221327,4498727,4671521,4693574,3974290,5322986,,2103768,2479808,2872225,3327838,2740189,3303006,2927907,2912415,2864680,3412687
901530,Levels,88,63,75,59,14,8,20,18,90,12,,9632,10851,10595,9842,7807,19256,29427,25419,23119,30917,,3991,3415,4558,4764,4082,3374,3938,3246,3323,3235
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ...",0,0,0,0,0,0,0,0,2,12,,27977,13661,9959,39730,6159,7295,20777,6642,7217,4927,,2770,782,1327,1204,1344,854,1491,3409,8870,4305
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",118,13,309,103,5,24,136,14,24,12,,13796,9900,8775,6050,3520,5167,5806,3377,2862,3666,,11950,12043,15414,19511,14691,17038,16459,18865,19253,25665
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",82,0,0,11,17,0,57,2,110,12,,12266,12097,12640,9402,9238,15281,18958,31473,11548,15072,,9544,6492,8833,9305,12051,8866,7659,6522,6956,9089
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",127,107,118,248,190,82,134,123,50,12,,11865,9224,10969,9413,11743,8311,8968,12168,7538,6752,,7060,10038,7061,6892,10821,9047,11008,10614,10783,9943
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",12,22,41,57,7,0,23,10,0,12,,2921,3717,5879,7855,5855,5043,11048,12804,9220,9395,,18700,19108,12477,15621,10478,12097,16472,14136,12322,14874
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...",1,0,0,2,0,0,0,0,0,12,,14075,18977,18095,12734,12869,17971,32375,39240,55688,117003,,13383,15764,14915,17885,18824,19889,23929,24839,29037,31651
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",56,36,31,43,16,10,19,16,6,11,,32837,33587,23083,22630,11317,9173,7890,7118,5468,3810,,7125,7067,6766,6585,7749,7052,8029,8602,6910,7248
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",1,7,0,0,24,38,0,0,19,11,,2455,3429,1688,1739,857,669,1271,3300,6153,5794,,15605,12790,12843,11728,13011,11229,13137,10771,9435,11657
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,8,0,0,14,14,7,6,16,11,,8072,8673,4747,2954,6805,4195,5513,12122,4781,5276,,713,554,139,558,1039,688,553,130,225,146
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",12,0,28,0,8,11,9,5,0,11,,26574,18114,20916,17306,14652,11355,19799,14644,11026,19261,,15707,13604,14705,12382,13573,11354,10668,10016,9906,11413
847290,"Office machines, n.e.s.",113,7,12,1,7,14,0,5,5,11,,65979,42979,41181,30143,24894,18849,14519,16904,13937,39255,,58737,46479,49677,49310,67895,90056,60652,41305,34031,51166
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",30,24,19,13,170,30,45,106,43,11,,7341,7110,11737,10897,10210,10882,13367,15668,9688,10840,,25262,20612,22699,23376,21921,21922,24003,22167,17888,20087
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",0,0,0,0,0,0,2,0,2,11,,5,42,104,2,0,15,15,17,0,0,,19,7,10,6,4,0,6,0,2,15
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",15,262,104,103,61,43,2,0,0,11,,12909,13869,16284,12871,11971,23987,36281,20339,22089,34592,,61361,78416,89696,85658,84754,84074,95334,115952,125455,139552
730449,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",24,0,1,0,2,0,0,0,0,11,,12538,17663,22664,25593,21279,6932,8628,9634,5251,9280,,98368,60108,78176,72716,89456,72396,84215,93510,95502,102794
