Product code,Product label,United States of America's imports from Russian Federation-Value in 2012,United States of America's imports from Russian Federation-Value in 2013,United States of America's imports from Russian Federation-Value in 2014,United States of America's imports from Russian Federation-Value in 2015,United States of America's imports from Russian Federation-Value in 2016,United States of America's imports from Russian Federation-Value in 2017,United States of America's imports from Russian Federation-Value in 2018,United States of America's imports from Russian Federation-Value in 2019,United States of America's imports from Russian Federation-Value in 2020,United States of America's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",57047,57685,52959,23063,21917,20367,40671,69092,24154,10095,,3663152,4105401,4478758,3105621,4266428,4183609,4360777,3257477,2852752,4058404,,555832,535886,553886,312145,867306,1068972,611972,358633,260497,485882
280429,Rare gases (excluding argon),6553,12295,13169,8231,3092,6198,6376,6441,5235,9852,,41921,34002,31453,35823,21581,23169,31217,37941,41307,58132,,26929,36984,72725,169479,91723,73897,65794,73754,75713,98011
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",0,0,0,0,0,7,0,0,2,9849,,26998,54013,24025,47674,56696,49573,41635,42062,53185,74819,,459190,426586,438102,449928,526350,578510,642661,670141,747286,1060356
811229,"Articles of chromium, n.e.s.",54362,25357,33794,24697,27351,29256,27496,15349,7320,9825,,7916,5879,8145,8185,9315,6912,6307,3662,3655,4138,,157898,113151,132382,85003,80323,76258,76167,23092,11548,15517
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",901,935,199,2367,1289,3908,3037,3460,2697,9733,,841,1055,2099,976,276,1395,2908,3155,4656,11279,,230604,266296,290007,325220,380822,375711,450024,370101,420325,549588
291612,Esters of acrylic acid,154,3531,4062,915,853,2658,5476,4405,5561,9618,,53039,42348,33264,17606,18121,76246,96006,88078,76134,171363,,315946,269437,330031,246412,245910,277419,300276,250120,188098,369339
810820,Unwrought titanium; titanium powders,19985,24488,33336,38684,44817,54143,66210,60316,34742,9312,,85982,86449,79328,52797,45303,59849,70317,62514,39979,49152,,430031,271341,264067,271209,249040,300356,324870,382932,243277,204900
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,2424,0,9261,,358741,713129,499546,81032,251950,1120522,1170711,730720,531525,227671,,679739,527374,364559,516963,267914,402452,231493,329909,129242,164583
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...""",9,64,0,0,0,240,1400,2364,0,9175,,1615,702,550,236,662,392,92,240,1113,2200,,10579,6937,2255,1012,2594,4623,4761,4420,2025,12307
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",38,26,12,696,0,899,6081,6556,13379,8967,,135791,171888,203068,192022,284137,389248,432457,426278,415010,500767,,2173,1663,5529,10345,14550,20099,20135,7835,14680,13208
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",0,0,0,0,0,3,9,4551,8060,8951,,192166,111103,95754,156547,199774,241281,228039,137121,170164,372735,,53863,80026,103716,76973,73370,98437,114505,88214,60201,148299
30489,"Frozen fish fillets, n.e.s.",6176,4594,4279,8404,9035,8334,6749,6504,7374,8935,,31273,34347,35700,39843,41911,34496,48498,39218,32888,36969,,611938,421824,487282,527968,525498,576898,581550,496483,458538,631730
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",0,0,0,44,12378,7031,9298,1094,3190,8904,,350656,293253,330353,295372,277113,380350,560221,450933,544358,745937,,551056,631754,777856,861159,747394,664733,642657,522818,481815,874753
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,7,90,0,0,127,547,6732,4696,8879,,34157,52577,49106,50493,65073,41589,73591,43447,45675,37644,,11247,7401,4791,6722,9221,8504,10251,18161,11943,15784
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",0,0,0,0,47,31,234,2619,5049,8796,,10987,11682,6031,3665,3485,1530,5428,7803,8986,14253,,97845,72573,96290,84447,76586,84868,98222,127977,94131,117255
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",1076,27237,5784,3167,11777,13265,14919,16887,8978,8729,,121540,182491,110430,140978,151093,118043,165329,170172,84452,205571,,2825,28208,9182,5474,14193,17110,18645,20770,12652,13656
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",8,8,0,150,342,319,1831,0,0,8586,,57,44,1240,61,406,73,1587,3969,2381,2526,,20032,10204,22018,9369,9177,9262,13017,12618,30227,51669
930621,Cartridges for smooth-barrelled shotguns,0,0,9,0,71,25,421,89,1306,8315,,2308,3501,3417,0,0,0,0,0,0,0,,21478,63893,83259,53477,45033,31015,28347,22822,38756,112608
841391,"Parts of pumps for liquids, n.e.s.",903,1513,2815,5360,2059,776,547,1707,1380,8014,,65288,62407,54178,55514,56322,62743,53281,54778,109183,105806,,2956423,2931006,3377183,2921602,2502555,2952816,3449786,3007590,2421994,3055653
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",427,621,602,550,571,1832,2019,1643,4463,7939,,28372,45188,51625,46041,51723,64976,73617,84907,105683,137436,,11546318,11742799,12788811,14236048,14596371,14969707,14744931,15288252,14352993,19680481
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",565,1357,1078,2793,2701,2172,2720,2704,5099,7907,,7260,9767,12964,19672,15222,13104,13932,11092,16844,23741,,242974,278171,362607,403464,449646,563681,648769,508256,573124,587825
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",349,488,410,492,611,498,539,2203,4388,7871,,107743,114717,104644,74938,88655,124238,127830,149832,195152,192740,,1764805,1981023,2251509,2234572,2533437,2786996,3216749,3212960,3025551,3854354
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",47931,34846,145706,172398,30452,127340,230498,28589,18841,7760,,732,249,334,626,1849,301,5101,578,1105,810,,5150030,5989493,5933425,8315404,6470058,7044048,7831237,7689477,3566953,6053779
720291,Ferro-titanium and ferro-silico-titanium,662,0,97,78,174,1634,764,595,2854,7392,,63784,39845,71672,54915,40880,47379,41842,47522,41849,75356,,12181,7456,9450,6379,8711,7781,8772,11606,8827,20904
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",0,0,101,1660,2607,4468,4544,6828,6839,7161,,100830,118449,102213,69733,69203,140572,131067,129467,140574,197056,,1095103,1111732,1302161,1375794,1290201,1350877,1460956,1600304,1450151,1686022
120400,"Linseed, whether or not broken",0,0,13383,152,0,952,128,0,0,7116,,187364,170756,151839,136134,206182,189424,147334,219227,230375,442779,,122783,118587,134656,97392,64791,71441,88255,81155,76590,116714
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",1321,7152,8550,7608,6766,8472,5296,2928,6865,7075,,2563,3130,4290,3490,4212,4998,3496,5120,3964,2683,,175052,266133,324142,344182,385445,329420,374242,513838,389644,509530
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",2967,2399,6061,8975,4243,5695,8899,9182,6826,6996,,24254,22053,14662,14970,8630,15867,26740,20542,35835,32234,,876256,867362,1014477,1104939,991152,966404,962988,1011937,865273,1062412
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",463,0,3107,8158,6548,5237,6857,5012,10330,6993,,21137,2039,8536,7652,8830,9104,9716,10551,18927,29623,,371649,337155,461524,521069,664815,633025,829126,798270,659564,691179
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),7573,1950,3989,4613,6838,6501,12235,7889,4900,6932,,11794,7573,7645,10186,12058,13241,20416,23365,21497,17655,,19592,7837,12257,11570,9464,15866,27960,19558,14470,13016
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",3,9,4171,8487,58,783,1574,24686,7538,6803,,139933,158073,149709,137888,91852,104547,125464,138572,112221,158170,,394701,339998,463413,521278,420385,494834,569690,699942,740725,853237
291611,Acrylic acid and its salts,0,0,0,0,0,0,444,293,190,6719,,1207,1462,1068,169,653,5674,17895,19320,14735,23778,,41483,38620,46440,42537,44703,57300,65615,60229,11011,55362
280512,Calcium,2174,3205,4332,2024,4396,4395,3853,5724,6392,6554,,11271,11427,15475,9801,10058,9240,8660,8030,9214,8986,,16249,17471,22863,11293,12358,15454,15799,13829,11764,19602
970600,Antiques of > 100 years old,15074,21792,23469,14150,6528,10906,13091,5722,5378,6376,,0,938,0,0,0,0,0,0,0,0,,1401912,1385028,1377763,1348875,1314278,1224332,1288778,1588722,491664,573507
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",3094,7500,5969,1984,1378,3491,6032,28,4914,6222,,3417,4451,3222,983,1309,1645,4776,4077,1656,5291,,539832,637269,801386,685729,664707,911226,944868,1020568,1107783,1269216
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",27,165,232,30,106,38,206,461,363,6031,,55237,60802,56247,52313,49540,55275,59459,74793,55816,75253,,1022493,1076206,1159647,1190252,1155188,1257723,1489178,1514696,1164039,1383164
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",1701,1630,1822,2358,2120,3590,3843,1920,4411,6002,,2888,2009,2187,2929,2766,4584,4698,3529,6074,8678,,362915,371899,393031,391961,368651,404450,447295,426760,356406,447494
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",4514,3547,4157,3564,2338,4588,5116,4292,1353,5988,,86727,70855,44610,43841,38361,53945,69691,57833,43355,84489,,202492,170810,182419,130100,101945,138108,159559,144215,88054,139412
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",494,262,471,528,746,605,1212,1321,1988,5897,,576,383,499,432,855,519,1360,1323,2079,6256,,22181,9765,5712,4459,3963,5466,7915,8281,8978,17422
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",102,2261,2294,421,0,37,1221,3835,4939,5875,,8100,7924,7580,3684,4404,7342,8364,10049,13003,16567,,56956,58178,60956,50949,37113,45140,55608,56381,41185,59321
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",7416,5741,2786,2844,604,640,1239,6121,2682,5781,,53963,18912,27243,19760,15161,14903,22439,41360,43630,36420,,132103,120763,126517,99317,77510,93001,141219,129649,83954,184579
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",198,176,94,113,137,192,394,2478,8375,5770,,61114,67872,73300,52916,61190,83933,89512,102076,112441,145589,,5675487,5906734,6269066,6677328,6707960,7387174,8219633,8721334,9164364,11202232
271311,"Petroleum coke, non-calcined",0,0,0,0,0,4075,6575,0,0,5452,,654,2951,871,3194,9806,61341,136815,103408,100046,176017,,143589,182207,113899,111870,58280,109932,205372,61890,62833,210039
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",22,15,310,330,318,923,730,818,1998,5440,,53638,65321,40335,32220,37025,52931,87829,85161,73839,102139,,10932350,11581587,12552830,14042270,14081944,13487610,14893148,14676483,13006933,16413178
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,0,5438,,84066,99712,169460,225735,229034,290512,334307,428505,211820,3691,,242144,147599,217634,122520,96424,139813,131888,88572,69826,254722
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",3985,0,0,6171,0,11053,8070,8857,12208,5376,,184950,246439,167294,121483,212986,120951,170010,200666,206116,232793,,11686,6493,2547,15245,24946,61756,83601,65863,60589,120444
330720,Personal deodorants and antiperspirants,0,0,22,502,449,709,847,1730,2052,5306,,47641,61595,50073,38998,53041,72283,71435,99734,118212,171401,,135663,152723,166697,180034,172122,169512,173978,191150,172767,237909
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,8,2,0,0,0,0,3,0,5278,,516,1178,1,35,2,0,0,831,1083,7989,,13097,12682,7647,18914,13660,11877,22107,20835,30243,46592
290511,"Methanol """"methyl alcohol""""""""",0,0,0,0,3263,0,0,20343,40081,5137,,421586,495075,563861,330499,251213,454549,601813,517511,378517,633207,,1708504,2000974,1833489,1191853,586199,864014,970922,773032,568195,930163
441820,"Doors and their frames and thresholds, of wood",856,699,819,416,1622,1161,1388,1663,1578,5032,,35882,48913,51691,37172,45248,70452,78249,92946,105779,146485,,401794,456181,502104,521389,558705,608059,693177,684370,796840,972799
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",3616,3907,6050,6737,5644,5648,4524,5261,4576,4862,,4969,6161,8987,9132,9540,11206,13090,12825,9725,11469,,84791,88508,84981,80755,74579,82465,90146,85670,64906,89083
210111,"Extracts, essences and concentrates, of coffee",47,26,48,153,101,8,71,60,8146,4658,,71291,116038,107031,117200,110337,133195,130443,107029,166528,210276,,444940,452666,417222,370268,322947,362597,356494,373757,449647,454974
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",5179,5568,4015,4051,3610,5836,4712,3821,3520,4563,,8724,9436,8581,9419,9375,10755,8973,8893,8534,10589,,487612,438056,354912,303911,273822,278125,227079,297772,194275,308510
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",0,36,0,414,241,1085,1878,4735,1324,4459,,9360,6684,10282,13274,82794,98151,119857,98724,94415,121630,,148841,192959,208741,193318,180986,198616,205478,214215,191344,239207
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",9643,10589,8680,7446,8088,5571,6933,5854,3294,4323,,13970,24447,36041,33215,12912,23991,26205,28992,30595,25823,,120216,121661,130164,92801,90540,100947,129599,106409,107838,92802
442199,"Articles of wood, n.e.s.",0,0,0,0,0,37,106,1475,4300,4318,,0,0,0,0,118,40972,46766,53925,67447,79072,,0,0,0,0,0,948318,1199646,1127240,1302199,1897019
901320,Lasers (excluding laser diodes),1411,1121,1252,964,903,877,869,1278,1046,4251,,67350,54674,74995,106717,128800,311359,200993,159328,112973,136968,,434342,531632,601821,614766,658178,752302,781200,734980,739790,851120
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",0,0,0,16,0,21,558,1521,941,4211,,24089,19224,17475,15215,17193,19432,23180,26690,28873,30307,,7426,6163,6894,11722,14007,16261,17927,22818,12288,24889
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",945,1260,2365,1761,2065,2364,2325,3899,3282,4183,,1654,25336,2850,1541,2921,1612,2943,2426,2806,3283,,970096,964801,925872,908926,826327,836435,932608,1012931,956468,1079279
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",0,0,0,20,0,13,0,2928,6650,4087,,10684,9275,9896,9974,5164,3833,5547,8230,10154,11601,,311987,302325,343127,343688,326116,313336,334306,269979,221054,283817
261100,Tungsten ores and concentrates,738,3829,6468,1201,5856,14088,7348,5358,3949,4033,,90255,62088,50201,24287,30717,19806,16997,24327,20435,25163,,139647,124469,139147,99531,65989,84408,119093,75207,46844,38258
845530,Rolls for metal-rolling mills,742,1231,767,1156,1181,1290,541,1003,2614,3869,,27969,23924,16451,21121,16960,18180,24711,21949,24327,27493,,173791,180639,185042,179252,148915,166554,194263,260111,246484,240042
281810,"Corundum, artificial, whether or not chemically defined",0,32,851,187,525,2771,429,3015,2277,3797,,21007,18242,18414,23130,21229,29943,30384,24646,29410,36417,,185050,175145,183219,147981,115195,154065,183978,176961,114650,153012
