Product code,Product label,"China's imports from Taipei, Chinese-Value in 2012","China's imports from Taipei, Chinese-Value in 2013","China's imports from Taipei, Chinese-Value in 2014","China's imports from Taipei, Chinese-Value in 2015","China's imports from Taipei, Chinese-Value in 2016","China's imports from Taipei, Chinese-Value in 2017","China's imports from Taipei, Chinese-Value in 2018","China's imports from Taipei, Chinese-Value in 2019","China's imports from Taipei, Chinese-Value in 2020","China's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",67718,105038,97800,95447,100757,142217,191015,142141,136663,155646,,619819,642772,692724,604955,581870,701415,796569,739363,758647,993001,,3707456,4260444,4092613,3816719,3526460,3484867,4219117,4324619,4467964,4860809
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",104158,97969,100402,86827,81300,95300,110878,105566,109389,147528,,250239,238847,240616,237780,243958,264866,293028,283047,282056,380774,,1128717,975500,1138176,951409,746415,909947,891758,776335,927683,1129626
950639,Golf equipment (excluding balls and complete clubs),158864,144211,122497,105300,115008,136600,118339,118276,94221,147418,,231917,222961,219647,205852,202575,218462,229274,233457,198569,320929,,245692,230374,217370,206691,170262,176475,163117,162317,130858,207320
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),465100,374844,183848,238058,434828,436846,743048,670470,124316,146568,,34587,32815,42798,63351,80354,83486,88367,82990,87940,107160,,2844069,2926965,3384073,2356237,2305809,2166596,2642445,2456842,1828592,2052537
999999,Commodities not elsewhere specified,6242,46697,7016,508638,339524,175158,141987,120574,142660,139811,,1514400,1538009,1602895,1664909,1644035,1760967,1743687,1770906,1878010,2040990,,68769069,104735488,82763505,80518802,77492643,66855229,29854611,10614452,10906755,12196803
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",178450,159846,194320,130897,141250,152094,174608,115491,105224,139473,,990865,876172,850574,730120,692741,932898,905615,567440,473026,1070841,,1012862,1129310,1393005,1062654,1090707,1080467,983622,757082,659255,656656
292610,Acrylonitrile,223390,226613,276354,164967,92139,114842,313323,236848,128941,135343,,284611,304999,346356,245782,184071,235697,408299,326259,181032,336355,,1041520,983374,1001831,556905,328726,399700,728922,484417,327709,379969
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",898039,923641,709528,453495,349514,411728,401182,170795,129537,130709,,1082308,1146282,1014617,711312,576136,685290,776158,512919,353912,524630,,2827128,2915984,2716528,2076164,1741554,1839774,2021456,1745837,1483649,1517776
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, ...",181985,195802,193489,150867,145852,180549,162923,116189,116638,130280,,58467,65012,80077,71449,74428,91188,90171,75600,71502,88347,,221121,230811,226135,182401,176426,216739,190835,149145,139185,154144
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",192848,203860,225893,218965,196165,203459,185503,165966,118022,129971,,450314,464473,453690,431220,394332,390050,373407,376313,291552,359753,,641320,635084,638628,587325,508053,520324,524555,487499,375440,404032
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",21208,20789,25239,49463,34508,47372,53095,78264,118264,128047,,113810,118349,123959,148375,141814,150064,192312,140370,204185,219169,,875779,795317,1020636,1179868,1406029,1419561,1545549,1526990,1814203,1818707
681599,"Articles of stone or of other mineral substances, n.e.s.",29093,34299,34818,51108,46031,59649,81169,88429,111871,126311,,94436,85722,92913,79318,81945,116522,168174,177954,182070,215886,,345768,406872,402614,431766,444523,463880,579819,643327,681640,792080
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",55887,78456,113916,79730,92213,123797,84420,158190,134865,121829,,199304,229668,259766,278320,329248,333554,318898,359081,407918,441803,,6523806,6955448,8693723,8779886,9750962,11911435,12034664,14782255,14963999,15582922
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",6965,51136,122998,122777,138924,239883,211913,139348,132209,121663,,26058,89119,206790,193013,220192,402100,284416,219076,214231,300303,,382233,421694,397276,400182,433627,651330,622543,431396,371600,359110
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,33365,22820,32103,18653,120561,,0,0,0,0,0,99645,91287,118455,57096,199806,,0,0,0,0,0,502014,528155,861623,662848,899133
271311,"Petroleum coke, non-calcined",13183,51028,45330,50926,28966,58723,98787,53809,57487,119853,,24317,47382,42499,46172,27819,61288,97533,56030,56427,138154,,881621,1092626,620324,545019,337744,860374,1361469,1049139,949869,2152924
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",72322,78035,90202,112654,94676,110134,110324,92433,95822,119595,,1993113,2015107,2204364,2114206,1918616,2195880,2481850,2290296,2017628,2610363,,1441882,1545997,1654021,1430145,1455660,1516061,1562789,1348065,1350835,1461737
871499,"Parts and accessories, for bicycles, n.e.s.",74052,69283,78964,77565,75294,77937,79584,71892,84477,118232,,1014187,971645,1089504,1030111,968579,1134551,1196715,1260913,1377242,2183128,,286540,268563,326825,295799,244707,235972,223534,199330,236905,338712
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",366959,413911,400330,376724,290764,333334,231700,143590,122033,117990,,202025,212410,181271,144379,98393,129786,110060,72124,49940,59603,,789805,832270,581049,521265,415796,446316,398473,328666,373475,422319
210690,"Food preparations, n.e.s.",42876,55747,69963,94501,107171,114314,142144,132872,136540,113991,,245717,278021,325763,371072,406688,460192,604534,700475,679984,828703,,720374,917013,1011247,1296657,1484863,1835969,2717012,3125061,3842576,3672672
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",140344,154363,151490,96624,76584,77770,76371,61629,104684,108571,,360527,352187,324722,219339,185874,227865,254918,222117,226680,362264,,1142613,1013899,797693,562587,475409,534498,550136,483296,737459,594338
280461,"Silicon containing >= 99,99% by weight of silicon",176130,183737,250346,258139,262637,330573,262554,53110,44577,107058,,397575,499604,600230,511907,615390,614762,551139,244648,172824,288509,,2166859,1587043,2245611,2144896,2329419,2581665,2067527,1315044,1001121,1937490
291411,Acetone,153872,183718,142554,107782,95129,106310,113431,83931,132940,104756,,232423,285726,263454,146417,135050,169147,144107,96445,157683,175409,,673476,533071,528835,267136,265406,360416,429260,334134,533891,503511
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",73148,35651,43940,36264,35982,43551,70454,61356,59649,103123,,76589,84536,74829,63626,67106,75497,97811,84004,79930,89056,,3767795,3767430,4075327,3550608,3605914,4042713,4427190,4081469,4188045,4444365
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",87427,82848,108649,87796,65316,128727,115383,110003,93065,102133,,86580,127324,123265,120564,115962,135232,192416,213745,150283,186269,,1086751,1075097,1375012,1342050,1073151,1364737,1491285,1436512,1078802,1077864
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",107285,94179,93270,100459,103826,119704,129772,111141,105776,101651,,1234047,1192436,1192664,1152038,1122593,1209901,1262074,1172580,1066760,1292023,,1769972,1826883,1933029,1764124,1836853,1955268,2163760,2110029,1850636,1923529
390940,"Phenolic resins, in primary forms",69698,83171,77042,68896,64961,72124,81500,78182,81401,100770,,90761,102083,104657,91448,93187,99379,108620,106464,112583,148296,,328327,354246,318879,276263,278791,298918,308635,287340,305086,377220
290513,"Butan-1-ol """"n-butyl alcohol""""""""",206017,191083,111905,117224,105977,130584,114108,97497,83648,100492,,218006,201007,135534,122682,103823,132382,141154,120385,107927,145437,,653665,569538,225851,184193,199695,234015,196872,174620,183477,175385
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",115341,147436,166701,114705,94057,119918,132067,92751,75789,99901,,113879,141387,165479,107646,88548,123022,122962,90235,70945,118834,,556523,678089,749392,521139,373379,518296,575121,425667,377878,425892
290711,"Phenol """"hydroxybenzene"""" and its salts""""",110427,67004,43481,34233,52549,7026,15904,40362,124509,99398,,211919,192934,140065,86216,90515,22996,26886,56641,123911,109960,,838163,546855,317353,160385,207387,329846,530601,462233,488258,509896
850490,"Parts of electrical transformers and inductors, n.e.s.",81965,73434,70260,64618,64971,73096,77363,74793,68630,99156,,158173,127083,110502,106195,104924,107052,109944,105237,101930,160161,,1655583,3127141,1454918,1203274,1080865,1195465,1229533,1079224,1110037,1112530
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),44841,44453,50497,47984,59453,59177,65253,60792,60940,98956,,231557,223759,237836,238617,256826,292258,302320,284129,287961,377091,,1643467,1684130,2253298,1774688,1800387,1944058,1968005,1851219,1987971,2000777
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,229100,212096,70598,60775,54001,83764,89764,109864,105345,98515,,0,14474,149779,153379,176128,160068,175354,173577,150487,145481,,2380095,1909006,1930221,1732912,1570356,2166631,2265721,2148425,2432635,1876872
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",20666,10556,19684,12293,22509,15489,20277,33441,55986,97560,,44339,24981,28092,21124,39800,34497,45426,60853,83159,129224,,205088,173065,196602,173024,208395,218718,248756,266970,355687,444598
390710,"Polyacetals, in primary forms",80954,83165,82327,79948,77395,85834,105336,94300,85660,97072,,120131,133557,113410,101480,102731,115042,131022,117249,107429,143691,,489539,520581,553062,539984,568342,639163,720565,631504,589329,703591
731816,Nuts of iron or steel,37032,43050,54050,52708,68020,77392,82092,75818,78052,95482,,750988,781073,884545,830315,788460,895411,995556,897104,731365,1044051,,509294,540143,611644,540087,576714,632319,639789,548045,513459,540798
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",78226,96552,59553,71325,53504,101261,74375,59075,76211,94916,,63330,83268,75591,82765,64633,106297,96682,84317,82299,109036,,1025316,808610,856089,727441,668077,697660,800763,834948,597025,670995
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",136449,112711,200605,186438,146706,133570,113554,66840,61489,93834,,233308,213968,339466,271728,210818,239027,210278,130772,129966,201697,,539331,531873,521766,426246,376514,425996,411072,304300,330832,460589
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",9112,0,128394,70736,6391,22801,92881,74837,45602,93335,,67057,60600,228290,134771,118535,136813,194809,170890,158180,183618,,574535,291469,910067,538571,251774,286463,427668,517816,552267,751414
854150,"Semiconductor devices, n.e.s.",30511,28960,36595,41926,44292,49171,64081,83108,93482,93115,,482385,462070,417754,194691,17009,12545,15322,18708,35288,38792,,364981,324207,340810,342617,344747,365553,371027,435959,571143,649980
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",37695,34656,40139,25944,20287,28117,27976,32041,41237,92334,,161152,158512,152700,148389,146593,158099,142983,131454,121372,148695,,409662,403185,402438,389233,523928,774072,473257,596337,702274,704684
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",16869,13837,21511,48463,65646,84473,137598,115936,82719,91789,,237904,257973,291059,311802,349773,428011,483334,388557,290374,287980,,999917,1123503,1923142,2721208,3580664,5078685,8824071,11714719,15889177,16977906
701990,"Glass fibres and articles thereof, n.e.s.",52318,49594,53509,44840,44443,47811,64235,102460,118421,90441,,17976,19357,19804,20715,19415,17364,15251,12884,12377,12115,,313986,321179,359193,316651,319645,329003,378657,474635,461521,456996
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",110990,125758,136877,113962,73416,92448,99363,61684,56263,90090,,440332,365120,433917,358308,273499,327866,368616,331744,233799,332299,,529277,518339,511340,412469,350196,417123,509860,446096,318013,364885
290121,Ethylene,44923,47033,85577,180506,152809,132109,129061,83598,71376,89708,,156346,244785,265950,324969,248030,202786,213643,105248,125519,114818,,1794984,2267324,2197066,1624999,1757739,2531628,3302372,2384146,1450953,1997378
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",3058,2821,1227,869,487,2420,1171,4063,79211,89493,,9130,7363,9737,6171,6522,6161,11758,19603,13438,7834,,25121,24742,17174,16004,17186,26987,31784,19591,177866,258779
841410,Vacuum pumps,8066,11708,10580,9945,16699,27824,25835,28437,45202,88180,,42583,46053,42649,40686,46323,78476,69244,70187,91272,145495,,349437,509231,528327,589837,559171,722905,1042141,866789,809293,967016
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",176482,170601,156299,157107,146678,134620,122792,102565,78967,86978,,885109,942681,942659,1032709,993683,964607,1022756,995000,727084,943776,,562982,556198,505843,453919,412860,392029,369244,313873,220851,232332
702000,"Articles of glass, n.e.s.",461547,311216,144161,118484,85079,79942,73898,77930,82951,86333,,71624,58990,81051,81042,77387,84086,83675,90059,108422,128442,,1242799,1011222,650847,572191,536223,545386,536954,474005,505310,565478
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",12895,51303,19708,13535,39663,91539,108432,106864,152710,83858,,139715,107521,67627,43263,49056,97204,108894,106317,140599,96740,,433071,590014,580739,506828,556791,530536,512295,676456,673513,668627
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",182048,178803,157777,124114,131985,135437,151828,145491,88072,83709,,193004,182122,159063,122120,131336,137525,154758,145418,88605,99042,,1888094,2805305,2547089,2376235,2144081,2312719,2477363,2085378,1958541,2529982
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,4262,25016,34910,83653,,1110131,564917,774341,1208246,536119,371092,394436,672553,1961618,643374,,0,0,0,0,0,0,43120648,41153518,10917406,42874153
