Product code,Product label,"India's imports from Taipei, Chinese-Value in 2012","India's imports from Taipei, Chinese-Value in 2013","India's imports from Taipei, Chinese-Value in 2014","India's imports from Taipei, Chinese-Value in 2015","India's imports from Taipei, Chinese-Value in 2016","India's imports from Taipei, Chinese-Value in 2017","India's imports from Taipei, Chinese-Value in 2018","India's imports from Taipei, Chinese-Value in 2019","India's imports from Taipei, Chinese-Value in 2020","India's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",4601,5174,4804,4801,6254,7879,8106,5670,5901,9241,,130150,134475,148159,148201,152556,187446,199931,198089,184592,260543,,246199,223400,230812,215233,235233,277984,346626,300850,263303,354701
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,22099,5703,31185,4582,5432,7505,8643,7317,5715,9207,,136428,131987,151316,144573,130358,157159,162471,159672,149729,191845,,164467,142194,157056,109337,121153,159796,209847,186723,148330,215588
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",2759,5782,4767,4036,3841,7932,14943,14267,6585,9179,,148099,146502,264539,285792,416033,345012,340500,313888,327199,483655,,538722,493167,518370,520021,549866,598351,791610,881376,788337,816128
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",697,457,485,0,94,0,0,3312,10293,9113,,69318,92845,106490,92110,62065,69875,66165,54754,67551,68127,,114713,138156,186719,156466,168654,192503,232807,200254,278271,397983
390890,"Polyamides, in primary forms (excluding polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)",45514,65428,90742,89916,73956,57372,110509,101893,9366,9078,,74197,69967,65080,57728,70325,83856,84739,61012,59355,74421,,134355,154577,193639,177635,138316,141001,229563,207910,74575,119259
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",198,1796,4453,3416,2782,3248,5037,5341,3415,8995,,6016,4917,6338,5520,4995,4709,4429,6121,5886,4684,,32833,41449,49055,50765,39446,49092,60911,62884,80936,95171
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",119,1867,882,1093,2422,4899,6493,6899,6650,8920,,53670,49015,50019,40668,41262,41294,34825,28419,22015,25361,,62585,80754,87619,77522,85818,162849,160254,126042,118064,173616
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",8127,6130,5350,5479,6488,8987,8765,8326,6849,8917,,517672,487128,525803,481171,495108,555329,562050,517586,539640,746378,,563658,527561,535942,539884,525590,580041,624511,595925,515484,715560
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",10339,8795,4957,1489,2227,3030,3616,5478,3135,8832,,93160,84201,80190,60565,69357,83138,94893,106445,123271,277915,,54306,47645,53302,46732,42861,57829,56847,50936,47998,105092
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",8211,11503,7122,11386,8158,8834,17002,12083,9112,8708,,17662,28201,46159,45952,38210,62485,88727,52062,62141,83228,,61627,72857,73207,60118,52465,61084,83016,93608,82083,78570
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",6617,4209,1177,7779,4996,3761,2406,3232,6273,8648,,296795,250800,235811,287715,270550,300579,270074,274224,250329,299526,,116651,67752,116092,117328,73372,67263,62057,85287,121222,131290
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,4983,6709,5588,5614,8528,,0,0,0,0,0,852052,913075,768975,760682,996590,,0,0,0,0,0,473909,674567,580899,612358,886058
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",535,395,786,461,528,2200,5932,6585,4200,8494,,242976,243381,254714,243881,238019,235772,244401,236791,222511,289679,,28670,33230,38225,43504,45072,59515,98368,105471,78243,159076
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",1831,2787,6063,4462,6353,7404,5680,4346,4461,8407,,126526,118292,112672,108056,99671,128978,135195,123390,109393,127199,,38722,29385,30752,28589,38685,44801,49427,54618,34014,53492
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",141,0,5,0,19,45,62,33,1411,8403,,3133,3117,4845,2703,4505,6853,7752,6569,9727,14184,,6081,4921,4561,5255,5846,5287,5666,5667,5202,12144
850760,Lithium-ion accumulators (excluding spent),0,5,98,123,415,871,1340,5189,2610,8187,,0,1223,59179,138911,175073,206463,276337,314481,319638,424221,,0,167481,126533,203092,304780,467906,1147766,1295134,1056579,1664286
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",244,2531,4037,3990,4714,6150,8619,8465,6053,8168,,433942,466125,523745,472854,434563,413794,469301,450234,530638,651557,,17402,39676,49409,62418,51331,50788,60324,83958,87276,112565
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",4568,5231,6354,8099,6105,7176,10388,7447,6141,8053,,153210,170750,179035,177377,151682,161238,179599,153835,155864,167808,,146258,162438,114935,129263,156944,142085,153186,126122,136161,152816
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",129,112,153,492,663,2536,3101,3869,3713,7761,,12199,14862,17082,19906,24255,22065,25888,29363,23886,45253,,30553,37168,38282,39178,39626,45564,55224,45492,32982,49412
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",3767,3741,4570,5051,5049,6020,9038,5342,5037,7708,,110913,98274,99891,85588,78504,93040,117767,91798,91081,143325,,63053,62680,73995,74579,70441,65300,75601,79717,77731,101480
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,2249,554,313,2973,6589,5803,530,10013,5604,7663,,29482,22324,10395,41798,26108,23303,16117,26735,30535,13715,,21286,20774,53722,19445,35195,49699,31123,100479,39341,65652
150710,"Crude soya-bean oil, whether or not degummed",0,0,2,5,0,0,0,0,0,7614,,3,11066,13,8476,7228,3763,8693,11275,2730,11548,,1379557,1192973,1984771,2698492,3012547,2747028,2273909,2209936,2774891,4127096
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",3909,1916,2062,2722,1190,3189,3511,5492,2374,7603,,353012,271423,264640,233574,161293,206403,214513,196364,147612,175057,,26859,23856,21816,18129,15729,21578,26937,23401,19282,25188
291614,Esters of methacrylic acid,1602,2691,164,307,133,3502,1920,2664,6645,7601,,120239,133486,182843,135041,109600,152180,125359,115562,82195,91898,,86695,94497,112663,103390,95537,160661,175031,123656,90851,197302
390210,"Polypropylene, in primary forms",5849,7638,3926,3307,6912,12812,7908,4624,2302,7526,,471204,529345,407049,338420,325454,464379,511973,424449,393424,627263,,538774,578755,693897,647332,575399,701202,801428,785900,567698,1127056
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",466,682,1155,1332,1370,2172,1477,2448,4812,7481,,70396,84677,97761,108067,108511,123661,131665,124245,157980,147926,,8261,19868,18935,27200,35421,41259,52500,49706,42556,55333
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",2189,1486,473,929,789,1331,3857,5125,5016,7313,,40551,34036,37573,28757,37586,51755,58792,48131,49086,68693,,23599,24094,31966,31557,34091,32483,52860,54769,50813,74173
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",2314,3299,7546,6808,6360,7504,10949,16443,3952,7219,,36126,42939,45662,25928,21321,27961,44541,32068,18360,18922,,55459,50000,57834,57272,40294,71936,272276,205269,49482,85884
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",4334,3872,5440,4981,4763,6056,5889,5154,4868,7036,,129278,129365,139957,123435,106547,114178,119783,102650,89468,105136,,35688,30219,40537,49508,49160,53958,65603,65849,69577,101529
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",297,3744,4973,5027,5645,3425,11138,11844,9487,7035,,46028,31454,20742,21132,16827,15197,18152,25734,16711,15885,,32296,36897,50873,57942,50343,64180,124582,103630,75058,141172
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",1223,2562,3729,3621,5653,6215,7406,5883,4639,7011,,450314,464473,453690,431220,394332,390050,373407,376313,291552,359753,,65401,84098,93640,97757,88639,111689,124188,134309,88392,131163
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",2887,3195,4056,3669,3544,3782,4899,3981,5319,6996,,52737,57351,55092,57219,53988,54442,60048,56212,62024,70784,,59601,60190,59556,54027,78699,84776,133188,137925,111690,132142
845430,Casting machines of a kind used in metallurgy or in metal foundries,12555,16238,13764,13872,12817,14864,17866,7481,2926,6950,,22745,25077,25934,18455,21155,23542,22689,17466,12788,19418,,187870,110135,118742,107438,77009,84532,127868,126809,67422,72446
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",5333,5005,5699,6100,7141,7407,9260,7760,4719,6920,,114448,120132,128393,119648,117455,174056,184271,171272,149618,218761,,178697,118104,141461,143765,113490,121608,166758,161207,127228,168695
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",1759,1475,3096,2557,2473,1628,2130,3539,3349,6864,,9017,11189,10584,13955,16734,17167,17583,19476,12184,12313,,13970,11122,11834,11122,11878,8473,9583,10982,9094,16406
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",3278,3122,2364,2261,2061,3024,2383,2765,2525,6843,,461438,465215,440137,411557,448797,485799,593358,686699,747143,922372,,58324,67285,66035,53988,36333,49132,54397,45686,43399,85233
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",7311,7114,7375,5723,4199,5721,6798,7165,4153,6730,,18866,20664,20853,15465,13373,16476,18539,14141,9236,11665,,11528,14900,16648,13922,10224,13188,17347,16239,11140,16246
280700,Sulphuric acid; oleum,0,0,0,481,0,0,0,2,26,6707,,11754,10122,12319,16038,22283,26563,35120,42735,58441,81023,,91842,38805,30139,71339,41087,30256,81209,110787,59586,189604
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",988,1252,632,1238,1988,2840,11381,13007,8004,6692,,16485,21632,19760,36045,49125,36529,49619,38126,31639,41680,,146758,145188,221037,241215,347561,527003,647942,636967,722971,1045186
846210,"Forging or die-stamping machines, incl. presses, and hammers",6903,7446,3948,7001,6096,6241,7921,12143,7032,6632,,205519,217649,180389,168627,166428,183601,185335,178967,124868,173620,,134424,57226,41175,41711,51712,80093,108156,105846,67167,70507
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",5584,5589,4421,5435,4236,5614,7287,5987,6167,6566,,197182,203352,199348,164869,171986,190074,186354,159657,144007,195794,,59471,66073,68383,70863,61585,71641,84867,93267,81008,108124
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",5767,3457,3187,3172,2571,3099,3758,2919,2219,6533,,619819,642772,692724,604955,581870,701415,796569,739363,758647,993001,,816935,693055,711071,806606,1772601,722631,888758,961255,838926,1088112
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",5024,3735,3862,4040,4487,5938,8379,7505,4354,6533,,181359,167816,193106,170365,174682,118957,122416,111098,109030,154811,,470570,442793,574772,559792,517480,554250,627088,621650,499016,672313
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",4131,3868,4380,4795,4482,6266,8294,11873,9174,6339,,379132,430150,260133,251274,240047,276778,249114,520913,649506,781105,,403605,335934,447084,437118,370565,414560,518386,538614,434975,471752
820730,"Interchangeable tools for pressing, stamping or punching",6257,12770,12363,14980,5114,10694,3415,6453,5725,6318,,143384,173897,183084,192105,155650,175212,171426,148433,146113,176310,,62293,142564,157193,230014,156274,197897,177479,236064,208581,204161
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",3374,5920,1946,2660,3943,3431,2735,2626,1586,6044,,1868,3808,3673,3798,32409,34777,42061,15080,13918,17385,,432724,475980,493789,488941,446504,481297,562474,646877,801617,931107
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",993,1076,389,841,411,549,2171,3270,4241,5993,,19650,22605,21808,23550,44155,29866,16084,12920,16362,16673,,79156,62544,61653,48801,42242,52443,57702,45554,21719,30567
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",2675,2586,2214,1963,2680,2881,3309,2918,3196,5939,,298280,319418,395382,377346,382927,451170,497308,448487,531493,863044,,312121,333421,340641,299015,348682,420665,567431,590591,487415,715652
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",11477,22585,13365,11173,2322,2898,6132,6280,2517,5882,,91264,54378,59925,44817,39617,65998,64419,63691,52230,136963,,1016273,1005074,1165424,999030,784529,1098887,1440194,1629945,1323777,2233494
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",3037,2818,3233,3840,3876,4111,3384,3912,2489,5870,,70655,70971,83162,70716,66173,68043,69867,67261,80453,86996,,85345,86019,92689,100365,101947,115028,119250,115876,97620,131149
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",3819,3043,3998,3193,3273,7210,6200,7084,3342,5860,,29168,23845,22392,18439,23504,32898,33511,31321,26698,34266,,90545,77042,74664,68469,59944,92097,108527,87632,61793,100694
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.",781,1162,775,1725,2666,4114,4059,3574,3673,5816,,22105,17099,15544,14788,16404,17749,14134,12747,14135,10671,,73473,80210,91025,80732,105382,113124,197908,228639,173281,228414
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",364,469,268,633,162,551,1095,2520,4174,5800,,206480,177855,227771,215915,170745,182272,200852,206814,149618,206335,,15616,15726,17461,20269,15251,22505,32037,38418,24799,29805
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,0,0,0,0,0,20603,0,0,5775,,546433,483374,380652,693577,381968,480201,288464,148356,232411,261125,,733296,183875,309425,766985,123926,270157,319830,192845,46340,199845
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",14549,8599,7618,7171,7129,8311,6925,4149,3079,5741,,1832137,1865157,1865417,1797522,1683366,1757502,1723295,1628420,1562000,1979349,,1868656,1655176,1687271,1646440,1472511,1696990,1789839,1486268,1208277,1883050
701940,Woven fabrics of glass fibres made from rovings,81,0,0,0,0,0,12,0,0,5607,,106321,125731,137093,112066,104045,145403,123788,77340,58277,72736,,14997,14231,16221,19311,24704,33595,16155,20701,16157,25573
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",732,596,772,946,606,746,1335,915,1659,5575,,4987,6625,19201,23672,39048,50398,55454,37899,32308,20051,,25664,31918,35379,31679,30589,31053,45316,39338,50651,68617
761699,"Articles of aluminium, n.e.s.",964,921,1709,1507,2154,14056,14752,4788,3984,5518,,516935,508673,521986,533062,532552,556875,610040,534698,532770,675830,,92280,79167,104076,123669,118901,145238,260162,327862,210320,229622
