Product code,Product label,"India's imports from Korea, Republic of-Value in 2012","India's imports from Korea, Republic of-Value in 2013","India's imports from Korea, Republic of-Value in 2014","India's imports from Korea, Republic of-Value in 2015","India's imports from Korea, Republic of-Value in 2016","India's imports from Korea, Republic of-Value in 2017","India's imports from Korea, Republic of-Value in 2018","India's imports from Korea, Republic of-Value in 2019","India's imports from Korea, Republic of-Value in 2020","India's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",7249,14352,18660,15461,16551,22806,19588,16700,47749,39010,,80388,73283,64999,57624,59547,88010,97060,107819,183679,154364,,58112,79355,86305,69943,72405,108088,133060,125519,207070,170702
850760,Lithium-ion accumulators (excluding spent),0,835,3803,3512,4027,6186,7678,22899,10107,38453,,2064884,2265401,2268055,2030201,2328866,3518604,4391786,4679066,4878678,5759460,,0,167481,126533,203092,304780,467906,1147766,1295134,1056579,1664286
854720,"Insulating fittings for electrical purposes, of plastics",12933,14323,16920,19609,16513,18663,14943,21621,27955,37944,,133612,113464,108600,98938,113975,136802,146522,139091,148600,185020,,79724,77422,86644,84643,93510,116903,125128,109890,114853,173874
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",10607,9562,10547,8418,12897,18959,32139,21956,16225,37894,,256504,239177,231726,204179,209848,236186,270412,285561,215941,289142,,82930,77623,63434,53685,66084,77135,114281,82409,50375,95059
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",121725,150201,153542,88971,89848,67697,104325,81924,59242,37793,,6915276,7768861,7008030,5854323,6178791,7995178,7240102,10045151,7799818,7842054,,981782,1033925,1071586,1092561,1291374,1401143,1218039,1407069,1675853,2808602
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",13046,13735,12971,15916,13744,14728,16713,15663,12956,37733,,165830,198570,186720,179751,163341,173059,172863,157333,127717,280035,,60982,65628,82966,98664,98142,113554,133841,135303,52784,104600
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",12073,13070,16500,17780,17767,21558,30408,25532,21805,37380,,312220,317317,346403,319962,334806,378007,420117,379068,317719,401453,,107419,112292,123055,114831,119079,150853,201138,173487,145609,227791
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",51311,50296,58676,53045,45304,43584,44401,42812,38430,37295,,1140282,1389490,1561527,1328645,1225984,1175688,1166205,927288,705536,1130835,,1117880,1073212,1349834,1201315,1042600,1131284,787978,745255,648666,941634
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",16209,19587,19060,25262,21946,27723,37442,33869,24147,37133,,764513,870300,941670,825936,884942,1122828,1319273,1376755,1366885,1727810,,205341,221929,277161,347384,402068,445603,549815,518733,421953,618220
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",23044,14096,16772,18117,15672,16531,22356,16321,11434,36696,,294711,280746,317579,298080,262939,307163,367140,290994,222731,468282,,119950,87347,88463,93284,82083,88629,112383,89875,61639,128670
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",16463,15577,12010,20405,12333,23595,32258,30642,25004,36675,,375975,290526,335734,279164,267427,328647,376986,353254,277971,447600,,27961,19648,17143,25081,15992,27958,36953,38782,30038,47133
291735,Phthalic anhydride,17418,26827,24733,18637,28164,34350,49813,78273,38232,36216,,266429,249894,210331,142579,144469,165485,185564,161906,126703,155486,,61701,75054,84085,64547,72804,111739,159032,156835,97146,154530
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",22566,15594,25270,17863,17887,49813,59912,56251,51929,35640,,338461,395510,340161,428283,401285,426819,400937,429351,335991,367303,,470570,442793,574772,559792,517480,554250,627088,621650,499016,672313
390610,"Poly""""methyl methacrylate"""", in primary forms""""",13283,18969,18005,23381,24085,31951,36619,26397,24698,35165,,309578,319833,327709,282044,267343,317001,342040,271992,239238,306056,,35300,38971,34778,41590,47768,60928,81440,57126,53872,70245
841391,"Parts of pumps for liquids, n.e.s.",21811,24801,23066,22423,23252,25128,30020,18707,25143,34915,,380021,368649,430615,379488,395308,365784,415763,379343,338988,330287,,289839,263214,260140,232998,241137,254834,338528,289011,231085,306139
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",8979,13519,6359,6492,10202,17576,31602,37164,34622,34740,,655422,610027,555813,487543,499608,627107,716611,593121,514036,824497,,86578,72653,65241,68365,95772,86028,137526,145586,123421,116677
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",31497,31756,29307,31419,23870,37137,46328,34129,20424,34476,,328432,261338,249781,214077,181518,268673,320544,234174,196531,322721,,90545,77042,74664,68469,59944,92097,108527,87632,61793,100694
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),16530,17969,19920,20429,16933,24211,26148,31614,26375,34079,,246362,290722,330034,320801,371353,365597,362438,349842,290006,350051,,179099,186256,182660,189694,182128,206770,249044,233994,210728,299084
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",14169,17304,15896,20290,21887,31636,37867,22358,13470,33976,,288847,268475,281011,290745,324950,460224,439119,223046,182308,417338,,23447,20708,23301,30442,29193,37419,43146,25676,14995,41471
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",27040,14702,8052,10917,12140,21138,38618,33328,28496,33784,,453391,403181,397031,342296,336365,388965,509270,425809,380671,595330,,41505,20911,19094,26609,16278,62865,229290,63505,30796,38442
845710,Machining centres for working metal,52702,19835,16716,12126,13671,15576,81832,35172,31172,33424,,601905,523880,505314,568571,444678,473472,682205,514495,342109,499379,,352259,160722,235188,178380,188321,205632,465263,400961,243341,335291
760120,Unwrought aluminium alloys,2993,4664,1721,0,5857,16972,27097,48219,20053,32673,,123023,162265,189390,155082,189107,296174,519321,444537,629468,924222,,339242,341504,432695,440335,472518,596382,628881,429438,291073,451183
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",3169,4572,23206,37401,11342,5204,20375,22755,22686,32518,,776542,635482,697794,730310,818270,443550,2081655,4712884,10122578,12881352,,193037,273782,340923,279465,248262,276330,311061,302198,282054,434762
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",12600,13184,13344,14588,14986,17029,21401,23093,23104,32022,,73089,140905,193287,215568,237393,256208,289012,264619,236318,207276,,246199,223400,230812,215233,235233,277984,346626,300850,263303,354701
750210,"Nickel, not alloyed, unwrought",3227,9833,9801,3621,12032,11223,18308,25867,20122,31797,,8772,7178,12651,5291,73605,35154,27777,28376,25900,45789,,656635,794294,1066266,1002876,399993,401770,515095,447864,409182,694157
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",18501,18495,22531,23904,15907,20125,18723,17015,14343,31531,,598442,666085,691813,572255,568720,670554,725738,627389,571049,884952,,54306,47645,53302,46732,42861,57829,56847,50936,47998,105092
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...""",0,0,0,0,0,12939,19339,20702,21082,31262,,0,0,0,0,0,163082,178833,179815,179718,209178,,0,0,0,0,0,136315,213299,193083,146882,222366
291612,Esters of acrylic acid,25636,28400,29094,23464,20260,24461,24312,21701,21864,30337,,277215,301962,214861,159323,166051,175025,208944,174652,147506,234040,,263326,289340,303208,241350,211273,310867,379076,363744,299318,780596
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",155,833,5135,3768,7829,9853,16372,22494,22622,29843,,1134,651,600,328,450,930,274,382,112,724,,59527,49207,55157,59094,69617,67638,105981,120942,91258,111986
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",8796,12921,17638,11259,13496,19100,29722,22693,21064,29722,,3878801,3791162,3419963,3633217,4164387,4613563,4308266,3512325,3110876,3052481,,871941,1069457,774775,2057994,3157081,4538222,2858611,2458558,1534176,4167365
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",2408,133,4959,10002,17968,20095,32131,41300,36361,29533,,149668,180819,149826,146608,133190,170633,267908,310726,246799,436590,,306639,313510,336829,355043,297466,378914,349652,389224,424435,500107
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",1618,770,442,485,751,7105,16679,11889,1294,29103,,8478,7723,7142,4922,4946,8855,22345,27595,16795,50587,,71466,80454,79564,132344,114245,210908,234270,219147,205034,307467
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",18170,14196,23100,13714,15557,18176,18541,23109,30776,28506,,988448,1064188,1132870,962752,993479,909623,942552,813157,610479,680094,,144219,129884,159201,143959,138983,169401,223718,180495,156154,226643
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",16310,38914,19925,5111,13871,22489,24113,33221,23390,28139,,1242472,1806264,1303779,1292236,1428853,1352454,1551089,1548421,1351371,1368357,,312121,333421,340641,299015,348682,420665,567431,590591,487415,715652
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",23250,20195,19067,20479,20839,27833,26048,34780,20443,27075,,486487,409565,429072,445015,416600,438174,454295,404841,339375,438368,,72836,72926,86153,91374,85969,100093,100732,109304,66689,140107
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",21382,24192,24089,24690,23426,22552,21622,25440,21132,26787,,229926,238843,252003,263683,321843,326965,321244,306375,273741,297213,,242152,249671,261547,251174,246850,245645,271738,245189,220440,292814
850110,"Motors of an output <= 37,5 W",38538,41492,40930,29961,25227,24303,28589,28636,24568,26613,,184760,229026,250847,301492,348681,351056,352383,333971,324609,392877,,197555,191608,185978,179221,199424,214346,258986,249112,175913,254040
290532,"Propylene glycol """"propane-1,2-diol""""""""",11035,9192,7907,6848,7226,5139,7728,11895,11967,26387,,110615,101875,107521,87900,77671,85835,123387,133057,125708,284217,,66022,62766,79784,73322,65009,67297,98093,82149,70191,169637
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",12226,8666,9085,9486,9734,30515,30025,26504,21366,26115,,198391,177073,156636,151162,141517,170753,229993,220421,259870,352790,,101236,111723,152082,163366,186891,212473,289803,287795,212168,245185
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",23739,31082,29817,23154,23240,24404,26109,24892,20409,25866,,809338,892497,754892,714876,710026,722236,668594,701968,702911,722035,,299743,334456,344667,316726,278493,307447,382784,394901,275691,380792
731816,Nuts of iron or steel,14414,15065,13035,14432,15860,19339,21780,25353,22799,25712,,122757,147737,153365,144295,194323,191886,207214,198329,174701,201597,,111195,100790,97106,96464,93528,113782,153119,133462,97992,133953
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",10678,12538,10085,13163,12687,17407,18624,23186,17685,24743,,553545,410094,392407,283290,296809,259065,245467,196556,195147,212677,,225008,265214,286528,337113,314286,322597,382363,377536,239080,355326
390950,"Polyurethanes, in primary forms",10149,11988,16360,20314,15184,19306,23438,16902,15488,24560,,213589,241421,241172,243862,269742,324090,371216,347753,307302,376197,,95722,147016,176316,207023,234312,309539,347708,300787,247301,365175
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",2463,2782,3573,5195,9379,16468,25010,26909,17466,24520,,28398,45322,51078,41505,43625,61160,90661,113841,105890,110524,,126168,123476,135553,148950,151839,157950,187623,173230,125874,172504
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",1614,2052,2682,3054,2114,4651,7025,11538,10546,24482,,734607,928958,1446304,2246945,3173825,3600100,4536943,4920441,5700671,7201842,,78257,75350,87716,75864,69396,82331,115430,140404,93476,187446
850440,Static converters,20232,26556,21646,35522,18386,22460,25619,30070,25942,24450,,825144,629962,609623,590316,564278,642611,751976,715934,792460,1005992,,715316,759076,754667,857308,888393,1147820,1111870,1110998,1074591,1543172
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",26032,37673,58506,55229,38280,46440,49276,46588,40324,24156,,320232,370346,392858,371470,401141,363432,431109,452531,451811,521400,,266936,266532,283321,291406,263406,293538,342499,380919,407171,493393
291411,Acetone,8941,9392,28461,26887,17293,24436,20623,1250,11991,23991,,78544,170917,239442,106619,127321,203719,199134,88436,152515,200036,,103705,131083,137270,99584,80560,119177,87449,38544,67351,110219
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",1599,3536,4812,4710,14491,17892,24177,20724,19493,23801,,94485,94569,99818,99200,94369,99717,116577,109444,105351,112849,,22527,22471,31000,36408,45975,49235,60022,54019,42592,53448
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",1929,6790,10813,13565,16567,21506,18377,18582,19746,23753,,23436,143447,268763,377929,355733,379343,353699,291369,296786,457391,,17985,25551,24692,33035,37475,58795,56154,55621,35691,54181
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",582,4196,7011,30483,51974,44821,14327,16034,11497,23495,,282659,441806,427195,325725,361643,355755,322260,347692,289812,334732,,40427,49126,48255,116776,150825,144222,118334,105831,88575,102431
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",7925,12597,11185,15216,16176,18214,21608,23030,16329,23453,,145909,158368,170195,170749,184983,205754,233808,219076,184388,221274,,34504,41646,42556,45113,54600,65007,79632,71437,57553,89794
720260,Ferro-nickel,1747,0,0,0,0,0,0,0,359,23411,,1091,603,3829,52937,22181,14458,56630,77595,136880,113463,,199002,217710,244406,207667,275597,354913,358974,384386,134703,615327
382440,"Prepared additives for cements, mortars or concretes",5586,7263,15384,17931,20505,30532,43814,29738,18376,23257,,79799,61543,80660,77207,86310,106566,121620,103913,88332,106747,,41235,52389,53178,52417,54730,72198,95354,76377,55112,70750
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",13534,16626,20615,18766,23802,31439,30390,36011,25592,23178,,561445,887956,883444,804473,1093640,1061564,1114232,1106993,914223,872708,,134827,166135,201006,210131,211582,248466,281662,211504,141339,187857
