Product code,Product label,Singapore's imports from United States of America-Value in 2012,Singapore's imports from United States of America-Value in 2013,Singapore's imports from United States of America-Value in 2014,Singapore's imports from United States of America-Value in 2015,Singapore's imports from United States of America-Value in 2016,Singapore's imports from United States of America-Value in 2017,Singapore's imports from United States of America-Value in 2018,Singapore's imports from United States of America-Value in 2019,Singapore's imports from United States of America-Value in 2020,Singapore's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",273,118,26,12,10,17,16,17,38,83,,38767,37897,36475,28906,29901,31729,31259,26416,24987,35862,,55112,70818,47138,67698,43404,57908,72210,53500,52102,72491
611596,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",121,50,215,81,57,85,89,125,82,83,,33668,40042,48952,52070,55834,83300,92395,78240,42437,49086,,2366,2540,2991,2928,3024,3678,3545,3804,2937,4165
20745,Frozen cuts and edible offal of domestic ducks,524,218,93,0,35,87,138,45,56,83,,5440,5022,4687,6105,3601,5314,3522,2985,4413,3419,,2764,3280,3191,2585,2917,3694,4138,3530,3103,3383
960830,"Fountain pens, stylograph pens and other pens",200,46,89,85,97,89,82,119,62,83,,4767,5388,4964,8196,7663,8395,9294,8479,7202,5273,,6111,6701,4301,6384,8885,10771,14222,15576,8241,7806
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",81,70,68,53,38,13,70,93,52,83,,37997,30666,34084,31641,28500,29344,22903,20274,17512,26641,,401,307,1804,4913,4236,6192,5093,5112,3874,7677
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",30,24,43,238,10,79,11,160,68,82,,42898,35082,43890,38175,30889,32798,47263,48492,28593,26551,,1364,6838,13069,1840,450,999,660,3368,2405,2543
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",10,40,7,10,80,145,103,18,140,82,,502208,412820,362469,246134,79969,59250,46073,57287,75167,64912,,165,126,121,679,242,424,256,128,436,2054
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",554,665,400,175,376,122,77,222,170,82,,19053,18856,17804,17465,17814,12374,10637,10775,7247,10013,,4720,4718,3692,2930,4705,2220,1605,982,457,247
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",1013,318,389,187,899,230,154,139,131,82,,30648,27825,30567,14115,28192,30374,34470,26586,25188,66044,,29426,31824,36124,28318,25785,29588,28516,23726,17830,27057
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",210,476,353,253,34,283,63,63,38,82,,38492,40973,35486,24809,17896,14347,13832,12773,12837,14381,,4458,8000,6129,4290,6411,9224,7681,2532,7318,1626
841821,"Household refrigerators, compression-type",75,399,119,59,24,10,1,0,0,82,,70603,64236,76355,75479,62487,67937,70166,62922,47949,65592,,32045,24904,16790,16348,10465,8807,11187,9875,7472,6274
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,29,2,9,67,1,46,82,,4300,3816,5648,7988,7679,12911,13834,13025,8344,16238,,152,241,2385,4486,109,1618,2653,116,1329,7863
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",112,198,18,1225,2,131,8,85,0,81,,539726,389596,359121,271381,354020,348123,280726,247306,261164,410633,,4197,2793,6161,3941,6566,6460,8194,2900,616,2847
950420,Billiards of all kinds and accessories,682,611,494,705,212,267,189,95,93,81,,16030,14542,13586,19091,19626,18345,21127,17769,15305,21053,,2425,3000,3002,2128,1241,1430,1122,966,978,1719
961610,"Scent sprays and similar toilet sprays, and mounts and heads therefor",380,113,146,97,107,181,41,15,26,81,,54191,60098,59086,50989,78408,73719,91661,78379,64503,36106,,15576,11354,658,2511,1536,2702,2956,2661,786,1169
291531,Ethyl acetate,361,769,226,198,73,119,56,55,36,81,,30681,30195,26201,41342,25889,24285,33292,29505,24384,28538,,9005,16103,16787,3654,3569,4802,5712,7483,6013,13082
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",294,144,66,49,131,106,24,62,6,81,,6581,5444,5105,5826,5046,6092,5520,5677,4606,5992,,9111,8823,6772,5957,5457,3338,3366,3248,3590,10945
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",444,5,4,3,3,3,2948,1474,25,81,,23086,19007,29167,40528,35992,34062,63564,63123,61926,43308,,1229,487,325,635,531,905,4207,2035,474,1381
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",741,393,67,168,568,127,98,106,170,81,,60665,36785,32566,31063,22626,20651,24615,23172,15638,12863,,14083,12298,9798,19865,5875,6767,14135,16268,8120,8827
920120,Grand pianos,60,237,19,189,109,2,58,228,104,81,,16989,21129,19055,19208,15931,18765,16657,19935,21158,25254,,3995,3670,4411,3808,3168,4314,4097,5760,5036,6698
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",571,349,292,155,160,167,99,145,116,80,,29074,19496,19149,14611,15877,12214,14839,14909,7880,6009,,3502,3081,2052,1797,2643,1895,2727,3228,3806,5050
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",20,200,329,372,335,314,192,180,325,80,,18026,18665,19827,18665,19052,14411,16346,12030,11471,12172,,160,534,383,810,470,525,363,387,3082,5490
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,12,27,10,43,12,9,0,1376,70,80,,57098,44412,23668,47570,47308,20564,13847,29711,32168,27395,,6902,2693,2245,1832,419,1309,1267,2119,5256,3850
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,0,47,8,6,80,,0,0,0,0,0,12636,11810,13086,9455,8739,,0,0,0,0,0,0,47022,7793,2787,3797
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",8,16,52,20,6,3,5,5,27,80,,5922,6770,6449,5416,6609,7059,8625,7625,6448,9637,,7403,8004,8208,12061,11525,8519,8333,7675,7640,8432
842310,"Personal weighing machines, incl. baby scales; household scales",60,155,149,161,202,430,88,26,78,80,,17057,19207,20801,15152,16210,20129,17400,21329,20706,23574,,6145,7295,5721,5161,4609,5362,5758,5120,6320,9386
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",950,4402,20,4335,2,28,618,43,74,80,,19342,15552,27553,22535,21886,24550,26927,34253,26227,33665,,1977,8770,12716,15225,9110,8732,4716,7798,3571,3388
851711,Line telephone sets with cordless handsets,794,691,539,284,210,308,496,167,41,80,,110879,112976,81323,65159,89319,93271,90317,56348,78803,166044,,52009,31796,52503,29131,18432,39964,18601,12822,30203,23305
80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",246,483,775,819,1238,1143,415,505,386,79,,146389,199208,250175,220535,208096,214410,202513,195295,180522,184216,,8923,13095,22523,25347,21604,17550,16400,15645,15886,14671
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",660,791,229,139,69,56,18,30,112,79,,17458,19156,16161,14168,13346,19909,14568,13993,11727,17634,,2702,5262,3029,2405,2847,1372,1272,2810,1442,4047
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",904,1210,1069,182,827,773,85,54,32,79,,8572,7837,7783,9743,11233,10913,13227,14016,9553,6813,,3134,3809,5313,3627,3023,3106,3798,3356,2380,3412
950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",398,327,386,348,363,164,198,48,57,79,,22530,21315,23977,18223,34642,41089,27656,16721,16530,29154,,3128,2806,3862,3066,2193,3104,4327,2768,3096,4981
841911,Instantaneous gas water heaters (excluding boilers or water heaters for central heating),27,56,90,100,132,137,86,919,23,79,,53554,60342,54010,56579,71348,77172,80925,81475,100856,127630,,2508,3360,4928,5289,3948,3604,2092,2612,8512,2664
293030,"Thiuram mono-, di- or tetrasulphides",29,6,0,0,969,0,20,1,7,79,,1262,1125,1426,1211,1426,1298,1013,1086,1813,1585,,39,53,196,36,1017,32,66,29,11,96
731519,"Parts of articulated link chain, of iron or steel",61,351,111,314,58,169,107,277,49,79,,19034,21016,20501,24837,20127,23373,27200,32580,34240,40501,,1640,1211,1319,1158,664,862,1066,1439,6595,1506
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,990,669,426,353,379,464,477,139,126,79,,86835,50430,49443,43079,27534,27280,28040,20431,18812,20853,,8291,13796,15167,8529,8430,19583,8810,5141,6360,6821
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",78,13,0,10,8,9,38,61,64,78,,170510,147492,145277,135562,143296,166483,159780,149837,110835,194022,,398,105,768,1636,1929,470,441,317,1039,2703
820530,"Planes, chisels, gouges and similar cutting tools for working wood",103,325,385,233,289,168,175,41,90,78,,9241,8627,7120,7174,7170,6976,7119,6599,4687,5691,,1326,3480,5220,4680,2625,2222,1522,1601,800,1565
830150,"Clasps and frames with clasps, incorporating locks, of base metal",86,557,100,51,23,46,32,21,8,77,,5472,4138,1641,1990,1536,1417,2322,3482,2521,3093,,918,1263,752,375,361,286,207,549,391,996
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",34,31,19,12,14,12,86,31,61,77,,2569,3068,3097,4805,3377,2980,2817,2345,1745,2627,,827,408,870,458,387,324,521,637,496,1259
940169,"Seats, with wooden frames (excluding upholstered)",157,189,201,130,436,775,190,104,143,77,,42868,51372,48596,52379,47537,49693,52777,51063,49663,61173,,12172,13750,16051,16613,15565,16052,12982,12806,10470,14179
731450,"Expanded metal, of iron or steel",140,186,73,188,22,148,143,111,76,76,,14446,12735,12308,11222,8423,10406,11222,10730,11901,18441,,8462,6264,4406,3690,2851,4825,3971,2508,1738,5037
300620,Reagents for determining blood groups or blood factors,2306,2594,1179,1486,2739,1105,105,147,48,76,,141309,85629,90022,80522,81918,86126,90958,82245,87167,93792,,3331,3130,1692,2103,3351,1972,2304,3141,3833,6701
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",175,542,536,256,429,199,215,937,164,76,,61208,70878,75276,80207,94606,109889,101329,88036,63457,56604,,4261,6441,8583,10476,9696,10637,12367,12365,6999,7396
842611,Overhead travelling cranes on fixed support,36,375,3,0,52,0,61,168,42,75,,67756,73704,46978,104385,53361,27322,18381,17038,14003,15243,,12900,66385,12328,12134,15468,3815,1074,11050,15436,5117
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,16,0,0,0,33,0,10,7,75,,7530,7886,9671,9312,12591,9685,6226,3596,6124,5136,,769,590,796,1187,563,1842,2163,1595,772,838
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",410,298,356,286,182,324,331,163,120,75,,64948,65025,59883,74946,61394,47199,48604,54003,40158,34124,,45915,42618,41984,35051,33841,35713,38676,44085,29569,31706
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",65,69,90,62,78,82,109,69,122,75,,19509,20119,20630,29925,31499,31934,31464,35592,29741,36406,,699,1027,879,696,1042,982,954,793,908,1144
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",233,259,206,305,196,338,175,175,175,75,,182229,209948,206821,261180,208510,234801,268194,266213,237820,223342,,14572,15047,15887,15542,13455,13481,12382,12142,11556,5309
121410,Alfalfa meal and pellets,254,0,0,0,9,0,2,0,0,74,,61753,60116,66802,60485,74466,66706,44793,43466,56863,46582,,485,158,159,481,125,111,62,46,42,106
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",4,19,0,114,6,25,44,50,24,74,,53413,56931,41452,27837,20852,23574,22765,15194,15262,16012,,7102,33955,24977,12740,37307,77166,46129,59687,16870,60575
611241,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",137,149,55,78,56,73,80,60,53,74,,42430,44636,47580,48934,46589,47732,48164,41374,26056,36452,,3019,6224,4080,4146,7332,8008,12557,6112,3580,5462
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",0,7,17,8,0,64,0,0,5,73,,7753,1809,2222,2109,2046,1324,1161,1893,1897,1632,,122,15,21,10,10,76,3,19,33,79
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",230,198,379,188,112,166,185,354,107,73,,29372,21908,21267,18241,17675,19140,30240,32971,18441,24484,,10878,11820,21344,17725,22052,16059,18726,17173,7336,3788
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,73,,9850,11980,8851,10689,6956,9849,14811,13274,13057,17208,,0,7,24,781,571,0,6256,17412,0,73
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",906,941,648,618,263,267,188,173,55,73,,128587,108906,117177,111207,106074,108390,121611,111397,109833,114352,,4104,4142,4552,4165,4977,4902,4807,3931,3733,6011
291816,"Gluconic acid, its salts and esters",271,145,289,281,164,44,65,162,92,73,,6278,6414,6601,5814,6148,6970,8692,9170,9467,10374,,3009,2795,2599,2477,1745,2234,2208,1676,1014,1325
160510,"Crab, prepared or preserved (excluding smoked)",166,163,369,29,42,140,181,5,90,73,,27210,25316,24124,19596,21723,11527,15788,16697,13304,12317,,13276,14344,27491,26966,31923,21226,14142,11342,5335,8637
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",47,30,2,17,4,100,521,331,315,73,,29388,33694,38918,37552,31390,37150,40018,40529,40098,49205,,450,465,758,1590,1651,2540,3505,3437,3273,5607
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",506,257,314,355,378,107,119,113,114,73,,97620,104519,105791,95478,96871,102204,90024,90963,62853,95166,,33700,34185,25613,22734,23036,21258,16894,14237,10387,13021
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",478,383,1981,742,406,194,29,69,73,73,,62369,64171,68202,69129,57956,62185,61830,54210,53356,94507,,3590,3337,4969,2961,3261,2034,1228,1553,1618,2905
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,16,12,50,13,178,602,384,395,73,,7770,7178,7620,8230,7860,8068,7900,7252,7729,8581,,8,48,79,682,528,839,1725,1711,1312,1659
620339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",60,58,39,47,19,56,85,70,59,72,,1334,1287,1916,1927,1600,2926,2482,1864,1390,1400,,7377,6288,7930,6040,6568,5041,5782,6527,3285,3490
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",207,300,381,23,523,408,8,120,136,72,,26353,28904,25408,24012,19422,20264,24566,22853,21678,21895,,13221,3721,5150,5284,8221,7707,7052,2747,1702,2870
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",168,44,39,33,3,7,23,67,71,72,,96661,114088,93525,107511,111760,107202,88083,89778,80275,89397,,1491,932,494,311,409,326,742,585,446,847
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",292,134,163,17,131,143,23,42,22,72,,5374,3476,3481,2734,1801,2468,2923,3398,3253,2150,,555,165,1068,91,146,149,24,51,63,90
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",115,224,37,62,9,46,52,94,43,72,,15001,12442,9982,8585,15484,14939,15441,16139,10145,10941,,1563,687,424,240,628,495,1266,349,156,160
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",231,660,263,79,592,110,571,101,166,71,,23557,32411,26960,36649,40249,30109,22071,24920,20246,21420,,16275,23169,18375,18039,14163,11256,10260,13085,14544,13350
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",321,112,434,63,131,45,63,104,78,71,,12439,12354,10155,10364,8755,9033,14308,9981,7638,7231,,2518,2449,1706,4471,2385,2068,1307,587,535,758
280120,Iodine,33,15,83,6,5,12,129,47,20,71,,39623,44320,42965,36281,26608,23222,28213,36249,43372,50981,,389,1427,2507,17700,10350,10855,11410,7668,5369,4830
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",265,92,201,422,166,295,153,138,163,71,,216972,44606,71922,55466,42776,43961,47408,42215,30777,37226,,2322,2345,2614,3034,953,1200,733,1602,1154,2082
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,92,31,76,373,46,64,45,58,79,71,,11289,8917,11488,6603,7030,11257,13771,9025,7290,7757,,429,323,365,664,254,450,289,422,245,246
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",698,594,120,107,224,181,144,466,639,71,,98184,75648,22327,16646,18446,17682,21766,22752,19549,19134,,4548,2095,1931,1080,1168,723,1021,2328,2523,2748
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,43,41,21,0,0,0,0,71,,33770,28450,21148,17292,14857,12548,9079,9314,7417,7043,,11227,11993,13907,12476,9347,7728,7714,7376,6591,5986
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",3156,4073,327,57,128,37,126,96,55,71,,22559,30814,31880,30102,26119,31903,32248,22555,18609,23383,,8838,4376,746,306,1088,2867,3120,1878,886,1988
420330,"Belts and bandoliers, of leather or composition leather",178,187,205,142,193,115,126,343,129,70,,31210,35558,35067,34396,32416,30110,33206,30588,23330,32963,,34549,31370,43969,44443,44135,69368,64973,65845,40865,41732
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",437,849,516,147,145,252,578,80,17,70,,8324,6232,6663,4741,11392,15047,6530,4350,5639,3751,,527,930,4284,956,395,266,587,94,37,107
846722,"Saws for working in the hand, with self-contained electric motor",72,42,68,61,174,90,83,35,33,70,,49774,55689,63428,68309,71664,70588,84959,83548,91453,118299,,7956,9037,4484,2620,2801,2356,1623,1855,1026,1292
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or ...",936,1087,1388,969,194,204,234,5,144,70,,16952,22560,22349,13804,8322,16687,10536,10936,10903,7909,,1828,2221,2896,2465,1650,941,846,961,919,1178
940410,Mattress supports for bed frames (excluding spring interiors for seats),2,108,66,103,63,202,128,371,165,70,,9963,9112,12383,14930,7397,8799,10565,9727,7932,9185,,2539,2796,2600,3565,3476,3533,4020,4106,7182,6843
