Product code,Product label,Russian Federation's imports from Australia-Value in 2012,Russian Federation's imports from Australia-Value in 2013,Russian Federation's imports from Australia-Value in 2014,Russian Federation's imports from Australia-Value in 2015,Russian Federation's imports from Australia-Value in 2016,Russian Federation's imports from Australia-Value in 2017,Russian Federation's imports from Australia-Value in 2018,Russian Federation's imports from Australia-Value in 2019,Russian Federation's imports from Australia-Value in 2020,Russian Federation's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",382,353,301,276,263,476,574,632,810,237,,498136,514572,577887,601850,643442,670865,600955,620908,514200,697923,,441272,282897,164197,112647,124328,126779,143836,129457,577935,245418
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",7,0,2,2,2,3,164,9,1,236,,15758,17136,17297,20963,20256,21399,22904,26444,26035,36996,,1232337,1416941,1376668,801220,1001725,1184236,1296392,1317433,1173950,1423707
330510,Shampoos,29,64,27,35,30,82,74,264,119,235,,22993,22741,21252,23495,22981,25020,33874,39376,39241,57563,,181121,195123,196428,119350,127286,168492,169633,179436,158293,201407
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",1,6,127,11,8,211,39,62,138,223,,55092,44764,42707,45844,84779,150101,68175,75493,53820,49388,,61401,63270,76189,51783,66065,75317,97348,110590,95472,92028
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled ...",1307,2670,1840,1318,2135,736,1820,0,1539,222,,34069,16827,56091,22822,12228,7093,17721,12550,10332,13948,,138433,112483,75062,149625,106144,64954,131513,78076,40602,50417
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",1,3,0,0,0,1,13,0,136,215,,3302,1698,2836,3152,2702,3520,1896,3887,4224,2846,,7177,12068,12985,9507,7891,11672,7844,10494,13234,11387
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",117,0,42,20,0,53,45,0,59,212,,52153,53851,84939,114654,110341,60135,118569,85005,96798,72892,,1078,3197,742,1062,1344,1293,2000,2344,2047,1734
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",292,216,197,172,143,210,217,243,211,211,,25260,21042,21355,23472,18692,23378,25494,24481,24805,34429,,270166,283543,270589,176468,188596,237472,262486,273319,247603,298335
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",0,1,0,122,2,0,6,4,1,204,,159,0,435,572,261,97,183,361,155,185,,2875,2905,4177,3244,3416,4394,5068,5461,2393,2500
330410,Lip make-up preparations,0,7,19,14,2,85,213,284,125,202,,3987,5270,5230,9028,13074,13313,12591,13792,16918,16832,,132274,135941,127515,99692,120965,149422,148857,133048,81284,92161
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",63,89,109,87,107,82,199,166,573,198,,26523,25848,26591,21947,25553,29230,29843,38711,34457,43616,,282204,274723,262296,171073,193847,250728,290181,300516,295348,366722
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",129,104,240,660,27,33,81,60,78,194,,30859,29257,20611,24051,30706,23798,29545,24890,24355,24734,,969108,1240185,1001635,565655,558342,604240,517620,551042,577094,655928
841290,"Parts of non-electrical engines and motors, n.e.s.",196,115,211,155,226,167,372,687,729,194,,61282,71049,96375,83666,47614,27119,44121,44440,18461,20707,,83248,66190,61848,53328,44737,49877,76579,129685,101043,107807
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",63,71,137,155,118,253,157,213,147,193,,6776,6805,8412,6938,10790,31248,26363,11664,11841,19771,,147504,173960,174416,119896,97865,112296,125532,133630,110410,120167
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,1,10,17,90,189,,0,0,0,0,0,7032,12335,13958,20922,25061,,0,0,0,0,378,176145,220552,520539,601107,797634
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,620,547,543,166,241,280,239,160,153,188,,96193,93398,104859,97311,98821,103260,96959,85224,86311,111089,,148099,174184,161863,106298,130793,167576,190602,201492,206944,224182
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,5,29,35,12,0,48,24,71,108,187,,18568,22137,21995,24615,21530,23205,29126,27812,31084,38353,,143298,132849,130699,78805,71429,92167,111215,129710,124387,196955
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,105,55,224,9,185,,0,0,0,0,0,9849,9943,11211,9865,10034,,0,0,0,0,727,154772,156318,171755,219466,265842
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",162,184,184,124,58,50,100,102,108,182,,2411,2225,3114,1701,3269,2194,2143,2520,2051,2816,,39517,40214,33665,19564,16091,14552,20999,21100,20480,30133
848120,Valves for oleohydraulic or pneumatic transmission,132,173,158,107,565,193,384,874,240,179,,3182,3546,3670,2773,2711,3929,4084,4724,4527,6930,,103993,102440,95979,62852,79297,115976,139829,150660,148104,204674
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,94,205,178,,97274,108098,108702,137430,138592,129835,153160,104617,62969,86684,,0,0,14,0,50,53,181,245,247,307
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,10,102,31,80,150,103,163,177,,2896,237,167,79,100,57,298,177,75,247,,28720,16756,15387,11334,12327,12727,15686,16048,16222,19710
390950,"Polyurethanes, in primary forms",2684,825,693,255,200,1044,742,205,433,177,,29193,25762,25141,22702,22734,24918,28396,25232,21852,35395,,140238,148259,149649,109421,116287,154084,175438,162973,157900,202989
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,8,8,0,10,0,176,,2650,2231,4119,2292,1103,902,662,1483,1048,551,,5571,5908,4854,4659,6622,4365,5893,1846,203,297
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",808,117,1478,11,1,88,151,0,52,173,,13612,12223,10999,8792,7476,12934,17012,14425,22961,12476,,152984,156926,145236,82107,133923,149062,144094,143825,171638,247783
841920,"Medical, surgical or laboratory sterilizers",95,168,38,24,38,5,0,67,162,171,,3085,2243,17467,7376,21969,22280,20004,20806,17413,15260,,107043,113275,79017,35945,35329,33067,34373,33225,39266,38689
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",132,817,436,506,32,1491,1651,2270,302,165,,44760,51487,32004,31980,25613,29269,35491,46055,20737,28796,,41508,38233,28054,24311,16609,24772,68474,54902,39270,51828
20443,Frozen boneless cuts of sheep,6585,9458,13280,1471,2675,2361,2203,758,902,161,,242409,277985,384186,339963,323058,440236,454425,403083,403969,470575,,11481,16452,19278,3090,3606,3497,3192,2052,1419,487
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",2136,1581,1954,176,198,245,77,0,94,158,,353441,390211,443252,409501,398503,429216,493262,522994,547385,692770,,2994,3895,4936,1233,1024,1274,1180,620,685,833
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",15,167,130,135,0,36,88,277,423,157,,19063,9433,9333,6047,5637,5536,8488,8013,6799,9755,,24276,24583,25095,21050,15206,16705,18561,22733,30997,34452
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,15,0,48,409,155,,0,0,0,0,0,2117,5649,3620,1981,2532,,0,0,0,0,0,66532,62934,61948,44109,74032
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",36,12,76,64,5,51,86,51,207,153,,7903,5334,7995,8396,9458,12319,19164,21932,12903,15630,,336372,318803,391266,227724,318408,386637,481349,583941,540690,681595
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",29,168,64,100,51,134,168,221,98,153,,12635,6764,11183,7627,7834,8669,8411,8895,7081,12554,,463115,278703,88648,62643,61865,81616,88745,97854,93085,117552
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",139,380,145,45,0,0,44,136,79,151,,15592,19688,18893,10862,10450,37232,24811,26477,26005,27778,,496658,505894,504853,362293,380826,406157,394064,575452,295505,450795
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",3,15,32,80,103,124,74,322,204,150,,6281,5373,4080,4003,4551,7603,4054,5495,3971,4477,,47440,78680,98872,65062,77921,93864,98908,102965,99154,101530
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",7,15,4,3,9,15,18,21,69,150,,2477132,2005445,1927252,1300465,1372687,1470569,1856943,1413859,1283906,1956440,,1554385,1232255,1050610,672940,660576,807935,836891,827896,934802,1296976
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",3892,3216,3224,1933,1562,1485,1265,1614,840,144,,7823,6630,5912,5789,4971,5739,7575,7055,1980,1068,,98383,56375,62345,34411,23603,28535,29582,24245,21684,15086
846789,"Tools for working in the hand, hydraulic or with self-contained non-electric motor (excluding ...",38,49,0,33,15,115,8,1599,0,144,,7118,6701,7160,6183,6019,7214,6660,12617,5732,5555,,134739,155392,127976,44828,63224,97874,112880,98810,88568,149965
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",0,0,0,0,0,0,0,36,76,141,,416585,363886,286796,246780,265096,382068,320912,388161,351075,437939,,306455,362429,305584,143578,129648,213134,262910,232657,178283,300288
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",43,33,41,29,57,3,49,63,71,141,,4956,5458,8088,7851,7822,8825,11942,13006,19641,19224,,18679,18560,14758,13391,18314,20847,24459,23037,24598,31560
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),84,226,162,79,69,71,205,125,183,141,,42906,30611,31093,20554,17272,21869,29919,22185,19852,47882,,241131,261575,238882,155641,165417,225781,268866,267663,257525,317602
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",0,0,0,0,0,0,7,4,4,136,,15706,20289,16894,15807,24370,27495,33169,36090,46954,76233,,713203,769776,613017,442065,435366,544325,530022,563250,350971,549088
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",104,263,197,400,191,169,36,68,99,134,,18969,11313,11924,12370,17131,32130,22241,15295,18737,19382,,238289,254019,208489,118644,118044,176549,189064,194359,166629,237610
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",48,65,128,184,103,381,102,150,273,132,,16627,13430,19177,15960,14497,13801,12686,14346,13570,18315,,222742,264769,217202,155978,154091,230291,268084,235416,270818,272852
850440,Static converters,280,137,95,93,46,262,109,256,143,131,,51035,52395,55166,55873,61085,76680,94447,90208,97039,130716,,1130659,1003220,833069,555480,648280,823539,923771,910749,919290,1127024
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,0,0,0,0,5,51,29,129,,200,1801,1753,510,424,541,1257,1340,907,1163,,30,16,189,432,57,165,256,282,263,424
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",1395,527,716,0,391,0,0,0,0,128,,6694,8007,8619,10745,6401,3381,4273,3228,2582,3072,,131865,131768,85312,105120,90904,75330,74629,69309,59875,92189
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",276,115,22,3,0,5,7,8,1,126,,11396,14046,16374,11584,9166,10855,10965,13050,11944,12072,,173521,281556,269476,112254,70814,125255,235526,113570,127887,156523
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",84,166,137,118,117,226,210,303,334,124,,24877,26588,18655,18777,20118,20663,15784,14159,14222,14743,,176254,209138,172507,142085,132075,171303,178515,189878,209491,221905
902710,Gas or smoke analysis apparatus,28,56,209,226,78,115,130,403,525,123,,17873,20674,17283,17769,16544,17338,20555,19303,10630,11793,,68761,83459,62153,38745,36789,46035,52160,56649,59009,69163
611241,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",19,33,27,8,22,73,8,0,26,119,,9745,2960,2644,3169,3026,3126,3470,4235,2395,5706,,56780,63911,65222,40957,38216,47391,64160,75345,47208,56861
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",83,153,47,76,45,93,40,42,58,118,,3103,2213,1286,3309,1227,1912,2101,2357,3944,3414,,50904,57575,46359,30083,33000,40039,48971,49715,47643,61859
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",1,1,10,1,85,82,6,0,2,111,,3571,5188,3223,1014,1131,1530,710,1669,2125,1423,,80109,81891,65455,29035,35724,77509,75022,66839,76660,104428
847910,"Machinery for public works, building or the like, n.e.s.",0,0,0,0,0,0,143,86,0,109,,6732,8167,6477,6348,6994,7999,5924,6954,8873,8573,,412322,299277,301022,115556,100398,154542,187182,163066,184682,193126
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",185,284,183,80,79,180,120,151,73,105,,67949,51968,46022,42411,45855,48652,51763,45663,37898,44700,,143489,170063,146496,108062,129115,166091,194273,202550,186761,227129
940120,Seats for motor vehicles,34,42,25,43,35,42,78,132,103,105,,6395,4461,6883,5548,6753,3804,2387,2690,2423,3347,,307944,383903,333418,102602,97844,164438,193252,201163,158028,229192
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,134,160,96,80,68,62,204,105,141,104,,24526,23004,30481,19401,21744,26663,27967,35244,28753,51664,,548382,579265,856519,286483,246932,404173,442114,536563,476248,532772
330430,Manicure or pedicure preparations,133,260,74,107,62,24,0,122,123,104,,10269,12790,10773,10388,9320,9027,3211,1926,2841,3450,,78238,82130,85597,56561,52982,56050,45231,45557,29362,41068
843139,"Parts of machinery of heading 8428, n.e.s.",203,301,54,45,101,33,115,190,103,103,,63465,53654,45682,39841,36012,37586,54017,40515,45195,49800,,128062,138522,85049,105559,100946,95639,115036,114538,133914,154846
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,0,0,0,21,0,98,0,0,100,,116,55,16,1594,1859,2730,179,67,19,103,,863,896,1230,697,476,637,863,476,579,894
741999,"Articles of copper, n.e.s.",25,106,68,98,50,96,95,178,154,100,,2036,1482,1390,2036,3440,3068,1962,36482,31381,1051,,48978,43087,48942,51239,39203,51059,68574,74782,74700,87935
220410,Sparkling wine of fresh grapes,518,408,316,349,326,157,125,193,172,98,,74373,65115,54752,48145,46046,43744,43548,43989,38766,63736,,189162,238320,210738,99535,116590,160562,195843,214204,220607,301226
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",0,0,0,0,0,0,0,0,128,98,,26145,23065,31482,32080,21293,29350,38215,28635,23030,40172,,3173,1421,1821,2233,2264,1315,1205,1990,975,1038
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,961,568,27,72,98,41,122,60,111,97,,14967,19057,15493,15754,12463,16609,15657,20868,19458,23025,,229449,279095,258725,191343,200486,203742,189023,219462,185818,228317
843069,"Earth moving machinery, not self-propelled, n.e.s.",411,0,203,0,0,0,0,246,0,96,,18000,11905,6744,3128,7954,4739,2703,3480,2828,4592,,176390,141229,31355,13278,11761,27593,25457,22191,20500,36234
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",0,0,0,1,0,36,0,0,32,95,,14339,15766,11349,12199,11953,12519,12476,13394,14388,18290,,440438,441486,421986,219347,211143,251835,238113,235709,217424,262596
731829,"Non-threaded articles, of iron or steel",10,24,52,40,56,77,74,84,174,95,,9147,10350,47649,39727,58716,51759,74201,64716,44524,52529,,35770,33061,33410,29246,30923,45100,55269,64037,61788,84334
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,0,0,0,0,0,0,0,94,,12752,5967,5561,4507,5193,4167,5977,6454,6179,6164,,3021,3757,2166,1002,1948,2141,2505,2377,1845,2937
