Product code,Product label,United States of America's imports from China-Value in 2012,United States of America's imports from China-Value in 2013,United States of America's imports from China-Value in 2014,United States of America's imports from China-Value in 2015,United States of America's imports from China-Value in 2016,United States of America's imports from China-Value in 2017,United States of America's imports from China-Value in 2018,United States of America's imports from China-Value in 2019,United States of America's imports from China-Value in 2020,United States of America's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",690846,911092,824800,769228,668732,652151,623574,624666,798370,1024260,,2093555,2577399,2858956,2735628,2585918,2668671,2740577,2883648,3840654,4614651,,900462,1109045,1028853,935123,842651,830597,801025,765792,929796,1257062
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,44313,54160,21938,95436,1003185,,0,0,0,0,0,164983,147878,192849,3177502,9333134,,0,0,0,0,0,7927894,14091390,21007279,29661647,35386544
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",579927,585225,630426,601668,583899,752573,907079,852767,646612,982409,,3165429,3167006,3768226,3194536,3027450,3817871,4765701,4716730,4117092,5948796,,3834585,3295379,3504558,3262943,2874125,3386609,4072337,4073075,3073634,4274954
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",1157826,1271916,1194316,1286472,1215363,1121109,922057,838355,634991,974263,,2705100,3241562,3912104,4002374,3967162,3790850,3734371,3493512,3226653,4006537,,2155039,2397205,2311953,2562444,2562817,2664232,2286409,2206222,1913757,2840846
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",436626,486897,492933,526073,558243,594697,683162,794184,1003958,971430,,1183259,1333426,1435886,1515831,1602703,1657805,1874187,2201100,2878857,2894121,,7932497,8305433,9038677,9387920,10001887,10273952,11827933,13144139,13479940,15317509
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",2882262,2828964,2922461,3280629,3309061,4455166,5541938,1311655,961893,969758,,11471275,13800872,17583016,14265263,12934178,16041503,20360989,16774375,15417314,18058442,,15205756,15322330,14673832,17913210,19696574,23484926,31688073,31361991,32056333,32735014
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",279408,368466,477352,601943,601253,672874,946583,793526,729395,938705,,1693712,1997952,2255950,2322029,2238083,2485261,2899178,2861009,2759104,3493036,,3180128,3156929,3595053,3794506,3745533,3819624,4221227,4085011,3673727,4702032
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",1016352,961234,1052598,1198998,1128558,1161118,1242258,977377,722669,917495,,2375402,2663503,2826143,2922333,2741428,2642616,2813301,2691462,2020481,2543985,,1405127,1365016,1515538,1723284,1708971,1787898,1947416,1867360,1617053,2120050
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",582509,614851,667658,717170,739186,768337,879014,815489,905135,915282,,1856771,1965661,2196353,2246242,1998122,2115380,2531898,2802475,4014357,4723769,,940742,1014184,1088047,1141221,1116008,1170843,1285304,1208954,1491407,1643739
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",739715,645382,547470,626853,572850,544683,531895,630536,519053,915047,,1185354,1621352,2205800,2201371,1263456,989185,963393,1146305,1274835,2515933,,791498,706248,603598,688361,652377,631212,615821,727337,614773,1047808
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),620668,704997,767910,839359,861457,884204,993493,791118,785737,913062,,1304461,1548171,1897666,2519732,2086282,2173792,2235526,2577736,3128946,3674532,,1033889,1170236,1240239,1356952,1398925,1442222,1622596,1457699,1615453,1997017
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",433597,320972,461646,551475,542396,605900,671280,612010,710778,904308,,36431768,36048022,31987218,31191384,26050626,25929096,23426196,21789796,20151248,26007659,,1510113,1388703,1435658,1547192,1709444,2077416,2315338,2154821,2266744,2634372
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,212742,220668,249504,280201,277186,323538,403862,325043,907997,899487,,923697,1178018,1474716,1331829,1901362,2061133,1887671,3165836,4606213,3811652,,2557520,2598887,2957942,2996345,2870512,3023144,3421054,3589182,4520463,5878978
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,757448,820153,672008,698154,895612,,0,0,0,0,0,312429,340042,328076,359215,459597,,0,0,0,0,0,875524,953878,850818,967514,1264588
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",2439922,2487778,1977007,1997115,1898571,1879141,1849757,1459276,745962,895023,,7438737,7807497,8439521,7934020,7649329,7172687,6976929,6135882,4701954,5594135,,5466803,5746153,4882186,4891427,4793551,4756964,4934968,4641016,3616619,4398499
853400,Printed circuits,800187,860766,910982,959471,952139,970920,1043778,801034,686947,889416,,13739259,13347306,13837881,14134098,12910074,13972709,15270708,14653143,15105857,18916641,,1969838,1992807,2046227,2121113,2148839,2078076,2204573,1923032,1807094,2435269
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",407998,433514,477107,536017,451280,442892,472461,465214,3543448,887609,,739427,814951,886253,917427,790225,862776,926456,922604,11050547,2086974,,660818,692187,742375,815281,697820,696278,791734,842285,4679535,1582039
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",575490,633572,652668,715767,718929,783497,903427,752672,873844,884997,,637990,743233,862172,895245,706937,800807,816760,866219,1002589,1210864,,752067,806940,838907,899569,910791,973719,1118968,966991,1122848,1273396
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",469539,495935,492990,568877,528679,542863,614506,607250,581333,868591,,1282764,1322682,1683668,1571665,1419565,1212250,1350463,1405125,1098376,1457856,,568423,604384,610594,698756,656200,679859,765476,753344,710666,1078925
940520,"Electric table, desk, bedside or floor-standing lamps",700502,704687,721473,804396,781869,826909,912642,726110,740468,856230,,896741,1936800,3241251,4321310,2369923,2211748,3174997,3776090,4311386,5240158,,792345,804940,818740,912293,889064,952913,1019499,821667,836714,1017051
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",82485,90312,161432,240740,325917,332433,403316,466964,652864,846390,,1849777,1938287,2009429,2078247,2075714,2164045,2781890,2547426,2867524,2942050,,34564946,34131920,39779651,48169267,51344092,50655121,56258767,61153335,63004514,65589732
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",687789,811038,1011651,1346630,1389715,1482231,1461402,1265448,803684,844153,,684412,849411,897990,819417,862985,791678,969030,815677,577384,642517,,1194389,1512531,1959627,2959875,3602221,4203955,4347812,4286110,3234473,4034849
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",611999,689330,658494,718822,679748,664957,756133,732017,762606,842500,,1714370,1856188,1956414,1977086,1918146,2031936,2152383,2287342,2414466,2794371,,816456,933868,926404,1056791,1038632,1030333,1138604,1111226,1194221,1416866
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",376058,393447,417649,492323,450072,470184,561848,642340,674508,839998,,918050,1956838,3137561,4496656,3307601,4442401,5846157,7945757,8714306,8746634,,533950,557437,574845,630437,582632,628480,740988,836225,902295,1466238
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",1812201,2781063,2306585,1671644,1505274,1859796,2035661,1677503,1413450,835113,,3886197,4964861,4439511,4105674,3527777,5155403,6087845,5126847,5141272,4708174,,3695022,3789593,3922227,3068078,2441170,2718896,2975500,2868108,3185247,3580071
761699,"Articles of aluminium, n.e.s.",708524,802322,681094,630082,626976,679830,770651,633717,633827,808035,,2406901,2653768,2952151,2894655,2748207,2820025,3221520,3169550,3411107,4220350,,1517734,1585521,1533969,1521876,1508772,1613079,1774544,1692482,1681791,2250703
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",290224,209300,421641,436464,359084,380199,532777,420505,315301,806367,,8422061,7880506,9001089,7677440,4228618,8384063,10433314,6684858,7367078,21031764,,496975,416465,653852,620976,522158,516528,704272,636673,499609,1033538
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",112978,137529,179653,358243,560532,392667,478411,565693,504951,805080,,1216653,1310918,1377704,1518534,2016275,1995272,2266489,2711913,2626977,3241355,,124945,151662,194652,374227,579076,407309,494459,580463,518532,817240
442199,"Articles of wood, n.e.s.",0,0,0,0,0,465650,624408,511892,566204,801455,,0,0,0,0,0,1920952,2226099,2164436,2477104,3122762,,0,0,0,0,0,948318,1199646,1127240,1302199,1897019
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",490808,518591,559668,598006,571188,631698,824493,591796,518405,800795,,1141269,1299820,1419285,1381417,1314450,1363665,1612423,1554154,1450558,1935447,,737647,742169,782689,813437,779657,836917,1130289,1044248,941007,1568970
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",113017,150882,190360,206019,305586,479875,1196518,1320186,747328,799221,,604277,849889,1360338,1266825,1573883,2364025,2962672,3812027,4102064,4255726,,1041547,984285,1014343,981893,1045398,1279158,2116323,2221867,1610198,1844389
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,426743,492489,574938,606692,587077,604761,716974,606103,525944,774354,,1852311,2309082,2709390,2600520,2713616,3172288,3471296,3317351,3122192,3989731,,5785047,5936513,6399458,6762990,6716422,6496433,6452559,6292166,5123335,6768694
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",181943,166028,213427,211264,224575,275125,285901,407741,477804,767199,,1224094,1331491,1547415,1715232,1683796,1953928,2225217,2269322,2675741,3105027,,5819341,4836809,5898693,8508251,5405984,4627145,4040060,4926073,8531317,7404165
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",1173356,1352586,1522640,1462059,1098297,902406,900818,953623,625583,765200,,968951,1538803,1958864,1825687,1864315,1942419,1991907,2062080,1576252,2162720,,1317281,1523714,1662286,1587538,1237191,1029955,1056473,1144884,835337,1044485
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),668991,760914,812570,804349,854482,872336,933727,673046,560195,757698,,1647723,1919298,2096278,2113165,2030215,2142812,2285082,2394967,2797690,3270634,,2416480,2595589,2718733,2754972,2761420,2825571,3045735,2746510,2453491,3054983
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",557452,539923,638148,606593,631731,598073,579783,636799,662682,756766,,714762,658095,744847,683364,674788,585699,872129,520963,645579,1088230,,688135,715708,883881,806700,842447,787035,762353,780916,812669,976958
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",3865838,3626917,3266560,2897931,2521643,2341077,2360141,1865311,773635,749933,,11707283,11558640,10616607,9066266,7801391,7127845,6952744,6095318,4550585,4026137,,4879185,4781578,4773948,4961981,4567098,4560375,4537779,4055266,2768940,2837182
392640,"Statuettes and other ornamental articles, of plastics",313969,307429,308992,338028,319580,327844,344480,469435,527613,736356,,6548809,6230541,4096636,3636747,3197200,3076680,3244113,3535768,3409953,4579849,,362553,355311,358672,387465,375352,381250,398658,535589,608350,880563
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",208775,258163,302117,332740,341295,383426,421429,459984,531424,735436,,1556397,1870329,1847242,1629733,1532887,1496871,1533517,1562198,1646253,1949232,,252393,298004,353190,376353,377256,423173,466901,515579,586010,831955
392321,"Sacks and bags, incl. cones, of polymers of ethylene",728958,758731,825225,865404,836489,878779,926836,621222,677283,734747,,2500158,2675967,2892807,2796704,2655947,2717199,2928067,2624292,2745160,2896765,,1911327,1987475,2165589,2299140,2313927,2388224,2589268,2462856,2702462,3126963
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,314816,457094,381639,1326803,732719,,0,0,0,0,0,2905595,3538922,3451548,3654255,4966804,,0,0,0,0,0,2151486,2476311,2761180,4301611,4210082
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,114950,388231,293060,221355,719873,,0,0,0,0,0,1626583,2130309,1811378,1710320,2864803,,0,0,0,0,0,148211,483441,475291,320398,831114
850220,Generating sets with spark-ignition internal combustion piston engine,416935,538600,345679,301573,325713,512474,900757,430095,605972,718892,,1635737,1867557,1785187,1426299,1067089,1188246,1586786,1281136,1550896,1845983,,694121,834611,547310,560466,513780,779601,1173137,704717,977862,1455765
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,118281,467567,533365,739297,718100,,0,0,0,0,0,1861595,2533775,2776293,3505446,4858311,,0,0,0,0,0,150468,581509,808847,1107419,1255522
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",414611,464325,531496,602745,642972,758401,865364,712367,586095,711536,,1383827,1526753,1740720,1773394,1761757,1847939,2055557,2187926,2468883,3035004,,1347847,1417787,1609926,1741806,1774817,1996822,2280125,2258642,2190118,2716461
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",178174,184730,209592,228027,251156,319144,425363,492079,460731,709630,,1486646,1535472,1336065,1402290,1256730,1590465,1883255,2671841,3056984,4309774,,184446,192887,216928,236605,260272,328345,437183,503364,471059,728588
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",449236,505916,583562,839072,997516,950552,953320,583920,589773,705439,,8631521,8394164,8389879,9209780,8145766,8352154,8993637,10804878,10737893,11672708,,1814041,1937079,1973460,2728281,3108571,3085085,3215045,3413691,3509957,4654092
