Product code,Product label,Japan's imports from Viet Nam-Value in 2012,Japan's imports from Viet Nam-Value in 2013,Japan's imports from Viet Nam-Value in 2014,Japan's imports from Viet Nam-Value in 2015,Japan's imports from Viet Nam-Value in 2016,Japan's imports from Viet Nam-Value in 2017,Japan's imports from Viet Nam-Value in 2018,Japan's imports from Viet Nam-Value in 2019,Japan's imports from Viet Nam-Value in 2020,Japan's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",55187,67797,69848,58426,55291,58449,60371,55145,61384,53436,,368,1068,245,493,212,1025,211,850,567,112736,,98766,109315,118470,111652,102862,102949,110774,119447,122687,114570
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,5434,5281,8783,18519,20889,19521,25833,20590,31545,52497,,3205,1616,1502,3042,2188,4530,7976,11960,16289,128821,,760469,765163,802772,1036045,993405,1204983,1358418,1284499,1550185,1804078
940340,Wooden furniture for kitchens (excluding seats),41674,50016,52940,47660,47746,50352,51816,61637,59873,52106,,128795,150953,168108,173159,181438,204626,287974,380470,694371,768650,,124030,136731,127229,114962,123360,126674,147498,161261,147333,158392
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",5185,6164,12478,17120,21230,23038,24775,25908,54237,51994,,22349,42776,61087,82401,79435,76821,85199,133260,639030,301549,,81182,83652,86186,97376,97150,99456,99495,99408,278389,162941
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",27866,35112,37803,38426,38779,39619,47931,80978,66008,51100,,301976,433030,568407,602096,629982,764681,1035278,1152580,923086,1434119,,535452,534565,464801,417445,406845,433002,547632,603086,454623,485195
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",122034,105749,100177,77895,81097,76179,73115,69370,55875,50586,,4452,3710,9307,15340,18733,20561,19863,18813,22123,73167,,171569,146031,129475,96860,99919,94255,90576,86214,70904,66046
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,67494,57129,58302,53171,50216,,0,0,0,0,0,0,177553,156191,149351,143429,,0,0,0,0,0,691875,634594,584882,534098,488675
30499,Frozen fish meat n.e.s. (excluding fillets),50092,32815,44873,45044,41585,40151,44724,46644,38110,50090,,482571,302516,346537,355835,349798,374535,473862,459195,436821,471489,,651803,505474,559249,520858,516695,486641,524095,548899,444920,463187
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",8958,10502,12638,17323,16564,20897,30692,54809,55108,49968,,13381,18055,18265,16845,28832,33708,41904,79847,70225,70435,,90612,86872,96455,92711,97538,93943,130942,231832,148549,146793
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",20320,28919,40649,42943,59575,64999,65682,66874,55567,49616,,37173,40785,43292,59261,85078,87942,81038,89414,54843,129659,,761440,712254,707956,642106,728793,725397,748159,764527,627001,700973
442199,"Articles of wood, n.e.s.",0,0,0,0,0,40000,42610,41888,45234,48918,,0,0,0,0,0,0,98433,101804,125283,200425,,0,0,0,0,0,563175,557122,551165,536699,593063
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",17028,14537,19404,25282,21382,24958,30600,34242,37613,48894,,36411,29096,27275,33363,31699,40400,59391,68084,85413,172253,,465927,409624,455360,377257,379021,469949,573525,667048,502730,824680
847990,"Parts of machines and mechanical appliances, n.e.s.",6482,5730,8075,9798,11233,22861,39556,41975,40881,47658,,33092,32126,28731,25447,12181,10805,11996,13863,16184,99153,,508735,505240,634630,607209,660805,790725,918469,911824,807794,1063839
854420,"Coaxial cable and other coaxial electric conductors, insulated",7299,8927,7816,11241,13956,32606,50122,32227,34431,47391,,107297,104497,92498,123049,96224,84771,85715,110306,185237,332017,,115728,106578,103316,87074,96492,126312,148755,131299,139783,178735
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",28316,28197,32181,31194,26979,38172,40034,39676,37885,46934,,66908,88199,117584,151076,164064,182280,244778,401089,659403,1148407,,487640,483835,487094,463706,456369,492862,536238,559157,654665,769203
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",51541,53917,46415,44018,41550,37151,45811,47766,42916,45931,,562330,838610,1167426,1277542,1186342,1288475,1429324,1555263,1518887,2289217,,427482,416307,315457,257692,208394,176724,182210,173044,144833,191537
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",2426,3397,30853,89182,43260,14000,18230,59633,65181,45896,,1705350,1913693,1602284,3372170,4654262,6024347,7006900,10567498,13019564,31054183,,4625095,4626768,4723070,4681992,4362836,6008551,6938696,7379527,6975346,8437302
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",15949,13636,21772,23207,26817,29580,37482,36592,33602,45122,,68796,68646,128659,116432,129548,191324,159240,224344,446767,714506,,592678,585931,578819,541621,596530,634278,747898,791584,735027,870768
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",40720,47089,47747,45325,45967,47693,54003,57089,52214,45063,,156150,178382,205040,229845,262141,254537,283759,323883,317914,544700,,400767,406209,407325,396173,375550,376322,415279,415856,356373,361421
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",7790,8782,19576,20039,19957,31734,37391,41074,42987,44534,,19460,18951,29446,50985,47060,57325,125296,156445,170788,215809,,349350,353913,443316,320546,360369,344251,348963,372089,350380,358783
853620,Automatic circuit breakers for a voltage <= 1.000 V,20388,24376,25279,29788,29755,37273,42670,46474,49053,44527,,21021,27972,35621,45572,49313,49070,60524,56354,58812,53566,,183804,219415,207428,194421,178903,176705,182648,182930,169982,187340
292242,Glutamic acid and its salts,61849,62987,56078,48807,51825,49061,46820,45909,44224,44381,,144777,111970,86585,88429,100394,99548,100240,92812,92995,82537,,214058,187729,174611,182966,170865,165587,168573,163840,151156,150342
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",53727,71809,67062,52437,49104,59495,84622,71452,49241,44364,,8926,16792,46007,68388,88893,160218,198221,166272,158968,239043,,216651,244246,233856,192855,186004,196901,226207,211055,176458,180449
160411,"Prepared or preserved salmon, whole or in pieces (excluding minced)",15622,17688,13991,14576,19881,24543,32689,39313,50518,44237,,9711,17527,17729,12556,18238,27072,27921,75602,69724,52062,,124335,106861,94922,88620,102300,110187,109518,117209,104042,91789
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",32496,23255,23349,22867,39596,53409,58560,50940,47008,43493,,25505,13583,39593,75198,98521,121762,124296,107326,164064,183326,,48069,41018,40208,45484,64821,76048,79603,74237,68664,66418
950639,Golf equipment (excluding balls and complete clubs),4533,5810,6688,6213,5472,11038,15651,20234,46410,43450,,32633,34878,43239,58202,60170,87334,101158,136506,162592,337184,,302606,303763,341840,316042,308556,343360,365430,367260,365028,482658
80132,"Fresh or dried cashew nuts, shelled",8932,6395,8536,11858,14604,17571,24926,19781,31596,43415,,1443109,1596348,1930396,2315661,2732522,3385090,3128961,2941542,2843195,2912469,,61491,61695,66143,76537,70793,107711,109200,93083,90280,102635
850450,Inductors (excluding inductors for discharge lamps or tubes),21699,25250,27936,28657,28345,30882,34830,32854,32592,42925,,121981,174243,177974,197742,226936,285002,294941,298236,341289,820773,,474780,479137,511031,429980,449406,517594,483069,442779,424561,485618
611596,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",14236,15322,19375,17967,20353,23469,31701,37912,31192,42659,,15101,15383,20777,23261,28279,29822,48272,69348,75523,131890,,551973,558885,545583,523632,489807,479065,516525,469127,390807,414652
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",986,2370,5261,3167,5185,5873,6563,11896,28420,42636,,29079,99878,70815,110329,146792,187542,264993,424664,495077,563221,,181253,171006,167330,150207,154328,162620,172782,181795,200559,242070
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",29783,48413,49112,71786,97284,91882,91046,81051,54689,42429,,30740,87822,106189,82289,69271,22877,47770,41404,42710,132308,,715787,664728,689502,640163,692186,698883,727132,747130,598083,676487
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,43453,47807,52637,45145,50596,47840,48434,47762,43917,42418,,37108,86183,71267,58856,84683,80469,98327,115655,129642,200447,,893596,932536,1009600,989017,978211,1058237,1087901,1061550,770296,994023
610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",16211,29286,44459,35594,53426,52663,60222,51512,56218,41538,,96166,118835,137939,139154,142606,158200,160530,154487,139952,191809,,775957,776497,657902,556911,556055,514122,468210,374689,306701,272652
841391,"Parts of pumps for liquids, n.e.s.",16267,15285,15074,17872,18287,21103,26693,32601,31294,40998,,16255,15806,15554,13157,20139,35724,53334,65413,58396,97644,,414002,378365,452654,416763,410131,392583,460299,464237,404723,467143
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",944,10643,10241,2559,2887,20448,34672,26023,25110,40816,,1053,9645,6726,5869,20005,47386,59111,91659,66988,342394,,1032538,1153118,1135406,908594,781085,998652,1246854,994968,779558,995013
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",2759,3451,5178,6731,9632,15437,21566,23474,20223,40710,,5268,3348,6983,7654,7295,11991,14173,14201,11384,108816,,1270683,1178486,1270695,1100938,1011534,1183631,1511999,1484887,1157316,1816437
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",25552,19272,22716,27941,27311,32355,33328,37154,37694,40478,,374314,414057,487797,595878,631338,639350,670850,844899,1120832,1072959,,572609,600304,584931,504540,515811,505015,503575,516756,494599,583851
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",16835,19553,26109,21618,30849,29368,34690,36204,29339,37784,,165776,136350,179683,191029,192523,230513,270288,312022,303615,468151,,246791,283880,284838,237849,236955,272631,281183,276967,279658,386975
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",19988,17873,19947,17311,19632,23727,28781,31157,32806,37033,,165533,160933,170467,159396,145934,163976,155927,154880,157088,244044,,471677,439674,462008,433974,462635,470919,489348,467697,424852,495559
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",23052,27398,36940,29479,32788,35623,39449,48268,39047,36959,,93566,89500,100573,109431,95632,120835,117634,147058,145831,136238,,574389,492367,481444,448229,447068,444773,498439,503637,447741,465399
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,45609,52416,41640,47087,36499,,0,0,0,0,0,0,275462,311663,356574,409511,,0,0,0,0,0,1085250,1266586,1244169,1203337,1600112
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",12568,20603,31298,31261,27393,28134,31511,32400,29881,35349,,1,245,1978,2320,31989,31462,53060,69288,127850,262169,,456791,371738,459073,365265,315254,323547,343174,346522,282667,304808
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",6896,10633,67332,62784,12453,16041,40706,31828,34680,34632,,28013,32197,206571,307789,404078,588265,583637,573531,601270,515390,,914205,823725,862834,752073,728275,812668,876358,870244,738231,829750
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",5496,3545,3219,3204,5412,11888,22340,27488,33606,34466,,15720,13854,16069,19750,23220,25569,30455,79794,96610,209725,,329941,322267,343836,299749,314268,358511,422687,432601,393335,476864
210111,"Extracts, essences and concentrates, of coffee",5369,7613,16540,19880,23575,24715,31237,26632,29767,34061,,128997,264770,203658,221767,289451,310165,353773,374156,388194,349829,,149279,153996,141457,139476,146482,177732,177838,144225,150515,170697
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,34547,32467,47746,54967,56635,52998,58247,49368,35417,34023,,387327,308198,356454,413631,467186,452746,466081,479822,298185,358438,,186679,172174,174738,160687,176025,163048,168774,142077,103381,111941
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",16789,10831,14347,17606,20087,26385,28820,29017,30954,33863,,85890,53663,59747,93997,439442,550943,627006,672783,715738,1281229,,681438,741175,850830,855306,929148,1080629,1136792,1178975,1081381,1203806
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",12467,14641,15465,17524,20400,20395,23705,27834,28844,33501,,12997,15949,17839,20645,25274,25322,31183,37979,38412,46429,,150905,139119,120436,106724,118563,120033,127048,134854,123455,125052
950631,"Golf clubs, complete",4719,3973,10331,19967,19100,31970,39193,29260,27905,33061,,44412,36877,43834,54010,46895,51750,55151,45045,63194,250558,,366165,367685,275564,230633,192125,260428,248349,254605,197801,309621
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",23979,31198,34567,38682,44989,43012,49776,47453,42574,32799,,128318,204368,294337,336592,422030,448854,535967,461021,327096,298916,,599697,587537,470151,382378,499879,572498,541821,515805,455542,477546
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,34465,32742,30519,27744,32301,,0,0,0,0,0,0,139900,141747,160643,100958,,0,0,0,0,0,1280198,1358783,1396234,1233980,1534465
848210,Ball bearings,14177,12962,16444,14867,13231,18216,29888,30985,23246,32247,,3859,3274,2540,2219,39052,60809,41606,15379,42238,137850,,392613,360182,377138,377886,357495,377646,432010,420752,348099,416013
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",8189,7569,7495,6252,7128,10825,15693,17965,21008,31917,,52387,49319,48602,45137,57495,64277,199767,156694,131841,140698,,301129,305901,312323,285237,280268,287376,294700,278304,246433,392810
620630,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excluding knitted or crocheted ...",12625,17814,21017,30164,38985,38592,38564,31305,22081,31837,,71708,97642,131178,141544,144405,181196,181921,172314,125681,170525,,642648,582560,586393,556765,482840,466602,477596,405490,309584,362413
850760,Lithium-ion accumulators (excluding spent),702,38,12217,29145,28939,42259,44346,30474,15217,31681,,93627,123910,200640,310413,322093,413896,578517,703510,553928,726907,,522026,654837,536826,634092,751024,807893,1087622,1421109,1336407,1695556
