Product code,Product label,"Taipei, Chinese's imports from Japan-Value in 2012","Taipei, Chinese's imports from Japan-Value in 2013","Taipei, Chinese's imports from Japan-Value in 2014","Taipei, Chinese's imports from Japan-Value in 2015","Taipei, Chinese's imports from Japan-Value in 2016","Taipei, Chinese's imports from Japan-Value in 2017","Taipei, Chinese's imports from Japan-Value in 2018","Taipei, Chinese's imports from Japan-Value in 2019","Taipei, Chinese's imports from Japan-Value in 2020","Taipei, Chinese's imports from Japan-Value in 2021",Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",49825,80187,91772,53102,49946,76104,82206,66510,43948,100148,,396075,397013,391022,301925,318934,427838,478199,402643,401514,648097,,65761,102471,124098,72095,84695,134353,151847,129246,106962,218126
890120,Tankers,0,0,0,0,2400,11247,0,0,12372,98795,,3056934,1759485,2195052,1724148,3403670,3501075,5835337,5997333,3263207,2459760,,0,0,0,0,2400,11247,25817,0,15552,98795
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",19846,23094,29049,28619,39200,62170,85060,79000,96771,96156,,220495,336867,434081,427150,434404,528428,532980,487261,394688,478310,,67941,63385,76602,72532,88262,121631,150827,132881,158878,188154
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",125267,103058,104185,78667,74663,93165,107648,62573,52242,93873,,472526,441388,476903,404826,440350,529001,572341,610339,747811,1166709,,160985,137851,143611,115251,119683,139249,156770,110048,103675,158334
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",80199,62596,43464,128564,99857,18729,158649,63658,35187,93709,,261397,236880,234018,239586,264225,282659,331438,308133,286910,318869,,132843,107965,104003,174984,158656,60712,246294,167090,165986,349561
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",4240,5635,5834,3489,4069,9565,14399,25599,51633,93663,,224594,177086,182810,146254,169655,255355,350207,584123,1395957,2867399,,25578,32912,31229,20384,18674,28999,33301,48445,102136,157520
210690,"Food preparations, n.e.s.",48667,50141,50672,48005,57938,64936,63800,73841,78662,92144,,358200,330414,340994,415253,482199,518955,738042,829158,1202292,1192338,,487157,505972,534435,559427,586656,593092,669946,688011,674757,788143
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),81632,79724,85593,79077,60236,71931,76076,62818,69446,91789,,1881928,1733711,1706274,1501360,1524229,1717858,1767450,1566577,1443922,1803101,,226714,229889,257585,233772,225581,247599,260865,245345,251518,328545
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",49335,48498,58392,56150,60586,65347,63206,72202,79462,90641,,273279,227294,269735,238298,229923,293074,247864,182076,159443,195177,,89728,86778,98020,96281,105507,107878,110167,115716,133987,152751
390740,"Polycarbonates, in primary forms",103656,92257,97081,75670,62610,84616,109812,91075,88675,90436,,670290,584634,577516,560652,618405,692521,742390,721601,781410,807155,,528418,441591,453636,381288,327428,368121,402448,349540,299627,439332
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",131560,109899,96076,81289,81799,77500,76934,72899,79199,90171,,38325,28085,30552,24997,26226,25893,28165,28704,30767,32644,,188653,167087,161705,143268,146378,142952,137633,132401,141615,173433
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",91267,111814,155944,192822,178555,141129,165089,142730,106898,89583,,10748957,13262388,11429126,8131501,6527682,7194643,8637671,9427105,4684624,5619135,,14342442,16269263,14498031,8859795,8035800,8966095,10061108,6832611,5516332,9518071
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",20785,23411,19633,18950,25085,35721,40052,23352,64284,89557,,60090,109547,99579,84639,109210,155596,133035,143282,158887,203060,,30464,43581,34523,32526,34246,64911,83926,39282,86369,110524
290321,"Vinyl chloride """"chloroethylene""""""""",47726,45020,46586,27571,33079,34016,51814,41484,43956,89115,,353812,590508,583168,523763,507297,619680,595756,578445,579740,1163216,,51916,51459,46587,33533,36773,36197,55608,49741,74867,122739
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",54413,52505,63593,60078,54441,69124,91080,55489,49779,86240,,722769,658533,656570,559638,532244,613816,680493,620645,416444,691477,,132443,139056,173788,136457,122181,189510,267642,144732,137030,276747
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,78396,71160,74680,57988,65498,62523,67347,68182,83749,85711,,516562,444557,463845,397184,411536,359704,360969,342819,305366,350142,,207885,175078,173809,141154,149287,154825,186516,194200,217036,228725
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",59750,54409,50730,53452,61441,66954,67971,68208,78967,85494,,1055391,828356,791873,714852,794327,994587,1044290,1027416,1087277,1193137,,102526,85797,76882,79118,92875,101319,102822,102620,120219,131657
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",138081,121474,101746,94352,91100,102055,103147,94005,85035,85055,,11579087,10490187,9578395,8552058,8008284,8257570,8121314,7614422,6637433,7581707,,309377,311975,282062,266080,241021,250078,249235,248497,213770,225923
848630,Machines and apparatus for the manufacture of flat panel displays,229731,145835,172708,337505,650245,230156,305591,232958,125198,84044,,1769341,2207686,1907916,2548655,3469095,4541878,5050507,3631962,3102072,2682917,,277304,183571,216381,425851,824036,362855,437486,365198,247817,187911
290250,Styrene,46400,49258,4,3400,13787,15655,14772,21123,34391,82755,,1416530,1940895,1592566,1064708,564667,763558,729548,615540,470616,593197,,554204,671338,616568,362867,291082,420106,414180,304906,256024,507194
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,39356,30080,30430,33405,56867,40688,62090,59910,65017,82247,,563584,497626,431855,357144,395482,457596,515283,482689,501694,691433,,134312,174847,170573,174290,298692,315337,388435,456309,469059,612572
80810,Fresh apples,24182,44766,57291,72922,67874,63676,69043,71238,54668,81587,,41490,73370,81608,110673,122583,97612,126555,132975,100273,147790,,164203,203378,245235,238958,276739,266772,242961,255055,216850,264663
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of ...",62264,63342,78891,95717,97622,83206,81257,83664,78646,81189,,205674,251482,269423,269745,277100,238603,239989,258622,241303,274939,,133122,145195,150693,174655,175380,156800,153635,177532,175077,202241
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,0,4996,58546,64701,66559,59305,64018,58602,77283,78318,,637886,624121,610128,761993,635893,558760,553491,481080,471798,467150,,0,55403,406848,347790,365689,368858,392995,423387,680969,611032
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",109548,222437,206636,164800,88736,50933,56759,102072,105421,77477,,769090,550975,494040,398332,487482,496973,478436,592387,684482,618138,,384709,592440,574285,493746,345845,289155,306546,337347,366066,409919
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),100566,84632,60001,48301,50500,43471,68230,54018,68994,77095,,1248210,1049699,1142655,967931,1031667,1162131,1352380,1505529,1733593,2015537,,641871,556525,541670,452998,495701,565369,682141,661718,757576,945366
848210,Ball bearings,122675,78793,86005,84890,59165,78767,87794,76485,61029,74043,,2099110,1806441,1940458,1660656,1631289,1840646,1948139,1787428,1449852,1999899,,266836,201379,220839,203774,161156,198691,225418,196365,191367,263033
841821,"Household refrigerators, compression-type",54978,57325,57489,57324,53067,53055,65972,71152,68138,73380,,60332,64186,61806,72042,54650,66566,74295,50675,21730,26602,,94474,108833,112825,105746,104632,103825,121084,137027,144705,161893
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",61483,55978,58870,52391,58606,62108,61047,60206,62993,71646,,917045,873654,870464,788880,866763,993941,1103469,1122376,1003965,1145074,,162351,156253,174649,178530,201218,214885,231646,254287,297044,351180
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",31289,32106,35965,28084,36588,32933,34898,26340,45268,70452,,579608,510827,553367,500737,534459,713998,772174,757096,820461,1152444,,283774,373837,392409,312752,319181,435343,425133,388072,552145,662685
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",10779,14,16953,31,76,0,0,5621,17103,69543,,138292,105389,56172,47471,43069,64252,105301,82244,71377,199361,,92621,36251,58369,36848,14696,1645,4117,25500,86744,219243
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",57230,40357,35138,35767,32828,43613,50534,38043,48528,69420,,2245933,1810450,1640312,1594261,1729991,1898197,1871509,1702331,1779309,2102258,,195703,160797,138345,143285,143124,157904,168997,174720,329286,351094
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,18491,30556,40108,50088,68840,,0,0,0,0,0,8149,5011,5521,9830,18400,,0,0,0,0,0,29896,41719,54600,63938,83952
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",63264,59368,57806,51844,60573,58438,53661,49126,51992,68291,,3450910,3051982,3023595,2588210,2717099,3007350,3007832,2779823,2569394,3051101,,222782,231176,230784,218246,235783,258112,275203,251886,294264,438623
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,41424,35772,36953,39337,44272,47401,55148,56022,63339,68053,,270409,244030,240830,241166,280519,293548,326636,343912,378403,437267,,74925,71781,72989,79231,87440,95094,108389,112346,121880,135907
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",90154,66938,44189,25568,63409,43936,70055,84712,99047,67209,,665223,622787,622790,584144,616594,733026,913331,884180,738666,617170,,117559,104792,84147,84421,112556,109202,142352,163410,178786,154207
290121,Ethylene,157539,122032,53729,75494,46735,29803,35781,50852,26998,66861,,702167,1089469,1099014,916164,693617,741916,703508,672235,495081,666912,,435974,332158,192346,236378,315600,527715,463879,325480,282132,373672
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",123801,99309,83865,70579,74721,57519,54576,50286,60597,64810,,1934838,1714100,1467536,1092747,1149036,1117428,1148206,1043796,1170681,1280401,,251364,247267,227002,167851,150121,137066,137449,139681,159185,184552
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",29373,24000,24282,29703,27210,32010,51068,51572,47639,64462,,120544,156713,246948,161345,186012,188424,258156,337649,222441,249079,,56249,71718,84525,74166,69768,69711,95778,102838,91930,124875
847950,"Industrial robots, n.e.s.",46412,44389,41122,66117,64475,78291,68517,48689,46242,64426,,1447595,1247689,1452403,1437388,1627572,2206593,1995792,1592161,1723293,2377328,,76021,79619,91989,116146,127631,129750,140068,104856,99190,123528
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",39547,41743,40368,37874,30265,36991,54450,48886,36525,64198,,194390,201624,265787,190986,203216,230795,264142,253217,225389,378166,,221967,182320,160245,166766,151198,177049,196780,208546,162125,216311
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",18046,22458,32327,33423,37523,40814,43539,91614,26371,63360,,1501716,1241465,536411,440963,519856,438629,435406,379594,226972,211597,,19284,26585,35416,41222,38203,50171,54065,101913,38795,81718
761699,"Articles of aluminium, n.e.s.",66043,53584,45166,38944,73528,83573,85115,68403,80754,62375,,214292,212930,198317,182159,187399,209583,254673,247127,313320,370617,,182271,157953,167553,163412,186769,212401,235746,218887,285526,332893
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",61362,66177,41256,48652,48779,45902,31399,32199,49152,62191,,1863733,2331113,2789698,3128602,2818878,3469433,2388034,1524461,1467540,1619690,,1196710,1381708,911599,740109,732433,886993,632576,1336698,1568006,1574351
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",230212,139228,74879,78879,42782,57601,65730,20185,41020,61510,,575818,486875,356779,256348,261455,195121,222091,280992,223373,313041,,341435,189048,122108,121042,80257,87117,91964,42450,58976,80807
847990,"Parts of machines and mechanical appliances, n.e.s.",131201,89359,77073,59916,61969,63913,72842,62831,58893,61272,,1756674,1284145,1332438,1307005,1326474,1499871,1607811,1388143,1451393,1630782,,198300,148825,149564,138050,134849,134558,152863,145049,145722,159336
681599,"Articles of stone or of other mineral substances, n.e.s.",31737,29174,32881,30353,31185,28890,40184,47123,37454,60850,,74161,64059,96259,83078,104354,109381,150381,167730,130438,251458,,52243,55848,70393,69815,66237,85809,144583,156121,104231,149311
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",131904,110557,98194,93198,101787,143068,71649,74291,96427,60636,,1230358,1229205,1169294,1157825,1148026,1167403,1276358,1300457,1362315,1457168,,541174,555874,558768,597116,602689,680336,618867,668118,781299,689013
730449,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",59097,32808,45571,40669,65683,53610,51287,64987,65679,60607,,206687,203712,195249,123848,93973,116055,124550,124219,118018,133967,,98368,60108,78176,72716,89456,72396,84215,93510,95502,102794
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",76784,59233,61046,194865,72654,143641,107445,106407,56537,60262,,462640,411693,426943,373182,368479,418942,538558,438731,430612,424454,,254594,188340,194389,287497,172478,257723,259318,232887,185200,209943
950450,Video game consoles and machines (excluding operated by any means of payment),0,0,129,514,558,7346,42675,41131,62607,59955,,925063,924852,751503,444790,590963,1492819,2319022,2121841,2718615,2865835,,0,3432,56869,50425,57649,85281,187333,154734,308603,242945
391000,Silicones in primary forms,49434,53243,55336,49002,52085,65687,85968,51799,45427,58831,,749147,721849,723780,678020,691833,772778,860667,757122,718076,882768,,134442,149936,158370,149114,147131,177959,203671,142962,140807,211959
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",89830,53138,54811,56725,48576,47835,60708,60124,52804,58361,,2831930,2544339,2423037,2402248,2459926,2522416,2432565,2285643,2014140,2466271,,153958,133086,129242,120287,110568,105934,135250,145705,135282,152879
