Product code,Product label,Australia's imports from Germany-Value in 2012,Australia's imports from Germany-Value in 2013,Australia's imports from Germany-Value in 2014,Australia's imports from Germany-Value in 2015,Australia's imports from Germany-Value in 2016,Australia's imports from Germany-Value in 2017,Australia's imports from Germany-Value in 2018,Australia's imports from Germany-Value in 2019,Australia's imports from Germany-Value in 2020,Australia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",35261,39005,64381,23604,16262,41655,30023,38087,37890,20599,,2282063,2449539,2580732,2002669,2059236,2119302,2347986,2266321,2078954,2216375,,148988,167757,167796,113348,129386,144872,147897,152032,124139,152342
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",19916,17686,16857,14119,17040,19270,18225,12796,15542,20584,,1168049,1231837,1275043,1144896,1249976,1363056,1397418,1339231,1339507,1856967,,200949,205557,223256,220764,235359,284310,310169,292117,369588,483499
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",13396,11148,13183,11026,11920,15069,15060,12822,19546,20419,,2152809,2352505,2453602,2106914,2150992,2245499,2346214,2164472,2076456,2626749,,256199,273363,275772,259440,265376,284486,307240,289410,298654,336859
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",67742,56774,40552,17800,25203,20889,22273,19409,18628,20108,,11185359,12696454,14261488,12503976,13295930,15166537,16698136,16123393,14889434,17129914,,348908,304014,275719,231905,223706,191986,167917,151404,132040,187067
902110,Orthopaedic or fracture appliances,17688,20055,18119,12219,15013,21915,18067,17336,16142,20024,,684850,725629,772329,663754,752556,922414,1142660,1054346,839301,1071411,,201176,239745,236793,212259,252211,289552,312899,283249,296047,348114
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",1259,2830,3787,6175,10336,11749,12702,11500,15549,19826,,605214,656908,669160,634424,649174,837448,872163,827008,883037,956187,,32503,33408,44179,40688,45838,59186,65877,66601,71126,88639
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",18477,21298,24220,16487,22090,17474,28134,17989,37020,19826,,1094810,1078131,1053867,942514,912280,1101237,1262593,1372399,2151364,2452879,,140067,140633,166822,165836,172251,191272,203357,179761,237681,234930
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",8284,7608,5318,4741,7238,6729,7443,11989,14444,19714,,1370920,1496321,1563646,1358023,1433909,1596063,1756756,1731057,1738895,1950000,,82124,75551,87780,78547,68419,84825,100436,121866,125081,134939
843139,"Parts of machinery of heading 8428, n.e.s.",42878,22808,38373,33169,17744,20969,24324,22590,16243,19323,,1522995,1580398,1370431,1219122,1123908,1253524,1422455,1485984,1352615,1466344,,278078,472252,302318,188657,147760,172758,173627,202055,164919,222427
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",13083,14412,27741,14476,18333,18222,18508,14278,14408,19006,,1466115,1455385,1540008,1302314,1337149,1379709,1471000,1552617,1467184,1756333,,146737,165258,185488,191138,183596,206940,238193,226773,212139,306790
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",8915,10420,11115,12300,14655,15352,14392,17754,18102,18971,,2702473,3107497,2932475,2042359,1949977,2334369,2319561,2318448,2457402,2774251,,279422,284643,345297,293570,261912,354525,353203,343113,302052,326784
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",13836,8969,9609,7720,9869,12160,19205,11385,14671,18906,,5129406,5241637,5028938,4463612,3974485,4184552,4522827,4602067,3410258,4169624,,302709,309622,286283,193415,182999,201158,228644,213112,169151,239296
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",0,0,0,8849,25957,28342,38418,36250,18432,18887,,8624166,8112839,8819635,8247703,8303002,9731028,9417833,9124472,6510750,5764908,,0,0,0,235693,661263,654823,667948,629710,500337,549099
842839,"Continuous-action elevators and conveyors, for goods or materials (excluding those for underground ...",6144,3795,21440,3795,6221,6961,5072,4550,6253,18672,,949434,1027859,1100889,888777,929729,1067357,1183563,1140514,1045693,1070083,,56651,45749,80342,40467,64718,79686,59580,62009,69941,97842
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",4915,5856,4668,4280,5039,8405,7428,9904,8442,18507,,436560,531940,519274,506218,530132,664092,748276,775763,877158,904397,,85039,93530,105521,140245,107515,106202,117927,116745,151058,170890
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,20351,12399,13669,10548,10174,13055,12393,16171,18566,18361,,687289,642693,680444,524660,586550,810784,1052661,1091225,768236,790805,,110663,84379,90475,72531,85952,79608,83666,88808,88277,82059
841391,"Parts of pumps for liquids, n.e.s.",15797,14708,19586,15475,17293,18260,18604,16002,19260,18336,,2350762,2549939,2578205,2288730,2185701,2303595,2500374,2318502,2060195,2319562,,183738,169289,184196,151068,148012,185871,201001,201845,175898,202005
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",18955,27541,14189,17693,14481,15487,9834,11491,22637,17860,,857431,845597,911649,838955,795483,833830,865470,873337,650642,793975,,529465,395139,325447,274864,256277,338619,402904,378848,360698,495421
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",11095,9729,4479,6828,14636,12624,15765,15901,9212,17747,,813522,859939,893777,854694,822691,959143,1073423,928886,667299,1028740,,84475,93776,86974,90830,120595,101810,96758,88490,62905,127731
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",23643,16034,9757,7270,6652,7795,11603,14832,16469,17626,,893738,914234,827194,744959,774451,879759,1099854,1044654,947943,990676,,129462,102482,101853,95856,88769,110698,127030,148592,128529,137078
902710,Gas or smoke analysis apparatus,10782,10457,11123,9217,10074,14402,15008,12537,14658,17573,,1257389,1462203,1545750,1529645,1689581,1998987,2182794,2024595,1817832,1958077,,53371,72179,57876,50148,49230,50808,55009,49966,54801,59672
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",36257,27416,26822,19301,13719,17606,22192,23202,19129,17542,,1746298,1796959,1857020,1808605,1798759,2165995,2306754,2095726,2164421,2460191,,268451,189913,181199,168126,157333,140462,191867,195185,184028,258628
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,1975,10591,17745,19284,15971,17386,,958834,879305,837307,710624,625593,698797,748294,733479,692568,768830,,114049,95373,88710,76708,72155,80385,89137,83736,72144,97228
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,15310,13449,13342,12198,12160,14481,20913,16181,17698,17239,,952943,1032821,1047162,932641,943894,1098772,1262994,1250913,1110059,1283826,,104510,95899,102253,93967,80388,82573,97281,94813,89958,106320
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",17788,14637,13731,12160,10244,13287,16468,18622,15644,17162,,1669463,1688549,1793586,1582353,1629919,1768859,2012111,1921374,1781859,2187802,,167072,146662,161559,191309,144122,164628,178332,179553,171653,185388
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",15611,13692,13303,10484,8601,9624,10185,9952,9526,17139,,1386579,1402850,1426339,1115499,1102503,1263151,1376029,1459557,1280546,1389390,,88985,78420,80035,85660,67314,87765,87714,94525,89662,103454
846781,"Chainsaws for working in the hand, with self-contained non-electric motor",14978,16699,16066,11609,11297,13923,13670,10783,23291,16871,,0,0,0,0,0,0,0,0,0,0,,42350,45473,42498,34280,32522,36346,34310,29776,48520,47906
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,50,10330,10215,16768,,0,0,0,0,0,375333,370337,385210,294239,393973,,0,0,0,0,0,3407,8005,21757,31023,42931
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",821,3140,3285,2626,2837,8597,5086,5016,14751,16694,,400890,491286,616161,631644,764735,992374,1176365,1164036,1468552,1463349,,193045,228756,243168,235027,244844,294204,324098,307956,368488,393695
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",4122,6828,5306,8303,7089,10641,8337,8114,11527,16641,,516073,568715,621070,602752,631255,676053,612596,661384,766957,774789,,242870,263650,242049,225135,190203,196106,207486,196913,230716,279822
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,4255,7400,1898,17287,16619,,0,0,0,0,0,3720421,4242232,4407681,7940894,11042758,,0,0,0,0,0,9532,18376,31691,48439,68750
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",9860,11351,12139,9965,10642,13732,14432,14335,13075,16553,,2550558,2630973,2766623,2564967,2904907,3390781,3726511,3465536,3089029,3693753,,131254,140137,132254,128372,123615,144293,139398,142884,148685,209289
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",53305,27736,22499,15530,15375,13405,15665,15595,13494,16351,,1543134,1515692,1535741,1485254,1554563,1808508,2013276,1912068,1893849,2193770,,189057,206072,205000,180775,144935,147345,159292,142213,139532,183501
300640,Dental cements and other dental fillings; bone reconstruction cements,9952,9949,11431,11929,14258,11953,13489,13759,13359,16296,,575834,587738,570270,498370,538299,590053,640837,597948,483858,740751,,52979,42975,42895,45257,54477,49938,52215,49300,44434,54747
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,16096,15070,17449,18359,22308,20834,26358,24388,16729,16286,,958511,1024578,1111427,1072615,1121129,1163618,1164960,1034097,1009493,1124271,,364268,411460,474283,472668,467893,452597,447725,403860,398214,457718
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",9859,9102,11020,13092,11593,12358,13470,13127,15007,16190,,2427700,2667183,2978979,2629879,2580770,2880933,3056938,2703974,2332502,2633663,,122856,114833,116110,110049,98211,97211,100714,106900,111059,129061
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",4272,3771,4775,3731,2790,3653,5291,3544,4139,16173,,449922,393847,387224,359655,307866,379615,377189,343532,280252,305650,,82250,81987,110341,45454,42453,40176,58369,51248,47148,67283
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",14196,8211,7531,6636,6917,8719,14408,14386,8770,16047,,838925,863958,891904,728806,710209,763124,819490,821833,768511,828924,,37411,31074,29096,24541,25733,24465,39355,36350,37232,37127
842219,Dishwashing machines (excluding those of the household type),8271,8233,10000,11243,11400,11333,11470,11395,9062,15992,,242588,257159,281250,254567,285360,289201,320012,318941,251927,285334,,22364,23016,26108,24900,25494,30036,26238,26832,22792,39204
392321,"Sacks and bags, incl. cones, of polymers of ethylene",756,423,2117,1755,2572,1995,18589,8985,16655,15967,,914413,976408,987896,888731,939624,996627,1053080,986086,998877,1113274,,323628,324170,349631,341708,348345,354743,377132,316004,336240,376956
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",14076,28626,13852,7418,10161,7108,18822,8744,9889,15824,,1545926,1634651,1503785,1280380,1313945,1774375,2186509,1957530,1882072,2207132,,134982,223573,554397,246353,208711,81292,108611,94679,74033,100729
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,22865,12929,16956,16081,9175,14385,12839,17914,11781,15468,,603285,656106,656470,607392,623941,623744,667594,667365,676599,725315,,68808,51146,56332,55373,46427,48611,58144,54217,42128,51059
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",13649,21808,11930,9998,15117,27585,13269,11746,12291,15445,,2916628,3309171,3270553,2764012,2616991,2890761,3097105,2825444,2604640,3333192,,1517536,2163714,1516504,1896507,944575,599599,814894,687706,766640,1055814
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",14404,12261,12198,9493,10021,10818,11669,11869,13912,15366,,769889,768930,794245,672364,644197,730059,806931,782325,731794,818032,,64838,51475,55293,41229,38757,45503,46508,48265,50226,50232
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",8580,15875,17256,15513,14548,12769,16913,12516,15319,15120,,100400,117898,109883,87156,99169,107155,112550,111250,134004,147688,,22207,29388,36069,38702,35008,34270,35170,31492,28227,35315
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),15021,13721,12113,10163,10128,10991,12266,12402,12175,15118,,3025871,3101081,3270567,2898360,3066857,3444496,3766010,3569750,3184877,3833527,,194425,173093,169865,156571,153125,161127,164105,157959,153708,184357
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",14752,12426,11469,8618,8512,11213,13139,13492,12582,15053,,2482008,2635552,2828491,2441844,2503823,2757445,3031201,2838898,2616208,3105743,,229383,218779,219847,203988,179038,228091,247482,244466,224520,274489
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),7693,11549,10352,18435,8701,12412,15371,13685,13372,15036,,546270,626879,683049,839686,883799,750982,712384,813453,716234,756697,,177855,208331,202817,178172,169634,129923,88113,94928,106193,97201
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,9958,9519,11016,9102,7892,9153,12964,11878,13862,14841,,1687684,1853756,1877409,1623531,1757609,2216619,2488509,2415461,2189373,2494070,,80007,83686,79200,77682,66614,73537,86227,84549,81016,99960
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",13419,13486,17187,12549,13914,14550,15318,14518,11928,14545,,2449296,2682244,2652899,2256313,2387867,2552984,2813534,2756173,2912346,3080622,,346797,377185,377569,352966,374198,410589,449415,488920,496921,564975
846210,"Forging or die-stamping machines, incl. presses, and hammers",1084,421,25,993,29,6,1,240,171,13957,,253664,154868,182693,119649,161810,232083,152285,112284,86252,118875,,6519,4237,3740,3037,10056,2004,2251,4266,3315,19999
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",12519,12737,12640,12700,13089,14512,15324,14073,10619,13949,,1047401,1300363,1389515,1291136,1318774,1477846,1699165,1555013,1273866,1605557,,104108,103044,108624,108086,114443,129583,140218,140034,120998,182230
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",7733,7472,9953,7774,9223,10187,13693,13992,14120,13711,,1646826,1689590,1792796,1655441,1785044,2117006,2489346,2389300,2378683,2886889,,312941,332738,300773,292406,260614,334014,411524,310023,324495,394750
