Product code,Product label,United States of America's imports from Germany-Value in 2012,United States of America's imports from Germany-Value in 2013,United States of America's imports from Germany-Value in 2014,United States of America's imports from Germany-Value in 2015,United States of America's imports from Germany-Value in 2016,United States of America's imports from Germany-Value in 2017,United States of America's imports from Germany-Value in 2018,United States of America's imports from Germany-Value in 2019,United States of America's imports from Germany-Value in 2020,United States of America's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
10129,Live horses (excluding pure-bred for breeding),86594,118712,140293,192360,211435,279100,220293,215659,151962,240107,,134259,171386,130913,117260,87812,138063,148499,183507,149234,218864,,276416,293456,330593,398468,473025,561846,492484,517477,473961,636203
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",88842,54152,75028,102785,142209,82862,111567,183253,236671,237662,,621235,621075,759104,626581,498677,498779,422774,500719,401399,542687,,290069,264239,297816,391026,485546,344926,354152,441103,440819,456318
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",263255,273651,322487,312945,235961,237593,243991,210750,202445,234689,,3742502,3952679,4149303,3260183,3167674,3232952,3652501,3207188,2978002,3163087,,1858226,1878384,2052435,2009480,1971467,2291130,2511817,2485866,2319461,2823273
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",320353,280757,311115,280972,326908,332331,332520,317952,231545,232834,,2500381,2260046,1977136,1519228,1418939,1743937,1991287,1782804,1523737,1966812,,3834585,3295379,3504558,3262943,2874125,3386609,4072337,4073075,3073634,4274954
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,227271,226020,228216,303570,298520,291639,299973,301110,248311,230191,,969220,917028,872448,899256,930217,813728,889754,989446,926769,1011452,,648102,654410,665423,723396,783211,838438,915633,940876,984939,984383
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",128480,143383,191559,174666,177340,213299,246030,220600,202393,229819,,1050855,1361363,1663802,1598136,1661849,1981361,2295686,2066286,1963166,2417381,,528332,579124,637628,691880,777935,982930,1028077,993168,899726,1155903
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",118569,105029,133126,126495,126232,146035,169283,187856,192751,225225,,1716763,1763621,1903908,1567007,1596444,1808664,1990980,1851028,1765622,2291649,,1080076,1096873,1163559,1115514,1040236,1150423,1310418,1283541,1119284,1440389
711019,"Platinum, in semi-manufactured forms",76715,72967,68782,61508,165763,161147,138403,168321,192285,221872,,447454,361398,311544,281187,359281,320864,310455,315390,326892,438669,,154787,173232,165863,199999,286504,256645,305021,320825,853414,662564
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",64099,71690,89324,94569,110738,129331,138025,148780,174353,220429,,962658,1042418,1130026,1018717,1076184,1157397,1230553,1241033,1313764,1571312,,1421192,1503951,1613957,1584906,1717891,1728885,1849868,1890043,1905546,2288462
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),158535,164111,177319,154906,146894,179899,184430,185652,166457,217645,,2556749,2994102,3410999,3149449,3449568,4205712,4761980,4442795,4405465,5478118,,2416480,2595589,2718733,2754972,2761420,2825571,3045735,2746510,2453491,3054983
391000,Silicones in primary forms,180288,184973,201500,188210,176806,172985,193071,213126,170075,214886,,0,0,0,0,0,0,0,0,0,0,,477566,454333,486736,468677,449931,542968,702268,620809,559939,735863
902230,X-ray tubes,189235,161877,184909,192345,208850,220998,207713,158984,152685,214873,,706205,564505,372209,298596,246457,226180,306910,302518,332886,353107,,292863,262904,293772,317661,359471,348765,351729,295622,268000,356569
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,345357,689889,320628,191978,213903,,0,0,0,0,0,3720421,4242232,4407681,7940894,11042758,,0,0,0,0,0,2215827,2567589,2483826,2514647,3740138
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",60852,78890,93657,139227,149744,190901,204825,247353,244913,213356,,450918,489118,484381,466006,498833,590180,701790,783285,877969,1211245,,3561634,1826237,2773557,2523317,2574476,2835098,3716723,2968579,3030027,1833442
847710,Injection-moulding machines for working rubber or plastics,149892,161928,184812,191343,186009,162456,195552,172534,167199,208417,,999389,1036987,1052216,936755,992146,1140973,1138822,983841,778514,988979,,636469,737835,759187,797990,858729,860468,925994,826075,717472,1022455
852610,Radar apparatus,97935,152001,212978,214755,189228,178413,266881,228648,194918,207700,,437345,487743,550613,808338,936385,1129744,1510633,1472509,1248198,1223058,,504645,512874,730420,699343,704607,924848,1222851,1268023,1037398,1059063
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",311946,215256,295879,262445,233985,248565,363996,347725,145968,207268,,1522205,1536154,1691827,1246860,1324270,1615605,1859722,1666572,1172588,1491989,,2851710,2326348,2673149,2427420,2027068,2465404,3204690,3032938,1920727,2588198
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",42022,48311,84668,152202,136319,196710,173834,147331,154834,204252,,958834,879305,837307,710624,625593,698797,748294,733479,692568,768830,,519681,564184,720866,764475,750971,841719,739193,736481,699709,907666
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",182444,267640,254072,191543,220785,186802,135935,148996,170678,204186,,599760,677704,609508,446957,507120,558620,581052,545729,623259,792595,,248983,348250,345073,282768,320288,270584,219771,243643,262168,314460
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",148768,134617,167255,174712,141440,136758,159978,194785,194435,202304,,2482008,2635552,2828491,2441844,2503823,2757445,3031201,2838898,2616208,3105743,,2287888,2180154,2286228,2368471,2039700,2184929,2594834,2506039,2124923,2686647
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",87791,83631,127769,118358,115522,143488,158204,209648,147185,200830,,1545926,1634651,1503785,1280380,1313945,1774375,2186509,1957530,1882072,2207132,,433099,442286,593626,608496,622610,718317,755570,867049,796192,917327
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",274046,246587,212654,175445,170234,187524,198603,195626,185552,199512,,1429092,1432593,1602854,1320673,1422548,1637643,1721561,1498954,1369560,1493193,,1492750,1453302,1372724,1308430,1336430,1336910,1309006,1250346,1081359,1244126
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),216378,213429,206461,201124,198760,205716,214649,206944,157276,197945,,3025871,3101081,3270567,2898360,3066857,3444496,3766010,3569750,3184877,3833527,,2382255,2434042,2572531,2609581,2689454,2868752,2891761,2723574,2415196,2924318
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",119679,143286,150759,189170,159879,189032,160252,159092,206215,197608,,715115,1086121,893275,856996,767827,845671,874403,794231,865196,841517,,1881784,2261466,1917994,1691019,1540675,1391666,1448843,1706092,1609153,1646820
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",106201,132863,125434,204630,160289,176362,147405,130727,136696,197551,,779079,880038,1231630,1131332,1102596,1312364,1300937,1338453,1393370,1616983,,1071242,1079633,1082969,971578,851197,821528,962177,659929,639806,883012
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",384353,406032,458101,474096,418859,401141,311380,247608,198146,196158,,3102528,3191470,3453620,3053659,3177081,3450840,3525901,3107899,2613765,3164698,,3456726,3775945,4251778,4645943,4561752,4457651,4614722,4493339,3748773,4233676
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,13840,14969,27583,27411,54398,83989,108895,101670,91526,195575,,600412,654515,781750,733749,904965,1046318,1225092,1331457,1229018,1648414,,5152550,5080891,4956211,4971604,4345197,4292479,4287955,4164552,3244699,4630440
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",130524,134959,160957,152728,142947,163444,149771,131796,140224,195383,,2029171,2153823,2251892,2066430,2026205,2119536,2269356,2081886,2001898,2416157,,1103356,1140034,1261485,1226894,1171890,1261907,1298746,1287252,1274969,1502327
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring ...",121481,134290,162427,119517,123403,124273,153321,138524,133521,192553,,1245997,1170841,1171668,1058866,1045531,1207732,1363219,1468772,1423109,1581254,,404004,400306,449075,396229,396282,474581,562745,576442,541594,684150
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",246135,261820,277805,229189,142730,151630,169052,170783,147533,191969,,1386579,1402850,1426339,1115499,1102503,1263151,1376029,1459557,1280546,1389390,,1426601,1497573,1475387,1403841,1188439,1194872,1259376,1383679,1140701,1341272
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,194266,183494,194258,179232,172581,198004,226365,192114,152598,190969,,1687684,1853756,1877409,1623531,1757609,2216619,2488509,2415461,2189373,2494070,,1394505,1396365,1500952,1476046,1476946,1642653,1700778,1618075,1348075,1612958
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",58118,179651,214694,224702,112923,122238,130986,262310,120237,189891,,11077530,11744069,11926461,7920472,6560835,6963156,8062675,7597789,5859272,8883211,,54310665,53926575,50200834,30693930,23011044,28124747,36709061,36239052,23280338,37783340
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,122177,116254,128288,156420,185306,118917,102246,110700,110008,182203,,1689730,1802032,1991373,1706391,1774202,1684997,1921124,1808647,1811851,2115971,,863276,884697,927783,953329,946084,922317,1109715,1121190,1029298,1275851
210690,"Food preparations, n.e.s.",89787,102160,115128,106782,118213,119309,136861,141181,161415,180832,,2872678,3190597,3368444,2907874,3095005,3374070,3669496,3724378,4054000,4574610,,1890222,1995452,2046535,2089642,2165584,2305658,5263280,5826461,6386648,7157170
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",110457,120063,135273,129205,120006,142243,157501,154091,148232,180827,,1646826,1689590,1792796,1655441,1785044,2117006,2489346,2389300,2378683,2886889,,3905673,4231521,4708819,4837368,4656103,5039275,5779696,5402347,5445490,6661052
940190,"Parts of seats, n.e.s.",151523,165301,183140,168709,174392,158279,202282,190950,137594,180405,,1851707,1881298,2019150,1904314,1862242,2024414,2210231,1989618,1630247,1819626,,8535193,8930647,9886493,10591022,10700043,10027317,10346533,9981184,8022816,9332611
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",135602,143828,127825,102109,123164,133777,128963,133495,104256,175042,,6072160,6621859,7491329,5751793,6542986,7683547,8041121,7290779,6588338,8114264,,14982331,16865818,17807569,18228174,20936555,21096526,21617960,21568402,21399322,27551320
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",18850,20176,42224,32872,46806,48716,65752,74635,77737,173810,,1316485,1387812,1507035,1349411,1504825,1947980,2163150,2319967,2130896,2249764,,6607027,6889821,6721380,6596446,5634651,5267599,5425853,5451619,4027752,5187839
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",261137,414833,435602,206280,209254,179966,143763,124598,126152,172941,,577258,705474,741238,592438,604295,546750,603779,732136,663200,809284,,368884,556579,560410,273895,315517,320566,335663,471537,423649,565021
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",70536,88805,62428,50009,93694,82114,110936,206430,149189,172670,,608902,559362,465868,369665,335420,319743,399991,413045,451964,498219,,169024,179397,143060,155967,201522,202455,304206,502197,338658,362706
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",91248,103586,111171,121841,121866,133289,145602,144224,152082,171474,,1370920,1496321,1563646,1358023,1433909,1596063,1756756,1731057,1738895,1950000,,943076,1012195,1090128,1089982,1198019,1231168,1359666,1328639,1496235,1636281
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",176538,73731,67256,131221,143501,119690,156629,157629,160761,168001,,1333224,1279809,1306086,1126917,1150442,1184505,1406081,1305971,1189870,1407601,,548558,510249,573355,605455,615491,578924,706505,677774,583232,634173
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",2310,17645,32693,29908,15464,2243,4822,40271,123409,166511,,74038,39905,38400,31038,41935,61059,82282,132012,220110,248227,,1568599,1230058,961219,619248,465893,396256,313909,371398,426692,560888
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",103756,135851,66650,99903,128808,211642,261211,525528,491155,164202,,934474,554265,341950,341430,332327,271421,396625,789298,1047547,1202687,,520627,443795,278662,295019,260374,388953,496679,1074629,1465068,1506809
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",241294,213653,227901,256446,240736,231860,207009,188944,145308,163431,,2550558,2630973,2766623,2564967,2904907,3390781,3726511,3465536,3089029,3693753,,3180128,3156929,3595053,3794506,3745533,3819624,4221227,4085011,3673727,4702032
300640,Dental cements and other dental fillings; bone reconstruction cements,119425,114253,117775,127136,136577,166092,173217,149107,109954,161851,,575834,587738,570270,498370,538299,590053,640837,597948,483858,740751,,358679,382082,343483,345022,372613,412145,473346,461574,346909,459595
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",105125,97062,123421,108466,103690,112819,135218,144319,115807,160666,,754095,744770,820634,723972,712945,828556,942411,861469,687921,876060,,557739,536665,656384,686928,707226,754508,853811,900718,800194,1025252
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",161053,122446,132633,108021,99695,122328,131506,96156,81701,160467,,1065900,1027765,1107596,916423,1004419,1162544,1319437,1013075,931237,1494458,,205826,166476,176292,143072,133780,168610,190650,152765,128401,237211
