Product code,Product label,China's imports from Saudi Arabia-Value in 2012,China's imports from Saudi Arabia-Value in 2013,China's imports from Saudi Arabia-Value in 2014,China's imports from Saudi Arabia-Value in 2015,China's imports from Saudi Arabia-Value in 2016,China's imports from Saudi Arabia-Value in 2017,China's imports from Saudi Arabia-Value in 2018,China's imports from Saudi Arabia-Value in 2019,China's imports from Saudi Arabia-Value in 2020,China's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
190531,Sweet biscuits,21,10,571,928,537,463,704,1010,734,461,,56722,56193,59132,63985,44760,47025,49306,54924,54068,50712,,144524,211720,240778,304874,325473,287593,286192,290719,270649,247077
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,0,0,0,1,11,1633,143,157,365,,6598,6145,11628,14992,8358,16538,27477,17626,12315,19259,,60917,58324,69907,61020,61074,76029,63847,55765,55634,52201
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,5,0,0,0,0,1,358,,3882,6282,21750,38085,34677,41202,50401,37545,32136,59678,,10653,10845,11225,10495,5779,5935,4953,5652,6749,3439
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",0,16,124,62,39,0,0,0,259,326,,156979,181373,183713,137430,96833,132165,163384,190669,123413,187011,,477473,457653,497000,292634,258366,305832,287253,257256,219844,365099
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",84,36,1,17,528,15440,2627,15867,5084,316,,91162,76932,45343,42285,48966,47000,19041,15627,11014,26403,,1016176,1088835,1137909,1032536,1077166,1209575,1270069,1206478,1231414,1493885
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,0,0,1,0,0,741,0,0,308,,175042,67324,695,20406,1526,41600,10894,38313,3503,8822,,548078,585106,564068,432283,404267,470140,533337,541975,650068,633801
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",0,0,0,0,0,0,395,0,0,287,,0,0,0,7,0,0,0,0,0,0,,205761,214404,164861,129808,140240,218016,282262,360082,902493,1171459
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",1132,460,721,980,1058,1389,1504,311,218,275,,19512,10248,28823,26141,5967,14770,49479,77423,69256,142109,,22721,25366,23238,21613,22411,22810,19893,15614,14207,12870
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,1,0,0,5,95,1,35,0,247,,4057,3937,2674,2420,2379,2038,4196,3086,2321,1666,,57135,56206,61030,58820,47210,56983,68205,82475,71060,94360
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,84,294,288,182,229,,0,0,0,0,0,0,0,0,0,9718,,0,0,0,0,0,285213,511906,595573,308778,346723
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",130,0,0,0,0,110,380,0,0,224,,79788,84882,100163,113004,114711,120541,106831,84293,102322,194582,,652717,564880,486676,460425,488259,543782,541530,447088,440398,474429
250610,Quartz (excluding quartz sands),159,0,0,0,0,0,4,219,104,209,,0,0,0,0,0,0,0,0,0,0,,31442,17391,59911,47091,58617,112882,114071,127956,115036,152684
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",136,719,516,1784,907,862,136,31,103,193,,3091,5884,7577,17406,600,22,1242,1111,246,13564,,14622,18771,19203,21261,7902,9418,20288,16009,10299,16157
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,189,,0,30,0,8,95,0,123,77,97,126,,296252,283928,261511,255004,233435,313730,323884,243707,186204,237311
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,1,3,0,8,0,443,0,185,,340,240,339,386,1509,2123,1676,7,7,29,,57095,82447,55152,63477,25098,28444,39128,34464,40108,52264
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,0,0,0,0,184,,681,7242,14530,4778,575,173,62,0,0,0,,45839,44809,55764,41158,43846,60540,69156,63898,57839,85516
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",20440,26254,20167,14853,11455,15233,6854,5197,1474,182,,6526,755,80,73,0,0,0,0,0,0,,72840,85981,75591,49253,41594,52816,47601,83214,113349,140765
740313,"Copper, refined, in the form of billets",0,0,0,0,0,321,0,0,350,174,,0,0,0,0,52,273,0,0,0,0,,32553,16737,26125,54445,22788,37107,112181,175567,245741,399779
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",0,7,0,1,1,33,15,1,0,151,,50251,27597,27589,13732,50084,62279,64089,14309,5591,5889,,240448,246679,260544,202122,189353,208756,240762,198285,169856,157790
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",0,0,0,0,0,151,150,0,0,131,,9474,108,18542,117,0,22,13,0,488,5178,,13757,44030,34572,66397,72413,47303,169693,266908,642168,966295
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,1,0,6,0,0,105,,0,0,0,54,14,0,0,0,0,0,,290123,271568,307109,242575,263129,350781,415030,360567,325033,340832
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",2429,6460,5828,5503,4314,7463,6168,1471,1011,104,,5060,11119,14999,5668,5491,12019,6482,6703,4644,7482,,23791,29483,35289,20974,17285,26183,25464,7845,3349,3943
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",0,0,0,1,0,0,13,18,123,79,,1622,660,817,1672,1826,2080,1311,305,330,173,,1869321,1845157,2056694,1629064,1290542,1614968,1904928,1638931,1685094,1927473
847990,"Parts of machines and mechanical appliances, n.e.s.",0,0,0,1,0,0,1,116,14,76,,187,851,1889,1755,4702,6533,8419,100,1650,602,,744975,691437,822498,656090,665873,913957,1172489,1290967,1456467,1427515
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,9,3,6,7,0,20,0,75,,412,73,215,306,162,480,2756,587,16,9,,35230,38587,29423,25734,17388,19126,14849,18221,17096,25592
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",343,949,0,0,0,0,146,0,0,74,,3687,8163,24522,0,0,0,0,0,0,0,,465529,283801,620583,1004132,1902921,2947325,5217423,5156325,6517136,5738425
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",0,0,1,0,0,372,1286,3831,3919,72,,138423,77802,101511,47854,8675,41540,83886,51727,40546,46316,,385214,408836,419877,420675,423622,506981,574000,581300,607156,764148
790310,Zinc dust,0,0,0,0,0,0,0,68,173,69,,840,1090,946,2999,4317,10628,10284,9113,9857,14668,,279,705,522,358,346,18172,20259,17660,14951,20942
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",15417,289,618,0,0,5,0,35,10,68,,115873,162878,142510,158465,206605,195776,226434,173908,184742,303841,,1086304,1122271,1150750,1107887,1052575,1110340,1205250,1244805,1294338,1164487
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",0,0,0,0,0,0,194,0,0,67,,0,0,0,0,0,0,0,0,0,0,,7241,5125,18805,21695,16156,11833,10923,12558,11725,14979
761699,"Articles of aluminium, n.e.s.",1,47,40,102,24,70,5,70,3,66,,9527,10002,13749,12416,19063,15744,13961,22099,8853,10484,,422196,483003,533590,484203,534874,627394,641871,654172,553942,558298
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,20,398,1379,66,,0,47,0,806,922,181,130,577,1053,17317,,8179,7675,6163,6195,4986,23736,62584,60998,183521,572774
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",0,0,65,0,0,0,0,111,0,62,,677,955,173,342,4344,314,734,413,1989,3581,,247523,231276,210259,160521,131138,163281,184072,168224,137058,152306
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",22,36,33,47,30,65,31,47,32,60,,230285,274999,258062,271886,221945,214333,168876,186879,195749,217926,,153616,176016,205005,291787,292713,306991,355832,384046,387326,459065
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",0,0,0,0,0,0,0,10,57,58,,6507,8986,10853,10951,3413,2842,1773,14,78,810,,16322,22465,25439,38474,40172,103009,187412,300954,580862,1626320
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",0,2,0,0,0,0,1,292,211,57,,247,626,474,1673,5662,5998,8120,8441,340567,28162,,1441081,1278902,1265156,1196210,873899,868970,941965,812184,910979,1077823
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",1,0,1,0,0,1,5,4,132,56,,675,220,87,855,773,897,553,290,965,943,,1115614,1224215,1345325,1201637,1223501,1341725,1417135,1315666,1317210,1403213
850440,Static converters,0,7,41,2,1,66,6,2,3,52,,9289,30590,21133,41850,15235,8175,8404,126,150,91,,6267474,7495797,7393272,6591898,5919760,6179231,7292692,7106455,6965111,7355383
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,53,49,,71,0,0,3,0,0,0,0,0,204,,49799,31008,22360,23322,10017,4615,6000,6915,54912,82408
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",2832,3079,2331,643,92,298,265,48,95,48,,62240,43808,35480,51472,56753,62380,25581,27456,19274,30039,,156912,156189,221556,226598,195068,182922,190260,102376,80943,92496
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",0,0,0,0,5,0,0,266,0,47,,23910,35569,41479,58489,88481,130165,98769,0,0,0,,233379,194600,214261,158313,87164,107403,174315,207265,305987,300713
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",77,40,73,6,6,9,0,5,7,37,,105014,103953,98138,89299,35221,67020,49938,72356,79727,80177,,7879,10928,18319,32081,40790,114407,111273,107091,197885,236494
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",0,0,0,0,4,0,21,358,122,37,,5357,9493,12192,23250,21066,26698,36069,31499,34938,31387,,64469,44844,17214,13167,9066,10825,10611,8749,6629,21960
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,4,0,5,0,2,35,,386,0,35,162,268,429,271,21,3,71,,14856,15257,18118,12872,9596,8741,11949,12389,10894,12514
400299,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,5,0,1,183,1341,1826,1830,34,,893,365,215,236,247,17474,8609,10355,1374,15,,227347,218318,218669,196240,190130,278065,289023,237162,238091,271516
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",4804,1691,573,276,212,197,149,140,41,34,,424,346,110,3025,123,15,101,15537,52620,128676,,47750,54234,55709,53857,59766,64132,81115,73387,67639,75273
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,12,6,16,12,4,1,27,34,,0,0,0,0,28,31,43,0,0,175,,7385,10176,11556,12460,8128,8012,10894,9106,15519,10368
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",20,0,0,0,0,6,39,36,25,32,,420143,270843,251108,330561,340997,304376,541652,0,0,0,,1521658,1802658,2009289,1760446,1731410,1803870,2270993,2573495,1735837,1936234
841239,Pneumatic power engines and motors (excluding linear acting),0,0,0,0,0,0,0,0,0,31,,182,133,64,701,223,3095,443,11,74,16,,51981,48248,55453,52072,41737,46530,60089,65183,72115,72774
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,5,29,,519,1333,813,870,1889,453,1452,1275,0,116,,1572,3484,1628,797,6834,4331,7150,17182,16008,5605
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",0,0,0,0,0,17,49,9,0,26,,4470,12334,2397,7383,5647,9052,6395,0,9,99,,1145793,997306,1092031,977476,898264,1019856,1148773,1100204,934952,1068835
381220,"Compound plasticisers for rubber or plastics, n.e.s.",0,0,0,0,0,0,0,0,0,26,,4589,4509,2388,1350,2636,13917,11714,5832,4332,5905,,116111,119696,129469,113598,119719,124609,125624,99571,94264,105917
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,5,11,17,0,0,24,,0,0,31,1,385,141,33,75,6,19,,86365,71999,89216,49049,29420,39582,50356,55455,60381,63761
841391,"Parts of pumps for liquids, n.e.s.",6,1,7,1,1,1,0,0,6,22,,17230,25472,20120,25463,22848,20295,24080,12121,14574,23875,,634733,708297,660984,570256,679645,794080,832447,878958,891197,1030521
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",0,0,0,0,0,0,1,77,0,22,,21799,21902,28212,25703,13232,2365,5262,7071,4730,26766,,140522,155679,162247,126468,121040,141552,151334,125264,124090,137988
560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",120,0,0,0,764,1468,491,671,969,18,,0,222,150,641,2248,1999,14356,5373,2958,473,,115003,118059,131955,125193,128736,131018,133626,123196,139965,132879
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",0,0,0,0,0,0,0,29,3,17,,0,0,151,114,333,501,554,6,0,0,,256959,309098,325532,354074,343765,348805,385821,377692,283780,289283
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,2,3,5,20,23,12,32,34,0,15,,20241,20200,17292,16783,15663,17310,25696,25779,28777,24240,,72388,77334,80363,92271,112350,119468,141730,160203,179438,177333
730721,Flanges of stainless steel (excluding cast products),8,0,0,0,0,0,0,0,0,15,,12211,17468,13101,16209,33580,14074,2891,79,59,119,,40933,57550,57147,48945,40964,53338,68615,65469,73147,77061
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",7,0,0,0,0,19,32,560,161,15,,0,0,418,2262,6566,7165,7414,3063,1507,1772,,1161778,999794,890156,824974,836407,988862,853724,762674,660984,759918
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",14,30,27,40,35,44,49,21,6,14,,1956,1638,2944,5527,2101,1687,2578,1127,1004,2391,,36283,38513,44988,51146,61432,56892,50511,37343,38978,41501
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",0,0,0,1,0,0,1,0,3,13,,3625,7399,10002,6269,7527,17123,19935,4,0,18,,4758702,5179842,5142229,5293867,4989382,5599475,6044007,6382310,6732181,8284432
841199,"Parts of gas turbines, n.e.s.",22,8,0,0,0,0,0,0,0,13,,74594,69257,110285,122630,197303,249664,342248,2433,3270,11666,,855601,793789,510052,257767,382867,470633,615098,557190,442924,479071
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",0,0,0,0,0,0,0,1,0,13,,0,634,36,685,7933,4198,376,0,0,0,,147553,187819,192567,207179,207732,214218,254173,262339,223499,272603
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",64,106,60,0,0,38,1,0,0,12,,55825,35198,28525,27388,93723,150059,161416,136198,100166,174038,,1098826,996878,895326,754332,680548,867874,807264,681616,899797,645959
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",0,0,0,8,3,0,1,0,0,12,,782,469,467,607,383,211,315,11,11,9,,10066,11601,14996,18931,19174,18902,18815,22184,18701,20419
848420,Mechanical seals,0,0,0,0,0,5,3,2,0,12,,1667,1223,452,605,1103,2284,1797,4479,2461,546,,212015,204067,233128,186300,165227,185419,204774,200628,202314,227481
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",0,0,0,0,0,0,0,1,0,12,,360,33,0,81,2024,231,4,222,0,33,,43611,58572,83841,124389,170180,189937,208108,200027,191081,173906
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",3,37,47,25,24,29,13,24,16,11,,50448,68817,59494,53661,44568,54677,96814,89319,93527,104092,,70326,78765,79391,77607,80429,88693,103471,96753,81386,75870
283650,Calcium carbonate,0,0,0,0,0,2,0,0,0,11,,3591,3895,5959,2865,3031,2941,3284,3421,6885,4356,,16628,17338,17799,16223,13334,16300,18307,14862,15445,16251
392049,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",0,19,22,27,7,0,55,0,0,11,,11394,4629,2817,5699,30507,27540,34244,30743,27942,17000,,90847,101670,93775,76405,76543,99970,120412,97862,96019,110441
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,880689,918908,714919,760765,837416
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",1,1,0,1,0,0,27,2,0,8,,6326,6670,5452,6092,8350,12092,16299,20398,12616,16763,,66088,71477,96638,84900,118682,123063,111888,125591,134345,137822
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",0,59,0,2,0,0,0,3,1,8,,809,2765,4815,7023,14994,14595,10522,7731,459,4229,,973949,1170959,1272698,1195512,1212502,1336015,1383267,1270265,1276015,1420762
392410,"Tableware and kitchenware, of plastics",46,18,21,17,16,18,15,0,3,8,,50905,47094,47616,47063,76703,39989,41701,53726,40150,48000,,45955,56060,65810,89134,96953,111887,132143,135022,110853,82236
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,7,0,6,0,1,8,,21402,548,35,4,144,560,260,92,1092,1578,,5905,4925,7438,4975,3837,3430,1942,2357,2847,2538
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",13,9,13,8,45,4,8,168,8,7,,39834,34141,18350,14576,4337,4555,8376,4892,2773,4206,,2656171,2774770,2926291,2894040,2970283,3264273,3560528,3611100,3583469,3916096
