Product code,Product label,Saudi Arabia's imports from Viet Nam-Value in 2012,Saudi Arabia's imports from Viet Nam-Value in 2013,Saudi Arabia's imports from Viet Nam-Value in 2014,Saudi Arabia's imports from Viet Nam-Value in 2015,Saudi Arabia's imports from Viet Nam-Value in 2016,Saudi Arabia's imports from Viet Nam-Value in 2017,Saudi Arabia's imports from Viet Nam-Value in 2018,Saudi Arabia's imports from Viet Nam-Value in 2019,Saudi Arabia's imports from Viet Nam-Value in 2020,Saudi Arabia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",4266,4221,1246,846,559,305,420,542,903,1755,,117283,126708,119380,115947,159037,169934,188621,197634,193019,196830,,152028,175925,174224,223682,218577,213226,259250,282400,292913,348652
940310,Metal furniture for offices (excluding seats),80,156,180,246,342,332,1687,1298,4484,1722,,12399,11308,11639,12264,11440,10504,12834,26599,68859,14256,,65917,94817,73848,77858,80774,96847,81762,68160,61770,62367
940169,"Seats, with wooden frames (excluding upholstered)",191,71,67,343,519,407,1236,4936,2751,1717,,506386,527366,628024,679871,747747,800152,680272,749984,788230,696013,,102113,94141,92229,92552,84640,63698,34197,42251,27917,12444
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",0,56,36,0,0,0,1238,2428,2468,1692,,104549,107867,117612,96815,68372,73874,157028,185596,175270,211973,,17531,19098,18216,14876,8894,8252,13780,10546,10007,11180
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),0,101,0,665,3780,5353,592,835,847,1667,,163847,202768,262506,286818,271574,255988,293955,300535,245757,235120,,22407,23708,43365,48480,49828,69157,76842,72129,64258,124389
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",0,75,166,717,517,211,540,1016,2060,1653,,31780,34611,45362,71559,90111,108334,178286,252676,323042,527664,,1177,2067,3653,14551,10340,14385,12475,25524,41129,72708
842121,Machinery and apparatus for filtering or purifying water,126,0,0,0,0,32,284,95,537,1600,,2554,1644,129193,2718,2906,3319,3659,4594,10560,20015,,152963,154443,152137,170222,149275,108528,125979,140428,134447,242355
30489,"Frozen fish fillets, n.e.s.",782,1157,243,623,665,634,39,0,0,1563,,81173,105019,137134,113248,160938,151809,143249,182881,199243,163429,,2275,2684,558,1000,1643,2141,1219,1698,1155,3734
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",390,203,156,379,337,1069,1122,769,555,1547,,330169,442998,563243,590874,623384,655973,730842,721440,514661,644468,,135003,95925,76898,57677,80386,78773,75659,84469,40260,47311
845210,Sewing machines of the household type,0,37,330,970,1986,2089,1409,1137,1247,1534,,67439,99967,185317,214827,234943,236343,284436,278848,362954,546895,,1501,2358,2411,3064,3052,3246,1859,2189,1902,2457
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",0,1199,910,465,918,1092,771,1126,833,1486,,374314,414057,487797,595878,631338,639350,670850,844899,1120832,1072959,,30342,32379,40267,42305,42099,42335,43106,57359,59345,51987
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",259,764,191,376,223,688,2221,1677,896,1458,,191040,210187,225505,253116,297542,378785,442233,472092,421137,1749655,,44232,62119,51675,55707,33595,58100,161936,164394,36829,101699
831120,"Cored wire of base metal, for electric arc-welding",475,97,162,33,79,170,458,1393,702,1392,,39166,41553,52374,59724,56621,65573,56460,59896,53381,66193,,17545,14391,15731,13913,14626,14374,20096,17055,10399,9885
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,0,0,933,373,1194,1358,,20320,25749,39244,29633,33083,50665,57644,72904,97714,45941,,2561,3705,2991,5395,3621,4738,8410,9265,14074,12636
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,1354,,0,0,0,0,0,0,2490,270,91,1381,,0,0,0,0,0,0,0,0,0,1640
821210,Non-electric razors of base metal,27,0,105,244,275,436,1118,1499,1214,1326,,34374,41575,50899,40818,57638,82928,109051,131942,139364,172998,,68918,67910,63949,73298,56232,57544,55452,57015,68687,65544
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",0,584,296,523,333,386,667,902,1301,1192,,254313,323449,410055,385145,467446,460632,400160,422751,463728,376070,,112230,96467,97217,78633,50667,52868,53450,49652,38803,41065
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",91,983,1000,884,1703,4305,4006,1372,336,1163,,47202,84484,118594,111895,145883,190148,181899,192951,227491,335581,,90176,141178,171417,198988,171784,136718,136022,118388,103116,113182
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,0,0,0,0,1157,,0,0,0,0,0,0,275462,311663,356574,409511,,0,0,0,0,0,0,0,0,0,99533
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,0,0,0,0,343,10,803,1157,,14611,9226,3747,15110,7826,7197,20139,21088,13283,5561,,230,115,1785,1401,991,2026,6897,2894,17585,28793
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",2994,2711,3711,1861,965,1330,1908,1222,1526,1126,,12125,21131,26288,18769,24251,26621,23487,23149,20778,19221,,47753,41033,45828,40332,18106,23222,31397,29644,14040,10977
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",0,0,97,671,1307,747,588,513,373,1112,,226495,303976,444073,579426,657799,872311,945371,1049498,1196848,1543758,,2311,7811,11192,12157,11889,9875,16167,8835,26800,47912
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,0,0,0,0,0,0,0,1097,,73603,127888,175814,187522,199282,231170,274661,328634,238031,263492,,207,310,727,1040,875,62,58,378,300,1348
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",528,787,1972,439,1648,2531,687,1841,969,1076,,5764,5723,9158,5439,4562,6752,6544,14427,16488,74888,,26828,37927,44275,31924,33331,26301,26512,35206,20286,23973
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",82,168,372,0,166,119,951,930,485,1075,,288182,158941,181883,175159,211487,190304,199262,343654,241814,276608,,539833,477774,344294,434997,597073,818852,781010,1028825,583550,1408225
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",522,439,942,1557,1271,1215,2037,1764,884,1069,,497669,612223,542727,555999,550068,576682,722688,810519,750026,986124,,122643,45581,40471,47825,92942,68463,70103,116609,67140,59345
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",1165,1471,2082,594,1156,1477,1678,2462,1095,1062,,28819,31753,63984,67899,60886,54468,63384,79856,74413,116267,,21924,26648,33471,38413,24201,21165,14890,19852,22694,24069
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),0,0,0,236,369,168,168,489,601,1054,,69160,88401,119337,127227,135157,178192,96909,118585,149315,372509,,62676,65453,75026,64986,61790,61636,70632,72512,106529,100191
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",2185,4513,4843,8267,5407,4954,2078,1541,1479,1033,,19420,26147,29859,23989,27163,33126,29388,29910,28893,44259,,195330,211428,196827,209776,141927,141247,142180,168251,146206,192226
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",0,0,29,193,1308,1577,901,1233,617,1024,,2353,2616,10511,13925,14355,37013,112290,67681,64805,59828,,71683,71307,75834,76090,73553,91538,112320,113485,84853,113554
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",289,589,807,1487,1538,1952,1020,763,916,1014,,128318,204368,294337,336592,422030,448854,535967,461021,327096,298916,,27180,23022,37361,53925,78894,86277,67970,36464,34133,48555
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",0,69,46,702,1236,0,126,1876,805,1001,,52387,49319,48602,45137,57495,64277,199767,156694,131841,140698,,271690,244752,255260,302821,142046,108868,98639,105891,113074,88378
960910,"Pencils and crayons, with leads encased in a rigid sheath",0,0,269,668,1750,4932,5838,3765,3632,999,,27459,33071,44860,49845,70958,53373,44442,43707,43600,46115,,20678,13147,16551,14870,8397,15818,13535,12069,9560,3275
621490,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...",0,0,0,0,0,0,11,0,0,996,,3137,2790,1676,3751,2846,1205,997,1005,15082,1912,,8381,7643,6665,5353,7595,6380,9053,9504,5059,91368
741110,Tubes and pipes of refined copper,0,0,0,0,0,0,547,228,569,979,,91444,123566,171340,199975,291245,463690,585104,712370,751591,800579,,95840,105172,83992,97956,36793,58171,48845,54708,58708,75423
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",0,0,0,0,0,51,42,67,11865,978,,6360,9839,11633,14863,9445,7752,9162,12622,21291,31349,,21097,16962,16203,25347,27856,20112,23032,34930,67662,54976
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),0,0,94,314,711,779,78,494,896,967,,25348,34490,44439,62083,74043,85238,116331,285593,417209,423936,,47643,55933,62698,57242,57036,44800,48414,45875,63018,49613
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,422,1394,957,,1,0,0,384,0,367,19,39,161,1386,,1358,1051,1078,1323,1292,1610,1171,2333,4357,5156
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",0,0,155,519,393,594,246,411,326,949,,480199,603948,780841,920727,950496,1097543,1306111,1343366,1196554,1507200,,2068,12955,28675,38597,29339,13288,10537,10436,19814,46168
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",0,0,212,62,0,122,236,268,347,922,,4877,9229,10622,15457,27318,34329,44790,48405,47582,170288,,16322,15412,15823,14697,9100,7314,9226,10360,10344,13723
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",0,0,0,0,0,0,0,0,0,915,,5,0,0,16,48,11,14,16,20,1346,,855,595,197,815,471,2299,575,567,1007,1244
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,0,0,0,0,35,0,136,508,271,894,,3888,3882,4617,3997,9732,14372,12865,14779,17128,18007,,15054,12127,13547,13138,10134,10514,10266,9473,7468,8815
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,0,0,1447,113,262,774,563,886,689,883,,131609,139855,183011,205575,218737,250454,301631,339084,357337,289336,,86931,101723,110120,115029,90022,141568,187608,147599,171904,152201
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,69,0,2351,0,78,482,894,1826,872,,146846,160167,176522,108774,161640,222833,0,0,0,880,,308729,333684,367136,350719,303647,243546,174065,276255,148458,88855
841391,"Parts of pumps for liquids, n.e.s.",51,330,0,0,0,45,65,0,289,865,,16255,15806,15554,13157,20139,35724,53334,65413,58396,97644,,256933,311179,331309,333002,279838,261359,299797,363901,365105,259167
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",0,28,110,54,0,111,266,82,167,841,,3781,3232,412,221,275,7559,7951,20470,29592,19135,,91243,106365,110434,98372,71892,68826,63210,86100,96353,78648
611595,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,0,57,52,522,566,451,525,827,,5681,8756,9061,12072,21860,40300,50802,79811,87077,164256,,2279,5629,8348,14734,14174,18361,19788,22975,15947,25642
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,821,,0,0,0,0,0,0,1654,6871,11823,14135,,0,0,0,0,0,0,0,0,0,19223
392640,"Statuettes and other ornamental articles, of plastics",54,0,0,51,52,0,67,128,444,818,,25391,28237,28882,27248,23166,23581,27837,32536,38002,104394,,6470,4657,5358,7442,4344,7122,7731,12613,13884,21232
340600,Candles and the like,28,158,92,395,373,583,752,524,291,816,,168367,166064,161767,155388,181000,184580,234394,270094,347206,767916,,9295,10031,13422,17800,19196,19575,17622,26057,34235,41335
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",0,35,120,891,651,1380,845,692,532,816,,233428,268366,326361,373028,409914,492649,554623,555469,607182,920050,,5188,7734,12507,19800,17859,22241,18977,16586,28063,53709
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",0,0,0,49,65,68,938,529,461,805,,87911,112282,144722,127959,134244,169744,203722,251307,285610,398686,,3606,2797,1296,3442,2922,3460,4927,5616,7844,11793
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...",174,0,419,636,394,44,66,352,120,796,,14729,573,8540,49750,48686,39434,24566,6076,1174,16364,,35343,44620,49168,34056,23861,25321,14805,18226,8797,10053
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",2961,6873,7398,9086,8532,5265,3,0,84,791,,10868,10048,11100,9549,12730,13511,14556,21387,14864,37033,,44812,73560,69715,90343,85987,43904,15,0,9333,43259
30369,"Frozen fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...",0,0,43,338,349,168,45,0,0,790,,5909,840,0,3666,138,483,2508,2039,1721,1711,,1121,874,3193,2767,2630,2818,2728,2446,1458,2980
640420,Footwear with outer soles of leather or composition leather and uppers of textile materials ...,0,42,0,168,74,66,329,184,499,780,,1109,2360,2603,738,871,796,942,2479,13284,16959,,1962,4817,2905,4705,3999,8087,7918,7301,8446,11218
30389,"Frozen fish, n.e.s.",163,46,218,386,361,182,0,0,35,776,,49461,61996,69731,71625,110609,101909,63982,75068,74330,74234,,12835,19575,21440,19246,13602,11656,16158,14712,15547,17707
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",0,196,66,650,148,281,612,722,1254,776,,495843,589240,619227,603436,658759,665475,727989,764007,604495,911005,,11797,25406,14953,22265,40082,40465,42372,43241,55182,95534
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",75,0,0,338,414,211,223,467,467,761,,46025,46695,52027,56182,56247,53009,55983,61006,76281,72381,,14546,14417,18883,23999,22141,18472,18342,22048,20371,25565
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",0,0,0,0,0,0,42,56,342,760,,37518,42325,41398,53019,80646,132399,124845,148951,281340,278652,,570,846,4240,3164,4348,5041,4954,6236,6912,12536
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",0,0,0,487,0,0,0,0,169,753,,3911,5972,3935,2151,2475,5664,5124,3317,3491,7664,,1946,3781,23347,5500,4532,3521,5227,13041,9773,6621
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",0,0,0,83,0,92,54,50,65,752,,60173,60895,69203,75253,90017,104337,130860,161334,183113,198165,,2026,1943,3257,5202,4213,6003,6181,7793,7262,6282
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",28,44,207,433,118,288,344,429,757,746,,15353,13595,21493,30997,35647,42873,53086,55796,74349,78537,,7914,8171,10901,11798,10393,9983,10135,14445,10673,12697
70610,Fresh or chilled carrots and turnips,0,0,0,0,0,0,44,76,44,740,,444,236,4682,3949,4800,4707,8194,7451,9162,14243,,14441,16554,20467,21374,24913,20100,30336,28535,28165,28492
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",72,827,82,0,0,57,33,197,160,738,,13059,13817,22042,21610,27432,22562,25591,25428,35771,40344,,9424,13134,10859,13367,13056,10988,10914,15799,16366,25588
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",170,0,0,0,39,395,154,776,1391,718,,10206,11139,16858,24435,20429,11226,21277,18120,5721,17794,,29502,24598,26326,31106,30222,28221,25259,57639,56639,30176
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",0,0,0,0,0,0,0,0,97,698,,12055,13940,12090,4838,14728,19031,32827,34864,50820,28119,,42257,50424,61352,66687,65537,50545,53907,53006,78948,56710
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",261,0,150,829,503,476,714,647,549,696,,581468,692154,937915,1146904,1188910,1390720,1504113,1656412,1315052,1684502,,5449,6511,26186,24581,49243,41648,38869,16921,44942,54294
960200,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,305,466,547,469,454,345,658,391,587,695,,15142,14680,13576,18840,23606,28598,29010,34475,43533,63405,,2426,1989,2829,2908,1995,2397,2870,2644,3331,3817
