Product code,Product label,Japan's imports from Saudi Arabia-Value in 2012,Japan's imports from Saudi Arabia-Value in 2013,Japan's imports from Saudi Arabia-Value in 2014,Japan's imports from Saudi Arabia-Value in 2015,Japan's imports from Saudi Arabia-Value in 2016,Japan's imports from Saudi Arabia-Value in 2017,Japan's imports from Saudi Arabia-Value in 2018,Japan's imports from Saudi Arabia-Value in 2019,Japan's imports from Saudi Arabia-Value in 2020,Japan's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),0,0,0,0,0,0,0,0,0,0,,78,232,2566,10102,2659,2250,9269,18864,21168,24034,,2763,3384,3147,2692,1937,1782,2114,1317,962,1031
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,0,,0,0,0,596,394,479,116,677,641,22,,14370,13700,13714,12369,15518,14904,16681,18459,16294,17561
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",0,0,0,0,0,0,0,0,0,0,,247932,229539,227640,202476,180679,159003,196492,94703,121784,184056,,29685,25554,23399,18297,17744,15400,16927,17947,28058,15166
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,0,0,0,512,1182,0,0,0,,5151,19827,35749,25063,602,1229,0,0,0,107,,1814,755,1794,2856,3069,4167,5238,5685,5931,4682
790700,"Articles of zinc, n.e.s.",0,0,0,0,0,0,0,0,0,0,,5894,1268,832,1880,3110,5030,5082,2370,1577,1098,,33227,27778,31765,30183,30095,36011,43746,45516,42895,45073
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8648,12793,12428,9834,8778,10693,17837,14925,5428,22096
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,17076,13835,24987,33043,15621,10494,8450,4343,4732,6108
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1015,465,568,530,484,439,556,765,530,915
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,29,0,0,0,0,0,0,,10,6,73,9,68,47,19,27,7,2
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",0,0,0,0,0,0,0,0,0,0,,36144,35860,26303,20511,14425,17988,37299,53634,28390,14700,,233228,205206,209204,168144,160601,179464,191132,217544,195621,255593
731412,"Endless bands of stainless steel wire, for machinery",0,0,0,0,0,0,0,0,0,0,,0,91,0,150,8,2,0,145,0,1,,32,310,115,151,331,149,150,204,99,53
731811,Coach screws of iron or steel,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,22,6,0,18,0,,2008,2003,2153,1690,1437,1116,1942,2153,1427,1948
731816,Nuts of iron or steel,0,0,0,0,0,0,0,0,3,0,,0,465,0,107,50,71,82,262,17,10,,198692,212782,213516,195605,182870,202707,223121,215095,166382,188477
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,0,,135,69,70,135,186,509,388,24,294,91,,668,522,610,589,525,431,243,344,406,598
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",0,0,0,0,0,0,0,0,0,0,,93,822,145,166,62,112,157,0,19,5,,34624,24430,23741,18061,19171,23407,28194,35719,29366,55690
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",0,0,0,0,0,0,0,0,0,0,,0,28,160,223,261,434,989,58,0,10,,24847,27887,25542,22243,20715,21317,27583,25922,22891,27762
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,0,0,0,0,0,0,0,0,,0,54,0,0,0,70,13,0,0,0,,42604,35684,31821,23057,15332,19777,20888,15590,9269,16502
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,265,10,11,0,0,0,,442,968,642,808,1082,955,3332,2115,1456,2739
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,641,5,2,22,0,0,0,,19170,21538,17422,11056,5634,8954,10738,8714,7365,11519
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,91,21,86,19,88,0,0,0,,151884,154720,161940,142832,135456,142500,164569,149154,120591,170894
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,49,855,113,2927,557,9043,18290,51472,59803,95760,,31972,28191,25956,8072,5691,7527,13884,11670,9932,35587
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,42,49,138,0,0,4,,1560,1284,1715,1339,1528,1410,1980,1960,1391,1768
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",0,0,0,0,0,0,0,0,0,0,,890,531,497,634,242,469,82,13,79,25,,10230,10289,9351,8589,9387,9034,9334,8562,9588,11181
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,0,0,0,0,0,0,0,0,,1653,1565,222,1003,149,109,47,0,0,0,,219396,209909,217522,153468,84716,78490,33482,14764,16134,20189
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,57,88,38,20,126,57,11411,0,0,0,,36052,38448,34509,26383,23254,27848,21081,22222,21039,19500
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,0,0,0,0,0,0,0,,0,152,120,125,5,29,5,0,0,0,,10762,15112,11361,15237,13490,8467,12023,7224,11328,8653
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15359,123,0,0,0,0,,144,531,49,139,119,351,3088,22094,99,33
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,0,0,0,16614,13900,7000,9000,0,0,0,,106341,0,0,99378,276045,163557,0,0,95759,233096
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,2644,0,0,0,0,0,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,31,0,0,0,0,0,0,0,,1646,0,3125,2258,1329,1002,138,0,0,0,,54866,46906,40577,53940,84427,102233,72464,97604,112613,70168
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,9734,8908,8522,9523,11835,7590,8741,6617,11533,14307
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,0,0,0,0,0,0,0,0,0,,0,0,84,39,19,12,91,0,0,0,,5201,2331,1855,1436,1215,2009,2806,3196,2292,1799
900691,"Parts and accessories for photographic cameras, n.e.s.",0,0,0,0,0,0,0,0,0,0,,166,49,122,56,110,2656,1502,0,0,0,,46519,44726,41678,51316,35282,11630,10991,12048,13984,15292
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,0,0,49,401,37,104,518,16,0,0,,2625,2468,2468,2170,1711,1790,1692,7333,2125,1556
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,0,0,0,0,0,0,0,0,0,,38,58,160,739,462,662,1469,8,0,0,,2594,3621,1309,1425,2503,1813,612,1814,2110,951
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,0,0,0,0,0,0,0,0,,42,0,0,17,178,110,223,0,0,1,,13570,7734,6459,5888,6948,5964,5729,1762,800,336
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,0,0,0,0,,20349,23641,17511,11308,8046,11397,6845,1671,1604,2665
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,0,0,0,0,0,,152,519,0,185,413,3847,297,0,0,0,,5125,7986,6595,1293,2139,3344,1072,695,676,4467
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,251,0,0,3,0,20,61,0,0,0,,40315,26452,6139,11707,19236,14800,12179,16002,12516,15808
903210,Thermostats,0,0,0,0,0,0,0,0,0,0,,0,0,0,108,185,263,80,0,0,30,,55330,49414,51160,42341,44615,48998,50945,55064,42065,46713
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",0,0,0,0,0,0,0,0,0,0,,0,0,0,125,57,73,4,284,110,1,,32179,44303,45107,48804,51711,37841,63406,68928,52965,22574
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,714,30,0,86,80,242,61,0,0,0,,1203,787,1605,1357,2315,2994,2366,2387,1203,1288
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,0,0,0,0,0,0,32,0,0,,291,294,1004,3099,188,2361,15871,0,0,0,,850438,878167,987396,1028331,997747,990595,1080170,1231702,1027376,1193060
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,0,0,0,0,0,0,0,0,,0,66,44,0,18,0,0,0,0,0,,10339,9051,7059,7944,5941,6114,7315,6735,5813,5819
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,19,28,0,0,0,0,0,,1914,2054,1567,1411,2256,4260,4183,2577,1430,1842
910519,Alarm clocks (excluding electrically operated),0,0,0,0,0,0,0,0,0,0,,0,0,0,10,63,13,11,0,0,0,,193,193,61,93,7,13,52,127,229,627
910700,Time switches with clock or watch movement or with synchronous motor,0,0,0,0,0,0,0,0,0,0,,0,0,0,31,9,6,0,0,0,0,,16978,16308,17132,16940,18668,19760,21124,17880,19705,21125
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,171,17,0,10,9,19,9,10,89,50
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,0,0,0,,3277,3652,3814,3767,3525,2863,5072,1728,714,2063
920210,Violins and other string instruments,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,0,0,,18208,16755,17001,15529,14662,20797,25135,23145,10835,27346
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,4,78,0,0,0,,22960,22413,21934,18917,19596,19297,20115,18610,13859,15092
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,13184,11931,13099,12759,13014,12114,13315,13565,13970,14010
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1819,1431,1825,1770,1317,1927,1091,1064,1481,262
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,63,46,35,40,100,11,40,24,21,34
940169,"Seats, with wooden frames (excluding upholstered)",0,0,0,0,0,0,0,0,0,0,,7892,4343,4732,5632,1730,1028,608,379,654,247,,78444,87178,89586,80297,84980,83217,85270,80350,79475,87812
940190,"Parts of seats, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,30,215,258,43,28,61,7,66,499,,1041723,1028777,1159269,1207173,1263140,1314173,1403193,1405670,1099325,1157723
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",0,0,0,0,0,0,0,0,0,0,,1111,2352,3604,5927,1769,1583,2558,642,409,64,,1427465,1317482,1310771,1130949,1098141,1115972,1138172,1154829,1136014,1195922
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,774,537,358,1518,872,793,2574,557,722,4,,572609,600304,584931,504540,515811,505015,503575,516756,494599,583851
940520,"Electric table, desk, bedside or floor-standing lamps",0,0,0,0,0,0,0,0,0,0,,1177,1975,1679,1121,1007,1228,918,199,19,145,,101863,91152,91700,83367,86625,78639,79003,83107,85838,102611
940550,"Non-electrical lamps and lighting fittings, n.e.s.",0,0,0,0,0,0,0,0,0,0,,31,617,814,232,85,264,32,0,0,410,,8295,8013,8893,8083,6993,7180,6459,8004,7798,15155
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1116,1091,1263,1472,215,89,846,0,0,1,,160234,179244,174089,163863,149479,139768,146695,138250,123864,135052
950450,Video game consoles and machines (excluding operated by any means of payment),13,0,0,0,0,0,0,0,0,0,,814,23143,16544,6320,6662,5317,1183,0,0,15,,1879812,1622077,1428715,903613,972758,1784287,1641039,1371116,1506316,1687172
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",0,0,0,0,0,0,0,0,0,0,,0,0,166,120,50,30,12,4,0,3,,30554,35579,39127,37932,38010,41543,40502,38614,33546,51810
950640,Articles and equipment for table-tennis,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,20332,20592,20308,23229,23816,25391,28278,22126,17512,17352
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,35201,31235,36009,37726,35479,34613,28668,25098,21566,22057
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6425,0,0,0,,163,61,8,44,69,156,75,154,6,561
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,15629,15192,17612,16654,15852,13110,13328,12640,9928,7472
960719,Slide fasteners (excluding fitted with chain scoops of base metal),0,0,0,0,0,0,0,0,0,0,,0,0,0,59,3,10,7,0,0,0,,7610,7186,6726,5864,6412,6412,7203,5816,5549,6343
960720,Parts of slide fasteners,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,4,,9424,8983,9148,8053,8080,7422,8819,8311,4905,6757
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,308,1670,506,12,0,0,0,,588,660,750,644,691,684,324,354,228,287
960920,"Pencil leads, black or coloured",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,20,0,3,0,0,0,,4956,5446,5110,5140,5667,5576,4724,4831,4778,5543
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,0,0,0,0,0,,0,0,0,16,35,6,0,0,0,0,,49185,39114,13951,10006,8461,4386,3319,4162,3084,3127
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,87,0,0,160,73,57,38,0,0,0,,26350,22768,22695,25290,24301,22895,21189,23335,20005,23883
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",0,0,0,0,0,0,0,0,0,0,,1153,1502,2316,1806,3546,1471,1117,925,769,989,,225660,259912,248904,288973,277625,300410,323355,296522,240687,260380
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",0,0,0,0,0,0,0,0,0,0,,97,0,0,60,13,79,127,0,0,0,,74803,70308,68268,60542,54375,53026,48598,46543,37832,46604
970200,"Original engravings, prints and lithographs",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7257,5111,6928,6361,13521,8250,8908,15069,18441,19471
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,83774,57990,62652,40270,36784,47076,53804,34396,28623,58166
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",0,0,0,0,0,0,0,0,0,0,,145,0,0,17,1,36,0,0,0,0,,14142,12037,12434,11546,10504,11016,9805,9918,11117,12803
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,10,25,55,0,0,1,,3604,5137,4735,4964,5161,5137,4987,4676,5493,5949
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",0,0,0,0,0,0,0,0,0,0,,65,192,567,291,73,156,68,0,0,6,,12471,11956,12374,11757,14222,16072,17406,19860,20539,22158
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,0,,28,0,156,194,282,19,564,0,0,3,,23764,26156,27119,30182,27886,24164,22767,21178,23154,30941
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",0,0,0,0,0,0,0,0,0,0,,52,99,173,198,452,478,56,0,14,2,,23321,19348,22924,22390,21595,21967,22980,27482,23015,22556
820740,"Tools for tapping or threading, interchangeable",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,11,85,0,0,1,,10011,10446,9648,9302,8852,10797,14546,15671,10164,11461
820770,Interchangeable tools for milling,0,0,0,0,0,0,0,0,0,0,,62,0,0,23,2,203,330,0,0,0,,52290,52822,58870,66213,65996,74784,84406,85109,65667,78198
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,24,35,0,0,0,,2468,2294,2232,1967,1995,2099,2290,2378,2524,3119
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,7,8,6,5,0,1,,4314,4353,4276,3845,3708,3756,5219,4310,3700,4596
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",0,0,0,0,0,0,0,0,0,0,,115,28,74,245,491,544,802,149,4,164,,51969,83258,94559,72059,73775,73035,77314,71792,66610,80691
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,0,0,0,0,0,0,0,0,0,,788,173,331,1701,891,290,651,64,100,20,,15114,14903,16464,15944,14950,13623,13625,13351,15197,14862
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,0,,0,1468,3809,9235,13912,20356,11357,5983,21555,0,,45,58,86,62,79,81,86,110,98,106
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,0,,1467,0,243,34,80,196,692,65,0,8,,1544,4001,707,3954,681,49,1161,573,6237,8325
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,0,0,0,0,0,0,0,,33,172,0,1389,1333,14,3,0,0,6,,6753,9843,13880,9894,17376,16182,28470,8825,5888,6222
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,0,0,0,,85366,188389,110182,180118,125100,110787,358249,0,0,0,,20587,3897,10098,1308,2455,3900,10460,8582,4056,2455
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,0,0,0,0,0,0,0,,12841,362,2074,4324,771,733,142,0,0,0,,46357,33045,23962,34581,42230,92528,62094,40468,42575,41379
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,0,0,838,0,0,4600,0,0,0,0,,1125852,1110262,1184086,1333723,1774255,1745847,2760757,2236272,1409179,1660547
841340,Concrete pumps,0,0,0,0,0,0,0,0,0,0,,990,935,917,725,13035,2442,5446,0,35,34,,3490,7813,6834,6778,6355,6278,2884,5167,6646,5579
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",12,6,0,0,0,5,0,0,0,0,,0,0,219,69,0,54,947,0,0,1902,,149541,141648,156353,133527,149726,166111,180118,202125,194561,215283
841392,"Parts of liquid elevators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,62,71,229,771,291,93,19,0,203,0,,97,216,225,186,194,184,238,320,256,152
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,0,0,0,0,0,0,0,0,0,,0,258,493,211,136,88,164,0,0,0,,4940,7481,9220,4935,4917,8831,8621,11383,7796,16194
