Product code,Product label,"Singapore's imports from Taipei, Chinese-Value in 2012","Singapore's imports from Taipei, Chinese-Value in 2013","Singapore's imports from Taipei, Chinese-Value in 2014","Singapore's imports from Taipei, Chinese-Value in 2015","Singapore's imports from Taipei, Chinese-Value in 2016","Singapore's imports from Taipei, Chinese-Value in 2017","Singapore's imports from Taipei, Chinese-Value in 2018","Singapore's imports from Taipei, Chinese-Value in 2019","Singapore's imports from Taipei, Chinese-Value in 2020","Singapore's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",3541,3360,3493,2562,2806,2519,2873,4842,5163,9228,,36752,29651,28715,30278,29581,34903,40783,42330,45686,52503,,690653,759920,701463,606149,649133,612823,713707,677289,658509,791761
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",9100,8304,8078,4802,5077,5190,8205,8901,7461,9113,,44339,24981,28092,21124,39800,34497,45426,60853,83159,129224,,74629,83560,72010,62843,70274,94252,111896,125671,101505,96996
852691,Radio navigational aid apparatus,13923,12186,19815,10808,11154,12388,11596,10186,6418,8702,,977150,867512,831132,815610,712901,452222,400274,503430,427124,554730,,452808,271054,192031,142307,128805,163628,227581,280849,214073,124437
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",3213,6353,8021,12128,12128,10057,9887,11862,9374,8628,,114448,120132,128393,119648,117455,174056,184271,171272,149618,218761,,149322,147304,150236,167757,152080,94904,188590,129092,133419,170984
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",4235,7001,7734,7174,8834,10149,9335,5656,4212,8577,,130150,134475,148159,148201,152556,187446,199931,198089,184592,260543,,176890,193753,215220,156771,155698,184895,210793,206243,179462,217413
761699,"Articles of aluminium, n.e.s.",6042,4269,7746,8618,3974,4433,4768,10734,13012,8536,,516935,508673,521986,533062,532552,556875,610040,534698,532770,675830,,373731,360643,339734,303797,316084,263644,363385,302024,319877,385519
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",5078,4732,2568,1936,1985,1545,2335,3320,4948,8466,,557152,507341,575835,456048,371315,484274,493299,367719,315520,502526,,38954,28123,27608,28054,20096,25572,25794,42527,31847,32047
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",3355,3295,3993,3151,2902,3955,5559,3428,3898,8321,,14518,13566,13911,13027,14206,20761,21156,6371,6643,9862,,58739,56283,58117,62783,57050,73344,60846,34203,32771,36050
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,0,5710,6339,6102,8284,,0,0,0,0,0,852052,913075,768975,760682,996590,,0,0,0,0,0,0,356613,346270,342538,409348
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",8053,7120,8497,9392,9126,10454,11042,10389,10111,7965,,237904,257973,291059,311802,349773,428011,483334,388557,290374,287980,,982433,1163248,1170437,1093733,1313503,1592648,2084707,2413583,2422623,2642808
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",8161,8589,9270,8966,8281,10705,8402,7904,7374,7835,,115339,127017,126611,126477,159284,191403,227956,279775,298955,315644,,146938,153828,149022,119477,124296,143577,145079,133203,118334,125290
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",8265,7127,10385,19919,21357,15417,7714,11438,11416,7783,,381954,386060,450589,394674,326480,329927,413564,410896,292922,294437,,5235287,5022570,4217285,4381924,5060008,5920649,7069759,7515708,4815695,4599831
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",6343,4931,6145,5447,6284,5370,7605,8637,5443,7750,,61106,57712,53883,54396,50169,75226,176010,221044,189941,216396,,415262,459603,493058,422125,689984,378466,304099,431124,569046,474902
850450,Inductors (excluding inductors for discharge lamps or tubes),4450,8238,5455,4681,3564,5055,3181,3516,4831,7671,,335147,319361,344541,339672,444052,477623,506980,424934,503202,682403,,375479,407247,325871,288887,286060,261105,326456,318259,300750,379920
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,12695,13089,6119,7748,13760,39118,24490,13144,14042,7442,,203741,210531,280813,309919,263688,431740,453522,231720,339934,452849,,232970,282704,305842,274153,423691,368913,331893,295160,286547,533859
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",290,335,189,297,778,1882,2315,2804,2022,7323,,214861,183682,175986,290431,268250,219782,314385,313985,208679,162791,,106310,134037,110553,114987,86825,122311,157446,113733,105909,186151
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,8,12,0,7224,,0,0,0,0,0,5218,6122,9394,11065,15629,,0,0,0,0,0,0,706,1256,1301,8211
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",8857,7985,22408,5191,4695,4100,4106,4108,5041,7223,,628745,683464,760144,755507,789698,840818,898391,1054564,1423233,2404380,,42316,39264,62630,46569,42745,45797,49138,38349,40189,53762
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",8284,5807,4588,2611,5970,9633,5096,4274,4980,7175,,25640,24905,35107,16797,17043,40777,56484,40667,36207,47353,,9121,6531,6485,4471,10508,13281,8061,8762,9016,17954
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",5321,4853,5830,5442,6058,6246,6441,7842,6105,7170,,62125,46612,49515,45919,46852,53017,53085,51794,47907,51259,,116830,116068,113730,110034,82802,81258,94906,104691,81473,90861
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",8273,8721,7827,7026,6194,7010,7744,6613,6141,7164,,165393,175486,177095,160602,160605,198751,227368,209197,239100,319288,,90232,66003,53155,49074,45817,64309,92091,81451,86900,143127
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of ...",408,800,344,409,957,1498,2795,4164,3610,7131,,46277,55409,57736,63703,90558,120307,131151,149706,160294,216872,,64386,59042,70054,106551,64411,84996,118037,111232,107567,133622
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",3909,2177,1879,1629,2073,6030,5104,3147,1677,7081,,730507,757341,708651,569498,545532,702827,788968,662091,627872,1225572,,96420,84775,77508,69449,67083,81010,75846,69781,67634,89406
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),5837,13393,5602,4873,4390,5805,6946,5246,6239,7004,,231557,223759,237836,238617,256826,292258,302320,284129,287961,377091,,252902,262397,301388,252024,230477,254548,318168,351924,308427,389025
280700,Sulphuric acid; oleum,2310,1715,2599,3302,5293,5043,3413,3753,4451,6866,,11754,10122,12319,16038,22283,26563,35120,42735,58441,81023,,13520,13061,14557,15965,13885,13887,14272,15274,13954,20850
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",398,669,924,482,336,1627,1047,3847,7948,6865,,39461,40729,46038,34488,42491,47984,43549,77980,155363,193563,,59494,74619,87279,75821,86009,89594,90330,110083,108509,148295
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",7146,6287,5524,5341,2822,2991,3122,3281,3724,6768,,26907,31618,29739,26428,21021,23173,30411,23222,15075,16585,,54636,40332,35490,38980,25253,29976,25923,23839,27617,42588
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",5523,3501,2995,4048,3869,3443,3464,2940,5805,6766,,363379,372406,385517,338105,314332,376583,429460,387231,359416,458530,,383806,526225,511810,413867,352032,416982,416158,445841,465438,451600
901190,"Parts and accessories for compound optical microscopes, n.e.s.",1140,4858,5012,5880,5978,7198,6401,6700,4352,6691,,8462,11734,8537,9500,9380,11399,9525,9946,7250,10396,,33666,54517,42863,36556,43105,36756,37201,38816,37703,54155
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",1539,2205,2398,2002,3048,3428,6582,5311,7192,6657,,461438,465215,440137,411557,448797,485799,593358,686699,747143,922372,,233582,276527,209460,198556,152308,213159,214356,250763,234382,327923
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",2941,3072,6744,6896,7346,7533,5092,4117,4586,6649,,110913,98274,99891,85588,78504,93040,117767,91798,91081,143325,,59905,112508,196972,96633,74325,59885,60888,72352,78463,79735
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",10309,12740,13646,11653,9501,8287,9930,6425,5136,6603,,603399,637229,574401,463335,444379,432868,461299,499600,510224,557526,,129542,136159,138918,122317,122126,111469,109394,94562,83765,107294
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",379,377,52,17,122,417,693,521,2234,6600,,20635,22563,24253,21656,21501,22217,25546,22052,19928,31609,,42842,32393,37171,29904,22459,24246,23301,20298,16530,23104
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",447,1018,2397,3801,6373,5177,3889,3162,3443,6523,,446324,359699,354500,417322,469949,600185,575419,791730,757167,854973,,185224,122385,169981,117498,125090,104158,105391,84006,160705,199253
845710,Machining centres for working metal,11887,13658,16110,10393,7048,7405,6733,7137,3916,6490,,1403744,1107965,1264923,1111634,1062312,1205321,1369773,1006522,700861,936213,,44633,44018,45411,36544,24845,32603,49553,32267,21945,36841
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",23871,69537,87489,438,477,5430,2330,42478,26683,6460,,114220,74107,70113,71046,53869,46662,83366,126896,171890,160059,,7398625,15735286,12290283,533831,714225,11793332,12188693,8528482,15256771,12831051
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",3390,2198,2410,2246,823,699,3011,2464,2465,6345,,593033,491992,464776,349534,235294,229918,376906,295305,328888,677461,,5705,2947,3454,11252,4884,2681,3777,2542,2579,6612
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",824568,547278,197004,127467,44474,26345,14051,13048,9751,6319,,6060622,5743162,3710624,2786303,1875402,1647699,432429,121123,165572,122270,,6046163,5860819,5021639,5043594,4675709,4982981,4872391,5021375,4494629,4948929
848640,Machines and apparatus specified in Note?9 C to chapter 84,1296,1733,10362,6386,6963,22721,4894,7700,3583,6222,,91680,67674,109506,110864,170699,199244,256569,288653,216093,310422,,188953,169799,180764,213333,256124,414612,482870,346148,496157,819263
731816,Nuts of iron or steel,1927,1274,2046,2631,2719,3553,3783,3227,3627,6122,,750988,781073,884545,830315,788460,895411,995556,897104,731365,1044051,,26128,27917,31044,26502,33568,42721,48662,49931,38461,54338
841391,"Parts of pumps for liquids, n.e.s.",7524,8603,10297,5213,4859,6015,11888,8855,5425,6105,,130517,133832,155278,118632,105182,131868,144531,136364,120591,154106,,369170,346887,311417,270947,240719,218403,253327,263215,228107,252841
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",241,194,275,139,159,493,932,773,1359,6054,,147248,147039,172058,152010,145083,139340,139823,145636,130525,245913,,6530,6539,3933,2952,6954,15169,22289,21149,13980,19887
850110,"Motors of an output <= 37,5 W",5330,5100,6852,7490,4840,6614,7088,5282,5709,5985,,159980,167147,182451,179781,204323,201701,174038,165712,143075,200815,,339599,264082,234992,162195,156756,164192,183226,162215,138217,180294
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",212,145,411,1639,1818,4157,2890,3684,3367,5920,,68339,54209,54742,39033,32497,39629,40737,35867,26804,32238,,401,307,1804,4913,4236,6192,5093,5112,3874,7677
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",193,2911,240,324,6572,70,1071,390,514,5877,,37972,33253,41393,36664,47676,73904,53044,39226,60880,67713,,61908,54538,64944,57567,44571,24858,30089,27354,45899,58553
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",10789,6686,6038,5480,6282,9189,11681,9377,7216,5739,,1234047,1192436,1192664,1152038,1122593,1209901,1262074,1172580,1066760,1292023,,295882,414307,387389,407512,362986,347635,421721,493505,431237,458127
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,0,0,9105,1565,0,54,0,3708,5718,,546433,483374,380652,693577,381968,480201,288464,148356,232411,261125,,2739428,762262,5291,10914,14125,7520,429,8765,3791,10641
291714,Maleic anhydride,5935,4733,4213,2062,2399,2715,4313,1539,2123,5702,,58353,80564,92078,57333,45547,85433,95363,58824,60159,126580,,14784,19482,18899,12389,11385,14488,18287,13815,13511,25115
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",2594,2868,3102,2497,3820,2473,3223,3219,3748,5631,,159376,147946,183559,187786,239679,224445,199214,253392,285399,290488,,113158,102010,141250,107481,129946,173294,227278,419239,382836,400959
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),1984,2545,3693,1916,1518,1286,2000,842,418,5599,,91523,97486,87584,97133,98171,104418,117517,128280,123401,163987,,53176,44183,44249,50798,34467,30949,33476,25733,19109,36028
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",17026,17097,10901,12361,8099,5138,4366,4695,3875,5532,,266668,305099,316475,321417,267815,270033,238232,211003,183057,202625,,30710,27512,17501,19580,13978,18856,12334,16742,16440,15519
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",1945,2556,3610,3082,3703,3467,3926,3690,6330,5365,,191732,209715,223686,228272,247766,254745,289209,316675,335198,395279,,1092661,1446556,1524900,1375932,1395114,1329135,1328190,1384078,1686132,1194343
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",3956,3510,3439,1795,4582,8414,11089,7742,5389,5302,,128228,131172,153254,150737,140177,169211,193764,164040,158941,175868,,10019,8554,8692,6599,10555,11427,16988,12704,11448,13977
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",4246,4249,2588,3154,15937,4852,10654,3476,2337,5286,,176815,150685,136841,121877,212026,224854,213266,114797,113396,130665,,262722,176322,159657,185785,175304,251460,284017,199323,170327,229140
850760,Lithium-ion accumulators (excluding spent),168,346,241,549,1125,2449,2283,1783,5697,5206,,0,1223,59179,138911,175073,206463,276337,314481,319638,424221,,57961,179216,153567,139910,128827,107240,194200,179619,226845,281634
730661,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron ...",17,188,1460,382,446,677,377,619,772,5162,,18874,22977,20300,21639,52459,67374,100478,91561,73932,130430,,22957,28940,41725,36723,38755,44700,47049,83761,36690,75686
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",31,18,14,0,34,1061,1838,2106,2942,5079,,17624,16011,18010,9999,9877,9512,9932,10141,8108,9266,,1837,1775,3282,3416,3204,5005,6976,6927,6211,11464
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",4871,4146,3248,3307,3111,4963,5363,3584,3598,5005,,514232,452044,532513,498791,493698,622634,660335,514525,480911,711251,,141090,95448,88678,83672,72848,92810,107672,96578,78868,128320
