Product code,Product label,Viet Nam's imports from Australia-Value in 2012,Viet Nam's imports from Australia-Value in 2013,Viet Nam's imports from Australia-Value in 2014,Viet Nam's imports from Australia-Value in 2015,Viet Nam's imports from Australia-Value in 2016,Viet Nam's imports from Australia-Value in 2017,Viet Nam's imports from Australia-Value in 2018,Viet Nam's imports from Australia-Value in 2019,Viet Nam's imports from Australia-Value in 2020,Viet Nam's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,,,223,10,136,699,65,167,24,97,35,241,,5,8,2,3,3,12,22,8,8,626
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,,,0,0,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",46617,74540,74959,105694,184461,372742,611800,921217,883005,,,43691288,38380799,35187114,29623822,28260420,40555876,47206109,44407758,32725070,43934284,,175590,186418,185360,240889,398005,823290,1243149,1634989,1415077,2254665
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,,,12,0,0,0,0,0,6,0,0,83,,127,148,125,108,75,79,252,256,18,511
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,0,0,0,9,,8050,7528,5618,5890,3586,25126,4972,6501,15676,6291
280110,Chlorine,0,0,0,0,0,0,0,27,0,,,2927,2186,2093,1215,715,1169,1478,867,1640,2148,,33,60,122,119,142,87,13,168,37,42
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,,,14,14,30,2,5960,2,0,0,0,8,,3080,1350,977,1037,860,948,1149,1280,1538,328
280410,Hydrogen,0,0,0,0,0,0,0,0,0,,,17,16,8,94,27,109,79,22,14,101,,23,183,7,16,36,122,17,36,21,49
280429,Rare gases (excluding argon),0,0,32,0,0,0,0,0,0,,,3433,2534,1324,1218,2815,8340,1941,14341,39619,43515,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,0,0,0,0,0,0,0,0,0,,,1731,2075,1560,935,1092,571,902,658,868,1036,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,,,1415,1827,2426,2611,1983,1599,1764,2504,2648,3745,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,0,0,,,8816,2698,1075,344,906,457,5186,4700,7810,0,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,1,1,0,0,0,0,0,,,439,397,978,1363,824,383,213,299,254,240,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,0,405,0,0,4,1,5,0,0,,,35,321,7,87,16,215,112,358,319,294,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,,,11,0,1,15,0,17,1,9,16,0,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,,,9151,1980,3531,1900,1006,919,1473,911,1457,1385,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,,,6384,2424,1003,1528,1226,1318,1099,784,371,864,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,0,0,0,0,0,0,0,0,0,,,251,244,185,81,6,24,16,95,35,20,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,0,1,3,0,0,0,0,0,0,,,256,139,100,291,94,202,79,129,74,46,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,,,71,9,75,35,100,30,6,31,2,14,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,48,140,171,116,152,151,11,50,,,773,1420,1555,1671,1962,2387,2780,2758,2492,3181,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,,,5,50,0,38,1,11,39,19,49,58,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,0,0,0,0,0,0,0,0,0,,,10,47,27,21,29,15,5,18,5,42,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",178,469,253,0,39,0,0,0,19,,,152,346,658,886,413,747,777,3022,422,1269,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,,,276,89,36,59,77,123,133,55,115,155,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,0,0,0,4,0,0,0,0,,,58,20,101,90,110,27,252,85,23,1681,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,,,18,19,11,10,3,72,2,5,10,17,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,0,0,0,0,0,0,0,1,0,,,25,60,14,193,96,31,11,24,5,3,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,3,3,4,1,3,4,11,0,0,,,0,3,4,12,0,0,0,0,0,83,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,,,30,0,2,4,107,4,0,14,1,1,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,,,57,12,21,9,0,4,0,6,8,6,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,,,22,11,17,12,7,0,0,5,5,5,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",0,0,0,0,0,0,0,0,0,,,48,73,53,66,25,33,13,121,86,7,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,,,4,0,1,0,1,1,1,52,0,5,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,0,0,0,0,0,0,0,0,,,839,3090,3770,789,1475,1444,1840,2008,638,1107,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,0,0,0,0,0,0,0,0,0,,,3504,1298,444,725,1161,4580,66,190,146,134,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,,,13,23,0,0,0,0,7,2,8,4,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,,,3,4,16,18,23,4,9,9,11,3,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,0,,,451,401,114,5,1,1,7,1,0,0,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,0,0,0,,,45,101,96,52,142,523,1204,294,191,181,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,0,0,0,0,0,0,0,,,9,97,48,68,18,18,97,37,32,43,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,0,0,0,0,0,0,0,0,0,,,78,40,1,2,2,4,5,1,11,3,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,0,0,0,0,0,0,0,0,0,,,5,63,3599,2680,1033,0,24,0,2,0,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",0,0,0,0,0,0,0,0,0,,,8,20,306,88,42,5,297,12,38,26,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,15,0,0,0,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,0,0,0,0,0,0,0,,,98,64,45,23,47,34,40,36,28,129,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,0,0,0,0,0,0,,,4,6,3,1,3,7,62,7,7,8,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,0,0,0,0,0,0,0,0,,,17,13,40,154,206,274,414,462,174,200,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,0,0,0,0,0,0,0,0,,,14,18,2,7,3,3,3,30,10,29,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,0,0,0,0,0,0,0,0,0,,,12,4,50,5,43,33,107,13,3,23,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",0,0,0,0,0,5,5,4,5,,,435,405,533,329,187,963,853,378,308,401,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),0,0,0,0,0,0,0,0,0,,,152,113,105,240,101,280,288,219,1132,1677,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,,,0,57,2,2,0,0,0,2,0,0,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,0,0,1,0,3,4,0,0,0,,,2671,2110,1112,1182,637,675,532,777,895,986,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3,2,0,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,0,0,0,0,0,0,0,0,0,,,10,12,0,1,2,15,2,0,10,1,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,15,59,2,7,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,,,5,11,8,13,8,19,14,7,12,45,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,,,327,6,6,14,71,21,12,14,18,119,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",0,0,0,0,0,0,0,0,0,,,177,21,33,77,7,12,3,38,11,0,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",4,0,0,0,0,0,0,0,0,,,1017,792,864,1134,341,389,668,260,1469,1364,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,0,0,,,59,13,181,350,209,93,62,42,346,45,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,,,1723,804,4251,6664,8908,9939,8289,11417,10500,4991,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,20441,6317,11706,13938,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,0,0,0,176,122,,,6951,6274,2865,2007,10459,97885,117152,94466,111524,109527,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",0,0,0,0,0,0,0,0,0,,,4665,5080,7848,5117,4731,5297,5337,6898,9090,14388,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,15,0,0,,,12,7,0,62,113,14,91,30,59,133,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,29,117,0,5,9,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,4,,,1706,1555,1875,2099,2854,3067,3468,1492,2612,1481,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,0,0,0,0,0,0,0,0,0,,,18,0,7,8,8,0,1,14,3,11,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,0,0,0,0,3,0,0,,,46,131,81,126,38,0,8,6,20,25,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,1,0,0,0,0,11,16,6,0,,,106,53,219,375,155,40,22,38,13,91,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,,,232,341,346,287,375,193,16,806,131,11,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",4,1,12,3,134,39,40,22,0,,,5206,3906,4962,3512,5300,7377,6618,9500,11687,5561,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",30,45,48,9,40,28,51,38,34,,,15958,13657,11125,9175,9108,7315,9688,10130,10232,16552,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",10,35,1,7,43,80,207,339,161,,,5685,7120,6247,5430,4862,9583,7321,8357,12301,21719,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",48,22,8,44,4,16,115,65,7,,,19869,12239,11194,8882,8980,10067,13372,9964,8499,9001,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",40,46,66,30,197,295,219,128,202,,,14339,15766,11349,12199,11953,12519,12476,13394,14388,18290,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",2,1,0,2,3,35,36,108,92,,,20416,23859,16482,13815,15120,6968,7194,11054,10466,11315,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",64,28,20,29,8,26,30,63,115,,,4247,3932,4249,3206,5242,7451,7968,6644,7954,10083,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,0,0,0,0,0,2,0,,,41,149,400,107,160,137,113,305,279,728,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",59,37,33,27,12,64,65,56,76,,,6776,6805,8412,6938,10790,31248,26363,11664,11841,19771,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",3,1,0,0,0,0,0,5,34,,,3384,3658,7211,11223,9657,9053,10414,14393,45830,22704,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",4,34,16,1048,253,323,42,69,46,,,17877,16714,17604,17244,12739,14881,20411,16026,19134,17231,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,,,40682,51560,23703,6301,6930,6219,6568,5727,4526,9039,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",3,1,0,0,25,0,38,66,0,,,113869,121115,134178,78529,67419,57361,50410,49605,123921,138142,,1239,3890,3585,4064,4370,6035,7249,7432,11821,22695
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,,,6455,5004,5084,4927,6335,4850,3899,4540,2201,3512,,0,0,0,0,0,0,0,0,0,1815
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,,,36,17,2,4,4,0,18,227,13,359,,678,460,952,1209,3581,478,434,499,310,209
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,,,0,0,30,3,2,0,0,2,109,32,,59,84,55,0,0,0,24,51,64,2
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,,,9,7,0,2,18,0,5,2,11,3,,113,313,203,192,77,7,5,48,73,5
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,,,46,41,50,27,181,356,391,449,289,145,,8402,7252,7798,8845,9192,7154,7187,5574,2892,498
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,,,0,7,0,0,1,0,3,0,0,2,,159,479,204,213,447,1140,347,206,326,288
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,,,0,89,9,33,0,0,0,3,17,16,,499,478,567,347,330,387,115,0,0,132
380630,Ester gums,0,0,0,0,0,0,0,0,0,,,119,78,19,0,45,1,0,1,20,5,,990,1301,1487,1735,1817,1694,1707,1919,1814,713
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,0,0,0,0,0,,,153,484,267,264,196,343,312,458,296,506,,3153,2739,3254,2594,3247,3735,4369,5591,6166,6571
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,0,0,0,0,0,1,0,12,0,,,3915,2924,2940,926,1569,1882,1376,1092,2143,3648,,20574,24016,24433,22765,19073,8375,8107,8413,6738,7651
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,0,31,0,0,0,0,0,0,,,2041,2042,1066,1953,9021,1320,1667,1160,996,2904,,25651,30801,25477,31216,33950,32405,48875,70300,84555,52795
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",60,145,106,152,76,151,119,200,292,,,5851,6411,5699,2978,1885,2137,6136,3127,2899,4761,,20734,26252,23245,22856,24988,38716,39241,44682,48034,61743
382370,"Fatty alcohols, industrial",0,0,0,0,0,0,0,0,0,,,127,308,380,335,189,236,173,373,117,269,,1291,1355,1585,1085,2176,1461,1290,1241,1642,2895
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,0,0,0,0,0,0,2,,,68,163,337,0,15,4,187,226,237,160,,2406,319,582,96,282,147,188,68,139,554
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,,,0,0,0,77,39,13,3,0,6,0,,0,0,1,73,1,0,0,0,0,
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",144,481,1121,1978,2540,253,470,0,0,,,12411,2601,0,0,0,0,0,0,0,0,,363938,401366,488616,459700,508529,631288,811266,765806,692386,897386
390311,"Expansible polystyrene, in primary forms",157,110,130,42,128,44,131,94,63,,,206,131,36,26,483,398,117,116,567,1025,,78091,91680,87247,79634,82691,105454,132862,121920,103551,115009
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",3,6,10,7,4,0,0,0,0,,,1991,2070,97,273,262,1250,1521,1042,799,1502,,30029,35597,35147,36106,37997,56637,68175,86800,92034,141157
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,0,0,0,0,0,0,0,0,,,367,183,110,68,77,117,0,42,2,1137,,11887,12293,16386,19653,16857,17515,20148,20728,19461,29110
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",0,0,0,1,0,0,0,1,1,,,200,48,28,34,27,4,18,294,49,127,,11316,11928,13589,13767,15128,16907,17733,19652,18711,20308
390730,"Epoxide resins, in primary forms",156,118,108,151,258,190,334,118,199,,,2486,6173,7031,8890,10243,7086,5139,5865,2799,2879,,43905,49187,63446,63043,63451,66476,80542,80621,79266,133577
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",155,329,49,73,140,419,325,74,110,,,7221,5746,7321,3554,6498,9121,7168,6899,5927,7872,,70674,85601,89505,112894,121940,183300,216719,222724,204685,320778
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",0,0,0,13,2,20,58,124,164,,,1225,308,329,261,309,76,348,242,1600,411,,41210,69590,81430,74585,71862,137999,237419,261819,211070,430255
391510,"Waste, parings and scrap, of polymers of ethylene",4,71,288,287,563,384,576,1204,1354,,,29056,19067,19149,20019,15003,13341,8605,9047,10756,28523,,1691,2587,5352,6321,10081,21192,16722,38474,39993,80306
