Product code,Product label,"Taipei, Chinese's imports from Russian Federation-Value in 2012","Taipei, Chinese's imports from Russian Federation-Value in 2013","Taipei, Chinese's imports from Russian Federation-Value in 2014","Taipei, Chinese's imports from Russian Federation-Value in 2015","Taipei, Chinese's imports from Russian Federation-Value in 2016","Taipei, Chinese's imports from Russian Federation-Value in 2017","Taipei, Chinese's imports from Russian Federation-Value in 2018","Taipei, Chinese's imports from Russian Federation-Value in 2019","Taipei, Chinese's imports from Russian Federation-Value in 2020","Taipei, Chinese's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",67,0,0,5,67,108,165,343,1648,390,,564935,701060,625518,635951,714789,745404,745368,706948,657023,796916,,163155,162771,184233,194762,198618,222860,218615,228126,227446,283689
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,9,20,64,388,,1,7,1,1356,6,0,55,697,326,446,,253,535,371,462,421,192,200,139,312,644
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",16,143,0,0,0,17,91,56,51,383,,56,67,0,35,0,0,0,1,2,0,,6125,4841,6013,5848,7701,9103,10952,8240,7270,8462
999999,Commodities not elsewhere specified,1157,281,251,640,393,1288,1024,729,888,380,,12711257,13208165,11646991,55364811,45239262,52887528,63746027,55265424,39315738,73343877,,2137731,3152091,4097793,4552289,3273929,3698539,3509151,3723829,3768943,4306975
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",315,0,198,74,0,20,20,37,61,376,,146753,159012,112072,140877,142912,139586,190796,112788,196595,318775,,4927,3156,3510,3118,3281,3067,5465,7266,9068,11035
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",84,216,200,2,80,191,323,291,139,375,,4969,6161,8987,9132,9540,11206,13090,12825,9725,11469,,72362,69494,74092,64933,70212,71508,70906,57887,55820,92986
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",143,223,235,207,67,175,461,166,287,351,,82232,81368,90561,63561,73853,94470,107302,120425,124595,174345,,106094,109789,120363,119155,111166,109092,111380,114953,110440,118515
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",5286,3336,4192,1249,159,193,55,84,73,346,,361703,288960,204116,192206,190659,288480,269376,239338,246581,441122,,186733,139976,113573,99582,85465,126817,109088,92475,75350,92745
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",1,19,24,6,8,24,62,27,218,345,,107743,114717,104644,74938,88655,124238,127830,149832,195152,192740,,602868,606523,624555,635325,773767,743211,867852,850633,719443,731481
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,459,542,778,723,555,341,,860,689,1046,3657,5273,4242,6294,5947,5301,6207,,91672,83796,111966,99699,89893,97447,110285,102102,86995,101910
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",0,1661,797,0,28,165,450,0,1646,333,,11745,19306,11934,2515,2529,5562,2029,6252,2254,4366,,33346,36208,40787,32373,35978,41963,42416,36844,36489,45030
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),427,374,244,243,210,229,221,159,140,332,,33553,41336,37544,29854,27421,38831,42104,40002,40187,53191,,226714,229889,257585,233772,225581,247599,260865,245345,251518,328545
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,37,189,323,,50421,48117,49131,31912,29459,28636,30951,36348,39548,63060,,16894,15610,17599,16288,16470,19376,20572,17878,20148,29147
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",7215,1135,828,3108,1546,3792,2918,238,180,318,,16967,1846,1715,1583,303,479,1469,2283,1268,1727,,45380,54147,119376,138293,66965,55903,55327,43558,51256,56620
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,312,,4767,4808,4673,3704,3884,3800,5213,5903,3779,8575,,0,1,207,111,1063,1011,257,404,90,687
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",62,73,76,65,128,149,226,262,273,310,,53448,54976,67006,56477,57278,76104,90804,96978,97773,125625,,33244,36321,29534,29492,31853,36786,40013,75086,87011,99382
220860,Vodka,193,230,232,73,116,280,113,93,185,307,,207573,234775,218338,116125,121598,135649,149888,161469,149333,167828,,5014,3764,3604,3988,3695,4185,4138,4791,4582,5533
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",0,0,1018,896,1324,325,693,0,0,297,,41181,40778,30364,15677,16367,22737,15089,15739,13663,57071,,50988,45019,31891,20776,38624,33666,36316,29568,17755,14884
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,59,192,0,71,0,1638,296,,0,19,23,17,71,50,26,581,30,105,,0,0,1397,1465,3336,2108,6645,980,4535,3769
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",15195,4467,3376,1040,1514,334,423,124,176,293,,6823,5827,11837,13147,18968,35542,84902,99144,60905,46279,,2521702,2790158,3292574,3035912,2788016,2960958,3053871,2553086,2661965,3078486
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",18,0,65,44,0,255,339,356,450,282,,0,34,32,46,1,93,151,28,52,9,,126603,136075,129142,113524,106517,144946,127202,147098,142839,116115
283421,Nitrate of potassium,0,0,0,0,0,56,177,241,208,269,,8434,6471,6282,5950,8968,11505,13616,9201,11555,9561,,6527,5813,2395,1773,1465,1114,2047,1860,1977,2401
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",0,33,106,230,119,6,172,407,194,266,,885774,768000,689787,490580,482338,430209,564773,447757,332773,404345,,108979,123623,129108,116083,93122,83112,78423,71728,63988,65548
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,469,153,258,,122304,69617,99995,83102,89396,106888,121179,117222,139818,237501,,558158,365433,373367,328791,244501,330681,351116,510852,321819,283811
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",0,0,346,0,120,233,190,191,206,256,,1914115,1731844,1486658,1422234,1164687,1370599,1561903,1467433,1273758,2024941,,6547,16378,10599,12303,13561,10518,13720,14887,15748,15935
720291,Ferro-titanium and ferro-silico-titanium,0,436,492,0,226,51,313,0,157,248,,63784,39845,71672,54915,40880,47379,41842,47522,41849,75356,,1151,1368,1620,691,1210,820,1422,936,956,1823
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",10906,7378,9265,9627,7828,4127,2623,289,3465,239,,334887,243349,209313,205309,170139,233499,281381,208310,139017,142368,,174173,162759,141462,136632,139390,229184,242401,193660,188268,170909
281820,Aluminium oxide (excluding artificial corundum),161,332,329,221,164,202,369,204,241,238,,1185,701,998,27089,63991,55472,56710,74886,856,1212,,82189,79647,80496,69434,71339,74975,81577,77519,72653,86590
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",0,0,0,0,0,0,0,0,0,228,,6545,7380,10974,7087,7203,10256,13183,14908,14175,16812,,39307,34314,40976,32506,34986,39655,45551,41430,35901,37816
810590,"Articles of cobalt, n.e.s.",0,0,0,0,0,0,0,0,0,223,,624,474,246,193,199,518,506,941,835,1116,,12675,10491,12426,11722,12961,18267,18985,20787,21127,23212
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,0,0,0,0,0,0,0,0,213,,1406,4264,2148,9,196,290,289,199,16,61,,20374,21145,24872,26694,31434,47277,84425,53691,60333,84892
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,38,544,213,,205081,225562,260085,253360,267748,338997,228429,261459,308729,486633,,345,248,1078,1384,1130,2113,3281,1352,1403,1714
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion ...,21,82,3,19,52,52,41,38,39,208,,22209,26418,35537,24572,21996,34837,36829,36460,43539,88246,,16817,16475,15191,13909,14508,14697,17041,16270,19942,20442
901320,Lasers (excluding laser diodes),130,13,18,248,223,398,482,418,135,208,,67350,54674,74995,106717,128800,311359,200993,159328,112973,136968,,85748,115403,152429,166409,148959,168736,220189,228038,253284,297651
30389,"Frozen fish, n.e.s.",0,0,134,850,1524,71,197,267,77,207,,56114,50648,55025,40181,32877,39496,39514,33135,39457,32314,,0,3740,47936,48531,54678,49297,35709,55025,50300,33044
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,15,49,0,4,39,45,88,100,203,,11,38,26,63,23,47,49,123,172,319,,0,37,3271,2159,1381,1546,1298,2554,2714,4077
854150,"Semiconductor devices, n.e.s.",120,368,348,382,711,296,287,146,267,200,,24833,20734,17984,14267,21360,24058,21236,22353,23860,28909,,309228,288954,242733,123959,50142,25811,23414,19104,27420,23926
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",93,0,0,0,0,0,0,0,0,193,,66696,46532,38956,32198,31388,78539,62407,66237,91775,116532,,27737,26623,31993,31109,26232,24148,30602,28075,24905,31977
710510,"Dust and powder of diamonds, incl. synthetic diamonds",581,1363,912,680,352,604,506,464,305,185,,7521,7582,9590,7527,7119,8087,8075,7895,3815,5725,,10131,13603,10727,10123,8983,9564,9377,5821,8249,9226
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",0,0,0,0,1,0,0,0,25,175,,103,144,304,423,274,470,595,524,536,1303,,2704,3317,4413,4016,5390,5250,5826,6323,6397,7288
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,0,43,0,287,0,296,0,3,172,,27012,44356,51933,49636,46371,44475,25548,53621,32882,33862,,29107,72941,51242,37310,65678,38417,81453,63801,98354,127157
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",4,16,0,2,14,3,0,21,208,170,,13822,10695,16856,12821,16506,16876,13965,10685,7178,8073,,12023,24027,42114,30461,9140,9278,10217,4883,5101,8632
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...",0,0,0,0,0,0,0,511,256,170,,1131,921,595,140,298,355,727,4314,4631,2184,,13383,15764,14915,17885,18824,19889,23929,24839,29037,31651
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,315,61,21,113,8,0,8,39,36,167,,403,893,513,2910,1590,2717,4132,775,283,472,,1527262,2218244,2460938,2350815,2806462,3739515,3857021,5399515,5740056,6798467
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",0,0,0,96,56,65,149,155,135,161,,12627,37147,20080,14463,16919,16313,14016,15570,13547,17669,,110027,100922,96773,84551,85331,92230,94312,83387,83789,101795
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,127,900,1052,747,523,204,274,157,,24278,20305,24558,28830,29850,39516,53835,63901,65507,84582,,45486,58321,64127,62485,80930,64034,100282,72655,65333,80614
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",0,0,0,0,0,0,0,0,0,154,,346,121,356,298,468,1001,1511,2652,997,3984,,44795,45436,47832,42303,37459,40069,46705,42985,42379,56100
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,17,0,153,,1375,1413,1311,1725,5862,18865,15490,22031,35227,36450,,2371,2235,1785,1487,1285,1566,1540,1541,1568,2152
100810,Buckwheat,0,0,0,0,0,0,0,0,12,153,,2165,6944,12641,16326,8047,15720,17598,18791,28959,44291,,161,254,231,225,246,246,281,344,294,366
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,0,31,0,0,0,0,146,,4476345,3469064,5387323,3862883,4170863,5730120,8321729,6315520,7853729,7173222,,0,3660,50254,48918,38623,41801,42850,55177,53198,62001
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,17,200,29,25,0,0,0,0,146,,6936,8803,6260,5843,4541,5292,9233,8316,8733,12815,,19129,19382,17741,14682,11142,11792,15606,11873,11831,17691
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",0,33,78,187,298,320,429,462,150,138,,1654,25336,2850,1541,2921,1612,2943,2426,2806,3283,,83416,93254,97448,73547,74865,85393,94259,127522,150935,156403
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,25,128,,853,307,348,217,145,184,350,1273,1478,1072,,12053,12335,11709,11274,12641,11166,11250,12223,12034,15718
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",151,111,72,97,105,70,77,65,39,128,,6164,9769,5735,5256,7284,7616,7554,7816,12814,12196,,24252,27297,31293,26544,26873,25638,34793,30083,38718,41447
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,0,0,0,0,0,0,0,0,119,,59011,45703,40715,27524,25927,34960,28676,31423,29075,40599,,62653,61181,62290,56921,56418,71260,72257,54582,49924,69484
293040,Methionine,349,81,0,0,0,182,71,32,69,119,,44012,28230,31906,33815,27472,26170,29538,26127,25781,28410,,25966,15964,21746,25009,19774,14688,14413,13585,15644,20102
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",1,0,0,121,52,0,22,53,17,118,,134686,129640,135249,110663,99200,115144,134711,154305,153941,197364,,4625,5364,4884,4266,3711,2986,3900,3334,3461,4049
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",46,16,15,35,14,6,28,45,73,118,,28372,45188,51625,46041,51723,64976,73617,84907,105683,137436,,202306,214699,236995,271929,268443,282971,315836,312762,318500,375505
901813,Magnetic resonance imaging apparatus,0,0,0,0,0,0,73,26,110,109,,1116,1685,3018,1655,1721,2578,4950,2931,6757,5439,,14155,12408,18455,18522,16761,14576,17395,25010,28207,29036
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,30,53,106,105,,106297,95864,141974,100503,83725,85939,89458,62780,60877,78521,,1533,1112,1186,1181,997,1208,1348,1580,1040,944
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",0,0,0,170,0,35,93,34,13,103,,0,0,120,157,641,288,15,11,9,1,,18799,22304,27459,15083,7453,6763,7301,4911,3616,4987
220300,Beer made from malt,0,0,28,17,0,0,4,201,139,103,,150869,151738,131083,104795,125520,129088,150646,147928,130500,160850,,158524,166044,183483,172220,185498,191685,186924,197659,205322,226236
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",96,82,124,188,104,110,164,189,51,100,,14593,10819,9513,9122,9807,12207,14517,10454,11016,14338,,19398,17451,15116,12032,13570,17586,17710,16908,16359,23936
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",0,0,0,0,0,0,0,49,0,99,,841,1055,2099,976,276,1395,2908,3155,4656,11279,,25904,28087,31187,23415,20999,23269,24262,22111,20490,30238
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",0,0,0,0,281,0,40,0,35,98,,192166,111103,95754,156547,199774,241281,228039,137121,170164,372735,,9832,11345,9794,10136,10752,10055,8268,8286,8840,10477
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",79,835,0,0,0,28,42,60,116,97,,969,1492,1527,330,1138,662,1329,512,684,739,,6089,7399,4388,3029,647,1399,3347,2740,2442,1238
283410,Nitrites,0,0,0,0,0,36,117,105,147,97,,2790,2033,3243,1941,3034,3736,4541,3164,5091,5052,,3180,3718,3425,3076,2869,3228,3643,3445,2704,4250
284130,Sodium dichromate,205,248,171,134,107,58,83,32,33,97,,39886,48321,31180,22378,20033,19429,11694,15287,12601,6298,,788,764,666,429,456,300,423,259,228,320
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),32,62,19,23,14,11,7,116,108,96,,16764,19342,16503,13475,12755,16913,28303,28034,23657,28576,,6128,5721,7638,7056,5787,5848,8183,7751,8312,7195
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",1,0,0,0,0,0,0,0,0,94,,6774,6322,5682,3426,5045,7912,10370,8602,6536,5944,,7986,8225,8935,11064,11688,13789,14510,15857,18431,14535
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",0,336,358,0,0,88,112,258,0,94,,12136,15732,13912,14031,10528,18708,33963,25622,13683,13914,,29580,32292,50864,22130,18074,20399,29664,15548,14190,16781
800300,"Tin bars, rods, profiles and wire, n.e.s.",0,0,12,156,3288,867,1496,2049,181,93,,580,1228,1417,443,334,454,558,669,504,815,,18986,18027,48528,20510,17841,21893,25767,15398,23623,29270
853641,Relays for a voltage <= 60 V,0,0,0,0,4,106,39,66,79,89,,15710,13592,12031,9869,7516,11714,13953,12758,11677,14109,,74129,70978,70701,63388,52532,53078,51989,46588,44045,54685
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",192,37,133,58,0,0,0,18,0,85,,46,3,1,0,0,8,0,3,4,7,,13422,18060,21724,19220,16032,14765,20348,13469,13759,14530
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",0,0,0,0,2,2,15,0,114,83,,1367,1373,1841,2388,2984,3404,2670,2073,2045,1466,,22886,31914,32827,25535,28797,30419,33727,38959,43397,51298
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",164,315,223,2985,702,202,0,0,281,82,,122374,106802,89337,90136,76229,114135,113986,78155,66084,108366,,35462,43661,33388,34808,17029,18553,36151,17813,16995,29606
470692,"Chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,140,240,79,,35,222,578,342,360,600,591,463,330,198,,1614,1604,1101,1051,1441,1955,3461,3650,1715,781
