Product code,Product label,Viet Nam's imports from Singapore-Value in 2012,Viet Nam's imports from Singapore-Value in 2013,Viet Nam's imports from Singapore-Value in 2014,Viet Nam's imports from Singapore-Value in 2015,Viet Nam's imports from Singapore-Value in 2016,Viet Nam's imports from Singapore-Value in 2017,Viet Nam's imports from Singapore-Value in 2018,Viet Nam's imports from Singapore-Value in 2019,Viet Nam's imports from Singapore-Value in 2020,Viet Nam's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,23,9,4,1,0,,175590,186418,185360,240889,398005,823290,1243149,1634989,1415077,2254665
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,,,19,0,0,0,0,0,0,0,0,0,,127,148,125,108,75,79,252,256,18,511
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,8050,7528,5618,5890,3586,25126,4972,6501,15676,6291
280110,Chlorine,1,0,0,0,0,0,0,0,0,,,960,898,748,1592,3181,2776,2566,3425,4115,4483,,33,60,122,119,142,87,13,168,37,42
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",835,0,0,0,0,0,0,0,0,,,25318,20176,20271,20890,9129,12339,17609,11200,5087,11866,,3080,1350,977,1037,860,948,1149,1280,1538,328
280410,Hydrogen,8,8,5,4,12,4,8,10,13,,,1368,1225,1346,1332,997,1034,1084,777,2633,1817,,23,183,7,16,36,122,17,36,21,49
280429,Rare gases (excluding argon),1247,881,1469,912,919,1238,1212,995,974,,,20059,18573,23854,30696,23547,32746,39316,46347,50293,63070,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,33,21,21,10,27,18,50,87,31,,,9464,4814,3571,3788,2524,3465,3738,2911,3793,7146,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,2,0,0,39,59,43,0,,,1816,1391,6139,11141,21478,28193,22437,11324,8883,15543,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,0,12,13,2,10,30,71,50,107,,,2334,2441,2300,2781,2738,2875,2392,2878,2552,3455,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",20,1,19,1,84,4,4,0,0,,,3221,2850,2530,1983,1530,2154,64576,1807,1626,2429,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,0,4,,,297,418,233,135,110,222,708,633,732,629,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,,,55,11,46,177,162,18,24,12,2,1,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,,,203,2,46,198,41,10,5,3,4,1,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,,,106,180,203,70,571,627,412,487,609,846,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,0,0,0,3,0,0,0,0,0,,,440,1010,948,602,350,1119,863,484,2508,524,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,0,0,0,3,1,2,1,0,0,,,2622,2479,3093,2630,1164,1557,1537,950,911,838,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,,,60,266,521,441,426,796,1170,1117,524,668,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,0,0,1,0,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,0,0,0,0,0,0,0,,,461,721,735,1062,682,332,339,326,343,730,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,,,100,62,68,82,43,32,132,78,23,29,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,0,0,0,0,3,4,0,0,0,,,250,529,752,734,778,686,500,757,579,491,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",25,6,17,6,2,0,10,0,12,,,499,326,297,491,696,618,498,310,952,273,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,0,0,0,0,0,4,0,0,0,,,5504,179,183,301,237,421,316,271,466,725,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,0,1,7,0,0,0,0,0,,,14109,15868,1755,565,4192,9443,527,444,378,454,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,0,0,37,0,0,30,0,0,0,,,64,5657,74,26,208,59,35,80,95,122,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,1118,10704,3450,3811,9922,27498,26911,19610,22787,,,194331,403102,451409,269998,261997,307415,274199,198009,148456,149860,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,38945,70294,28563,67038,61579,90549,77922,62444,51487,,,997485,1273444,861371,815638,599722,831982,842743,634560,390259,883314,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,,,133,123,134,153,29,20,11,22,13,5,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,,,26150,6169,137,49,58,128,500,374,167,143,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,,,25,0,0,1,85,1,2,3,2,2,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",7,10,11,14,14,16,27,62,152,,,5781,4004,9620,4972,6332,4751,25218,7661,7654,7445,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,,,126,1,0,1,0,12,75,6,48,38,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",5527,5004,6687,5786,5898,7775,7220,6155,6965,,,114077,113402,93271,77540,45394,76827,70831,45491,74742,63643,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,0,0,0,0,28,1,4,13,6,,,10060,1285,1205,609,326,341,2096,462,1334,2274,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,46,362,459,857,0,0,0,,,31,21,177,77,53,24,81,50,22,43,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,,,17,1,80,4,13,29,25,22,29,15,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",90,376,187,0,0,322,118,90,174,,,7106,13500,25211,20490,6197,8970,13681,10016,9291,14021,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,0,0,0,,,2927,7207,4832,2339,3620,2939,2445,3995,2788,3454,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",15,0,0,30,30,0,1,0,0,,,979,1144,607,328,901,1104,1047,2106,3093,4426,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,82,0,5,3,0,81,101,0,6,,,23,19,25,49,41,88,72,47,73,168,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,3,0,0,0,0,0,0,0,0,,,10138,22085,9573,4861,5103,4291,16575,28879,36697,54948,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",0,0,74,0,23,169,204,254,10,,,311,544,815,556,352,382,738,279,236,219,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,878,1461,,,0,0,0,0,0,0,16058,47695,39554,42735,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",65,129,122,0,28,50,31,23,47,,,6338,6880,8792,7847,8242,4377,3621,2417,959,1602,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,0,0,0,0,0,0,,,1622,2231,9628,62143,28235,29339,63715,51885,64497,50056,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,0,0,0,0,0,0,0,0,,,774,1374,977,177,162,218,326,1033,413,1499,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,0,0,2,0,3,4,33,28,,,1739,1020,1078,1195,1271,1015,1057,770,1080,2321,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,0,0,0,0,0,0,0,0,57,,,2446,2302,2111,1559,4876,1388,1344,2047,2775,4143,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",1,0,0,0,0,16,88,140,111,,,3319338,2996109,2728774,3523666,3225195,3409218,3494541,2211267,1399386,1047345,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),22,3,24,65,62,74,19,0,1,,,7451,22294,14272,14238,16844,23339,28168,25795,27022,28709,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,,,10,217,394,366,350,577,641,735,16,5,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,140,198,68,74,55,91,67,53,15,,,125281,79872,15415,7618,7804,14913,32737,12778,6035,5754,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,0,0,0,0,0,0,0,0,0,,,683,663,311,391,424,165,81,146,111,358,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,0,0,,,90,131,73,185,155,108,78,111,89,194,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,,,35003,46,15,49,100,63,150,24,38,58,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,14,9,38,5,14,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,8,1,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,,,132,162,51,93,112,104,100,1255,715,490,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",1,0,0,0,2,2,2,2,2,,,14293,29849,19255,18975,9245,5417,7877,8693,9289,10603,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",11,32,9,3,35,51,54,75,60,,,645541,739994,630621,606333,476121,395144,411411,282650,484379,329575,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,0,0,,,6095,4607,12003,7690,1550,402,995,9024,1164,20567,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,,,134,80,99,105,91,44,89,102,138,25,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,70127,328867,377613,471317,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",70,47,0,0,0,0,0,0,0,,,5275,40754,49592,190353,79454,45926,58478,55815,53642,23809,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",2,9,2,0,6,20,6,4,0,,,88787,36692,27002,35509,47541,61055,82959,85316,47059,63589,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,,,1,0,480,0,0,0,0,0,0,0,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,261,2950,0,0,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,,,455,309,389,64,85,108,199,117,137,112,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,0,0,0,0,0,0,0,0,0,,,3,0,8,3,32,3,2,1,0,0,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,485,559,84,50,32,57,138,124,169,,,79281,50330,55430,46153,48592,94152,113765,111876,96332,142759,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,5,24,0,3,4,10,4,3,1,,,2033,1519,1761,1336,1185,1310,2560,2265,977,1142,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,,,2431,3196,2915,3236,660,489,370,197,30,3,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",80,148,327,740,414,294,289,392,399,,,33686,34822,35446,33917,32623,22868,16433,10723,9947,12700,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",709,890,838,777,681,723,945,970,1501,,,42694,45939,43344,64537,32737,30281,25786,27651,28012,29169,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",1993,3215,2911,2766,2383,1483,1159,448,335,,,40778,39594,35316,35763,36027,31441,29476,25120,27416,33633,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",1154,2009,2154,2872,3466,4338,6571,6158,6575,,,65148,58877,57041,53841,49162,44463,46155,51234,57817,76426,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",719,76,52,21,22,189,183,411,476,,,30255,26628,31826,34424,47080,55875,60859,53067,48321,54137,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",70,99,57,71,112,332,412,401,504,,,62716,70127,70336,67765,65842,81021,77345,79836,70766,91346,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,0,0,0,0,0,0,0,,,6419,7454,9070,13204,10371,9946,8801,7789,5149,5250,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,0,0,0,0,0,0,0,,,14239,8889,5291,10952,5866,2996,2019,2064,1468,1410,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",520,627,719,609,76,799,1110,1272,1795,,,68278,102055,186216,82478,84199,87200,99250,103625,107120,112384,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",4,9,0,2,4,24,5,5,6,,,6737,6435,4344,6276,5123,6110,4858,8761,48976,50533,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",368,528,565,551,419,308,465,608,451,,,78480,75509,88666,90927,97905,111480,139333,137192,119255,129690,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,4,,,2543,3100,4558,2390,2808,1612,1987,1758,1353,2650,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",1,1,3,5,2,1,0,5,10,,,2691,8102,8944,7542,3682,3636,4569,12332,12779,17661,,1239,3890,3585,4064,4370,6035,7249,7432,11821,22695
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,,,11174,8859,10440,6245,4126,4231,1861,2376,1392,1260,,0,0,0,0,0,0,0,0,0,1815
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,,,798,559,730,1890,1951,2922,1401,968,561,593,,678,460,952,1209,3581,478,434,499,310,209
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,,,1104,2041,398,431,220,257,228,207,52,47,,59,84,55,0,0,0,24,51,64,2
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,,,160,28,12,248,50,114,156,32,57,70,,113,313,203,192,77,7,5,48,73,5
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",44,65,273,143,151,0,0,6,0,,,1698,833,1799,1069,493,165,69,46,104,57,,8402,7252,7798,8845,9192,7154,7187,5574,2892,498
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,,,36,45,127,2,3,1,21,56,144,69,,159,479,204,213,447,1140,347,206,326,288
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,,,44,1086,1123,2040,919,300,360,190,236,357,,499,478,567,347,330,387,115,0,0,132
380630,Ester gums,0,0,0,0,0,0,0,0,0,,,258,100,63,184,208,148,372,253,194,74,,990,1301,1487,1735,1817,1694,1707,1919,1814,713
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,0,0,0,0,0,,,656,799,642,443,249,468,532,271,420,333,,3153,2739,3254,2594,3247,3735,4369,5591,6166,6571
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,12897,14514,13553,12603,8183,1990,1407,1320,1195,,,167369,56273,41779,25394,19410,19434,15547,9130,7790,8881,,20574,24016,24433,22765,19073,8375,8107,8413,6738,7651
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,2,0,0,0,7,1,0,0,,,82122,70958,86169,90751,58959,60263,75167,66455,68654,76621,,25651,30801,25477,31216,33950,32405,48875,70300,84555,52795
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",206,227,166,198,208,557,540,301,217,,,37217,31939,30400,32487,28874,33088,34866,65490,24892,34958,,20734,26252,23245,22856,24988,38716,39241,44682,48034,61743
382370,"Fatty alcohols, industrial",24,57,18,6,7,3,3,3,0,,,40261,39694,34115,30605,41158,51558,56368,45112,37839,59548,,1291,1355,1585,1085,2176,1461,1290,1241,1642,2895
382430,Non-agglomerated metal carbides mixed together or with metallic binders,33,0,0,0,0,0,0,0,0,,,2715,473,1765,1255,717,381,167,116,108,670,,2406,319,582,96,282,147,188,68,139,554
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,,,0,0,1,0,3,0,0,0,0,15,,0,0,1,73,1,0,0,0,0,
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",18548,24941,28313,25371,25853,34218,27654,17239,10340,,,1258494,1263376,1286442,1127340,1211279,1367131,1377210,1338618,1141692,1070702,,363938,401366,488616,459700,508529,631288,811266,765806,692386,897386
390311,"Expansible polystyrene, in primary forms",4492,2860,2945,2416,1644,963,1752,419,28,,,2455,1996,3336,1311,705,831,1031,2379,837,1308,,78091,91680,87247,79634,82691,105454,132862,121920,103551,115009
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",713,984,777,504,112,151,165,134,159,,,54486,56115,53623,48649,53790,48456,41220,40146,41510,47737,,30029,35597,35147,36106,37997,56637,68175,86800,92034,141157
390521,"Vinyl acetate copolymers, in aqueous dispersion",31,0,0,0,35,4679,5891,5199,5309,,,5025,4431,3746,1128,1995,31691,55063,78507,56849,98788,,11887,12293,16386,19653,16857,17515,20148,20728,19461,29110
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",4208,4603,4270,4151,3956,4278,3790,2902,2045,,,97831,84894,96365,85148,90692,74345,88400,103044,69083,82031,,11316,11928,13589,13767,15128,16907,17733,19652,18711,20308
390730,"Epoxide resins, in primary forms",1468,971,947,704,915,1110,1446,903,1191,,,251141,256127,230329,190968,189535,202282,197379,168072,169837,228948,,43905,49187,63446,63043,63451,66476,80542,80621,79266,133577
