Product code,Product label,Germany's imports from India-Value in 2012,Germany's imports from India-Value in 2013,Germany's imports from India-Value in 2014,Germany's imports from India-Value in 2015,Germany's imports from India-Value in 2016,Germany's imports from India-Value in 2017,Germany's imports from India-Value in 2018,Germany's imports from India-Value in 2019,Germany's imports from India-Value in 2020,Germany's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",21037,30113,43029,35790,34073,28185,27894,27856,25918,30064,,294552,304207,257556,234768,184031,197930,199211,228166,161905,194279,,1884206,2081144,2011325,1803400,1750860,1700237,1838639,1666075,1566568,1783882
730721,Flanges of stainless steel (excluding cast products),26062,28080,23171,19588,20811,22543,21188,18909,19155,29801,,170047,155545,164697,150492,143488,165818,216467,203009,132676,190290,,146938,126531,124566,105177,92159,107742,135166,136004,119011,145026
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",6037,6461,8021,8048,7770,9126,11070,13887,16711,29743,,26688,53145,72651,88469,96909,113483,110108,137518,153200,281672,,756871,800736,933423,876505,918207,989023,1115428,1147384,1229229,1620229
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",31478,35840,38409,34558,42464,52922,49540,35593,28196,29554,,165027,207834,187108,216633,200929,177980,204881,208991,163833,220733,,263288,294480,314864,275128,306001,321236,353691,343796,358468,439055
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",7117,20839,19012,16117,15147,20570,40072,39754,30966,28507,,195212,230438,247086,218427,186475,256594,355138,327053,318617,385710,,399100,464582,456384,408013,387884,433036,499192,461417,466799,532263
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),23068,22211,21581,16433,17055,18089,20111,20875,23833,28412,,64498,81540,85216,83153,88621,82289,85793,98255,135618,139922,,67952,69442,65694,59912,91074,63018,74159,73656,85883,104575
630221,Printed bedlinen of cotton (excluding knitted or crocheted),34276,36150,41335,30662,28617,30949,26265,24128,22523,28153,,93200,30114,44001,18194,13774,7808,16676,43796,21897,123872,,356506,394929,434109,349026,312683,339552,356597,333173,342524,406346
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",12591,14705,18387,19984,23617,24493,23777,25564,20404,27584,,14799,18103,16487,19820,21197,19326,21956,27198,25623,42218,,136184,143993,161976,151036,147348,154560,141448,137185,108224,120492
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",8419,9440,16551,15812,21389,30720,32580,29527,23373,27271,,148808,157876,150637,142954,132694,130002,145101,181500,128781,178887,,202006,226842,246405,221972,220467,231196,253803,235972,243141,321635
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",32127,16716,17540,9145,5078,10939,16114,13003,15064,27175,,57477,81259,86448,98452,97171,151615,140781,135137,114316,208410,,382591,390760,353939,271002,283462,326255,328330,251863,268786,385688
720230,Ferro-silico-manganese,54930,43047,32788,13207,4747,13662,4172,7760,3900,27126,,936024,978195,867805,599197,461991,800995,814433,658667,603374,1276572,,246366,264271,265555,225594,165676,307841,296983,239998,200363,320512
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,11179,29504,37521,28167,28974,26574,35254,26154,26371,26912,,359323,541046,683609,529671,524663,605662,721474,734016,544405,774044,,44704,64458,78312,55226,56888,55140,65704,50601,48356,55209
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",24404,31122,32411,23909,24820,29260,24896,22429,20380,26875,,189356,245140,248213,225290,232849,241310,265127,264001,236237,273015,,165563,164672,176243,143555,144747,149291,145708,133810,147622,199589
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",14122,18899,15984,13280,18967,37550,37026,16545,40148,26718,,58619,85856,35709,32135,54822,116634,107743,42015,79830,93510,,55375,65190,51153,38445,44207,79899,72477,56754,81248,65028
900150,Spectacle lenses of materials other than glass,51068,41179,32556,31646,33015,37312,44986,42529,30015,26646,,113558,109625,98413,109073,113752,121911,136370,139777,116818,125585,,490245,504620,511378,443531,437004,472178,525907,481242,449107,492537
732510,"Articles of non-malleable cast iron, n.e.s.",29552,26503,37603,30070,22187,19531,18093,21994,24480,26400,,101092,111073,109013,101044,85093,121575,149472,159615,126656,192563,,441108,514523,472931,287143,261269,289037,319301,273144,231493,305795
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",14272,14680,15018,13779,12939,14636,18600,19222,15225,26187,,46436,53659,53445,49573,50373,59974,75068,73310,56246,83373,,959964,946588,964815,776274,737064,788268,889213,788395,646757,861626
760120,Unwrought aluminium alloys,0,1,17030,389,120,0,5100,2260,7521,26089,,116081,193627,212499,189763,194836,287185,740106,782216,617228,1791398,,4254869,4192204,4345251,3933002,3477930,4155068,4387164,3642839,2851459,4464129
850720,Lead acid accumulators (excluding spent and starter batteries),1952,1147,5592,7324,12632,16531,27498,27915,9866,25528,,55649,61674,78272,89865,94887,113335,164394,187510,154105,307461,,408962,398234,476697,435227,503560,525360,597982,555834,501199,669335
848210,Ball bearings,2901,3881,6013,4146,3943,4466,4982,4308,3249,25504,,48377,57694,58377,54202,60026,89510,93718,103046,80661,125993,,1773505,1872224,1955058,1598489,1697111,1871586,2082437,1788617,1452975,1869050
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),7518,10573,13168,16426,15748,14630,16424,17333,14068,24899,,94054,102116,114404,113448,96757,99688,101309,99042,100496,156511,,1798838,1858094,1913647,1736267,1795853,2036686,2218093,2139903,2009083,2391177
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",14486,15731,15890,19036,19781,20263,21545,21648,20352,24498,,224318,313294,359353,331081,318734,348671,322287,363674,321511,461475,,406512,447976,475306,464123,448622,449050,471798,481223,509828,705825
401180,"New pneumatic tyres, of rubber, of a kind used on construction, mining or industrial handling ...",0,0,0,0,0,12358,19068,16547,19022,24452,,0,0,0,0,0,225742,369134,386955,345039,534927,,0,0,0,0,0,141820,169907,166954,142378,180953
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",14263,18224,18016,17378,18023,18413,17190,13771,16529,24332,,659887,684533,595325,587346,631271,701771,733747,729104,679906,1272326,,46330,57453,61708,58647,57661,66372,69440,65692,65538,74432
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",7563,13861,21527,33742,33898,24755,32909,36780,25338,24207,,178305,324805,467610,547837,606967,652698,600752,586197,377435,375904,,222772,242121,278344,302298,300670,281698,303901,314239,257301,254398
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",12420,20729,19557,12866,5320,11819,14641,10972,12007,23864,,4409,17116,13009,10681,8829,18381,41819,37862,83427,72364,,116520,99526,92399,60920,58290,58455,60130,70282,81257,94544
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,5598,2535,5978,6409,5809,6071,12315,10569,10984,23860,,39667,76052,95323,122131,143719,117716,100257,149664,82757,91367,,1092882,1113930,1235569,1239951,1289688,1344599,1440554,1445501,1361296,1490386
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",9222,8693,8133,7715,7809,8502,14542,17064,20136,23572,,264713,365151,338342,401864,519264,603296,474474,393917,312340,408444,,733876,770840,873371,819972,875863,949062,1059378,1091123,8218406,2580739
390730,"Epoxide resins, in primary forms",68,319,684,9083,14042,16421,22197,14414,10104,23458,,21860,15926,29409,50851,53887,62926,87718,72910,45544,111570,,577716,580165,598867,511446,550566,596596,669749,570112,495309,698632
853400,Printed circuits,21311,48904,54668,18392,20951,23346,20137,16113,17934,23203,,130174,155555,151467,131583,127718,129733,127269,136368,110970,124491,,1832769,1863786,1957496,1832634,1944249,2070099,2195618,1981735,1772786,2268707
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",8586,13303,11441,11991,9012,10378,15660,16934,19748,23087,,47773,73703,78009,85086,76785,109643,127234,143485,155324,179932,,336411,246417,219345,169396,290869,316804,264556,295934,302310,269501
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",15794,25714,30972,34669,41746,46028,42818,29887,25233,22609,,444921,726733,894042,1078921,1023606,999180,673361,657946,473979,649166,,1228834,1408451,1596584,1493379,1563012,1569638,1589196,1374135,1223194,1238978
850110,"Motors of an output <= 37,5 W",31931,36866,35664,28485,22944,22694,25356,24768,20887,22388,,114808,152909,148539,162921,155856,154089,166804,157035,140554,156174,,1017342,1124686,1299435,1201858,1310619,1349095,1468892,1345604,1206308,1401214
848250,Cylindrical roller bearings (excluding needle roller bearings),22777,18485,21198,20003,16507,16430,11850,15917,13382,22305,,42514,42298,45289,43918,38039,46202,45239,55360,47127,69867,,325175,382630,420886,328721,325196,332816,393706,392173,313350,394621
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",35264,35929,39123,30693,5153,4982,12486,15474,18531,22244,,93503,105838,108938,83705,82370,89059,80526,72174,90104,147106,,339664,371380,358367,246220,182243,209355,246880,214263,188098,271041
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",24314,20204,24774,11190,15254,11944,10487,14547,14356,22138,,117107,105718,127342,119804,108733,164455,191949,178418,126248,212235,,686214,706832,792074,645781,603921,694741,866604,752729,616474,745595
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,488,1709,5540,9622,21879,,0,0,0,0,0,197881,190689,247094,183857,334013,,0,0,0,0,0,77447,109666,111704,134913,164469
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",9268,8903,12210,9064,10564,11588,15950,14103,15894,21822,,15375,20747,37707,40756,50007,54978,55639,54820,57808,94320,,24008,22308,31219,26261,27452,30136,34029,32213,33333,42287
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",14926,14294,14878,13697,7484,9184,9913,20034,24669,21602,,84876,115759,105930,83248,80822,107463,168753,180794,168679,243663,,42406,59452,54584,53533,47635,44467,61836,76408,66487,67965
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",42334,23643,23854,23344,26404,24698,24369,28533,28582,21596,,873003,839679,911596,976171,931220,950691,1010058,1100619,1213566,1062251,,770167,691269,807122,661142,694876,607352,510664,457475,500094,503595
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",6289,5345,7510,7918,6921,7858,8991,11654,11839,21082,,106025,108633,108483,113440,115680,140441,186443,172511,188739,258674,,110720,123351,130642,125106,126144,137470,160624,164194,159119,188137
292142,Aniline derivatives and their salts,17991,16100,18369,15786,16141,16101,18781,18489,15957,21006,,106009,136540,127500,99961,92295,119615,152354,143833,150169,186661,,37118,30208,29989,25728,26053,29116,36546,31158,37419,39846
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",3956,6520,9436,11223,10771,15019,14891,14261,17646,20543,,1284825,1608862,1753424,1676359,1519260,1700269,1940026,1870129,1581134,2516596,,150752,141393,114012,113006,100514,122510,117325,108799,157729,220800
960321,"Tooth brushes, incl. dental-plate brushes",9118,11171,13062,11430,12132,11140,11640,11036,10283,20367,,48673,46873,50175,44907,56330,60430,75988,86512,69854,90609,,168986,182128,183884,180997,180146,203281,211992,234410,312784,387579
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",3301,4642,9603,9101,8485,11280,13287,13979,15732,20367,,211178,184004,152607,185557,205087,249299,303136,333878,292076,328190,,900930,986380,1062576,996854,979333,1046805,1169288,1125509,1091206,1338401
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,21458,18276,19748,11122,12825,15097,14395,19276,13612,20259,,223783,270570,283342,232852,218988,236400,289905,322001,283541,420226,,2868233,2885354,3266007,2860370,2816989,2924777,3136240,3030646,2642402,2942966
720211,"Ferro-manganese, containing by weight > 2% of carbon",4312,2290,273,1007,752,1394,797,195,855,20176,,127317,141160,194292,108284,90512,257547,253504,229933,200651,627313,,146548,145124,146674,106198,83050,168667,143953,125766,99402,169096
940190,"Parts of seats, n.e.s.",6625,14337,17276,9688,14462,18459,20939,16885,14963,19859,,23806,43142,45345,40256,44044,55797,63769,69910,61761,90495,,3677065,4064059,4760105,4115609,4207092,4253883,4398634,3811621,3318819,3594269
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",6414,7743,14964,12258,11747,13744,14936,15848,17780,19647,,113800,118202,132965,98451,90775,94535,135722,108624,137096,135242,,46816,56918,59775,57170,47237,56370,52607,65672,82385,88316
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",8041,5522,4764,3515,3863,3588,14113,12801,15123,19490,,3196,4442,7823,14758,15521,17879,26307,42889,98985,108192,,83015,79580,91345,89641,90509,114461,144534,137919,133992,157243
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,12763,15911,22668,21935,19484,,0,0,0,0,0,48277,81373,118699,93749,127578,,0,0,0,0,0,29163,40249,52319,49111,65681
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",22231,19948,18956,17991,17775,17576,19531,17363,14776,19445,,889212,889413,823029,755401,643104,660247,745187,766932,665278,839304,,348655,404467,475391,327538,332672,361100,394170,333096,255197,330299
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",34588,33912,26479,13527,11543,14765,12962,17585,14760,19363,,261626,329333,275991,200871,211274,243589,321901,295011,228784,410009,,388964,404582,399638,331275,296216,301352,314940,274785,225233,287665
