Product code,Product label,Australia's imports from Japan-Value in 2012,Australia's imports from Japan-Value in 2013,Australia's imports from Japan-Value in 2014,Australia's imports from Japan-Value in 2015,Australia's imports from Japan-Value in 2016,Australia's imports from Japan-Value in 2017,Australia's imports from Japan-Value in 2018,Australia's imports from Japan-Value in 2019,Australia's imports from Japan-Value in 2020,Australia's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",59,84,77,54,76,2,1,9,3,59,,9637,10675,9039,17637,19687,8061,14961,14936,3572,33690,,228,760,390,386,440,304,363,341,279,279
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",16,15,15,13,20,24,43,27,52,59,,2234,2179,2221,2210,2764,2674,3917,4452,4369,4822,,121554,121281,128487,124643,121762,113880,123715,119052,100228,141380
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,17,49,9,52,62,65,36,34,32,59,,68940,51396,53241,54226,47869,47878,49285,48582,29011,27266,,3189,2541,2854,3123,2835,3067,3149,2447,2389,2783
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,1,5,10,37,14,13,8,5,58,,990,417,341,375,396,383,410,742,414,365,,463,907,1707,1249,1457,2230,2081,2261,2472,3582
730721,Flanges of stainless steel (excluding cast products),9,10,39,91,48,12,17,65,15,58,,14638,11094,12262,10221,8512,9586,10730,9679,12151,15685,,22798,15072,18718,15533,12967,15316,18111,15139,13742,17079
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",185,175,260,112,70,48,97,52,31,58,,10842,6651,6227,5107,4755,4166,4520,3755,3035,3434,,4008,3120,2269,1785,1659,1685,930,947,1259,1380
732510,"Articles of non-malleable cast iron, n.e.s.",0,0,0,0,0,4,9,15,95,58,,7937,5799,4047,4604,4343,6649,4184,4226,3871,2805,,4064,3958,4232,3202,5746,7501,9490,9262,8983,14562
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",71,41,42,23,27,32,62,79,80,58,,5239,3706,3063,2949,2957,3341,4040,3851,3830,2981,,9621,10125,8628,8736,8629,8665,8835,10930,9873,12179
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",0,0,0,0,0,17,95,58,62,57,,6,12,23,12,169,4,65,44,3,0,,1987,4780,6277,2801,3309,3194,2741,1658,1646,1594
291816,"Gluconic acid, its salts and esters",28,52,89,197,42,47,34,39,94,57,,4474,3817,3661,2135,2397,2501,3619,4740,5113,5301,,3384,3671,4358,3595,2978,3299,4606,3419,3960,5101
854071,Magnetrons,88,92,86,52,44,34,39,51,46,57,,25069,24811,26425,27316,26105,27914,32208,31029,32513,40254,,995,885,1346,1780,1000,1283,1308,1988,1234,1366
840290,"Parts of vapour generating boilers and superheated water boilers, n.e.s.",52,121,15,6,13,129,9,24,6,57,,222459,325154,479193,302261,191775,209735,285401,142330,63754,181368,,5663,4296,9803,2767,5067,11188,6265,7535,32041,9871
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",0,0,28,0,661,14,27,10,101,57,,23499,11779,10360,8839,10633,6342,7730,10790,6500,8826,,3499,5793,5680,2651,4301,2843,4953,4099,3731,4092
290542,Pentaerythritol,63,33,32,70,34,70,0,71,37,57,,2981,3046,3790,6215,6552,2452,334,257,184,311,,1580,1611,1837,1642,1430,1539,1683,1455,1197,1593
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,256,142,200,109,121,284,405,61,137,57,,7505,4603,7468,7282,4836,4160,15108,17869,14543,14904,,11361,7713,8335,7475,7118,7619,8577,5817,8393,8279
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",106,28,33,20,37,17,19,32,43,57,,8459,8940,8671,9041,9650,8629,8891,8787,8775,6743,,435317,430919,440696,441595,421508,434880,453049,475047,356667,450550
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",81,67,68,45,31,29,36,157,53,57,,18407,16067,16554,12560,14879,15629,17994,15276,15328,17848,,5603,4830,3965,4846,5084,4097,5513,7215,6537,4283
846229,"Bending, folding, straightening or flattening machines for flat products (excl. numerically ...",173,115,212,168,458,148,361,73,44,57,,73337,68482,68532,67175,53289,41407,54766,49456,27647,33855,,30526,18406,19238,18405,23773,20352,31047,26675,19064,29970
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",7,12,5,217,2,1,29,4,31,57,,50,94,38,90,310,256,209,225,127,122,,37171,46094,52114,68730,39677,10304,9413,8939,4073,4169
291450,Ketone-phenols and ketones with other oxygen function,34,43,42,56,38,24,29,58,45,57,,3937,4227,4022,4015,3763,4078,3455,3854,2800,4935,,2665,3621,2825,2727,3431,2302,3119,3593,2408,3167
480540,"Filter paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets ...",5,4,7,7,7,0,2,8,80,57,,13372,11323,11259,8730,9172,8962,8250,7261,8094,8733,,4245,3806,3415,3149,3067,3500,3487,3424,3945,4285
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",178,250,123,122,122,202,90,73,80,56,,35531,30227,25252,26785,25559,24021,24075,26317,16299,20851,,21615,23152,21263,21305,32236,35954,29556,24406,26423,30959
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile ...",0,1,75,76,114,30,60,60,62,56,,49072,42753,42637,33599,31068,41042,40086,32292,34998,34238,,495,272,356,203,747,492,158,267,165,188
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",199,129,89,9,2,4,7,23,24,56,,1461,1704,2495,2307,2755,3039,4859,5914,11336,11269,,13656,11983,11210,9518,8004,8796,7697,6952,8640,8889
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",0,33,0,51,42,16,71,90,42,56,,23854,16004,16130,13191,14345,15506,19941,19356,17479,20256,,2906,2113,2740,1706,1889,1631,2938,2220,2524,1869
853910,Sealed beam lamp units,71,58,94,94,95,110,32,24,45,56,,7771,5500,4156,1588,2091,2004,1749,1917,1237,1826,,4228,4427,3634,2639,2246,2361,2311,2225,1922,1628
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",68,56,13,10,18,73,91,36,71,56,,129797,107357,129132,119203,123397,137958,129776,115726,124293,132223,,5072,5538,5060,6492,6314,6891,7110,5325,5816,7442
252620,"Natural steatite and talc, crushed or powdered",0,1,0,0,0,0,0,0,148,55,,15864,13049,11311,10261,12387,12346,12302,11396,8963,10205,,3566,3759,3570,3809,4714,4405,4457,3931,4351,5299
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...",823,187,2409,513,811,230,111,64,176,55,,56345,87195,83252,37820,22825,18025,19084,18072,19814,22595,,11288,9153,13152,14174,10484,18581,17787,18242,9983,14398
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,134,103,133,120,109,24,0,0,154,55,,207466,192508,149976,116618,173764,190855,173558,114356,98002,127882,,63766,58929,66870,42685,33445,27309,45649,31046,27598,53325
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",116,177,135,77,125,28,41,26,28,55,,5027,4207,4476,4360,4801,2521,1470,1784,2197,5197,,12952,11600,9705,8376,6182,7902,8729,8476,11932,26361
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",14,20,35,6,25,27,28,36,103,55,,2135,1782,832,959,936,1149,1054,1222,871,869,,17453,17347,13949,14030,12844,14748,20686,22812,18771,22102
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,5,151,106,94,32,28,26,55,,1576,1331,995,1056,683,574,1044,742,591,1065,,1370,573,433,682,1842,1596,1163,773,646,1217
611596,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",6,29,24,71,19,70,56,34,56,55,,4562,3860,4064,4163,4852,4984,4890,5101,3463,6065,,26845,28444,30294,42131,33574,37915,41082,43477,40936,49653
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",33,64,26,40,60,38,56,63,63,55,,11235,11768,10424,11672,14106,17400,17257,18012,15916,17469,,57548,79763,83834,84772,81496,93984,108501,118746,138324,138204
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",8,4,10,14,34,30,47,25,15,54,,3170,3519,5804,16089,5705,3002,5261,3434,16559,9490,,4257,4205,3833,3672,4144,4107,5992,5383,4665,7621
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",174,203,41,102,50,2,16,10,5,54,,29280,21800,21134,17184,14176,16361,12976,12591,15895,27289,,11791,11567,10830,9214,10609,13271,15614,10214,9613,10614
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",17,4,15,129,43,14,7,7,4,54,,5198,2797,2865,2931,2979,4333,4211,6415,4544,5039,,17789,19786,18931,19129,19778,16028,17382,19036,16305,17104
281610,Hydroxide and peroxide of magnesium,22,15,12,2,150,117,105,106,78,53,,23695,21712,23212,21736,25248,24968,23623,20065,18334,18641,,637,1259,743,895,1007,982,811,686,451,401
110813,Potato starch,4,8,7,17,23,27,33,44,62,53,,468,603,919,616,1472,1106,1433,1469,3375,1584,,8133,7788,7761,7328,7190,8144,8459,10078,8163,9549
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,176,53,479,58,11,21,21,146,65,53,,3309305,2946655,3181004,3154275,4398921,5689336,5689802,5029592,6058813,6264001,,2860,1470,1890,1058,1067,1062,1365,2542,1503,3502
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",172,172,75,131,152,126,96,88,30,53,,78878,66433,53981,48602,60565,65940,61593,69965,53139,60540,,14700,13975,13446,13380,11460,11011,11540,11508,10691,13040
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",0,0,0,0,0,6,4,47,30,53,,60015,54425,57744,79103,83114,104925,88300,82763,128783,144139,,80213,89388,76322,99400,87916,88017,97263,89691,87331,63990
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",1792,450,206,159,312,244,142,188,66,53,,83613,70908,75248,58466,60450,44359,42603,53046,42337,56910,,7774,3690,3074,2235,1951,1881,1675,1503,1571,1855
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,3372,4,0,0,6,15,23,33,52,,471137,330603,125232,102498,155400,343017,441853,410295,656246,965608,,3253,16735,23024,27528,18291,51627,98250,91351,57241,113640
940310,Metal furniture for offices (excluding seats),62,24,26,73,114,229,120,103,35,52,,3138,2405,3178,2609,4377,3294,2540,2809,1618,1633,,50700,43283,48253,48108,53755,61726,65575,61460,58893,65758
961610,"Scent sprays and similar toilet sprays, and mounts and heads therefor",2,0,0,0,0,1,12,39,27,52,,1871,1962,1989,1947,2041,2173,1378,877,1718,1517,,1952,2639,2915,2492,2653,3456,4778,3691,7239,6674
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",1004,3244,379,142,298,391,607,534,53,52,,89271,58119,50664,81036,77838,101730,68475,78196,71998,55805,,30549,33757,34465,19979,26627,26916,46438,38552,37890,30847
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",33,0,82,0,178,10,2,112,57,52,,31526,31957,28406,18376,10930,14675,20091,24918,18210,22544,,2293,6046,4641,4151,4769,3909,6803,5702,8252,8667
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",38,67,73,87,26,154,410,319,109,52,,6674,5848,3670,5832,4683,9229,9143,7061,6631,3590,,2866,2765,2629,2567,2132,2649,3123,2631,2205,3233
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",47,27,17,57,68,246,38,63,84,52,,1926,2000,2346,3135,2341,2535,2402,2987,2433,3653,,14913,16233,17705,16989,18361,18948,17617,15758,8122,9639
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,68,58,180,76,51,,0,0,0,0,0,21804,23063,21613,17362,18565,,0,0,0,0,0,75884,75019,76763,55100,68526
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",127,21,111,40,16,35,28,28,34,50,,2146,1612,1665,1989,2592,3145,3170,2852,2907,3337,,75149,95476,101137,100045,101916,109918,118411,110772,99393,107404
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",120,76,50,31,144,52,79,46,85,50,,7444,5228,4957,5325,7093,9040,8241,9577,9823,8309,,193045,228756,243168,235027,244844,294204,324098,307956,368488,393695
900390,"Parts of frames and mountings for spectacles, goggles or the like, n.e.s.",96,95,81,71,63,67,79,77,54,50,,16140,10707,10205,9764,11481,9765,11269,11175,6993,8816,,1090,1283,1299,1065,900,820,980,925,665,871
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",905,866,371,608,659,312,218,275,153,50,,309475,271441,300461,246859,141161,149174,156086,149684,130658,147457,,71589,51935,46390,33167,33961,39509,56822,51516,46968,45062
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",0,1,24,50,23,111,134,54,50,50,,108523,56999,80441,68708,33168,21959,17974,18131,20074,23696,,730,651,504,613,906,909,1263,2639,9833,16839
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",150,85,271,56,143,75,93,879,250,50,,4066,3845,3171,3596,4131,4992,4445,4836,3947,6548,,19796,17951,20829,18320,21410,24735,19680,19738,25095,24875
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",77,0,58,112,81,142,6,318,150,50,,68752,54163,50027,57067,52722,74391,74066,93742,103224,123902,,8852,8210,6551,8149,10229,9402,12557,18107,13340,8209
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",2,31,9,33,62,77,9,21,29,49,,10528,27835,83317,76864,51960,24130,24989,37654,26172,15344,,9598,213641,8013,5534,3507,3384,15698,58244,7398,3355
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",12,13,6,15,17,23,26,41,21,49,,1484,1321,1574,2254,2321,2628,2667,2707,2102,1848,,2786,3265,3109,3643,4174,3368,3891,4006,3240,3816
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",0,0,0,0,0,0,0,1,0,49,,3980,6494,4931,5034,5952,9907,13456,16001,16775,18902,,5937,6641,6980,7606,8143,7719,10217,10250,10889,11895
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",29,73,48,59,85,41,70,56,20,49,,3137,3239,3479,2983,4769,4384,3809,4070,3921,4288,,3899,4475,5026,5366,5471,5775,6165,6274,6600,7457
110290,"Cereal flours (excluding wheat, meslin and maize)",5,21,32,24,88,215,7,57,7,49,,450,471,276,669,849,678,796,907,831,768,,9021,9682,8157,6218,7121,8167,9112,11136,14177,9783
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",2424,2335,2237,2416,1170,840,854,142,49,49,,351542,307537,300859,301424,250899,234261,235213,232704,162940,201560,,28261,25272,23490,25420,20654,22916,28450,22565,20393,31323
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",30,79,23,30,45,44,73,32,29,48,,7947,6888,5855,6078,5550,5098,5933,4981,4371,3302,,1563,1894,1813,1852,1869,2089,2444,2440,2509,3871
702000,"Articles of glass, n.e.s.",70,70,24,26,51,423,309,20,21,48,,428724,328481,254026,264634,305036,356863,494855,515591,417058,462062,,17223,23874,31052,24238,17833,17042,18719,14369,13739,17754
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",858,145,269,729,728,731,515,228,103,48,,22837,14081,12744,9992,13431,14589,14755,16220,11505,14343,,79066,77244,83909,86251,92080,86368,93068,89599,87487,83022
292242,Glutamic acid and its salts,5,11,1,0,0,8,19,33,44,48,,2608,2938,2107,2593,2548,2785,3393,3826,4337,6790,,6450,5693,5512,6704,6649,5935,6157,5966,5119,6905
731812,Wood screws of iron or steel (excluding coach screws),199,112,19,43,48,37,20,27,11,48,,1952,1735,1524,1379,1634,2685,3002,2691,2485,1052,,28280,30374,35502,37308,29707,32491,36777,32156,40496,49631
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",20,0,2568,3608,0,0,91,151,278,48,,99435,122189,73674,57182,56369,41850,45177,64669,34802,25856,,13927,11169,9264,6726,7321,2838,5300,3370,13298,1477
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",10,0,6,3,34,14,46,37,27,48,,94346,96732,110718,93432,81023,87810,77275,80555,53553,62825,,762,403,579,241,752,825,759,900,696,1140
620111,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",15,10,8,18,29,59,48,55,59,47,,2226,2929,2940,3258,2362,2158,3332,2772,2630,3061,,3163,3971,6347,5634,6966,7974,6164,6303,5192,5199
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",151,11,48,125,87,89,83,44,42,47,,3151,2646,1919,1373,763,902,2175,2499,1759,1843,,35957,29665,31129,33437,29872,25440,26919,27128,22912,21733
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",0,0,449,175,0,0,0,0,4,47,,99395,73662,59484,56056,49084,43082,69138,50912,52403,33892,,22049,10427,16657,10145,13211,10493,27452,8799,11315,12803
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",4,2,8,1,4,21,44,47,12,47,,365,511,593,670,898,773,895,1019,1294,2231,,3669,4581,6531,9850,11858,12306,14469,12829,7397,10052
292511,Saccharin and its salts,128,43,33,106,85,37,57,53,68,47,,1439,1128,1118,847,676,486,619,610,490,452,,1974,1504,1426,1460,1364,1272,1306,1181,1468,1483
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",62,52,50,39,57,56,49,9,43,47,,3024,3429,3004,2475,2963,3696,3897,4032,2959,3939,,43722,43782,46397,53380,58013,66653,77390,72284,85824,104817
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",27,23,16,19,24,22,37,40,63,47,,87165,75689,78978,56525,58102,58544,65879,66706,80879,91530,,2979,3067,3063,3031,2803,3319,3755,4059,2959,5325
