Product code,Product label,"Taipei, Chinese's imports from Korea, Republic of-Value in 2012","Taipei, Chinese's imports from Korea, Republic of-Value in 2013","Taipei, Chinese's imports from Korea, Republic of-Value in 2014","Taipei, Chinese's imports from Korea, Republic of-Value in 2015","Taipei, Chinese's imports from Korea, Republic of-Value in 2016","Taipei, Chinese's imports from Korea, Republic of-Value in 2017","Taipei, Chinese's imports from Korea, Republic of-Value in 2018","Taipei, Chinese's imports from Korea, Republic of-Value in 2019","Taipei, Chinese's imports from Korea, Republic of-Value in 2020","Taipei, Chinese's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021","Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",27761,28869,28414,18512,13736,16959,18176,14365,18665,23951,,901491,990534,1078817,860635,740035,782301,917776,885612,878218,1432086,,155235,144614,155405,132190,140223,166046,186903,212780,239118,302085
854110,Diodes (excluding photosensitive or light emitting diodes),11727,10177,9573,8555,9614,12282,13961,14840,24437,23729,,242199,261351,231541,206314,206381,274676,318215,297166,259093,309125,,392421,350711,360616,372345,381744,402393,423931,339504,378047,506928
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,0,0,1,72,446,1115,925,11696,23679,,11188536,11694588,11293259,7885765,6528666,8198633,10740635,9477784,5321034,10841241,,0,69,665,15993,1063,1872,4281,40113,58118,36131
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",14331,13345,14278,12593,13877,17206,16345,16023,26222,23492,,832796,888855,918481,959415,1123760,1236304,1382329,1313597,1341814,1502732,,414725,391742,418926,393647,417498,460269,504051,533228,617853,747299
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",5097,2131,1853,1907,2736,1945,1463,16651,21106,23386,,11591,9022,10363,26419,52454,65591,61279,31200,28770,36592,,105506,136992,117185,132293,138783,160851,142221,160583,179048,255523
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",22474,19232,20485,14309,13686,19582,20492,17054,18983,23155,,1140282,1389490,1561527,1328645,1225984,1175688,1166205,927288,705536,1130835,,407523,364681,410739,332957,283949,362942,346855,330144,319954,456686
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",15813,16793,17083,17583,17841,21691,19777,20750,19570,22257,,145909,158368,170195,170749,184983,205754,233808,219076,184388,221274,,200316,179400,179167,165046,171295,169611,179910,173580,183091,238794
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",19723,26061,25028,18847,17283,16065,14334,14637,18022,22069,,99151,124128,103796,105526,177235,243503,276039,221966,183545,292298,,100566,95472,91474,72311,74516,67031,58282,53294,64664,80488
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),260,722,654,1125,524,223,2274,11698,10629,21873,,121541,79426,61177,74194,78539,78753,105520,75324,91479,87980,,6120,5885,10016,5845,4089,8452,7802,16021,31245,28273
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",5677,8187,8375,15866,11018,10179,12150,9925,11099,21661,,472579,484850,525331,478279,432140,514346,530911,358399,271406,401232,,259297,257262,238230,217216,172348,212606,261380,262236,206737,297017
900120,Sheets and plates of polarising material,161409,204873,180104,138615,90107,98766,90887,53350,36211,21590,,1800592,1618927,1660478,1536228,1307261,1625526,1962667,2112137,2472554,3048436,,1299427,1107950,1063830,737552,659015,717080,606379,542745,662814,656853
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",0,850,4625,8416,15164,26527,24388,22803,21755,20986,,157018,135089,135830,144469,188384,283380,262678,277313,241621,253713,,0,4482,43262,44128,43555,47426,50261,47131,46541,48359
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",2346,2309,7452,16436,13663,8863,8362,12880,22054,20953,,880895,639092,821758,876921,832902,597072,549326,531401,663012,510817,,51639,65228,76212,91109,86297,76351,118017,121027,137508,150353
80830,Fresh pears,0,0,5,1,16153,17443,17615,17694,18761,20754,,49815,54929,62956,58231,67215,66677,80356,83221,71675,71769,,0,208,3505,3770,22856,24181,24228,23376,23761,26035
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",34848,41206,47259,29325,17791,15351,21269,17976,17621,20675,,764513,870300,941670,825936,884942,1122828,1319273,1376755,1366885,1727810,,139759,141590,155377,113997,99294,103978,114057,94315,94125,124553
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",10646,9911,10714,11016,15561,13641,17056,13857,16977,20426,,117305,106177,111060,127927,135870,159124,174807,209638,239944,261989,,95530,102054,120539,112886,126747,132108,161626,140046,160239,181699
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",29813,26224,30727,24256,15350,15263,16835,20436,13630,20199,,1182100,1177544,1015781,882165,778027,731120,740000,665101,473295,499968,,91672,83796,111966,99699,89893,97447,110285,102102,86995,101910
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",16253,18489,21467,21839,14258,10470,12428,11701,18289,19482,,71153,76660,56229,42099,39560,45613,39697,35289,36214,42466,,317815,316113,264992,208014,162265,163645,166418,151796,173042,223744
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",20897,14479,11967,11051,8651,18785,17430,16725,15095,19445,,1146813,767901,696827,540073,509032,738935,632987,526215,422476,657347,,73553,63756,52861,37830,43044,82347,69923,71760,61078,64647
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",7938,9389,8554,12800,9698,12553,11161,11003,17104,19425,,112884,112040,115786,130520,114881,124507,147176,147075,121890,159223,,48753,54425,57441,68024,69714,75617,79097,81238,82047,106246
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",14983,16576,21910,14777,15017,22920,16967,18282,14557,19056,,196098,242158,261378,273294,238417,237559,222632,241459,237242,283707,,230910,195707,186594,161635,143967,158409,157972,158174,162972,190501
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",11408,12642,13004,12790,11988,16111,16090,16096,15107,18871,,1155914,1330365,1510528,1474237,1494881,1789456,1819162,1724439,1719006,1992255,,23790,27060,28938,28195,32304,41804,45327,45418,51782,63232
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",19183,15128,12869,11604,12536,14438,13963,10971,13143,18643,,40594,55446,131576,251232,205591,228573,218461,182235,167055,219902,,67941,63385,76602,72532,88262,121631,150827,132881,158878,188154
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",4,39,72,115,115,136,4009,4799,8798,18591,,11687,13084,8757,11593,12628,16723,22583,22655,26633,39828,,72362,69494,74092,64933,70212,71508,70906,57887,55820,92986
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",8328,10000,11135,11930,12629,11740,12329,13115,20510,18547,,225597,249680,276483,270624,264053,226556,240202,238379,290823,341289,,65459,79221,81509,79451,95514,96716,102745,99202,109422,123367
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",15418,17706,24839,16736,19357,18824,13998,12079,13246,18521,,324499,487749,378487,386245,506435,358561,270106,294418,538672,924093,,350883,320128,235551,147173,126596,122668,107729,91526,129375,174701
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",3475,14039,27655,22891,17120,0,1,24410,38,18330,,579,476,536,423,345,283,1178,5914,270,85,,9437,16314,29762,24605,19374,405,479,24987,543,18980
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""""methyl methacrylate"""", not reinforced, ...""",14160,7624,11494,11620,16701,18693,18313,20357,21215,18271,,307293,298601,342767,309605,347235,371456,369949,362660,319767,330727,,27206,20232,26442,31477,51639,37261,44081,55839,63168,69434
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),22744,14795,12464,13844,10520,9260,12777,11972,10934,18150,,211342,314557,407910,372655,432831,495855,631745,663178,670712,737840,,641871,556525,541670,452998,495701,565369,682141,661718,757576,945366
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",167808,135836,77241,86389,55833,36538,32440,27572,20984,18138,,987806,857827,1022387,836717,766771,857413,982778,927415,764451,810037,,715191,888340,894209,670537,686750,726068,775735,648799,673887,1203443
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",6928,4220,4526,3283,2897,4294,5329,9729,11749,17921,,346130,351506,346033,276499,150109,252025,286637,225267,232991,347507,,21688,22087,20053,16570,14697,15284,20643,19184,19835,28061
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",40297,23976,25703,22429,15028,20941,17508,15924,11062,17791,,1593944,1305139,1149742,823648,816556,1092688,1073273,921805,701536,1119266,,186733,139976,113573,99582,85465,126817,109088,92475,75350,92745
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",3145,4234,2743,3238,7465,10118,11955,11666,8431,17597,,165830,198570,186720,179751,163341,173059,172863,157333,127717,280035,,34223,44432,40613,66056,73441,92228,90155,74265,73572,172804
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",16784,7651,10210,7840,8063,24600,14408,12636,7133,17276,,153177,163318,162537,124934,111691,174509,192860,150335,154810,320332,,160765,142292,106345,72654,67666,115237,104716,86716,65863,111586
391000,Silicones in primary forms,10674,11154,18124,17026,15395,14702,12999,12245,12585,17136,,270468,264215,251195,226702,239494,268120,315456,282304,258611,344984,,134442,149936,158370,149114,147131,177959,203671,142962,140807,211959
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",33520,26098,37026,31889,25347,25194,17453,16008,14196,17125,,13950047,13615519,12852976,11857484,9654598,8788530,8570782,8681574,7312171,8714846,,362973,351954,419583,381472,363104,350288,368013,387235,405845,481472
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,15805,18707,11629,13844,17022,,0,0,0,0,0,361561,181725,225998,252111,226213,,0,0,0,0,0,312002,379087,218140,248067,376197
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",50146,43293,54401,49437,22959,41736,30890,10510,20314,16878,,3878801,3791162,3419963,3633217,4164387,4613563,4308266,3512325,3110876,3052481,,1221393,1098751,1328129,1434975,1390726,1274702,989660,759028,809945,1008976
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",8385,9688,5637,5478,3976,7811,7011,5861,7342,16714,,187055,202323,213912,310509,260362,397753,446911,553371,476466,547497,,283774,373837,392409,312752,319181,435343,425133,388072,552145,662685
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",8942,7523,5217,11636,9692,18749,12991,22936,18443,16228,,430667,431541,371787,306319,295156,339902,345212,355355,333945,433740,,43683,40145,39364,38240,26765,43248,36776,44490,38385,38802
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,75,0,0,0,10,10014,11411,15182,16180,,4315463,5974465,6274632,6286163,5993315,5679410,5679139,5394697,5259587,4976938,,139743,168036,225248,255921,354839,473043,646029,556635,682242,651863
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",21476,28850,42860,30733,24546,24121,17675,16880,14602,15886,,103308,113423,138158,155483,239652,189505,114114,115718,149630,141420,,200809,189451,228863,195581,169596,176053,214787,230514,196897,234502
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",1160,3461,4407,4260,2946,6964,8912,11807,12147,15846,,4228151,3359734,3359630,2389726,2131180,2792195,3235758,2575779,2264839,3198371,,86104,98061,111050,106108,80933,98756,122727,142030,168008,213911
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",11531,11714,14754,10889,8959,10594,13378,10956,10554,15695,,201770,216830,237042,190246,169219,209935,299200,295384,257344,363959,,106003,94762,106349,88960,76459,88921,111139,85339,72646,91465
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",20865,30536,4884,0,0,24714,4537,4694,17114,15448,,338283,216722,226771,88271,89523,333651,231350,121580,142713,204937,,1677059,1343947,1219211,760661,611150,1071855,1304057,932640,670012,1622477
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",8725,10136,9218,9331,10097,9112,10152,10146,10522,15266,,10683,15792,26564,69448,96914,91035,125163,156107,242876,280209,,86727,90249,89031,86530,100596,102521,109817,104702,107746,118102
741999,"Articles of copper, n.e.s.",694,4666,1932,2399,2938,7429,7597,10435,13238,14903,,181660,167953,186183,180942,168036,162116,218920,197870,170992,213247,,55021,73192,123459,109339,83547,93471,109720,115136,142816,202174
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",60551,101184,45409,28741,8595,15899,24032,75822,58967,14796,,1500,118377,15531,46131,60008,26718,39914,109689,125094,126611,,472654,343568,351321,210916,167655,166453,225457,284133,268592,326754
271113,"Butanes, liquefied (excluding of a purity of >= 95% of N-butane or isobutane)",11636,9456,12317,11307,11558,11871,12416,11665,11836,14795,,163445,153590,170801,158414,146443,167481,205835,192645,177928,199532,,223626,430197,627900,284338,254209,186006,267621,127039,145769,156845
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",1475,1664,1846,0,0,0,0,0,2850,14779,,296,1846,419,16112,427,569,843,525,569,513,,3706,3630,2040,324,9688,20889,13072,120,14807,46042
261800,Granulated slag (slag sand) from the manufacture of iron or steel,2342,2101,5261,7152,2796,3463,6806,9564,14344,14496,,2713,5749,3658,4406,3305,4277,14369,20938,17278,16836,,37623,50508,57474,46541,28608,23486,34659,51028,60290,54348
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",114,150,114,622,202,291,867,4484,3111,14358,,15901,23625,26673,19912,26571,21019,23849,22317,20038,18165,,9234,14756,13416,13395,11915,8843,20934,15740,18643,26974
292610,Acrylonitrile,26002,28670,55613,41200,39298,86373,36520,33463,1975,14352,,363472,527194,513837,290355,248049,378598,425984,375327,236819,514087,,205882,182307,215890,137104,109774,134678,197867,140882,84050,173403
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",1689,1151,1341,1340,1675,2145,4538,3642,8839,14348,,65634,68654,64102,60688,56476,65151,74244,75896,100777,147154,,35539,29877,34493,46535,35111,35412,39403,41733,56107,70668
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",4267,5024,14280,8606,5200,6562,7253,8761,8717,14117,,320232,370346,392858,371470,401141,363432,431109,452531,451811,521400,,265125,250275,290492,281572,286083,287762,310081,309870,362811,426542
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",12157,7236,6592,16245,23332,23957,21608,22316,15656,14104,,42695,25200,27283,43715,59326,54503,44218,42371,49204,53498,,75618,60336,67140,69863,71315,81284,79742,71556,69642,70863
