Product code,Product label,Australia's imports from India-Value in 2012,Australia's imports from India-Value in 2013,Australia's imports from India-Value in 2014,Australia's imports from India-Value in 2015,Australia's imports from India-Value in 2016,Australia's imports from India-Value in 2017,Australia's imports from India-Value in 2018,Australia's imports from India-Value in 2019,Australia's imports from India-Value in 2020,Australia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
950662,Inflatable balls,9028,8472,9722,7507,7767,7404,8193,6775,5109,8295,,25019,30064,35443,25214,16036,15634,21538,18713,12574,19791,,23300,23105,28679,24957,24484,23763,25675,21780,19516,26149
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),2302,3204,4796,5642,8297,8312,6969,9319,8509,8274,,71446,84018,119150,132798,206788,270678,246462,263800,196072,279235,,27457,37083,47463,58559,67829,77882,81460,84545,79087,93727
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",4505,4106,5163,6239,4242,4394,6628,7357,7350,8202,,257563,332334,337367,340597,268940,329364,421459,484317,415188,486798,,167072,146662,161559,191309,144122,164628,178332,179553,171653,185388
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,4865,6033,5480,4300,4179,5385,7315,6448,4844,8191,,44418,47972,49777,46692,63601,71615,85895,87174,82485,104608,,104510,95899,102253,93967,80388,82573,97281,94813,89958,106320
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",2354,2375,2844,3220,4132,3818,4396,4083,4264,8172,,23136,29285,28885,36764,44146,65328,87509,100618,87429,156466,,217369,227573,251065,195534,205558,233432,257901,234638,227115,367325
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",3574,3727,2578,3452,4423,5724,5022,5808,5815,7961,,82134,119840,130156,134063,123781,151011,170405,162739,139782,230008,,106012,86775,78021,64866,63595,77655,78297,78266,90340,99493
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",399,769,1342,1481,1502,1591,2408,3699,3424,7953,,9368,12766,13241,13936,18854,22278,27623,31449,31884,58931,,49345,44029,32156,28950,32621,39119,44439,43132,44099,84038
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",2949,3090,2870,4668,4810,4665,6328,5592,6372,7834,,273130,380795,399032,310699,298762,309063,315039,302526,283993,412852,,22693,27148,28840,30205,27436,26745,24122,23441,23312,28399
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",6044,5538,4428,4731,5112,5363,7556,6030,5557,7602,,409947,505844,506523,544267,621539,572942,536253,586093,525876,803331,,657758,668580,685486,634586,625176,698755,786044,751248,903008,969416
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",5154,7254,8106,8801,8958,9967,9325,8380,6494,7505,,14799,18103,16487,19820,21197,19326,21956,27198,25623,42218,,42406,44981,45344,41474,43957,37775,37637,39423,28268,27845
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",3318,5682,4551,3665,4999,7079,8939,6686,5423,7412,,4820,4919,3732,26633,58540,51972,53642,50640,39649,46792,,69742,64939,51894,44018,41567,49099,60055,60911,58646,63224
630251,Table linen of cotton (excluding knitted or crocheted),6302,7497,5214,4703,4547,5215,5791,4877,5081,7391,,41137,18650,21468,13485,9776,8433,8910,11192,13046,27059,,10660,11531,9199,8462,7906,8455,9667,8233,7713,10644
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",5293,4451,3374,3417,3728,4447,4625,4974,5395,7261,,211178,184004,152607,185557,205087,249299,303136,333878,292076,328190,,179827,181727,195404,182552,168015,173539,177040,173629,168906,207515
870410,Dumpers for off-highway use,2564,0,3905,439,5946,1766,0,0,80,7259,,710988,167616,92244,152640,184162,320018,506899,362808,148516,309847,,2904685,729661,474436,301523,254991,372882,749700,798717,838024,929666
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",3741,3874,4548,4994,5609,5613,5192,3582,4929,7159,,196331,207685,238705,237786,259300,291736,307845,285779,347313,414425,,23311,24869,27315,34373,31180,30879,35323,25427,30472,48821
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",44,0,0,0,0,0,1,0,0,7106,,84876,115759,105930,83248,80822,107463,168753,180794,168679,243663,,1303,578,476,571,379,364,332,438,660,7489
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),3817,6377,5403,5514,4461,5515,6184,5781,3881,7102,,350290,490076,483787,563964,516860,599852,566844,664626,484286,558154,,160894,168360,165321,152652,148517,166881,182002,185074,125936,179103
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",4038,3039,5897,4710,4337,3328,4590,4923,3740,7010,,26688,53145,72651,88469,96909,113483,110108,137518,153200,281672,,352823,362456,384980,397840,368820,373069,454791,418512,413428,538759
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",8323,6764,7524,7117,6258,6098,7321,6507,4812,6957,,552168,652474,618451,566366,538192,530431,487228,436939,320549,328859,,34639,35895,35600,32188,33231,31924,30697,27009,21434,27606
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",2308,1359,2081,2304,3460,5203,5714,5766,6918,6891,,53615,67839,80116,73389,92663,106531,102746,104982,97078,144310,,184186,202649,192152,178915,175389,183818,188404,182986,173682,214468
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",2937,3614,5304,4530,5641,6148,5887,6413,4440,6834,,333593,450222,535395,625328,798485,818403,845001,933061,661634,779912,,83328,87180,106344,119332,128085,122496,128035,123776,112286,140640
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",14504,13609,13387,11446,8686,8637,7838,7854,6007,6734,,234148,303539,296058,277478,232848,219452,217509,214280,179692,209255,,37732,38257,40080,35428,29174,29716,28630,24726,24419,26324
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",5071,5623,6489,5823,6418,7441,6476,5099,5407,6649,,231170,266332,248741,316452,221604,196312,187745,181910,172251,198867,,18897,17694,16311,13575,14044,15311,14061,10288,10021,13788
902830,"Electricity supply or production meters, incl. calibrating meters therefor",49295,45394,5240,2663,2260,3099,7753,7310,8161,6606,,85626,90634,65074,66314,98006,145889,104984,60563,32756,51607,,68897,67521,27439,32503,93394,32538,72828,84327,85038,69869
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ...",0,0,0,0,32,1048,1654,4312,5478,6560,,297,74869,58563,38974,22871,51676,1840,115,0,937,,47338,30765,26263,30457,100620,213561,249582,257877,162009,150735
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",3250,2606,2669,3153,3604,3516,3639,4146,4634,6548,,0,190108,210047,182134,158569,153711,144515,155173,200060,232961,,9725,9169,9767,10032,11307,10520,11611,11546,13209,16408
722300,"Wire of stainless steel, in coils (excluding bars and rods)",4926,4243,5542,5436,4083,4993,6493,6007,5165,6201,,281595,282125,278642,243564,204107,261902,304912,291382,266716,470973,,15410,12639,13491,12050,9892,13268,14825,12490,11488,13372
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,1612,2857,3240,3835,6145,,0,0,0,0,0,269251,529049,803311,981909,1239851,,0,0,0,0,0,225136,241273,208419,202682,226253
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",4528,1451,2276,2131,3338,4556,3876,4868,4795,6016,,203074,183421,170404,151427,148856,132314,172356,185144,133360,153196,,316718,242430,217534,147998,113169,128769,165376,190561,191869,216834
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",767,757,939,1385,2595,2217,2360,3442,3571,6010,,114462,136907,156834,164317,226821,248187,253396,271430,321678,436340,,1231,1276,1395,2361,3928,3320,3262,4299,4550,7943
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",3900,4176,4874,6194,7220,8660,5997,7531,4763,5982,,371381,576872,729466,834284,636885,644626,578182,520213,311123,308200,,140577,139208,151281,136552,130966,137141,135807,136124,87992,87260
843139,"Parts of machinery of heading 8428, n.e.s.",3622,3892,1663,1054,1453,2013,1406,1873,2565,5849,,47594,78120,61996,72426,107700,58058,82821,105630,91162,116533,,278078,472252,302318,188657,147760,172758,173627,202055,164919,222427
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",1804,1276,1734,3416,2425,3855,5149,3444,2998,5792,,14595,15212,15725,19705,26206,32682,42855,53982,53176,70463,,9716,7852,8745,10752,9782,9919,10849,8616,8717,12216
110100,Wheat or meslin flour,3463,4036,4919,5323,5736,6468,7477,8875,11380,5787,,78796,145673,136411,121653,90454,88213,100405,105415,138978,188138,,6618,8401,10146,10470,12063,13283,16832,20454,24486,14635
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",4235,4987,2974,1871,1417,3326,7607,5060,3598,5783,,186236,245901,201535,202041,229122,231600,226176,252278,255435,323970,,216205,331180,218839,184198,162772,171896,217782,201362,182756,222413
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",730,289,1320,3297,2373,3094,4884,4062,3868,5667,,164102,184820,213057,198110,186770,206527,191076,217675,215794,301284,,34429,31160,33457,32120,40234,48053,50657,36428,48989,53180
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",1664,1481,1069,4526,2897,2047,9871,9571,7139,5575,,47168,69479,59930,75673,44023,80641,101309,133003,190998,238570,,64890,49093,46994,50837,50401,48252,63434,56106,65662,82644
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,72,32,19,89,296,688,604,1264,2666,5560,,363477,523744,455972,481359,407307,456916,516344,190000,67007,69222,,27276,20806,23889,24948,29180,26356,29502,30610,41519,54130
570242,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",930,1489,977,1713,2066,2271,3256,3703,3911,5463,,30082,72443,85104,26942,20749,24872,29810,36017,45923,72499,,32049,31762,33563,29077,25067,23769,24505,25051,30494,42956
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",1011,1338,1430,1803,2171,2485,3349,4009,3797,5450,,145802,190957,193504,172341,157154,170765,154079,168584,129106,119901,,28121,26967,25930,24808,19693,19038,22417,22801,21493,20943
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",6384,7383,7746,6892,7611,7397,4932,4085,2860,5433,,112115,123440,145130,213803,171905,185371,211044,203686,150717,225540,,84475,93776,86974,90830,120595,101810,96758,88490,62905,127731
570249,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",3348,4266,3573,5382,4791,4083,3417,3300,3937,5425,,9430,16122,18092,31034,37737,33169,40964,42895,49349,57944,,6633,7082,6796,9004,9410,8313,6122,5589,5986,7212
853720,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",74,1043,71,25,7,78,496,1346,338,5424,,94100,104087,104194,116156,94712,132347,140637,112564,108050,107924,,206795,269967,175080,93479,75132,91460,122132,121256,102775,144224
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",1989,521,1889,1060,1508,4147,4336,2424,5105,5379,,91498,115380,124144,132574,112345,135218,169779,146160,124994,199645,,211136,156238,162031,154022,140691,160935,182517,194763,194975,210703
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",4605,4178,5569,5571,6189,4203,6075,5251,4626,5372,,468859,528028,524253,457378,413456,428785,441780,502909,373614,454360,,325110,318945,344352,359130,336334,338696,369108,360174,297490,368647
847989,"Machines and mechanical appliances, n.e.s.",1765,1828,3420,13138,2145,4397,2222,6369,4794,5350,,202966,234999,344141,305051,284646,367260,347547,376967,376694,560697,,1122572,770085,824049,1294588,734904,684131,660518,695531,605930,859405
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",352,415,667,792,483,1195,1738,890,850,5328,,93400,84123,91313,84224,103078,126001,144803,165268,143164,127709,,16364,16004,18463,16041,15064,21534,23024,22660,19180,38118
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",524,451,903,724,2671,1517,2052,2741,3426,5228,,48999,17326,36838,55691,94763,122271,108829,113428,99065,125065,,11726,17274,14919,13599,18329,16980,22132,25003,22869,32701
570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",658,1999,3153,3731,3544,4703,4210,3954,3650,5178,,2284,1513,705,8739,10606,12672,14089,13008,18288,28078,,1164,2788,4527,4806,4386,5982,5159,4806,4426,6179
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",4246,4452,5849,3790,3626,3603,4203,5544,4937,5082,,184552,213399,213000,203366,207473,248285,245272,238738,202626,289411,,190843,177499,190502,170606,166220,170834,173955,166955,175822,204146
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",2171,2066,3798,6309,6662,6116,5003,7957,7030,5018,,178305,324805,467610,547837,606967,652698,600752,586197,377435,375904,,87354,99740,135055,130375,118056,142882,151504,130042,100800,103806
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",231,509,677,1081,1049,1558,1119,1060,1219,4995,,20437,75196,79975,92223,90702,77048,72207,70409,54630,82891,,31496,26651,26004,52346,79573,81447,79284,81565,84794,96634
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,0,0,0,0,0,0,3476,4942,,5840,5395,4691,2150,595,790,3416,1611,23000,41013,,0,0,54,180,280,835,331,402,3941,19960
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",88,525,220,1095,1145,1574,3404,5230,4090,4928,,270631,143578,132877,94378,79122,114752,132758,157362,110181,261941,,21578,18336,18375,14707,13727,15424,21563,18993,15684,17160
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",2141,1786,2471,1996,2143,2303,2209,2261,2788,4915,,94360,110689,109364,98724,101091,123350,104184,106897,111642,158912,,3018,2769,3470,2843,3131,3284,3470,3477,4243,6869
570231,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",11844,7081,7821,8702,9922,8931,6466,6065,4177,4866,,73061,98891,120124,120951,134055,150188,166880,152319,134001,185727,,24195,17764,17141,15644,17935,15026,11977,9184,8685,9565
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",10,20,0,0,0,109,0,396,283,4813,,40865,26406,21061,25480,18902,37411,60994,107235,192193,311495,,711,1119,10782,2737,1320,2382,4824,2920,5266,9491
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",1045,1081,1150,1349,1287,1209,1950,1828,1270,4763,,120581,81545,64091,49129,49018,51262,55941,57106,48560,60223,,77472,81966,76411,84516,78130,79765,82818,74154,83354,107908
