Product code,Product label,Saudi Arabia's imports from India-Value in 2012,Saudi Arabia's imports from India-Value in 2013,Saudi Arabia's imports from India-Value in 2014,Saudi Arabia's imports from India-Value in 2015,Saudi Arabia's imports from India-Value in 2016,Saudi Arabia's imports from India-Value in 2017,Saudi Arabia's imports from India-Value in 2018,Saudi Arabia's imports from India-Value in 2019,Saudi Arabia's imports from India-Value in 2020,Saudi Arabia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
960990,"Pencils, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",53,29,117,343,266,501,306,216,41,46,,4108,2405,3048,3238,2926,2750,2955,2770,1791,2002,,7165,6332,5407,13558,5727,8495,7371,6649,4980,1911
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,46,,421,1084,1432,1317,1319,1490,1237,1430,1756,2304,,439,143,86,275,81,151,118,83,122,211
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),59,0,62,0,50,57,47,101,22,46,,1598,1120,742,478,765,792,695,972,1136,1713,,17382,15256,9157,10134,11359,11071,10802,15300,7952,10284
283620,Disodium carbonate,4438,2176,0,0,0,0,8,0,94,46,,26488,24906,7024,7086,10259,27313,24032,28168,37329,67200,,86648,83151,89219,88964,72257,57290,72543,80107,55206,64100
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,0,0,0,0,6,20,0,46,,715,55,173,13,1,21,1,11,1,23,,29,70,65,619,280,187,536,3230,2051,1229
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,3084,3768,1419,1592,662,365,359,420,224,46,,29284,42960,58683,41853,50117,53931,52409,36780,35139,51884,,21289,15704,10401,13845,7265,2809,2919,2797,934,1059
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,111,0,0,64,0,17,32,32,46,,81761,58100,57687,41780,50366,65055,52767,29769,13179,39644,,1412,1428,1732,1937,1625,773,1082,4052,7199,1172
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,1259,523,336,191,45,71,0,23,5,46,,56109,35346,11884,6554,6387,9792,7844,9467,2522,1194,,30242,37804,17819,12086,19653,25100,8336,8940,6232,8525
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,0,0,829,0,163,0,10,8,239,46,,13905,16197,17352,16982,14729,18422,18872,18678,18799,27528,,18514,19525,61905,27482,36293,10821,11616,15695,7610,8912
701322,"Drinking glasses, stemware, of lead crystal",0,0,0,0,0,0,0,18,24,46,,4,239,4,145,13,1,5,46,3,5,,703,500,293,468,639,574,1363,1229,708,410
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",0,30,44,0,30,0,0,0,0,45,,1646,4039,2571,2627,1018,204,410,1917,170,238,,197,111,158,251,92,41,33,84,24,109
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",45,0,0,112,0,0,33,189,17,45,,49738,24384,27655,26057,18559,15614,15871,14434,11495,18542,,86,285,42,151,42,4,109,229,17,190
845090,"Parts of household or laundry-type washing machines, n.e.s.",0,31,0,40,0,0,29,21,6,45,,5770,11652,8202,10933,16307,15149,13831,21650,26979,40928,,4460,5397,7719,7774,7906,5732,6315,4995,2837,5025
850520,"Electromagnetic couplings, clutches and brakes",37,0,62,44,0,127,8,0,32,45,,1540,1976,1594,1196,2492,3542,3703,3719,3108,4527,,1369,8095,4723,3881,3481,2396,1405,2390,1961,3334
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",45,0,0,154,0,0,56,123,262,45,,262,127,664,2035,3082,3412,2835,613,1233,2808,,11114,11547,14479,14293,13544,11764,9245,10832,14804,16206
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",123,63,369,581,0,168,131,74,56,45,,102562,101452,95535,82919,71778,69513,97682,108080,107596,138877,,4026,2869,4424,3429,1934,1253,1521,1624,1532,1577
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,33,35,0,0,0,55,103,22,45,,15214,9420,11699,8162,7697,7581,11392,9422,3924,5856,,1089,731,972,994,877,842,1727,1863,293,116
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",228,0,0,0,0,0,132,65,55,45,,1324,2185,2582,2874,1776,2397,5967,7704,5859,7533,,4526,2735,2364,2966,1600,511,777,1581,751,844
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",420,668,325,366,264,308,174,85,54,45,,145541,29203,19654,17481,18142,16146,22272,28104,24110,515694,,17782,19949,15416,15702,6520,19138,19913,19002,15944,32370
610829,"Women's or girls' briefs and panties of textile materials, knitted or crocheted (excluding ...",41,100,67,97,357,346,98,161,7,45,,8055,22730,29345,27912,28376,20985,22409,24702,24829,31888,,3547,4489,5410,2129,7920,3891,3061,2018,4462,6349
282751,Bromides of sodium or of potassium,0,328,630,290,314,403,188,757,412,45,,945,1529,2984,5153,4108,7427,7582,11692,8049,10788,,711,7348,693,511,2472,4997,1348,3239,7927,1912
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",260,84,27,185,0,90,28,82,63,44,,2651,2521,2174,2191,1634,1457,2121,2752,2241,2421,,1723,1117,1334,2403,2675,2653,1109,1101,248,1713
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",0,64,33,58,0,0,32,6,41,44,,3232,4293,5027,5197,3892,3604,3485,2962,2717,5196,,2871,3685,5937,6313,18225,4313,5145,1821,1760,1465
291737,Dimethyl terephthalate,0,0,0,0,689,51,0,281,213,44,,0,0,3,2,2,0,3,1,0,0,,0,0,0,0,689,362,336,383,213,70
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",47,0,197,0,43,0,20,6,17,44,,1990,2100,2966,3479,1339,806,1674,6672,2726,5016,,470,722,1506,531,387,303,559,619,2081,1177
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",1029,382,110,266,395,277,196,32,71,44,,14931,19438,14841,29279,23608,22038,18069,18236,9911,10395,,230464,420062,362154,361483,312267,115465,54930,40642,51509,102997
761210,"Collapsible tubular containers, of aluminium",0,29,0,0,53,198,63,124,131,44,,12946,12310,11663,13321,14184,15222,15090,16426,13722,16990,,4754,5197,6115,5679,4397,5631,5512,7011,7767,7196
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,0,0,154,0,0,139,140,139,129,44,,900,938,974,1234,868,1257,1778,2404,2299,2143,,303,5255,14631,6255,934,2215,2089,3013,1323,853
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",84,0,0,0,0,0,4,4,12,44,,5315,4731,8691,5111,4357,5283,5674,5232,4901,5611,,3200,3489,2494,3386,1377,677,1087,978,596,371
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excluding ...""",208,113,63,30,0,0,68,0,6,44,,1439,1754,1816,1753,1858,1574,1012,860,3427,2378,,10171,10282,12214,18652,18558,16336,15179,16665,14618,16679
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),0,101,2943,136,186,76,27,64,92,44,,9393,17471,18309,15655,11128,14039,23395,16995,16876,25481,,54359,46718,31712,26581,39654,21225,21444,12940,30477,9047
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",354,0,43,0,144,73,18,310,12,44,,25572,9685,9238,13460,57386,10488,7752,3127,7311,3051,,20805,14052,37548,11867,6529,13269,5990,4007,2977,3258
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),0,35,75,61,0,156,235,38,4,44,,4269,3394,2020,1309,1940,2746,2166,1754,7993,15081,,1503,2741,2954,3037,1248,1692,1512,2600,1853,949
731582,"Welded link chain of iron or steel (excluding articulated link chain, skid chain and stud-link ...",0,0,0,0,0,0,0,17,11,44,,412,141,27,18,59,35,42,29,172,576,,1743,1855,1632,1696,1389,1500,2095,2030,2378,2911
842541,Built-in jacking systems of a type used in garages,0,0,0,0,0,0,0,20,25,43,,63,20,16,166,944,1233,1457,1863,2324,3687,,4151,5406,3094,5228,4489,2638,2139,2356,2429,2133
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,0,0,0,70,0,230,120,53,20,43,,10865,12889,12622,12183,12125,8566,9229,8360,8572,8419,,9135,10717,10700,10325,10006,8768,14433,14112,16260,11063
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",0,0,0,0,0,0,536,3,24,43,,9546,10679,10418,7679,9431,10948,10040,7086,8473,12862,,197,1490,159,281,1176,182,671,268,632,400
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,38,4,30,43,,2496,5402,9422,758,597,875,895,705,799,1073,,519,515,447,1029,761,309,243,639,279,152
440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",0,0,0,0,0,0,0,6,30,43,,0,6,48,28,11,7,10,4,9,33,,200,805,488,1184,2528,1859,408,532,1009,1589
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",124,28,0,83,56,234,91,93,148,43,,20651,22822,23661,21871,26031,34989,48243,51099,45062,88166,,8886,1281,2062,2866,2187,2756,1973,3028,3570,1563
720229,"Ferro-silicon, containing by weight <= 55% silicon",105,460,487,1030,356,393,699,548,123,43,,4066,2354,2020,4604,2194,2655,2508,2179,1148,2035,,1379,1998,889,1809,530,629,6640,6418,10445,6453
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",27,40,39,0,0,0,19,15,9,43,,495,515,438,188,77,33,39,14,10,29,,2083,785,797,1420,2903,2381,1321,915,969,235
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),0,0,101,83,0,0,27,0,31,43,,4694,7772,10114,10983,5595,6417,5871,7865,6285,10555,,5943,4841,18379,15946,7709,2504,1977,3231,2036,1209
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",331,556,522,243,0,64,0,161,88,43,,18,26,90,119,36,11,46,6,79,179,,2599,2635,2775,1803,725,1553,886,1337,784,268
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,0,0,0,43,,0,0,0,0,0,81402,61185,57338,43507,69720,,0,0,0,0,0,0,0,0,0,367
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,38,14,76,43,,60,71,1,27,1,34,205,101,231,244,,153,950,2286,734,823,1383,1226,1141,2411,648
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",83,0,0,0,111,66,58,81,79,43,,99,128,111,22,68,327,327,685,358,325,,1358,1051,1078,1323,1292,1610,1171,2333,4357,5156
281000,Oxides of boron; boric acids,0,46,36,0,32,0,43,24,0,42,,1399,1218,1218,1562,1425,1835,1486,1781,2121,2423,,3600,4867,2732,4035,3744,3418,1348,2628,1399,1189
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",47,664,0,40,0,0,0,0,7,42,,20073,14238,23875,15280,3263,5803,6752,7536,6005,37936,,244918,143004,106655,77624,66521,32366,34754,47660,37845,34518
810890,"Articles of titanium, n.e.s.",1194,249,38,0,55,0,48,87,9,42,,3692,2840,2750,2376,2857,4997,3655,3699,8172,4233,,16384,3454,2884,2048,1570,1511,5567,4213,3652,7945
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",0,0,130,0,0,0,8,6,45,42,,3447,4339,4136,4265,4578,3772,3801,10218,4354,6098,,1407,1435,1746,2622,1830,1101,997,1379,1594,1610
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,235,38,29,97,33,184,20,81,224,42,,2789,3767,3482,3423,3669,5038,5076,5893,4451,5778,,12544,13496,16179,21169,9963,9625,8997,6881,2873,4210
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",0,0,0,0,0,0,17,58,44,42,,353,406,109,620,1098,1081,1697,2013,1266,2723,,5206,5305,5437,7724,4395,4396,5097,5563,6445,6366
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",0,0,0,0,0,0,3,0,32,42,,94,8,2,13,9,32,128,80,76,258,,3752,2137,2473,2114,795,1762,3400,2437,4203,7082
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",1391,489,0,206,484,0,313,1028,0,42,,2463,2999,6593,8273,36956,28400,26307,16601,25720,20627,,82406,104177,117264,58571,26388,38058,29245,29684,12451,14965
330410,Lip make-up preparations,30,71,108,212,88,39,35,40,7,42,,1025,1717,2245,3260,2787,4146,10367,7510,3673,4177,,36282,41737,53406,59233,41104,43110,48028,55525,43392,47336
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",42,62,62,0,155,0,0,63,86,42,,7323,7131,6169,6083,5555,4994,3993,4780,4353,7450,,3563,1006,2175,2108,3098,2592,2096,2546,1353,1334
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,0,0,0,0,0,46,144,28,41,,88,354,797,1741,244,4255,7072,1216,1129,807,,194,708,382,2044,7198,1962,2680,2427,2977,5755
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",28,0,0,0,0,0,0,123,126,41,,6375,10607,12396,10279,8211,9499,11319,23649,12055,8683,,669,1332,748,14,124,261,179,204,192,65
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",0,0,0,110,0,0,52,0,5,41,,629,731,692,785,784,1020,753,587,437,539,,2186,4339,2701,3724,3438,2310,1640,2489,1654,3507
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",3294,2563,1675,1197,739,75,221,463,25,41,,20602,18276,14722,11924,10265,9885,9367,17660,8023,13331,,13750,13174,14497,11575,8378,5911,6884,6621,5121,6648
391722,"Rigid tubes, pipes and hoses of polymers of propylene",329,961,897,802,674,113,6,74,9,41,,827,701,1009,784,1786,2788,3152,2912,2492,2582,,13256,16237,12611,11413,7758,7571,5733,4334,7636,6631
283321,Sulphate of magnesium,303,177,113,100,146,229,242,468,278,41,,9957,11565,11015,10451,11386,12514,13880,13139,11408,17487,,4572,2307,2203,5343,4805,1587,5611,7161,5489,6435
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",141,192,315,699,461,181,189,148,70,41,,2369,3626,3754,3372,5811,12261,6140,5899,4865,5761,,29710,30153,37909,29064,14484,12673,11631,17654,13692,15969
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,0,0,0,0,0,31,278,77,41,,2143,1549,1853,3596,2002,1011,1018,1301,789,903,,0,369,471,690,614,926,1215,6866,6022,1445
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",0,0,0,0,0,0,41,62,47,41,,874,1259,789,1200,1020,4089,1707,1095,730,1949,,1136,1023,1014,1959,1501,1231,1622,1738,2759,2349
841210,Reaction engines other than turbojets,0,30,32,0,0,0,3,26,21,41,,1137,1722,1098,1323,976,1763,1229,1321,929,1138,,5669,9207,690,27649,34896,87227,28320,4262,3273,2200
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",415,677,113,178,400,581,188,58,0,41,,3463,1396,1024,2605,2490,3233,2942,4243,2886,3476,,6324,6118,3632,4733,4321,3561,4646,4216,5264,7803
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",0,0,0,0,0,0,178,158,54,41,,895,1704,2968,2380,4897,810,0,0,0,0,,7618,7072,7361,17999,14378,8701,15070,16501,20868,12425
491110,"Trade advertising material, commercial catalogues and the like",46,329,82,0,82,182,1320,725,124,41,,11079,16436,18415,17676,15972,10610,15166,15946,8965,9553,,12774,11109,11744,10609,32588,13363,16092,11142,9618,8421
250200,Unroasted iron pyrites,0,0,0,0,73,714,25,38,80,41,,51,113,151,88,250,350,431,335,300,407,,54,0,36,117,146,823,77,67,124,90
900140,Spectacle lenses of glass,84,37,125,0,0,53,28,0,37,41,,16092,16400,9507,8202,6771,5778,5306,5430,4032,6408,,912,605,1138,419,626,327,283,531,2197,1573
900590,"Parts and accessories, incl. mountings, for binoculars, monoculars, astronomical and other ...",0,0,0,73,0,0,0,7,5,41,,5054,2529,1997,426,737,5540,4166,2600,3321,3236,,987,203,2448,18412,1062,657,1754,2407,9093,16619
284321,Silver nitrate,106,115,0,0,0,0,40,47,13,40,,745,470,345,313,12966,9579,268,575,180,265,,4055,4021,3410,1402,2271,1490,1979,1470,1819,3171
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",40,155,145,0,0,30,68,26,0,40,,3605,3244,4430,5479,4653,404,2338,2984,1454,1906,,16719,20671,14553,18401,17356,13063,11663,14294,13999,12068
30389,"Frozen fish, n.e.s.",74,0,365,43,109,0,348,33,0,40,,0,512813,499533,392621,409739,476880,412819,355897,265496,193895,,12835,19575,21440,19246,13602,11656,16158,14712,15547,17707
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,0,0,40,,0,0,0,0,0,109,96,123,162,572,,0,0,0,0,0,0,0,0,0,1314
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",0,74,0,0,84,0,45,55,45,40,,2491,2436,2616,4025,2502,3044,6907,6059,3681,5285,,1240,6072,5006,7706,7547,5547,4829,5484,11603,9087
560314,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,54,0,0,167,0,4,3,18,40,,1862,8133,7417,8977,23086,24729,19991,14042,7206,11172,,12910,9536,11371,9738,18962,17459,18723,32188,19101,12809
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,27,0,0,0,0,0,0,0,40,,3411,16615,5881,12590,37262,13465,7678,39793,65713,7498,,6151,51285,2377,46233,38482,4,0,5080,3564,10080
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",41,27,95,176,87,215,333,117,90,40,,5764,6048,4938,1885,3257,3759,2693,2816,3227,2602,,8066,9059,5615,6653,4177,4115,23910,3831,5946,3344
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",30,0,83,64,0,0,44,12,45,40,,758,955,838,651,693,674,203,152,358,104,,6058,8429,6503,3241,5758,2155,2038,1636,27625,1494
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,21,31,37,40,,0,0,4,30,17,1,41,7,100,113,,853,892,67,273,626,1171,1458,1457,1914,2006
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",6908,8525,6204,235,169,258,212,397,116,40,,101164,131139,118545,125501,145550,142340,182886,215463,146057,270511,,74617,63089,43508,4815,6767,5518,4766,12292,3764,1498
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",3065,0,120,0,0,75,162,58,365,40,,41259,28396,41320,40101,64504,71689,29109,37475,26709,27686,,26512,17973,11038,19192,13812,3443,3033,8705,141358,13408
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",0,0,0,0,0,0,40,194,124,40,,28013,33815,27201,31836,29733,37239,39742,33352,35135,78973,,0,212,72,151,55,82,76,334,170,309
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",1243,1107,1095,529,620,811,1051,867,463,39,,53152,59925,68361,59895,60621,78165,63770,60764,61684,67771,,73307,59500,64150,67953,66942,56449,53840,68173,24084,16861
848030,Moulding patterns (excluding moulds of graphite or other carbons and ceramic or glass moulds),35,34,40,130,54,0,64,108,19,39,,2043,2633,3806,3003,4062,2959,4406,5516,3189,2643,,2687,1115,1450,2616,3124,2120,985,1444,1039,1472
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",0,128,128,211,187,123,214,254,177,39,,8446,5294,4809,4861,4303,8351,9178,8967,9651,12147,,21930,13653,10346,19911,9286,8324,10096,9493,11271,8885
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",1149,141,0,149,309,263,425,306,10,39,,45280,51852,39814,50190,50328,60824,125519,134988,60344,117714,,57208,43145,23272,25363,25242,32626,26273,33329,20018,34786
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",75,45,45,0,0,64,235,131,70,39,,2059,3658,2844,4057,3537,3607,4508,5603,5122,7658,,16518,9526,3434,4303,3267,2537,3243,4617,2166,3110
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",248,377,169,177,0,0,135,184,87,39,,784811,852529,903522,957615,862171,189031,0,0,0,0,,30184,23514,21657,9230,12221,1064,229,2064,1303,2565
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",28,40,79,83,38,129,107,33,49,39,,44746,6877,1574,29181,27961,1465,1202,135,311,56,,1042,524,746,990,506,489,839,1284,558,707
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),7050,7545,15648,19920,10788,15930,8668,1309,69,38,,35715,91121,99989,103557,104152,114347,102870,94085,44013,51775,,29298,34015,46360,62682,51253,55301,45014,14523,853,22141
540769,Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured ...,11855,3089,1961,5729,4333,4695,5853,4522,23,38,,10122,11485,6150,4028,2195,8421,9091,9791,6706,7403,,171084,143390,90360,91763,85592,72272,70154,50211,24116,35229
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",0,0,0,0,0,0,0,14,0,38,,7779,2024,1461,5972,3379,724,766,683,528,3233,,1312,794,827,1598,1300,1089,1649,2012,1949,2233
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",31,85,265,185,0,0,13,12,0,38,,18831,23373,23461,25368,20790,21496,28447,35314,37561,41633,,2595,4180,3762,3229,2555,4829,4488,7882,5767,6525
853400,Printed circuits,40,0,0,38,35,0,104,37,87,38,,130174,155555,151467,131583,127718,129733,127269,136368,110970,124491,,7781,7814,7367,5320,5551,5057,5120,5950,54525,12176
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",379,44,74,0,55,57,99,14,0,38,,9482,6100,3936,2214,1209,2106,2890,2050,1053,1396,,671,741,400,519,417,234,445,712,102,110
293629,"Vitamins and their derivatives, used primarily as vitamins, unmixed (excluding vitamins A, ...",0,30,29,169,0,126,28,6,47,38,,62960,111294,99343,109597,104523,158587,103936,120954,135146,168540,,5810,7068,5461,10325,5193,5070,7264,4650,5965,2484
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",40,0,0,0,0,0,4,50,6,38,,659,1463,878,1662,1920,2033,2076,1419,945,734,,554,446,718,273,557,95,228,774,1706,3149
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",74,0,0,0,0,0,24,0,0,38,,1164,966,516,928,722,909,592,377,236,122,,168,71,0,232,164,690,132,112,210,195
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,0,0,0,27,0,0,18,30,38,,995,705,735,1428,1639,3429,7849,4875,5253,8007,,1262,395,628,12905,475,475,14897,14499,4952,8320
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",0,0,0,0,0,0,0,22,8,38,,40150,46363,50117,47521,52687,50959,56643,57781,46938,64570,,93,250,31,681,458,144,547,535,939,1884
950730,Fishing reels,0,0,0,0,0,0,0,5,0,37,,10,8,16,0,3,14,0,0,0,47,,0,102,0,119,186,201,167,318,731,353
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,42,202,169,219,37,,43,34,10,0,102,0,0,0,7,52,,75,134,0,33,0,43,202,249,323,152
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",6717,299,70,2482,615,45,30,30,39,37,,10707,3235,2853,6551,12997,24946,9076,29984,118772,88886,,8572,1435,462,2843,2057,566,462,462,840,557
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,0,0,0,0,13,10,0,37,,1116,1347,949,934,903,1640,1931,2322,1552,2793,,0,0,0,30,29,27,13,10,0,37
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,31,0,0,0,0,6,4,0,37,,69,109,710,15,477,175,144,299,31,785,,3700,4594,2166,5305,1318,1300,2016,1426,2560,1060
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",112,0,36,54,65,31,46,20,0,37,,7028,2400,1992,2559,1644,2735,1747,1818,2221,2596,,1615,2335,2372,9164,1509,1617,1393,897,533,148
