Product code,Product label,Saudi Arabia's imports from Australia-Value in 2012,Saudi Arabia's imports from Australia-Value in 2013,Saudi Arabia's imports from Australia-Value in 2014,Saudi Arabia's imports from Australia-Value in 2015,Saudi Arabia's imports from Australia-Value in 2016,Saudi Arabia's imports from Australia-Value in 2017,Saudi Arabia's imports from Australia-Value in 2018,Saudi Arabia's imports from Australia-Value in 2019,Saudi Arabia's imports from Australia-Value in 2020,Saudi Arabia's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,0,0,0,0,0,0,0,0,0,,893,386,295,639,359,630,407,199,296,641,,27177,2964,4420,2317,1620,758,884,807,2371,2408
840420,Condensers for steam or other vapour power units,0,48,0,0,0,0,0,0,0,0,,604,88,316,94,67,171,94,89,140,104,,66521,40341,296682,71691,56222,9006,6833,11263,11637,3739
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,0,0,0,0,0,0,11,0,0,0,,1170,1502,2405,5749,2644,1129,2769,5483,750,2213,,10309,24241,38073,292149,47446,17761,30296,14338,10978,8383
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,1529,843,0,422,179,1060,76,0,1470,1203,,6151,51285,2377,46233,38482,4,0,5080,3564,10080
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,32,2,133,40,123,125,49,96,41,63,,0,0,90,258,92,77,15,80,46,58
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,32479,22995,18854,26298,21356,22620,29358,28015,31250,26274,,94756,92476,75119,74536,61434,37593,58587,78683,83004,76369
820780,Interchangeable tools for turning,0,0,0,0,0,0,0,4,0,0,,3453,6577,5004,3550,933,617,218,85,72,377,,746,383,915,1282,595,807,943,1180,1717,1516
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",0,0,55,0,0,0,0,8,3,0,,485,1040,866,605,320,149,464,421,504,563,,5164,3296,2710,3774,3841,1452,2931,3825,8580,7024
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",0,0,0,0,0,0,0,0,0,0,,385,559,83,131,102,128,1415,1523,543,2243,,293,299,667,745,312,305,178,356,612,1112
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",0,0,0,0,0,0,0,0,17,0,,1386,1095,2159,2983,5330,4631,5562,6880,4929,6363,,317,1158,784,1764,1380,1207,1153,600,3711,3536
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,0,0,0,0,0,0,0,0,0,,228,67,200,95,55,127,102,192,112,197,,1903,1885,1578,2630,2200,1773,1534,1334,402,493
732181,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,0,0,0,0,0,0,0,0,,834,963,239,374,987,1400,1495,551,534,593,,290,1526,783,3966,3593,2405,1706,1046,482,1325
732211,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...",0,0,0,0,0,0,0,0,0,0,,192,46,49,53,73,108,77,81,50,193,,0,0,141,493,191,212,134,481,3106,718
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",0,0,0,0,0,0,0,0,0,0,,445,86,136,133,78,107,146,228,200,176,,638,212,683,1771,1729,1435,1336,8528,5356,5571
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",0,0,0,0,0,0,0,0,0,0,,1158,1273,1053,748,627,713,2890,985,1241,1082,,4966,4355,6306,5561,3476,8371,14144,10505,21151,14035
841382,Liquid elevators (excluding pumps),0,0,0,0,35,135,0,0,0,0,,2457,1268,2900,1065,279,896,525,616,373,351,,22035,17705,15092,22249,13593,13489,14188,3442,12690,4519
842211,Dishwashing machines of the household type,0,0,0,0,0,0,0,3,0,0,,514,671,1210,852,3506,2382,1543,527,657,997,,7532,15640,17988,33808,33380,26832,17524,27930,35541,50693
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,0,0,0,0,0,0,0,,228,132,112,111,341,365,339,385,300,1153,,3734,3188,3819,3209,2849,4265,3818,6537,7799,8270
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",0,0,0,0,0,0,0,0,0,0,,546,665,849,670,1011,463,463,571,437,1015,,4406,5501,4485,5800,3765,3388,3152,3979,3708,2449
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",29,40,84,42,40,0,0,6,0,0,,1000,659,747,1122,470,511,752,1262,788,750,,1136,1023,1014,1959,1501,1231,1622,1738,2759,2349
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,0,,335,10,73,391,530,162,19,349,1703,1232,,0,0,0,0,4,0,0,0,0,0
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,0,,15131,15875,24219,23296,32971,27795,19484,21139,41571,66392,,30,0,0,20,69,0,0,5,5,0
711610,"Articles of natural or cultured pearls, n.e.s.",0,0,0,0,0,0,0,0,0,0,,11777,6505,5269,3573,2208,10102,2698,1865,3582,1134,,317,444,276,43,168,170,89,238,713,975
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,0,0,0,0,0,0,0,0,0,,29,83,17,227,39,0,74,6,12,125,,385719,240787,291469,237675,188213,1688,10279,5612,11907,8408
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",0,0,10536,7896,9325,0,0,0,18590,0,,366626,401736,411030,176008,36680,45382,48154,56717,38408,69266,,78094,400,131645,108369,32299,15121,1793,75351,122617,113943
720450,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,0,0,0,0,0,0,0,0,0,0,,2857,1437,1341,1025,99,1579,139,6,711,1781,,2541,46,458,0,0,4,3,0,0,0
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",0,40,0,0,0,0,0,15714,0,0,,5457,5592,1708,452,993,770,672,1922,2040,2905,,256076,253862,247326,124616,70107,90369,107093,39067,11370,21552
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",91,0,0,0,0,0,0,0,0,0,,176,150,0,23,4,0,0,35,26,25,,11023,16747,9159,9064,5229,6864,9870,15796,30184,46101
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,0,0,0,0,0,0,8,0,,52,60,106,486,230,263,131,557,278,233,,3540,4033,5563,7518,5537,6747,8235,12362,5239,5665
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",108,228,0,0,0,0,0,0,0,0,,0,189,271,34,89,18,4,42,94,14,,4146,3932,3289,4686,4231,3890,3450,3776,3915,2411
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,31,39,430,319,6,13,3,148,3,15,,38297,96013,173297,45853,27510,70292,24718,4458,25085,3380
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,217,0,0,0,0,0,0,0,,636,699,243,231,435,36,528,925,513,21,,24883,29623,77484,50786,28016,14288,19156,20848,39139,4172
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",0,0,0,0,0,0,0,0,0,0,,5929,9392,2913,3890,8184,3876,653,1334,988,1005,,52,0,36,31,6,0,0,0,8,5
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",0,0,0,0,0,0,0,0,0,0,,123295,117114,102037,53076,64649,45261,42847,39696,26532,14378,,96,0,0,21,60,1,8,0,31,52
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,0,0,0,0,0,0,0,0,0,0,,10,0,6,27,4,2,8,31,7,10,,0,67,0,1,4,11,20,0,9,14
710820,Monetary gold,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,424,1606,0
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1268,797,73,0,13,0,3,0,0,0,,144,612,873,644,286,557,1868,3092,2524,3197
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,58,6,0,3,2,0,30,0,0,,1089,731,972,994,877,842,1727,1863,293,116
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",31,0,0,0,0,0,0,0,0,0,,15270,15270,107,70,49,373,577,1095,3744,2581,,16546,15460,6007,6233,4712,2990,1114,4850,943,1499
721240,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,236,8950,7950,7548,7954,2358,521,418,2994,,2392,1290,2654,3660,3948,4123,3599,3650,4315,2416
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,192,85,10,84,54,169,60,804,33,7,,5065,9635,6852,7124,808,550,12,72,11,28
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,0,0,0,0,0,0,0,0,0,,2815,4486,1047,2489,2686,0,290,5,105,56,,258507,234121,238139,220684,206367,122600,142590,80086,159219,163619
721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded ...",0,0,0,0,0,0,0,0,0,0,,2441,1301,181,224,708,500,396,255,241,209,,26402,34668,25125,37784,12144,2385,2451,4646,1897,3974
721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excluding plated ...",535,0,0,0,0,0,0,0,0,0,,133,28,144,107,29,115,92,119,31,19,,16651,16855,14507,18042,8423,6185,10925,14777,22058,7112
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,227,83,412,90,76,95,81,108,109,22,,7422,16541,12954,5895,3025,7582,5434,33416,12762,4375
721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,83,18,83,97,86,172,351,150,125,101,,6874,7893,5707,7280,4915,9155,9589,10661,10905,10316
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,81,22,11,3,0,44,34,30,170,741,,7015,4685,2692,4766,5621,5733,7377,8748,9262,8380
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,65,0,0,0,0,0,0,,334,156,131,920,212,176,279,455,210,219,,6489,5990,8678,8189,10013,4302,3136,2656,1724,301
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,43,2,0,,17244,17921,20287,28769,25505,8026,13886,524,10662,19014
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",0,0,0,0,0,0,0,3,0,0,,1491,1056,1072,1116,1073,1019,776,867,866,1575,,43110,16661,16271,17085,8281,2326,2367,1215,142,422
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",0,0,0,0,0,0,0,0,0,0,,5989,2167,1799,1113,145,302,9124,10027,11531,11037,,4087,2991,3994,3270,6277,3475,4807,2711,2435,2945
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",0,0,0,0,0,0,0,8,0,0,,1798,1887,1592,587,1039,664,1291,2151,1476,1257,,70945,60665,64884,154752,141615,159155,135674,110331,4516,3677
730240,"Fish-plates and sole plates of iron or steel, for railways or tramways",0,0,0,0,2017,489,234,85,0,0,,227,540,83,53,190,24,151,504,225,81,,20395,25080,27751,26853,19195,10001,7577,6651,3968,2942
730424,"Casing and tubing, seamless, of a kind used for drilling for oil or gas, of stainless steel",0,0,0,0,0,0,0,0,0,0,,3491,2565,574,2114,226,223,1387,261,246,10,,2712,5650,5759,2376,12323,5770,10041,66152,62290,23799
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excluding ...",0,0,0,0,0,0,0,0,0,0,,30,43,0,48,174,22,120,121,0,110,,3189,3669,5054,5200,4089,5142,1846,938,1166,884
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,0,0,0,0,0,0,0,0,0,,4,74,41,5,150,96,65,14,177,97,,0,140,147,90,12,77,20,6,262,117
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",0,0,0,0,0,0,0,0,0,0,,9,2,22,6,0,44,15,4,10,16,,333,47,145,591,111,230,199,229,1301,2101
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1826,1773,1303,160,190,,0,0,0,0,0,0,0,0,0,29099
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",0,0,0,0,0,0,0,0,0,0,,2,0,180,165,3,19,0,2,22,0,,2119,3022,2098,2305,467,820,120,399,351,507
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",0,0,0,0,0,0,0,0,0,0,,0,13,431,87,36,98,162,44,9,3,,6693,2477,1942,4751,2580,156,1532,559,237,44
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",0,0,0,0,0,0,0,0,0,0,,169,98,48,114,216,45,108,222,143,89,,5206,5305,5437,7724,4395,4396,5097,5563,6445,6366
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",0,0,0,0,0,0,0,0,0,0,,6778,513,597,1126,381,500,518,632,330,485,,14546,14417,18883,23999,22141,18472,18342,22048,20371,25565
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,3,1,3,0,8,3,0,2,95,150,,0,0,0,2,5,4,0,3,12,7
701510,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked ...",0,0,0,0,0,0,0,0,0,0,,250,132,125,157,40,43,76,36,76,26,,3551,3847,39,252,174,74,201,141,0,21
701912,Rovings of glass fibres,0,0,0,0,0,0,0,0,0,0,,2,30,59,29,2,14,50,45,15,535,,35938,23522,44948,72183,20622,28160,25840,33283,29092,81754
701940,Woven fabrics of glass fibres made from rovings,0,0,0,0,0,0,0,0,0,0,,560,224,335,236,235,463,296,141,66,95,,26246,4107,5470,6619,5759,3851,4078,5634,5779,9188
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,0,0,0,0,0,0,0,0,0,,1,0,13,1,4,2,3,11,12,333,,356,199,545,814,1572,731,485,851,534,1192
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,1110,1127,1055,1172,1358,1370,2498,3459,2862,2884,,8726,8346,6317,7328,5338,4199,4986,5068,3885,3855
630221,Printed bedlinen of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,1649,1344,2998,2133,1320,1063,921,1060,1287,2478,,7221,7974,7267,7192,7569,5533,5085,7493,5818,9988
630299,"Toilet linen and kitchen linen of textile materials (excluding of cotton or man-made fibres, ...",0,0,0,0,0,0,0,0,0,0,,33,171,76,136,126,97,314,1630,1841,1052,,489,469,713,950,1054,461,554,763,503,1643
630399,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excluding ...",0,0,0,0,0,0,0,0,0,0,,2476,3114,2006,2334,2392,745,617,1766,328,528,,0,125,0,0,0,0,0,0,914,352
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",0,0,0,0,0,0,0,0,0,0,,682,1221,1027,1138,1341,1730,2471,2061,2223,4943,,346,1241,67,575,1091,1401,2230,121,46,447
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",0,0,0,0,0,0,0,4,0,0,,2151,3211,1416,1393,1813,1682,1968,1968,2664,2019,,7914,8171,10901,11798,10393,9983,10135,14445,10673,12697
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,0,0,0,,1442,1068,772,545,429,161,64,55,17,124,,2223,2695,8735,5522,2777,1480,1019,1377,1252,704
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",0,0,0,0,0,0,5,0,0,0,,1143,1624,1277,831,966,2028,3148,1837,941,2130,,5664,3913,5649,5555,5205,10382,30160,23955,2689,883
640620,"Outer soles and heels, of rubber or plastics",0,0,0,0,0,0,0,0,0,0,,390,176,154,158,641,107,423,899,600,1330,,707,544,1227,1189,2778,388,247,425,697,2382
650699,"Headgear, whether or not lined or trimmed, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1452,1801,1712,1528,1763,1852,1494,1620,1131,1328,,727,1043,1169,1119,704,750,1102,1401,2233,948
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",0,0,0,0,0,0,0,0,0,0,,604,724,536,1393,601,408,337,484,390,817,,461,854,411,972,446,221,226,378,561,577
660320,"Umbrella frames, incl. frames mounted on shafts """"sticks"""", for umbrellas and sun umbrellas ...""",0,0,0,0,0,0,0,0,0,0,,84,38,41,13,50,57,14,1,17,28,,0,686,0,21,14010,27,37,241,648,760
580127,"Warp pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,19,1,0,0,2,3,0,20,4,8,,73,55,211,261,78,1055,249,51,46,99
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",0,0,0,0,0,0,20,0,0,0,,3,74,78,229,48,736,744,113,17,99,,4005,3045,1637,3190,5039,6580,8667,6358,5559,4855
611710,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,303,528,545,434,469,360,420,481,286,620,,1217,2256,4321,6613,10490,5789,6001,8143,3462,6821
620199,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...",0,0,0,0,0,0,0,0,0,0,,181,290,27,105,267,869,375,198,259,3571,,0,2522,933,1305,2,253,686,44,187,1
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,0,0,0,0,0,0,0,0,0,,153,185,133,352,255,486,565,771,952,1573,,0,369,471,690,614,926,1215,6866,6022,1445
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",0,0,0,0,0,0,0,0,0,0,,456,672,426,233,381,449,532,686,617,1606,,720,1948,6271,2657,2908,1938,3839,2872,5908,3245
620620,"Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excluding ...",0,0,0,0,0,0,0,0,0,0,,128,30,41,16,75,49,37,81,92,89,,206,519,40,1241,2561,1452,1376,1492,1366,173
620630,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excluding knitted or crocheted ...",0,0,0,0,0,0,9,0,28,0,,3393,2036,1546,1790,1771,1740,1486,1063,1413,2908,,31805,16881,11651,22567,42553,42513,37366,53222,36195,38926
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",0,37,0,0,0,0,0,0,0,0,,303,251,154,475,621,398,183,1187,2220,1067,,16387,47530,63604,67621,32140,26165,30578,50479,27998,22188
621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,239,136,220,278,557,225,818,934,555,381,,4268,0,0,31,0,903,0,13,0,27
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,0,89,0,0,0,0,0,0,,1001,599,219,144,764,726,1492,234,229,201,,2365,2445,2339,4062,4983,2502,1412,2625,2635,1774
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,0,0,16,0,0,0,,482,590,374,300,100,897,388,622,2286,5376,,16144,16495,16989,6994,22840,2945,14566,16651,5114,16117
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,0,0,0,0,0,0,0,0,0,,1039,677,915,618,711,301,191,2014,570,816,,1263,455,238,150,29,51,12,151,5,51
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",0,0,0,0,0,0,0,0,0,0,,2142,3802,4419,6558,2237,4690,3305,4867,2853,3535,,10679,3612,1992,2519,8412,3254,2351,2818,0,1266
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,0,0,0,0,0,0,0,0,0,0,,75,92,202,32,100,266,28,2596,423,9,,4986,5902,15964,10674,7350,8363,4141,3962,1827,1924
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,0,0,0,0,0,0,0,0,,170,404,437,147,626,613,270,337,368,273,,719,953,1278,1014,1536,1026,1729,1045,978,1048
848610,Machines and apparatus for the manufacture of boules or wafers,0,0,0,0,0,0,0,0,0,0,,707,1201,713,665,416,444,30,1072,65,6,,2789,0,353,2604,421,467,4270,686,83,121
850730,Nickel-cadmium accumulators (excluding spent),0,0,0,0,0,0,0,0,38,0,,496,368,586,912,742,929,2475,891,569,726,,15594,17179,10665,22888,24474,18308,22161,10219,10008,9569
848010,Moulding boxes for metal foundry,0,0,0,0,0,0,0,0,0,0,,371,339,1169,1312,700,338,101,593,19,115,,1110,1090,777,770,2462,565,944,300,425,224
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,0,47,0,0,0,0,0,0,0,,201,9,438,290,426,39,96,48,1252,124,,1708,2617,3885,3251,3422,2284,1682,1775,1492,1898
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,0,0,0,0,0,0,0,0,,200,1801,1753,510,424,541,1257,1340,907,1163,,1615,2136,751,1451,1762,734,1170,1199,489,70
851829,"Loudspeakers, without enclosure",0,0,47,0,0,0,0,0,0,0,,1618,2347,4058,3750,3607,3774,3365,3204,1899,11471,,6898,5769,7317,5121,3871,4234,5704,6569,7097,6309
851010,"Shavers, electric",0,0,0,0,0,0,0,0,0,0,,1137,1139,2620,1108,1429,3283,2832,3801,3676,4014,,10386,13694,13759,11558,11390,12212,9421,9855,8870,4533
