Product code,Product label,Singapore's imports from China-Value in 2012,Singapore's imports from China-Value in 2013,Singapore's imports from China-Value in 2014,Singapore's imports from China-Value in 2015,Singapore's imports from China-Value in 2016,Singapore's imports from China-Value in 2017,Singapore's imports from China-Value in 2018,Singapore's imports from China-Value in 2019,Singapore's imports from China-Value in 2020,Singapore's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",2397,1781,1237,1218,1007,1233,1264,1346,935,964,,99881,89170,76945,64680,47688,38593,28900,21372,21052,44535,,5527,4606,4437,3296,3247,3017,3258,2893,1898,2930
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",73,81,93,63,114,138,185,174,992,964,,60614,68635,74084,78101,80816,83705,93694,90370,85194,76103,,453,483,551,441,565,585,613,679,1857,1428
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,1004,1813,2770,2071,1398,3636,3029,3069,1739,960,,119065,120261,135898,134778,107999,123480,150165,143848,137914,149272,,28762,19061,27598,23354,22057,30185,22475,20224,14254,14191
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",1369,1022,1161,1103,548,671,535,798,348,960,,104002,114181,115124,108711,107394,117841,132161,128199,114594,128163,,21394,15386,15567,15590,17791,21345,17362,15598,15233,19997
903010,Instruments and apparatus for measuring or detecting ionising radiations,2111,332,925,515,311,664,824,466,270,959,,3546,4920,9086,11542,8289,8360,20877,18962,12211,11289,,27300,30615,39159,25294,16902,27161,23566,28257,35201,29079
842542,"Jacks and hoists, hydraulic (excluding built-in jacking systems used in garages)",5785,3481,3635,4958,4869,2368,1814,1101,1493,957,,670423,693838,783491,797768,802728,844562,978634,945596,973499,1183391,,15456,15078,12131,17243,10428,10519,10110,7373,5229,4951
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",1453,2104,3829,3437,1688,895,1088,914,1134,955,,4747760,5253906,5116203,5022516,5067667,5172402,5796931,6807539,5432337,6739181,,6404,7706,8891,8789,7733,6902,10048,18524,16973,18199
940591,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of glass, ...",2782,3285,7058,5720,719,658,1137,1231,514,955,,1975047,1850287,348547,380079,290345,298892,305458,303994,365667,354422,,5960,7622,11878,9176,2309,2202,4421,3943,5911,5144
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""""methyl methacrylate"""", not reinforced, ...""",2115,1788,659,555,323,674,438,374,369,954,,180742,187464,162584,168426,155613,186995,213964,210947,369137,311089,,23920,34390,20966,28404,28466,25322,18439,16027,14385,14387
390710,"Polyacetals, in primary forms",8226,6185,1380,1445,535,548,132,278,208,954,,115200,114265,94126,77160,65824,69817,68523,58932,54717,80427,,60381,64200,25566,22686,17487,21651,25067,30681,22712,32273
910521,"Wall clocks, electrically operated",731,615,654,679,522,759,819,651,803,953,,643233,652480,595103,617252,561683,488222,452742,498085,458098,554844,,1430,1224,1721,1622,1076,1208,2174,1445,1403,1588
846722,"Saws for working in the hand, with self-contained electric motor",2934,4589,1451,2104,1784,1631,986,1215,710,950,,846601,946205,1031801,1034071,1055394,1245397,1406991,1434619,1739843,2258355,,7956,9037,4484,2620,2801,2356,1623,1855,1026,1292
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",1905,1947,1631,1483,1554,1420,1440,1463,914,946,,203634,214590,273753,277699,218861,225383,215595,243130,280175,376839,,4258,3909,3631,3720,3597,3069,3235,2990,1955,2133
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,90,3,311,945,,0,0,0,0,0,82135,93246,76985,60494,67054,,0,0,0,0,0,0,2327,324,3647,4901
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",3998,2389,2007,1946,916,714,1627,303,111,945,,21038,18356,21131,21867,37941,27924,28666,30332,34454,40290,,10161,11426,13650,10178,5874,5799,7817,5405,4035,3947
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",234,378,681,216,435,638,379,325,682,944,,407220,501034,535511,506559,487344,471244,495787,448827,353461,424783,,798,1023,1884,955,1325,1205,1280,945,1081,1710
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",3706,3785,3042,1429,1155,2526,362,454,1038,944,,70709,102363,91250,90431,108531,123518,144221,163743,135540,161881,,14562,20269,24333,16533,13128,7998,4621,7680,4751,7937
821192,"Knives with fixed blades of base metal (excluding straw knives, machetes, knives and cutting ...",327,414,575,478,676,666,867,710,610,943,,385093,432698,437864,471032,439589,489811,477195,436982,446574,560869,,1559,1891,2393,2805,2884,3537,2862,2314,1696,2638
846291,"Hydraulic presses for working metal (excluding forging, bending, folding, straightening and ...",2620,2969,3836,2611,2118,1006,2322,724,688,942,,109396,145569,178042,164669,153024,145074,188958,216770,195960,224239,,10050,11294,18373,23394,20562,13782,19508,22468,14579,18502
251511,"Marble and travertine, crude or roughly trimmed",79,708,32,1,61,104,45,55,4,939,,3949,6821,6531,4812,5429,6644,3839,4564,4114,4512,,655,953,153,9,350,159,106,175,13,951
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",1946,2286,6316,4764,5103,3273,515,246,460,937,,67,214,139,99,59,90,99,11,42,1277,,21024,31391,36790,30544,26313,11286,3141,1288,918,1831
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",2274,1870,1689,1478,1209,914,812,815,642,936,,4638,6626,6565,6291,2023,1112,1107,1481,1085,1460,,5237,6745,8397,5997,5724,4772,1771,1491,1788,2052
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,0,460,208,214,623,305,839,820,196,936,,29378,64356,40179,31174,32177,60407,60286,70771,198521,260725,,42,824,394,324,721,356,1073,852,333,1152
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",571,383,884,713,628,227,144,352,310,934,,22146,23603,23049,27031,27545,21033,22015,27096,11390,10802,,2184,2662,3082,1968,1734,1505,1290,1457,1004,2030
732394,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",432,508,469,494,596,457,445,644,707,931,,208835,212273,231070,250203,212838,266524,261042,252485,245523,260193,,3520,2503,5857,5705,7449,3941,5312,3793,2874,4132
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",368,183,114,112,134,220,104,154,250,922,,149185,147945,168483,176098,166564,170523,186212,186370,211436,299431,,2865,2115,2848,1565,1444,1888,1958,9636,18873,30091
842531,Winches and capstans powered by electric motor,11764,20658,16392,14030,3421,2432,2850,1553,1990,915,,387141,394740,467909,432625,391481,427802,471924,426891,435853,496098,,88658,119502,110590,91161,44291,35393,21410,33737,26541,18832
760120,Unwrought aluminium alloys,1449,2518,626,387,625,1201,275,579,424,915,,1162734,1030288,1233656,1110813,911840,1033978,1098087,958024,400373,364020,,25922,13029,20828,20805,14664,15889,14194,53172,63282,32511
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",2946,2998,2962,2588,2268,1630,1731,1193,584,914,,554069,730576,1325236,1344780,1761660,1632969,1269835,1070275,840273,770585,,4941,4877,5609,4722,3907,4145,3796,6754,3694,8848
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",3167,2414,2525,3270,1431,999,1584,2287,1305,911,,19637,22341,25710,26608,26340,25634,28333,39470,42482,66093,,6286,6083,6205,9999,9051,11997,12308,14807,5451,2844
890310,Inflatable vessels for pleasure or sports,150,1748,1111,849,204,464,473,385,339,909,,101878,112457,132002,132561,123337,137740,159114,170318,176784,296254,,2184,4757,4365,2149,2378,1169,1718,1420,1050,1387
940430,"Sleeping bags, whether or non-electrically heated",711,524,637,802,1149,2365,2267,466,391,908,,323133,328583,351674,367074,343363,343725,353262,347942,330702,425537,,887,630,917,983,1302,2714,2667,703,531,997
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",332,333,366,389,405,444,848,324,479,908,,248453,240835,258280,244454,219277,216799,223006,214814,200619,303005,,1562,1254,2222,1374,1578,3143,2540,2649,2697,4888
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",36197,22654,21825,8997,1329,801,933,999,505,907,,12511,10725,15729,29380,21422,60011,22983,34502,50991,55372,,39938,25961,24857,9972,2275,2416,2613,1617,873,1175
846620,Work holders for machine tools,27730,2414,967,841,523,471,783,752,643,904,,128550,102990,116818,107287,116088,118974,135364,121811,112767,146994,,39739,12961,9455,9934,10158,12449,18770,13461,14796,18240
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",1094,1917,1383,1847,2119,1940,1118,1015,859,902,,612725,653105,731203,634818,526915,541103,556482,644730,541226,801678,,2440,3645,3987,4350,4073,3421,3297,1969,1524,1634
701931,Mats of irregularly laminated glass fibres,951,867,1004,958,1213,692,546,564,629,900,,48126,62560,83854,90196,114664,144958,165427,187876,141714,161776,,3133,1970,2056,1611,1887,1363,1270,1067,1333,1558
845221,"Automatic sewing machines, industrial type",46141,58698,51315,36252,42568,35982,24778,2365,505,895,,450406,556175,647572,591549,608050,683051,817095,858858,728109,979680,,72618,87084,67270,58558,65426,56564,39818,4689,2755,2399
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",395,184,459,388,379,312,508,454,412,895,,31150,26588,31631,37809,38838,44596,62680,59795,64052,61273,,7555,4450,5681,5604,3361,3006,3099,3400,3011,4510
841340,Concrete pumps,2897,2689,6649,3505,1377,2040,262,467,786,892,,48701,69906,65051,69126,42343,43414,45139,43836,28936,36423,,13411,16619,13529,23684,9490,7537,5244,6650,3105,3226
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",1426,1783,1573,1453,1313,714,1747,1092,1034,891,,53483,54590,59091,70870,53859,44148,51981,73290,104272,59914,,9266,6735,6077,9755,6061,5896,7343,7461,5300,6538
854071,Magnetrons,20,115,5,87,36,149,214,495,215,891,,26179,19804,14482,16447,25628,21912,21112,21870,20187,26261,,5281,5737,5658,5001,4745,5003,5550,6499,6365,7840
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",321,275,210,168,1949,199,314,303,366,887,,5288,6960,6227,6055,6063,9702,17583,23767,30758,32370,,948,710,743,619,2436,523,667,596,492,1091
392220,"Lavatory seats and covers, of plastics",592,773,1210,893,737,850,713,805,612,887,,329056,319365,362492,376281,319129,350993,368151,373397,404008,417142,,1484,1748,2179,1715,1336,2296,2888,2145,1317,1910
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",3226,3358,2046,2574,1722,1422,743,664,843,885,,34030,44262,46193,30266,26886,37094,42859,47964,34210,48610,,24071,32046,31727,28249,16627,11762,8833,10938,7219,24838
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),1143,638,1572,1142,447,254,220,36,37,883,,13130,16427,24231,38993,37748,49023,56203,61763,71086,67054,,6406,5319,6325,6613,8250,7938,6556,5379,4427,9641
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),240,186,124,175,91,72,120,144,945,882,,110255,73546,74240,64299,58642,90988,147598,108503,87412,120269,,281,243,217,566,345,434,404,550,1628,1527
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",1046,633,1626,1363,1272,763,616,1602,4799,881,,151249,153388,158807,177713,198313,198025,248618,309218,395185,390462,,30149,36544,30422,17861,18937,19616,20095,13245,40634,16271
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",0,62,8,151,12,3,51,10,35,878,,11655,12984,76919,17118,6758,32810,29271,21813,9814,42104,,6043,3498,20487,11609,7771,6430,14446,9114,12682,30857
847720,Extruders for working rubber or plastics,133,103,626,256,1368,531,1434,336,502,877,,336374,324175,344255,376405,386025,429939,577418,573180,490415,609796,,11782,5155,11824,19837,7943,3407,5703,6479,7174,8281
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",3118,1623,1769,3014,4919,961,270,427,482,877,,192088,259983,448393,291033,313325,370573,336181,199894,115336,171039,,21880,13678,17134,14312,15400,8427,3078,3348,1727,2775
830630,"Photograph, picture or similar frames, of base metal; mirrors of base metal (excluding optical ...",1110,1815,2030,2094,1620,1571,1299,1348,854,874,,169774,134269,137145,136772,115747,113270,126404,127485,120365,136845,,2891,4937,5998,5138,3929,3414,3216,4944,2162,2449
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",802,678,539,832,907,902,1046,929,910,873,,13489,35920,46036,22223,31698,18359,16296,17453,18759,19667,,4473,4553,4949,4702,5301,5455,5327,5079,5019,5071
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",1324,1481,1074,991,756,1264,742,514,624,870,,12954,14312,14572,10072,9639,16670,22269,19101,14674,19067,,11854,11537,10940,11887,8283,9884,6291,4287,3239,5166
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,310,179,86,340,1382,879,987,827,507,870,,54504,59070,61897,75751,77431,83937,96652,94727,100354,97163,,1259,3051,1890,3113,3749,3631,1965,2552,2354,2358
831000,"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ...",1544,1838,1243,961,692,754,811,1200,754,868,,169171,175050,164418,157843,140922,162772,155107,182103,172819,233461,,5140,5073,4875,5789,4256,3917,4194,4879,3564,4589
290544,"D-glucitol """"sorbitol""""""""",17,200,132,249,266,378,947,1015,818,868,,26106,21882,22181,21605,28380,38931,60726,67667,73304,81128,,2518,2269,2086,2484,2338,2962,3328,3106,3505,4404
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",643,557,436,439,563,497,778,644,681,867,,30470,36131,44562,36631,43282,41604,30237,17068,13852,34825,,125631,136732,191431,294475,266640,285879,156631,104575,117381,147205
841861,Heat pumps (excluding air conditioning machines of heading 8415),395,1053,1000,962,1183,851,849,370,487,867,,153408,172054,170129,172806,177731,197404,231918,275752,396816,697095,,4442,3076,10070,4103,3402,3543,1954,780,1906,5676
400599,"Compounded, unvulcanised rubber in primary forms (excluding solutions and dispersions, those ...",2062,641,511,480,103,52,44,149,580,866,,3920,10204,8706,7810,2009,3244,2142,4901,14823,17563,,9841,25010,8280,6042,5966,6463,5922,5863,10471,9973
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",3367,4342,3117,2254,1733,1942,1971,1462,988,866,,840818,859162,1342059,1628590,1170037,1298048,2091130,1467141,969846,763431,,4369,5854,4215,3602,3145,3526,4673,6041,4176,3828
140120,Rattans,185,1140,829,883,458,322,395,407,695,866,,3663,4263,4096,6520,4340,4767,5917,3499,3917,10253,,10171,11145,5355,7058,4595,4042,4202,6673,5171,5118
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",1779,917,1308,990,937,440,582,386,349,865,,67649,69328,56249,56945,50782,61551,64743,62045,48002,56985,,7383,7628,8508,5646,4634,3952,4311,1912,1833,2910
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",1010,1098,916,1598,540,562,282,535,393,863,,63346,41197,44034,36695,31437,31104,32958,32681,30990,31846,,4367,4152,4414,4075,3414,5729,15277,6004,3282,10676
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",17,83,7,18,1,3,66,31,3,863,,143,18,262,3601,4916,3474,3905,5073,5332,6704,,237,479,94,91,45,21,313,37,35,980
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,1706,4175,5028,3230,1805,4159,1910,644,6169,863,,39561,39008,45547,41016,35876,36997,40800,47709,35944,40360,,16622,18964,20337,14057,9704,11833,17558,3538,7895,2493
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",61,410,362,46,153,29,49,62,127,859,,70365,72377,80234,73940,72062,72860,80388,73587,73789,92242,,15709,17974,17242,8347,5847,5370,4843,6236,5043,5502
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",646,878,645,484,874,678,597,933,380,859,,429854,461987,481861,446490,372381,424684,385120,401987,334110,460484,,3084,2376,2557,4407,12245,8035,3562,3290,1948,2963
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",2266,672,815,810,933,935,751,716,486,859,,43709,61279,68906,57939,46670,43031,41457,46714,48360,66048,,7960,5788,4918,4796,4284,5036,3410,2357,2756,2916
290312,"Dichloromethane """"methylene chloride""""""""",624,657,478,608,568,766,1146,676,742,858,,18343,17068,20936,64174,45092,59163,82056,91860,62077,96324,,9026,7692,7858,6192,6755,6389,7838,5304,5124,4265
