Product code,Product label,Singapore's imports from Viet Nam-Value in 2012,Singapore's imports from Viet Nam-Value in 2013,Singapore's imports from Viet Nam-Value in 2014,Singapore's imports from Viet Nam-Value in 2015,Singapore's imports from Viet Nam-Value in 2016,Singapore's imports from Viet Nam-Value in 2017,Singapore's imports from Viet Nam-Value in 2018,Singapore's imports from Viet Nam-Value in 2019,Singapore's imports from Viet Nam-Value in 2020,Singapore's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",1,0,0,0,0,0,0,0,4,0,,0,537,2,8,1,4,3,18,161,338,,1375,689,293,151,134,122,411,611,261,378
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,100,15,42,202,324,281,,814,620,706,503,335,285,336,356,227,156
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,15,9,3,3
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,0,0,1,0,,3,7,1,32,25,44,54,88,160,13,,20078,8050,4010,2103,1329,693,639,883,649,1367
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,0,0,0,0,0,,2169,1839,661,890,1753,2336,2070,1751,1046,1155,,168,198,157,150,678,68,163,115,45,76
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,9,0,4,1,1,2,0,4,8,,,73,75,56,70,88,78,87,95,100,147
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",166,97,172,34,104,63,72,57,0,0,,1815,1665,792,5418,256,64,2710,60,186,17639,,166,103,177,36,1174,64,115,109,1,446
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,36,25,0,0,0,23,0,19,15,11
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,138,9,0,0,0,0,9,1,1,168,,175,126,196,197,209,633,341,248,218,405
80830,Fresh pears,0,0,0,0,0,0,0,0,0,0,,131,166,74,99,11,18,28,53,85,103,,26838,28450,29267,27508,25833,22807,22385,22857,23337,20902
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,15,0,0,0,0,0,0,0,0,,573,583,1675,1015,188,651,422,438,402,723,,2334,2683,3450,2893,3003,2997,2496,2634,3585,2315
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,28,0,0,0,0,0,21,0,359,,27,26,959,39,145,148,120,180,79,149
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,44,1,55,354,489,249,184,,655,660,362,366,223,321,464,483,499,173
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,35,0,0,0,36,,1273,1113,1116,1665,1132,1221,2206,1900,1467,1917
210330,"Mustard flour and meal, whether or not prepared, and mustard",0,0,0,0,0,0,0,0,0,0,,9,6,24,39,22,4,6,7,4,,,1174,1340,1303,966,1158,1103,1173,1331,989,1279
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,0,0,0,0,0,7,0,,414,193,258,253,82,212,229,166,113,145,,2205,2011,2080,1681,2240,2169,2456,2055,2437,2183
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,3,39,,1813,1948,1478,1905,1692,1848,1809,1662,1313,1188
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,1,0,,1,0,0,384,0,367,19,39,161,1386,,187,244,449,123,196,178,310,545,507,534
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,1,0,0,0,,0,0,0,37,0,39,1,104,80,40,,186,121,114,78,87,154,142,137,129,131
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,104,765,1000,1208,,0,0,0,0,0,0,436,491,779,1014
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,1,0,0,,54,79,482,438,5920,4318,743,863,250,,,2731,4895,3463,3066,3410,3796,2895,700,851,743
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,1,0,0,0,0,,,1,0,0,0,0,0,27,0,0,0
220830,Whiskies,0,0,0,3,6,1,1,48,0,0,,1074,284,1482,2727,1971,1718,3084,2832,1875,1869,,670768,740276,564087,531711,550553,604565,671355,634198,568266,621071
220860,Vodka,0,184,11,0,0,79,55,0,0,0,,703,894,1000,793,1244,1102,811,1032,604,719,,32002,37656,35124,27054,31133,32026,31276,30500,17347,18012
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,93,0,0,100,0,0,0,,19992,26272,44766,44787,44012,40419,36976,30631,39617,118811,,9131,9918,10419,9545,7620,8194,9215,8904,7883,11291
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,315,1,3,3
240110,"Tobacco, unstemmed or unstripped",193,0,0,0,0,0,0,0,0,0,,83,124,159,1429,13,165,0,0,0,2056,,5732,756,327,102,1357,733,17,28,1816,90
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,58,0,65,1,0,,13244,23154,24756,23511,18372,36900,26499,28635,10656,1910,,83515,131017,94758,84411,78947,72948,55132,85903,69053,65851
240130,Tobacco refuse,8,0,0,0,0,0,0,0,0,0,,1410,1764,2187,988,1047,1266,1218,1180,2993,629,,2244,2209,2133,1827,1490,0,1,0,0,0
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,878,204,0,0,,517,0,0,0,0,0,0,0,0,,,2,21,23,0,1,32,1064,1360,288,143
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",9,0,83,6,45,0,0,0,0,0,,7265,4808,5057,15817,31260,15181,31425,58256,36694,12789,,30506,22428,26763,27701,19370,19788,24960,21444,14709,11646
250610,Quartz (excluding quartz sands),5,37,9,0,0,0,0,0,0,0,,754,6172,8447,10939,8022,14093,15890,13369,3621,3010,,1185,2020,1730,2469,2722,2635,2487,1872,1718,3186
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0
250900,Chalk,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,721,,358,349,234,140,118,174,150,86,35,41
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,1,11,0,0,0,0,5,,278,272,288,329,495,405,363,199,72,175
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,222,258,232,287,226,342,241,175,189,258
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",0,0,0,0,0,1,0,0,0,0,,0,0,5,2,26,29,0,51,0,1,,17647,26380,18210,19628,17360,20762,26807,31205,31360,28512
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,0,37,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3472,3225,3561,4212,2256,1566,0,0,0,0
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",0,0,1,0,0,0,0,0,0,0,,55,9,1,0,0,33,43,17,33,4,,87203,107868,142892,149955,157648,166173,190451,165940,184165,209386
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,9,,178,176,129,186,114,85,83,4,20,0
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,18,101,59,156,,3125,1693,1262,1034,755,700,734,781,657,905
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",0,0,0,2,0,0,0,6,0,0,,70,479,35,14,21,0,34,109,739,461,,36272,27046,25357,24163,29615,41010,54182,46090,46864,66566
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,273,509,1154,1064,1872,1588,2236,3458,2959,4397
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,0,0,0,0,0,0,0,0,,0,28,13,0,0,0,0,0,0,,,711,770,240,539,712,1241,1410,864,1644,1498
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,0,0,150,90,,,0,0,0,0,0,0,28646,606,1074,850
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,1,,10110,5329,3850,2331,1398,4292,9391,6699,4757,11652
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",0,0,0,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,6043,3498,20487,11609,7771,6430,14446,9114,12682,30857
290531,"Ethylene glycol """"ethanediol""""""""",0,0,0,4,4,0,0,0,0,0,,1,7,1,14,0,1,3,19,12,,,374270,303890,271635,116397,15192,17014,58406,52005,80935,53839
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,27,27,23,0,0,0,0,0,0,0,,405,105,134,105,67,133,838,646,402,1,,18670,12466,8128,7995,7445,18104,37731,24554,24006,41955
291412,"Butanone """"methyl ethyl ketone""""""""",0,0,0,0,0,20,108,11,0,0,,0,51,242,0,361,774,456,597,676,97,,26346,16183,13966,10302,9740,8961,14367,8709,9769,11250
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,15494,15257,9044,9233
291521,Acetic acid,0,0,0,0,0,0,0,0,0,0,,0,1,106,19,81,126,190,82,4,74,,40980,0,0,0,0,0,0,0,65947,204947
291531,Ethyl acetate,0,0,16,0,0,0,6,18,0,0,,133,17,10,297,1462,3052,2797,2910,5566,660,,9005,16103,16787,3654,3569,4802,5712,7483,6013,13082
291533,N-Butyl acetate,0,0,0,0,0,14,138,0,0,0,,100,55,58,71,114,288,679,762,1150,360,,38051,83428,72568,48892,39811,25281,1443,19004,2371,3806
291613,Methacrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,15,0,0,67,0,0,0,0,0,,,1245,1419,1488,1142,901,1821,2430,1476,1207,1771
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,0,0,0,0,0,,6,16,102,69,44,71,51,0,0,2,,4759,4381,4605,4826,4848,5906,5382,5205,8099,9082
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,1,0,0,7,6,26,29,6,7,20,,564,392,444,312,342,609,944,690,405,660
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,512,496,529,451,566,606,628,470,921,1315
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,41,0,44,3348,12644,,3220,18023,16157,10983,10182,12418,6739,933,692,764
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,15164,8122,7887,1407,3081,6252,7135,8270,5982,7028
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,16,0,,,0,0,0,0,0,0,0,0,1,0
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,9,0,0,,0,0,0,0,0,0,32,0,0,19,,441,500,371,132,709,148,160,227,225,275
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10,26,8,103
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,9,0,6,1,3,0,0,0,1,,,25351,30794,31211,32497,30161,25024,22601,21480,20602,25067
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,0,0,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,0,,,1967,3238,3011,533,479,283,178,377,532,390
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",0,0,0,0,0,0,0,0,0,0,,0,19,183,160,108,1,0,3,16,2,,26799,29643,28874,17805,12242,12668,13662,10359,15214,14646
292121,Ethylenediamine and its salts,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,3,4,60,85,78,1,,9403,12848,9593,13945,6315,7509,19636,10038,4150,7668
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,613,46,63,51,895,902,824,1025,993,908
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,3572,3928,4053,2123,223,12138,17644,15559,14670,21041
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,835,1107,1665,1671
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",0,0,0,0,0,0,0,0,0,0,,246,38,0,2,1,0,8,15,105,16,,15432,17895,17750,15691,13509,15911,16339,14820,14489,18061
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2764,1566,1900,2428,1659,1305,1781,927,318,63
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,17,49,42,56,,,1057,2270,2149,1392,1151,4101,6777,4208,1984,5308
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,26,0,0,0,329,0,2,0,0,,10,2,1,0,3,35,67,29,105,16,,2545,1198,1316,3205,3985,6435,2717,2479,3079,3346
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,460,2518,2520,2669,2113,2832,1496,1633,2016,296,,800,873,875,1253,3127,3028,5293,4214,4176,2807
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,51,0,0,0
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,0,0,0,0,0,0,0,0,,1631,2302,2985,3197,2176,2620,1988,2404,3058,894,,763,1873,5246,9458,11994,6071,7437,6218,8040,4718
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,180,294,131,3251,,0,0,0,0,0,0,1379,1784,4109,5578
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,0,0,,7975,54605,259107,157719,117525,90405,185180,210691,114969,45513,,512,663228,92028,42755,54971,63149,60499,74441,37901,54830
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,10,0,0,1,12,,,6091882,5757316,5044095,2590847,1837322,2603109,3444462,2944396,1964424,3342584
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,0,,0,0,0,914,491,918,1228,5708,6209,529,,6758,2511,2158,1370,991,283,326,437,4291,962
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,1150,1063,14262,694,192,20,33,56,12,19
280120,Iodine,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,7,,389,1427,2507,17700,10350,10855,11410,7668,5369,4830
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,217,206,227,13,0,0,0,0,0,7,,205,126,114,120,101,112,104,68,156,138
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,30,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,831,1034,154,388,345,277,117,172,122,453
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,89,31,0,0,,0,0,0,0,0,0,0,0,0,27,,8843,9787,10805,9875,10414,12712,4918,669,536,597
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,32,0,0,24,18,0,0,5,11,7,,5397,4634,3377,2988,2907,3310,8599,9754,9851,11252
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,25,0,3,3,3,0,41,0,2,17,,238,285,1027,1306,1628,1534,1075,456,380,357
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,91,0,262,20,0,,11,18,5,2,0,0,37,0,0,117,,3599,3384,553,495,408,869,941,476,240,220
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,3,0,0,0,,,7607,1352,1144,792,467,2929,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,677,260,16,10,2,1,0,14,6,11
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,5556,5838,1467,3066,2161,2968,3184,2001,282,102,,445,596,854,649,1202,1171,1542,2146,1320,1214
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",0,0,0,5,0,20,207,0,0,0,,111,451,704,607,576,602,454,809,589,1013,,74629,83560,72010,62843,70274,94252,111896,125671,101505,96996
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,104,0,0,62,0,0,,,322,306,555,549,467,349,314,297,203,286
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,0,0,1,,130,158,194,361,454,318,471,707,356,7167
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,0,69,9,16,6,68,0,0,0,0,,6481,9501,8317,8023,10650,11040,0,0,0,2,,41778,36429,42361,31709,34653,40013,0,0,0,0
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,0,0,0,0,0,0,4,0,0,0,,2,11,1,2,44,12,23,6,25,129,,12842,15103,13389,13891,12188,15229,13489,13773,10745,15350
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3601,2630,4626,1815,2108,2325,4521,2927,2239,3277
292511,Saccharin and its salts,0,0,0,0,0,0,0,0,0,0,,0,1,3,1,3,2,67,0,1,5,,264,354,389,411,340,429,310,329,194,223
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,,,105,65,46,54,72,45,453,370,74,76
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",0,0,0,0,0,0,0,0,0,0,,0,11,0,0,0,0,1,147,10,,,27841,32156,34021,30403,34022,30866,26170,22617,23512,25215
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,31,26,,,39,53,196,36,1017,32,66,29,11,96
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",0,0,0,1,51,0,0,0,0,0,,11,11,2,84,529,44,76,36,176,162,,47648,75409,244831,374116,225092,236403,300458,214737,227165,185926
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,323,2,7,5,315,1701,2457,1589,4155,186,,36305,28929,27865,25028,27489,34138,51522,49696,50716,41354
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,694,1431,1270,2807,2822,8251,3582,3250,7098,11923
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,3,0,1,0,0,0,0,0
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,57,0,,,0,0,0,0,0,0,584,0,626,395
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,0,0,,,0,0,0,0,0,0,44,8,1,45
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1188,577,786,5,,702,798,469,563,924,1174,582,645,919,704
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,18,30,2,1,40,0,0,0,0,,3,4,11,73,123,0,12,3,0,520,,1714,2272,5509,2145,1118,749,746,550,162,109
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,0,0,0,,72,650,1064,2057,1046,17309,15088,679,878,2585,,2050,2068,2271,2047,1802,1121,1006,1163,506,763
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,0,0,0,0,0,0,0,,7,0,2,0,2,1,41,1,5,,,41,12,5,22,30,242,18,37,6,25
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,0,607,23,0,0,0,0,0,0,,,0,0,330,268,301,0,0,98,0,0
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,0,,10084,11378,14530,11711,8632,11802,17354,9945,3412,56427,,0,0,0,13,159,0,26,29,0,0
261400,Titanium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,117187,79025,13805,6850,10239,7938,15466,13409,20824,180610,,73624,23525,0,0,0,0,0,0,0,0
261510,Zirconium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,36669,28090,20731,9880,3142,3690,5650,4780,13084,42415,,470,12,1,1,561,0,0,9,0,0
262021,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,1,0,0,0,0,0,,8,30,17,0,0,0,19,0,3,21,,632,534,526,387,449,708,476,528,576,747
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",0,0,0,0,0,0,0,0,0,0,,99,2,0,0,28,19,9,52,21647,43429,,2675,13757,15467,29055,51447,29676,30446,121632,112858,157464
280490,Selenium,0,0,0,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,,,614,236,423,212,365,362,75,83,65,95
281000,Oxides of boron; boric acids,0,0,0,13,0,0,0,0,0,0,,98,48,15,61,3,4,5,1,0,3,,4583,1579,1105,1105,1195,938,853,980,881,1421
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,6,0,0,0
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",0,0,0,0,0,0,0,0,0,0,,220,267,125,59,57,194,132,123,95,918,,5226,7345,5931,6683,5245,6247,8269,9813,10768,12805
281520,"Potassium hydroxide """"caustic potash""""""""",0,0,5,0,0,0,0,0,0,0,,1,2,54,25,0,10,41,66,64,269,,20872,18051,17602,23675,22747,19353,19443,21933,22929,25521
281700,Zinc oxide; zinc peroxide,119,120,406,310,0,0,0,0,0,0,,4726,3718,7879,8148,8187,17945,25564,32758,39436,37736,,10017,12350,12876,12056,9831,12567,16053,15516,13456,19454
