Product code,Product label,Germany's imports from Singapore-Value in 2012,Germany's imports from Singapore-Value in 2013,Germany's imports from Singapore-Value in 2014,Germany's imports from Singapore-Value in 2015,Germany's imports from Singapore-Value in 2016,Germany's imports from Singapore-Value in 2017,Germany's imports from Singapore-Value in 2018,Germany's imports from Singapore-Value in 2019,Germany's imports from Singapore-Value in 2020,Germany's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",8562,10550,8516,10714,4922,7227,6321,6156,8825,6788,,2141893,2119294,2055164,1596501,1516946,1802294,1608692,1782237,2016544,1899916,,3425792,3792639,3982430,3529437,3671361,3847111,4234192,4295513,4388997,4389275
390230,"Propylene copolymers, in primary forms",3297,3056,2301,2765,4328,6843,6437,6091,5809,6699,,1728390,1797739,2083093,1732982,1634407,1766729,1858475,1663804,1392013,1885435,,1291684,1412493,1531343,1181525,1081428,1225704,1424257,1264632,1043867,1569825
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",8583,3156,2849,3953,2973,4009,3529,4597,4276,6124,,332870,272188,231258,224955,188655,229292,247873,290790,248452,316090,,604468,608658,671176,617579,612864,699714,822260,734662,621065,767595
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",3271,3250,4297,3300,2466,2933,3248,3404,3420,6014,,91973,101734,109978,112758,117863,125981,157491,140085,156095,201170,,1354654,1446842,1544451,1322903,1369014,1515990,1631178,1507320,1370634,1668306
392049,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",182,29,0,15,1804,1770,5414,3268,3929,5818,,15688,18563,13829,13988,15071,16771,20555,19222,19613,17540,,148849,133897,108336,82162,85937,118873,148961,178959,175905,187586
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),2911,3281,3498,1107,167,177,1533,7133,4575,5806,,146111,132655,155456,149225,173373,216126,302306,243295,228108,361382,,330871,380447,479640,512842,567043,673561,801514,692310,632150,833050
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",0,0,0,0,0,0,0,0,0,5769,,1228,1552,1798,1577,1479,2904,2408,1862,2054,25732,,120903,127105,128525,106355,80779,99045,109649,89500,90831,152112
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",895,2526,2328,2222,2543,2284,1612,1722,2553,5415,,144408,173325,212011,180407,162409,154701,159258,127749,120774,176186,,254323,256683,310937,256352,258002,272334,322826,322976,340607,434284
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",221,690,2406,3448,2507,2463,5693,3210,3067,5349,,51843,65101,66560,57889,55560,45055,46067,43612,42194,48790,,362404,367375,409537,369553,400835,410867,437634,420109,403912,468667
151311,Crude coconut oil,3674,6225,0,2810,0,0,2310,3580,1438,5186,,2091,1296,1771,445,944,822,267,74,140,976,,204804,172699,254493,232839,141213,128103,195419,133101,107050,211579
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",9215,8094,9287,6809,5454,5422,6345,3198,3713,5144,,55635,51374,74976,55574,72298,52319,59644,58893,65910,53728,,79197,81717,88327,76798,84439,97797,106989,89444,91588,94205
390730,"Epoxide resins, in primary forms",269,273,727,125,277,225,215,756,1177,5113,,251141,256127,230329,190968,189535,202282,197379,168072,169837,228948,,577716,580165,598867,511446,550566,596596,669749,570112,495309,698632
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),10484,17066,15310,8435,4382,4362,5403,5073,5098,5079,,310782,285843,243964,207569,206237,274411,373629,462001,551967,668321,,1637565,1991066,2118329,1984055,2111831,2451257,2705336,2480030,2406218,3037324
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",0,0,0,0,0,1927,4789,0,0,4968,,34984,33193,32771,20541,28026,39748,81118,77622,66392,70600,,165581,189921,236017,183466,153620,166519,176820,165314,141535,163622
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,2460,2768,2666,3730,4946,,0,0,0,0,0,0,803929,723571,629804,719664,,0,0,0,0,0,2307677,2672478,2643249,2445858,2866757
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",11145,1630,2895,1064,0,0,639,1044,0,4859,,37,127,303,757,247,319,72,12,45,218,,210526,149933,181631,86689,207964,245910,131449,59617,76501,180168
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",23056,14094,10280,11157,11151,11262,10973,9798,7814,4811,,565881,489717,394525,430937,599360,817367,420617,432271,315955,448840,,866808,1009286,1208990,1042226,1043587,1199067,1325092,1444626,1653803,2067584
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,213,251,303,295,330,315,308,399,8847,4754,,131281,150541,148633,173873,141528,152750,177374,205136,259570,226903,,441160,461516,538687,500560,474939,510161,563742,581815,680873,723356
711019,"Platinum, in semi-manufactured forms",0,161,904,2523,2486,4931,3038,3009,2395,4691,,1497,11217,39302,11020,34123,17672,15970,37284,50396,63122,,287475,228611,183277,141891,138790,134103,145978,144785,144834,245625
844839,"Parts and accessories of machines of heading 8445, n.e.s.",17368,17375,14087,10664,9019,7298,7973,4675,3298,4593,,19612,25069,24391,16953,14631,22184,14666,18836,21988,28664,,113561,134316,138212,129904,110322,135733,133542,103718,73853,120898
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",7162,5873,8566,7421,5148,5498,4269,3329,3784,4586,,12294,17891,46477,25539,32651,37709,38818,30353,38032,43348,,65307,77092,76421,65635,71095,84900,69823,68557,60441,65781
902720,Chromatographs and electrophoresis instruments,3261,3488,3800,3556,3182,4540,4772,4224,4940,4495,,239045,230211,228740,249255,301119,347328,406423,453422,397632,494386,,128821,120022,158464,147727,137686,143012,134080,134746,150142,175322
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",1254,1464,1380,5866,4631,4171,2844,4274,2292,4478,,630220,613107,803492,796154,601721,681188,800265,741482,772284,1148716,,968677,992638,1072859,921099,883505,1038258,1164047,1064996,949524,1374497
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,4466,,3221,1353,5690,33208,2945,1893,1934,997,1978,2243,,147500,151160,183679,155785,157045,248778,310425,238172,200462,317597
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,4384,,15,0,19380,0,1,228,0,2,1418,9175,,85440,109208,95534,85557,57497,72739,132925,192333,82508,229141
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",2280,2094,3489,3125,2897,2902,4429,4984,4891,4359,,263709,288004,292060,219874,130788,89916,148186,142462,111282,112889,,86263,88999,90658,66481,72983,84292,80074,87358,81278,75765
852610,Radar apparatus,263,87,200,6854,14482,53401,48569,3124,2512,4319,,70871,102334,127788,202972,303283,403738,380544,403987,309205,550805,,176404,216249,218332,198717,228208,305889,429641,435263,374797,460312
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,4298,,376,100,0,0,0,122,42,48,56,131,,114780,36796,42574,44316,59999,51598,102234,209882,139905,122987
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,4857,4455,3370,1837,4257,,0,0,0,0,0,0,173649,178010,129977,98156,,0,0,0,0,0,1770473,1873425,1843675,2129341,2590622
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",5168,6008,5833,4413,3846,5075,5351,4709,3523,4229,,27347,20194,36823,27158,44196,41846,79844,59579,52131,39762,,71512,68874,80462,73798,77264,90488,78958,76042,68879,79866
901850,"Ophthalmic instruments and appliances, n.e.s.",44,85,295,476,1406,893,3488,2216,2836,4196,,73828,70862,44066,57642,64922,93105,128253,186735,146990,249261,,297285,316978,306791,296464,279589,262312,279272,279155,249307,295825
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,4,0,93,4,25,2868,561,3926,4190,,97324,75422,83848,84030,101710,93341,118628,54081,52094,72297,,144752,83852,31287,30608,35422,42966,49272,63791,57523,56469
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",648,764,853,476,280,823,1345,2258,2847,4136,,26662,15286,14916,19789,23204,18005,18523,22883,35290,41097,,219568,187046,201212,200726,229839,252413,314426,344030,384664,416726
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",1069,1518,1545,911,624,3566,3849,1603,2053,4036,,122668,101470,105682,107963,104609,105147,125184,133275,142472,195944,,355864,384904,388908,271763,269850,293935,285531,276996,261991,333035
702000,"Articles of glass, n.e.s.",131,250,129,272,503,496,374,113,152,3949,,26404,15349,19388,17976,17191,11027,17712,12336,14170,11873,,127161,151309,186475,184525,210578,238516,289695,261817,252831,366099
400122,"Technically specified natural rubber """"TSNR""""""""",16923,19974,13249,3579,9801,11091,11958,7923,12672,3947,,199446,107115,89633,74706,65993,98224,71269,98243,89649,130195,,656303,496688,536267,503270,391992,492985,403199,338592,289117,459950
850650,Lithium cells and batteries (excluding spent),3679,4833,6983,5938,4945,4592,2528,2264,2558,3922,,291054,331596,450401,339269,298080,430633,398691,266670,252845,338758,,125979,143305,151811,162612,159948,171672,186698,183025,173656,206173
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",9589,9693,10097,8410,8045,5436,2760,4356,5334,3877,,173439,141472,188382,187203,115976,77554,74996,83304,79793,69873,,379791,388533,446789,380072,379900,352541,381209,326076,275190,324347
854233,Electronic integrated circuits as amplifiers,62095,72993,80215,72256,40832,3346,9860,3248,1054,3809,,960910,1382764,1995463,2046612,2635982,2858481,2621013,2813648,3395256,4388496,,408732,455585,520510,535769,496826,597820,549222,429231,343143,533014
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",5035,2843,3148,4346,4984,3594,4125,2576,2809,3807,,229647,270003,282152,262980,227698,192585,190938,181250,149783,141433,,1261184,1454663,1314132,1021003,1031140,1083973,1098886,957068,849364,999027
290241,O-Xylene,0,0,0,0,0,1926,0,0,840,3762,,137499,145306,101293,73118,98678,166126,129905,60134,44023,102616,,116941,131789,119900,81344,77595,91947,105689,116289,86921,112835
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",24583,22071,23591,22631,18974,2951,2517,2235,2057,3662,,1594304,2079675,3039479,2339474,2516037,2767380,1460500,82270,72863,87673,,732531,795838,806697,707668,671431,296982,317530,253807,232564,301501
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",46307,10775,4306,4188,3957,5171,10990,6020,5298,3621,,170957,240980,285965,319010,335336,336940,368783,368854,302178,338290,,261629,231527,222448,239644,223379,238759,254154,230938,254799,283558
901812,Ultrasonic scanning apparatus,5442,4132,6359,5352,5466,4625,4652,4445,4479,3595,,28932,133737,35563,37004,51945,43290,51839,65485,72094,76225,,491042,486964,389770,319223,339370,334379,357831,354318,334621,361480
850750,Nickel-metal hydride accumulators (excluding spent),2396,1125,4071,3819,2216,988,809,874,2479,3427,,22246,20508,16402,18266,26878,25531,37561,46634,30171,27955,,242470,217289,175152,148690,160340,139479,146633,155621,137008,138141
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",1,13,13,10,8,18,7,414,6540,3343,,34979,42385,74293,78660,56719,48404,72509,38676,30498,41044,,758823,842502,845202,808864,869906,969016,983799,981662,1041054,1500321
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",2528,3742,5163,4827,6385,5296,4751,3998,3195,3327,,61600,59108,65693,53176,50529,53272,53295,56554,30147,40097,,87393,98661,109817,93671,87075,99980,98856,82789,50179,64882
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",0,0,0,0,0,0,0,60,1619,3186,,5857,5766,4960,4951,3771,3794,6661,11544,11258,21097,,224362,221376,225732,216557,220904,246386,265826,240816,224263,321373
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",276,1836,1769,1378,1565,2144,2792,2555,4370,3104,,12209,10171,9064,8070,8406,10360,13473,12482,13139,12712,,6635,7068,7103,5103,5198,6636,7649,8093,9412,11181
30111,Live ornamental freshwater fish,3201,2812,2761,2491,2229,1904,1846,1871,2336,3024,,58763,54550,50270,44219,41742,37808,36715,34119,30928,40277,,18858,17585,17067,15229,15060,14569,15494,14998,16330,19651
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",835,2869,3924,2479,2002,2368,2551,3036,3085,3023,,65472,161614,223341,153728,201202,183763,217452,213307,227440,212875,,37547,239189,435540,45171,38943,69489,64582,49362,39012,51353
845710,Machining centres for working metal,2228,3474,4883,1423,3237,4619,5272,5344,2010,3022,,135362,109130,105443,90240,92783,125289,134422,108444,93276,112792,,541435,502293,521481,464486,452099,478746,598459,508139,284701,300709
901390,"Parts and accessories for liquid crystal devices """"LCD"""", lasers and other appliances and ...""",741,1372,744,603,247,508,3177,2798,2280,2986,,52850,99370,114936,102087,66401,101743,45524,36780,36255,41593,,132375,142504,125014,104257,112158,140606,191917,189011,161565,218222
901510,Rangefinders,0,10,1126,1596,2221,2015,2694,2945,2528,2903,,4033,3137,7780,8155,16895,16288,33260,22451,26554,32039,,59240,67394,74489,75001,64398,64849,68602,79970,62575,82271
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",5881,4903,1887,2560,1034,1967,2995,4054,4513,2815,,863163,946792,688261,582127,753114,862338,643645,622348,492061,708328,,3341195,3015265,3023479,2406466,2387952,2565931,2751037,2784816,3273111,3695646
820730,"Interchangeable tools for pressing, stamping or punching",3377,2484,3192,2410,1861,2993,3196,1867,1264,2595,,16075,19327,10343,15626,14560,14114,24060,14797,12276,24796,,561966,548278,577843,561197,549249,673794,633413,630095,484227,606664
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",2108,1532,1782,1748,1146,1287,2541,2740,624,2587,,60080,37266,36243,39227,28579,32220,36843,36069,19910,39508,,496761,441900,471545,462539,409374,492856,603343,543438,281829,363662
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,11050,5726,1948,1382,2545,,0,0,0,0,0,0,1522626,2492969,2156549,2698206,,0,0,0,0,0,453798,505636,483015,455638,744298
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",0,1,25,729,4,22,53,87,154,2539,,53116,30689,59955,74088,115728,221622,207727,172374,127143,88178,,339588,260681,231293,175942,151504,212077,186644,184457,128978,183165
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",61,175,318,80,63,119,1792,1733,1331,2534,,15630,19900,21277,20709,24363,33542,69304,47434,44869,64280,,45353,40757,46900,37350,35295,37737,37657,38601,47401,65300
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),16261,14560,15118,9668,519,430,558,1095,1341,2526,,58019,51286,50708,39992,33799,33612,37125,37355,34536,40106,,415750,421788,473273,421430,402662,412958,445825,400586,374863,483665
