Product code,Product label,Japan's imports from India-Value in 2012,Japan's imports from India-Value in 2013,Japan's imports from India-Value in 2014,Japan's imports from India-Value in 2015,Japan's imports from India-Value in 2016,Japan's imports from India-Value in 2017,Japan's imports from India-Value in 2018,Japan's imports from India-Value in 2019,Japan's imports from India-Value in 2020,Japan's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,856,1681,1361,638,1203,,0,0,0,0,0,23097,58329,41422,35069,56988,,0,0,0,0,0,371293,384037,324344,316085,289983
282732,Aluminium chloride,23,0,0,0,5,34,373,701,790,1193,,21218,24873,29772,26412,26977,30758,33615,36490,42810,45839,,200,117,1823,413,1766,9289,15251,14321,25141,27643
290531,"Ethylene glycol """"ethanediol""""""""",145,116,184,238,316,606,529,726,590,1190,,88742,96651,87226,85981,73878,61158,290876,115357,154897,63625,,24552,6180,6361,3124,4498,3281,5763,3202,2806,3863
90932,"Cumin seeds, crushed or ground",516,635,402,548,692,768,889,1047,935,1177,,0,8536,9709,11460,18286,21118,22342,24369,28362,34541,,533,654,419,559,788,844,998,1078,1007,1270
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",795,827,699,1421,1162,880,1600,1620,928,1171,,55685,76587,57286,55470,39271,43136,48760,48868,35931,42980,,68384,61268,53057,51586,54770,59566,69396,64443,60664,60608
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",2921,401,21,12,0,6,55,71,492,1168,,8440,11700,6348,6572,5784,12690,3796,11407,41232,52546,,311247,269084,255257,226462,233191,303438,343425,380370,495224,885895
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",240,233,261,360,294,376,510,1802,1353,1163,,16053,30126,41468,29151,21599,54833,123137,138221,127683,187131,,114154,103935,121130,125746,125284,135365,181190,167800,130772,153565
291531,Ethyl acetate,0,0,2,0,0,0,578,2945,543,1159,,145973,202986,127137,91663,69725,79466,125882,95174,86553,160522,,148485,144928,140078,91766,80772,91837,135944,90235,79631,178092
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",1062,1070,1569,1661,1260,1619,1416,1494,1115,1158,,1399,173,521,551,437,600,433,1606,1535,1583,,6835,7256,8157,9356,7304,7515,7783,6668,5535,5497
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",1651,1406,1943,1879,1887,548,611,663,963,1152,,97605,110967,103994,93406,87457,34127,49866,41785,24359,22724,,2674,2728,3274,2641,2738,3536,3897,3738,3954,4127
293629,"Vitamins and their derivatives, used primarily as vitamins, unmixed (excluding vitamins A, ...",791,835,1414,2191,845,1711,1344,1494,1518,1148,,62960,111294,99343,109597,104523,158587,103936,120954,135146,168540,,27425,21775,21544,21927,20692,22206,20108,17535,26359,25544
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",1653,1372,1708,1666,1492,1445,1337,1071,832,1147,,11981,14741,14614,12519,10284,10837,14047,11823,7743,10213,,4063,3083,3255,2970,2965,2955,2995,2349,1616,2244
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),956,1137,1071,622,967,242,422,373,452,1145,,33000,41788,37246,34559,30942,40485,46719,40232,43849,66819,,169835,186979,209853,201204,209422,245159,254339,226366,233735,282757
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),2912,3304,2508,1262,1581,2226,1356,2276,1625,1136,,350290,490076,483787,563964,516860,599852,566844,664626,484286,558154,,432326,397235,355718,306525,319877,328159,370014,422661,314313,292383
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,423,858,990,2021,1133,,0,0,0,0,0,48277,81373,118699,93749,127578,,0,0,0,0,0,6068,10401,14917,16404,31474
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,737,0,0,62,232,1203,415,89,1130,,7667,13774,6949,1634,2468,5562,7197,2361,1830,11221,,8648,12793,12428,9834,8778,10693,17837,14925,5428,22096
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",100,12,12,0,114,20,111,199,71,1125,,251,102,125,151,414,1431,7918,12156,15685,29242,,130807,95933,102738,115750,122845,151102,167618,156481,156496,213465
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",703,776,1422,1116,2068,2046,2017,1632,958,1122,,55813,64570,62220,55689,60812,56480,71149,58534,45152,72738,,6053,6047,7784,5624,6681,6418,6810,5815,3282,6295
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",1092,902,808,657,815,758,667,790,683,1120,,94360,110689,109364,98724,101091,123350,104184,106897,111642,158912,,17503,16210,14920,12506,14505,13753,12399,13577,13670,15931
847720,Extruders for working rubber or plastics,182,374,648,874,85,176,318,1162,1474,1113,,29349,53163,61093,57919,61139,70744,77972,64743,61539,73093,,47965,68179,46081,41278,33319,36600,50922,47278,49010,38370
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,550,326,1358,1393,1597,1070,1374,1279,2220,1109,,23014,32231,30632,39407,36438,48993,57155,76644,63743,99908,,1814,755,1794,2856,3069,4167,5238,5685,5931,4682
853620,Automatic circuit breakers for a voltage <= 1.000 V,12,83,112,224,517,272,344,398,802,1103,,56307,77873,108255,118982,114239,131968,156692,155249,147468,217324,,183804,219415,207428,194421,178903,176705,182648,182930,169982,187340
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",2132,1492,1255,953,1015,1227,902,1355,1255,1095,,74701,55487,70279,71027,93755,85153,103487,130851,121678,198329,,80565,68529,63167,58686,56510,54258,58635,78215,63037,47259
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,1094,,0,27,145,16,369,2162,3585,276,331,735,,3,152,250,11,4,5721,21,11049,24903,22246
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",0,79,199,250,503,635,687,1056,486,1090,,0,0,0,0,337,657,748,920,636,1031,,10924,9472,11635,11783,13477,15877,17620,17604,15040,15108
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",1574,1370,1215,1590,2536,3064,2780,1985,1035,1085,,178305,324805,467610,547837,606967,652698,600752,586197,377435,375904,,416260,369718,349020,330482,364834,369718,382391,375943,326181,330951
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",2444,2625,1800,2423,1127,2662,2141,1588,1197,1085,,40954,51979,53833,51051,40881,45874,67371,63082,59198,75262,,97817,78606,75394,47902,43545,42171,48119,45038,45198,49069
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",160,165,592,758,350,1869,2206,1332,521,1083,,3225,12265,10408,967,1002,4016,10268,4250,2274,5093,,506665,96999,71937,30141,23890,24207,32976,18841,13280,95022
851230,Electrical sound signalling equipment for cycles or motor vehicles,649,437,443,292,296,335,684,628,606,1075,,19941,21363,20414,16391,16354,17909,26138,23345,18236,25730,,64795,81614,87298,83598,82111,61190,82793,69552,52143,51040
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",267,38,194,1037,59,188,162,385,410,1048,,5795,9441,5149,4523,6512,15411,19578,40764,27253,29835,,329941,322267,343836,299749,314268,358511,422687,432601,393335,476864
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,70,348,384,530,690,446,474,563,754,1047,,132276,126887,165147,144661,180528,225290,259371,227691,221413,264119,,426647,377493,360756,336620,367607,399046,437413,445535,449043,468909
870821,Safety seat belts for motor vehicles,5,1398,4276,4889,5382,5628,4803,4655,2378,1046,,5234,11299,11821,12899,17214,53861,57464,52765,41557,44724,,173043,151726,165439,150035,151019,167651,179512,186463,172848,184520
950662,Inflatable balls,841,853,894,816,944,932,1078,2285,1428,1043,,25019,30064,35443,25214,16036,15634,21538,18713,12574,19791,,45878,44954,43530,36796,37762,36895,36347,38123,36137,39682
540233,Textured filament yarn of polyester (excluding that put up for retail sale),308,497,539,714,987,1395,1303,1132,917,1041,,703542,895152,802077,742488,713530,783795,864692,734830,460898,767295,,113779,108247,116317,107828,106167,119612,137980,127970,90240,115546
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",0,0,48,2,5,53,207,779,35,1037,,14931,19438,14841,29279,23608,22038,18069,18236,9911,10395,,23115,22316,31831,22770,24673,26286,25766,31797,29495,35081
731816,Nuts of iron or steel,280,144,216,97,546,707,1259,1067,796,1033,,119077,282476,473504,84167,59965,61869,70336,70727,55056,88202,,198692,212782,213516,195605,182870,202707,223121,215095,166382,188477
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,1217,2719,3749,4161,1314,720,674,1040,1635,1027,,3429,4934,5603,5914,5550,7920,14825,21362,17618,18977,,21099,73667,70540,56824,16825,10243,14668,15147,11605,11442
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",409,471,870,689,506,601,999,1017,691,1020,,35587,34084,37689,44116,41739,42322,36923,36657,46329,70164,,356574,370507,348311,315962,311303,331086,336645,325960,338427,361740
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",2738,3795,4579,4904,4697,3625,2537,2275,1718,1014,,171502,167116,119267,107531,81246,85918,83451,85132,65536,76599,,409552,373444,340517,293877,299948,278399,295654,314514,316198,361433
291439,"Ketones, aromatic, without other oxygen function (excluding phenylacetone [phenylpropan-2-one])",215,122,109,352,248,467,509,1464,1348,1013,,23251,38152,35548,34338,32080,33617,62702,89321,86149,123172,,13692,18790,17464,14893,11572,11524,15477,15752,13681,16610
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",374,460,317,385,339,357,488,1248,1252,994,,16122,30517,29322,32563,27313,37968,31447,24700,9005,18554,,26168,17244,15034,11880,11867,12319,11608,12209,12487,16071
940169,"Seats, with wooden frames (excluding upholstered)",111,85,26,78,102,374,484,1095,837,993,,29648,46667,44267,41092,40727,40420,42509,36663,34411,54964,,78444,87178,89586,80297,84980,83217,85270,80350,79475,87812
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",815,731,1005,1322,1105,740,886,1028,575,992,,1397,1492,2045,2286,2375,2464,5552,4456,3895,5353,,53428,47530,45196,39006,32468,29649,32857,31403,21366,22965
940190,"Parts of seats, n.e.s.",3156,5161,4011,3504,4359,5509,4653,4535,2057,991,,23806,43142,45345,40256,44044,55797,63769,69910,61761,90495,,1041723,1028777,1159269,1207173,1263140,1314173,1403193,1405670,1099325,1157723
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",1139,1320,1106,1100,796,602,579,886,837,988,,4416,4753,4186,4223,3981,4444,5259,4961,4314,11862,,2141,2761,1974,2318,1508,1560,1522,1809,1870,2086
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",225,327,534,739,633,661,603,639,814,982,,20799,25589,24869,23753,29089,32276,38651,40942,53610,46912,,411961,388245,357898,330141,344683,350775,373439,368488,378094,389174
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",3312,3971,2370,2132,1680,1417,1080,1148,185,981,,6526,79493,10229,6878,12159,22285,24394,23130,18536,29688,,54903,48578,32303,29835,31699,29614,27198,21639,15482,10295
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",474,780,1696,3652,306,821,1355,697,123,979,,9015,9645,9931,10090,9483,10489,14766,13664,10347,15507,,64785,68239,75964,64307,57787,52295,66778,53211,45072,52220
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,5,9,13,49,169,1514,1208,1174,977,,14718,12707,18618,16624,14454,16080,27114,33408,17050,23994,,74202,60058,55431,47194,40165,47846,60852,52454,42758,47100
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",2184,1786,1176,880,1453,1147,1072,1370,1173,975,,72263,82703,73564,68452,60913,61158,69324,72105,61846,73012,,42886,33566,49659,34923,31873,41856,45256,46806,39981,42635
291450,Ketone-phenols and ketones with other oxygen function,110,0,149,755,1535,634,1591,1638,1259,966,,25376,27083,28432,18021,18974,23357,32167,55992,65555,58526,,16239,12297,13209,11294,15667,13781,15260,15991,11586,17047
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",204,285,351,466,445,362,418,318,348,956,,48597,66753,71876,74433,66138,67598,64984,80056,70489,100567,,1093110,1103418,1095635,972603,924049,897009,1122050,1154508,1077639,1300036
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",1038,810,718,569,621,863,1030,903,280,946,,121269,118380,119376,98167,82088,81147,92429,74686,45162,52939,,4724,4457,4585,3740,3151,3619,3171,3088,1985,2612
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",1256,1042,789,617,767,1344,786,781,800,938,,4028,7235,5219,4001,4271,3954,3892,5594,4946,6900,,60539,55038,54211,56557,62786,63026,59781,52685,42539,49082
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",927,1418,2478,619,1011,1026,965,601,559,936,,873003,839679,911596,976171,931220,950691,1010058,1100619,1213566,1062251,,568270,489290,468018,451164,490691,427509,419897,460798,384749,363586
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",1159,940,1808,1408,1459,1104,868,1179,1088,935,,47349,50026,47668,42281,37909,35567,42297,45199,45535,55919,,75440,78682,79778,77682,72226,70781,74123,78135,71008,73981
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",599,247,520,1010,1601,888,1034,859,716,934,,20183,19776,20941,22672,28725,21147,21715,22763,25722,23796,,107663,102250,105903,96323,106564,114479,129365,131536,117381,130790
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",616,540,755,593,1015,663,697,637,684,923,,154590,165249,154453,134654,114661,122725,129960,131670,119709,180681,,46031,39915,42046,38373,40615,40578,43460,46480,40768,48506
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",585,147,223,335,295,349,554,1154,890,919,,185818,226502,257469,244212,225701,205663,206845,168076,154620,191000,,3125,2505,2576,3082,4551,3322,5091,5717,6312,6438
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",88,9,27,27,13,408,970,1196,1134,918,,8415,7031,5571,15747,23940,48257,40906,35782,12256,11281,,72404,64593,70135,66172,73876,87876,91210,77041,71101,91579
940540,"Electric lamps and lighting fittings, n.e.s.",49,31,65,272,785,655,1230,1725,1228,911,,28278,18487,16175,14988,21144,25687,26437,43211,31990,44056,,331083,346062,366353,339444,377540,380166,388355,412516,373018,436103
821192,"Knives with fixed blades of base metal (excluding straw knives, machetes, knives and cutting ...",0,0,0,0,0,0,0,173,570,903,,47,73,99,58,29,286,506,729,1267,2036,,16765,21147,18671,19189,15883,19251,24269,23617,25879,47601
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",299,113,0,0,22,4,34,175,555,902,,3961,4678,2832,3573,5173,4657,5891,8099,10649,14272,,52288,46834,47823,44221,45645,48486,55409,52537,48216,57080
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",54,42,0,11,0,0,452,1273,1892,896,,113622,164603,108371,108681,109514,118973,124872,114291,108507,81512,,650001,541037,490684,419381,486074,414159,389840,365024,387502,393294
630419,"Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...",852,641,994,583,725,837,840,1089,658,891,,671821,1083888,983115,980037,796345,804579,963266,1008158,954123,700197,,2361,1775,2286,1340,1384,1719,1447,1780,1189,1439
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,0,0,2766,0,108,0,1031,0,890,,172806,425394,313685,139646,52578,208269,123538,93934,134491,464839,,58451,52814,69870,34383,25371,37757,35424,69067,19518,70034
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,32,202,512,812,800,873,885,,814,851,795,1041,1071,1476,1675,1755,2710,1956,,43606,41370,40473,39348,40963,42167,41727,40699,39541,39446
