Product code,Product label,Japan's imports from Australia-Value in 2012,Japan's imports from Australia-Value in 2013,Japan's imports from Australia-Value in 2014,Japan's imports from Australia-Value in 2015,Japan's imports from Australia-Value in 2016,Japan's imports from Australia-Value in 2017,Japan's imports from Australia-Value in 2018,Japan's imports from Australia-Value in 2019,Japan's imports from Australia-Value in 2020,Japan's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",10416,12322,14309,9308,12295,17939,9891,5908,7945,7396,,100330,84472,76129,52574,44060,52416,51185,44113,62715,67356,,107823,106372,115960,85539,69301,97694,85232,85685,87751,98648
252010,Gypsum; anhydrite,0,2930,0,0,0,0,0,4017,0,7336,,6479,7161,7365,3824,5751,2710,6946,11642,5989,11681,,72201,80322,95571,71234,65352,72098,90320,92552,86162,94391
281121,Carbon dioxide,0,0,0,466,407,474,1872,3010,5299,7217,,1637,2978,2436,2087,1149,1081,1590,1489,2196,3343,,17643,8818,11272,11925,13630,15104,15029,14021,19506,19329
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",56165,37999,32546,33867,32363,26902,29301,21535,4120,7173,,6951,6274,2865,2007,10459,97885,117152,94466,111524,109527,,637110,621019,680751,613404,629799,650743,765931,766192,707432,638753
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",5491,4907,5391,4824,6917,5559,6520,5788,5528,6968,,110535,100138,96419,69215,80039,116605,126853,125493,116585,135593,,589204,542603,579844,547615,585446,586927,688670,673042,635943,696721
220410,Sparkling wine of fresh grapes,8748,8563,7764,7037,8123,9444,8814,8923,6178,6775,,74373,65115,54752,48145,46046,43744,43548,43989,38766,63736,,432123,409504,468238,439533,489313,542803,617317,694266,540794,652606
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,5648,6644,6692,10391,6627,,0,0,0,0,0,107633,93505,145288,101829,143685,,0,0,0,0,0,16973,15797,14220,20463,25101
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",9,0,0,0,2924,8840,9151,10792,6338,6359,,12127,10972,6911,4399,4104,3072,2952,2529,3525,2925,,130381,126981,143205,142705,127945,123125,130562,146077,126569,170974
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",35487,9428,23443,12193,20297,14983,11210,8863,4657,6319,,353695,400515,299278,235445,178289,247728,286184,252749,267791,494266,,1031446,840972,1000352,889361,997484,1150657,1332221,1195647,955509,1575810
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",9152,13741,11946,9748,19340,15140,16916,15963,4681,6229,,133746,174311,212792,208074,238895,215364,226552,265614,177536,174193,,898649,870900,888885,776932,912632,762208,849376,703765,448548,532903
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",152,93,117,293,176,378,581,1694,3800,6177,,15706,20289,16894,15807,24370,27495,33169,36090,46954,76233,,234482,210090,202370,205001,217717,234460,248631,253201,191581,192827
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",25,0,0,2298,37,0,9,5,433,6129,,1547,2251,3011,3944,3480,3559,2466,1626,2493,8761,,228656,223748,191940,182107,182125,159129,164601,168309,159505,124868
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",3815,6255,4680,3381,7258,3588,2028,9244,11456,6090,,201524,243869,277718,284598,333847,400731,361114,384360,373396,439784,,6348739,5317573,5128479,5126540,5072559,5693115,5588166,6274325,6914454,7345157
510130,"Carbonised wool, neither carded nor combed",13675,10995,15468,16078,16579,15428,20527,18160,6585,6039,,97274,108098,108702,137430,138592,129835,153160,104617,62969,86684,,18602,15283,19959,19375,21235,21216,26791,22996,9906,9753
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",1122,723,650,533,579,497,537,719,2579,5961,,14554,15915,14830,16118,17453,21355,23403,24881,19486,29507,,314799,162032,153869,147008,144481,167123,167786,185100,176436,191935
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,0,0,0,0,5914,,0,0,0,0,0,113,260,120,143,133,,0,0,0,0,0,203459,199978,237030,260280,295685
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",4312,4178,4985,4284,4280,2812,6402,6418,2831,5845,,9945,12498,17299,24790,38378,45799,46051,64319,73508,78103,,7709,6609,6900,6494,7458,6414,9588,9460,6371,9802
200799,"Jams, jellies, marmalades, purées or pastes of fruit, obtained by cooking, whether or not containing ...",194,261,639,495,1278,1769,5482,1660,3463,5822,,4714,5294,4391,3609,3903,5971,9750,7815,9312,11231,,41668,39828,36864,32703,30972,33796,37302,30352,31531,40785
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250°C by ...",0,0,0,0,0,0,704,3390,2842,5651,,12565,15632,9181,6305,7674,8271,10231,6630,2717,4488,,97247,9413,7854,2144,9631,2429,4728,10076,5351,11369
901850,"Ophthalmic instruments and appliances, n.e.s.",6393,4974,4394,2864,5772,4285,4573,4701,4972,5560,,31494,39559,44330,46149,40832,36926,37696,37773,31157,41004,,299887,283203,275286,240163,252497,265866,270760,311007,242924,282687
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",2931,3575,3277,2688,3929,4826,4161,4069,3646,5558,,10464,11328,11834,11782,11903,13140,12842,14701,18252,28922,,30554,35579,39127,37932,38010,41543,40502,38614,33546,51810
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,4,0,0,0,0,0,378,3084,5552,,496,2429,113,97,7,1,11,16,18,17,,1639,17501,34158,32437,31891,36959,39987,46418,37327,36166
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",5759,4823,8501,4443,5193,5910,6708,8525,4011,5400,,11731,14719,17833,7933,11609,13351,16312,14570,12141,10094,,37201,27749,37517,26920,32447,33034,30059,32029,21393,33003
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",6432,6043,5836,4476,8650,11465,9791,4723,4880,5355,,40469,40155,41733,36295,36197,40552,35132,32809,29218,28540,,123407,121050,124522,112669,103987,116492,107183,102937,106938,119869
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",7500,5104,4280,4084,3664,3567,4661,2642,5191,5207,,598,1433,809,5264,6977,5719,5240,6371,3958,6348,,154954,139990,124519,132557,136242,151715,137761,147201,144726,143528
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",11,132,543,402,443,678,691,1805,3818,4964,,5525,5256,4636,4148,4245,1207,830,410,1116,3264,,121309,127514,109643,93000,90209,101703,117922,115108,102480,123263
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",18235,15718,14337,14124,17847,20708,27407,24577,2176,4962,,123295,117114,102037,53076,64649,45261,42847,39696,26532,14378,,62691,51254,48342,52018,57220,58705,71465,64422,15458,15235
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",3402,3228,3519,6051,4348,3619,9303,9240,5608,4881,,427988,388820,378505,325475,314065,314370,405729,340933,404265,389387,,68489,75182,75449,73167,71996,52690,56180,55613,49079,39622
120991,"Vegetable seeds, for sowing",4212,7405,5149,3833,4063,5386,5271,6315,4729,4839,,24842,28205,28018,22624,20490,24745,28931,32514,26283,30420,,113293,126276,121245,125258,135555,141317,154906,171583,153060,154359
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",3833,2145,1958,2187,1126,899,1668,2282,3934,4785,,2225,795,1929,1101,1198,1354,4830,1030,4421,4352,,41331,40756,44849,49964,36757,35359,36656,39472,49680,40979
40900,Natural honey,739,950,484,750,971,1389,1218,1246,3605,4751,,25571,27124,27253,34877,31362,30978,32808,37654,42481,45000,,105383,116268,120196,117639,158004,143003,145537,144524,173744,169851
841861,Heat pumps (excluding air conditioning machines of heading 8415),0,0,15,0,0,7,0,0,2314,4641,,3197,3068,4965,2382,1993,6034,1933,1999,1325,3434,,22473,21836,16689,19683,14767,12676,17778,11115,11346,15349
847989,"Machines and mechanical appliances, n.e.s.",5601,4432,5690,4712,5410,5740,5491,5167,4066,4426,,144110,177681,175136,137115,139231,130954,211316,160718,165550,158777,,829097,771996,831044,801591,728559,883128,879985,950221,936432,994234
282560,Germanium oxides and zirconium dioxide,4159,2199,2444,3333,2715,2385,5724,5801,5964,4420,,1788,80,54,3,248,0,19612,13350,5092,0,,60425,50878,40922,32889,27730,29209,57216,46485,41654,43411
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",7012,7702,8414,2332,4799,9536,9032,6634,2954,4351,,0,0,653,301,0,0,0,0,0,0,,45749,55179,73977,31649,27546,11976,9032,6634,3199,6444
70920,Fresh or chilled asparagus,15644,14421,15834,15128,20853,15419,16553,13479,9132,4339,,17035,16679,18004,19239,23734,22060,22848,18517,14277,8137,,96058,72864,71252,56471,71055,64715,67054,60810,57337,53015
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20°C, whether or not containing ...",4383,3985,3235,2348,2617,3740,4291,3554,2935,4194,,4893,9540,6681,6016,6623,7942,8383,6338,4569,5453,,123402,131867,106657,73061,71406,87967,100629,94734,78010,90217
720230,Ferro-silico-manganese,2177,647,4960,14163,19354,35757,28347,14790,22359,4140,,0,0,0,0,0,0,0,0,0,0,,290227,302170,321251,234256,201595,297113,334808,294183,236199,350296
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,2341,2919,3133,3246,4074,,0,0,0,0,0,52482,46911,37100,46767,31750,,0,0,0,0,0,24670,22051,24787,22933,25152
392321,"Sacks and bags, incl. cones, of polymers of ethylene",4579,3414,4556,2376,4066,4057,4353,3680,3147,3997,,13506,11573,9265,7301,10608,11980,12885,10695,8624,12323,,1242981,1279383,1372644,1249720,1219949,1247623,1364980,1291930,1129449,1086114
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",3140,2609,2703,2300,2039,2086,1693,1920,3625,3971,,52381,49988,46155,46004,52715,47412,32644,46476,60856,59154,,20562,22466,35562,29951,21881,22437,19754,19554,22672,22143
20450,"Fresh, chilled or frozen meat of goats",1415,1422,1884,1918,2313,3221,2824,3508,3589,3861,,141159,159217,221822,186193,150395,200787,138855,166188,102847,191590,,1415,1422,1884,1918,2313,3221,2824,3508,3589,4038
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",2693,2974,2700,2631,2897,3054,3396,3380,3946,3844,,84278,85644,76669,68120,70047,84209,90199,88326,93993,91830,,442966,401302,367915,310519,321249,359903,373479,400825,403335,468295
100410,Oats seed for sowing,2073,1776,1663,2128,2300,3286,2761,2058,2121,3653,,8387,5744,3292,3238,2573,3602,2940,2237,1989,4347,,5262,5198,4526,6176,5461,5636,5599,5601,4968,6851
80620,Dried grapes,802,822,1658,1079,1332,2110,2379,3043,2544,3649,,5248,8835,8094,12899,17671,12761,19441,23214,16537,19013,,94167,95580,87815,93449,90082,91098,116215,106343,84436,86690
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",80,98,91,173,208,1314,3090,3589,3067,3596,,7463,8161,7925,5832,8013,9442,13807,15462,13672,16635,,2556361,2397053,2321639,2192741,2274906,2311414,2431693,2558207,2238627,2209764
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,1163,4344,3496,,128,56,77,38,66,193,526,630,464,2332,,60678,60646,54483,44377,43241,40623,42696,47000,43268,42680
262011,Hard zinc spelter,1220,1364,3282,2373,3723,5555,5627,6025,3571,3458,,28,868,3971,1795,1658,408,663,395,2583,9730,,6593,3521,8069,11156,13814,18463,19140,19077,11844,17453
852352,"Cards incorporating one or more electronic integrated circuits """"smart cards""""""""",650,636,95,119,23,7,769,2738,1643,3367,,3422,3046,2775,1960,1490,3487,2402,3371,6938,10024,,161668,155888,162888,142991,151157,121271,137181,123047,118620,129351
30783,"Frozen, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,5471,6109,4734,3387,3366,,0,0,0,0,0,22470,26610,27821,25522,38477,,0,0,0,0,0,21124,18037,20951,12398,16522
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",21,163,65,30,49,178,50,12,67,3324,,19949,6803,6690,10431,11052,15839,12152,10568,9137,9668,,128926,145024,126492,129177,116702,141339,141500,149453,143426,120811
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",1977,1900,1695,1378,1655,1677,1785,2594,3317,3184,,23691,39038,66706,66106,63285,57326,67786,79521,97994,90898,,91553,92432,86409,126630,84659,107107,85836,201467,235397,282855
20329,"Frozen meat of swine (excluding carcases and half-carcases, and hams, shoulders and cuts thereof, ...",3683,2988,3756,2926,3125,3740,3437,3383,4403,3130,,44094,38456,35814,29601,25121,33484,31985,29040,29019,35213,,3400287,2398739,2680280,2044797,2442098,2491571,2460385,2655799,2368736,2338279
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",457,443,551,747,712,960,1038,1508,1754,3075,,10741,6956,7960,4043,3971,4374,10212,10063,11274,13058,,237023,240301,216049,175934,179861,182364,209795,226988,216560,238867
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,2370,2173,0,4752,0,469,0,4663,218,3067,,1170,1502,2405,5749,2644,1129,2769,5483,750,2213,,8635,17456,22978,18952,21800,13856,46439,53532,55687,41584
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",2483,3046,3328,1728,739,854,1935,1250,2078,3058,,129564,84693,77128,65030,60306,61799,59463,63533,67960,68805,,792664,762677,818550,742483,758276,823257,825607,893242,743909,858722
30499,Frozen fish meat n.e.s. (excluding fillets),2763,2403,2735,3129,3471,4743,4817,6229,6131,3043,,1363,2054,1307,1722,3338,1207,1590,1268,1427,3026,,651803,505474,559249,520858,516695,486641,524095,548899,444920,463187
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",1760,3005,5611,9271,2634,7346,5631,639,564,2992,,381842,362918,370661,382407,341947,397956,448478,383745,358873,651186,,100145,101638,142651,116963,65168,96771,113032,74276,78693,148044
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,135,163,95,3245,2933,,0,0,0,0,0,2373,2911,9149,13539,58496,,0,0,0,0,0,4478193,5809067,7248923,8035942,9569768
851810,Microphones and stands therefor (excluding cordless microphones with built-in transmitter),1040,1075,928,708,751,806,1045,1243,4426,2910,,23096,25989,27616,38643,47527,47236,56085,77576,108081,163119,,92560,91930,84657,87121,86180,95217,111333,108342,127547,144052
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",22017,20506,11374,12026,13982,13165,10687,8622,5133,2853,,26291,21888,9985,11455,12950,10859,11049,9097,26678,7550,,35664,30898,21738,21680,26314,24175,22452,19862,13580,10771
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",6271,2236,2483,2515,2065,1751,1707,1810,2593,2767,,77861,68363,69276,75848,81316,79175,78460,82162,114924,125515,,69673,69681,67387,68860,64144,71298,72414,72474,74719,90702
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",3503,2512,2035,2429,2911,2356,2565,3359,3038,2758,,857,505,686,597,396,396,497,608,394,384,,19264,16979,18466,17015,28656,28027,30061,33512,30266,27005
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",3869,2996,2491,1826,2485,2916,3258,2932,2275,2755,,4044,2709,1897,2138,2931,3962,4258,3984,2661,3685,,48028,38676,33632,27879,29577,31721,36100,35675,29747,31275
