Product code,Product label,India's imports from Saudi Arabia-Value in 2012,India's imports from Saudi Arabia-Value in 2013,India's imports from Saudi Arabia-Value in 2014,India's imports from Saudi Arabia-Value in 2015,India's imports from Saudi Arabia-Value in 2016,India's imports from Saudi Arabia-Value in 2017,India's imports from Saudi Arabia-Value in 2018,India's imports from Saudi Arabia-Value in 2019,India's imports from Saudi Arabia-Value in 2020,India's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
150710,"Crude soya-bean oil, whether or not degummed",5704,3271,0,4312,0,18596,14440,13607,6160,2423,,95271,69714,53502,50985,33001,25471,45941,37369,53748,65387,,1379557,1192973,1984771,2698492,3012547,2747028,2273909,2209936,2774891,4127096
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",1229,1989,2213,1597,1441,1381,1463,1384,1195,2339,,19512,10248,28823,26141,5967,14770,49479,77423,69256,142109,,2945,3111,3912,5053,3422,5464,4414,6646,5243,14351
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",36,25,41,2,11,0,2289,2725,3004,2246,,2147,3933,59398,63465,59141,56686,54659,52139,36634,72464,,205341,221929,277161,347384,402068,445603,549815,518733,421953,618220
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",240,857,1644,1676,914,1186,1172,1535,2063,2234,,156979,181373,183713,137430,96833,132165,163384,190669,123413,187011,,65343,78715,88417,84189,86667,114431,147475,149051,111587,219281
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",1586,1176,375,21,672,1178,620,1216,1201,2216,,79788,84882,100163,113004,114711,120541,106831,84293,102322,194582,,70176,81953,71324,69931,83994,118305,120435,141464,120768,177701
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",0,0,0,0,0,0,0,1765,122,2172,,3687,8163,24522,0,0,0,0,0,0,0,,23064,25683,31123,19382,19886,137951,144376,66153,148511,624946
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,314,35,0,30,0,25,147,334,578,2001,,48604,72441,60761,28056,14621,6398,2542,3460,1175,6885,,483,774,716,1543,1207,1336,1894,2301,1188,4383
847989,"Machines and mechanical appliances, n.e.s.",1618,0,0,0,12,126,419,1648,570,1937,,6921,2751,6218,8243,6797,12924,6767,324,102,134,,884745,912343,750696,734773,748000,761348,1245827,1251942,1025424,1227482
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,0,0,0,0,1813,,0,193,0,0,60,8,10,166,434,191,,57400,51264,41122,27784,12362,11365,75574,76100,28483,35515
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",2174,4,40,14,1933,2409,3633,1151,1136,1804,,8920,6628,5540,3795,182,809,1537,0,0,308,,96687,113279,113924,91924,97460,160884,211692,166516,128937,168847
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",0,0,0,0,58,482,342,0,0,1753,,261,669,114,82,491,0,0,0,0,0,,23854,29114,37839,34051,36489,36090,43475,50076,51870,64861
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",1204,2220,3191,1481,2202,3383,3897,2425,2449,1736,,223,30,59,710,328,61,204,3983,6896,499,,7062,4265,8828,6703,4988,9057,7964,5827,4080,5957
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",1370,331,2592,40,250,1510,6691,4273,1286,1621,,62514,25605,12741,18270,6457,15645,8361,938,1374,518,,230364,220229,219215,183369,141734,123183,136719,170918,73801,141810
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,1862,466,1184,4082,2697,1694,1609,,3882,6282,21750,38085,34677,41202,50401,37545,32136,59678,,454,410,269,2692,2295,4915,5318,4531,2985,5078
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",124,128,143,87,48,122,607,965,606,1608,,1309,1936,585,2618,3428,2427,1247,1119,1095,5233,,4124,8856,7296,7856,9514,9541,12121,15884,14877,30079
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",81,0,0,0,0,0,0,0,0,1476,,49,70,7616,7256,9091,5105,10374,9953,4432,10026,,55459,50000,57834,57272,40294,71936,272276,205269,49482,85884
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",0,13,0,0,0,0,445,470,809,1476,,2376,6688,4834,8941,1450,6004,1999,0,0,0,,116785,134160,143815,120047,107835,118449,242741,246898,155527,146465
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",5367,5443,10980,1100,5369,4054,877,4334,541,1470,,0,0,23906,4217,99803,121825,73917,90350,71976,143246,,63400,66832,69267,55467,48482,49314,80703,62264,54947,104386
310430,"Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...",0,0,0,38,0,13,422,0,0,1466,,82,117,663,4017,2264,746,1832,1013,3096,29209,,26451,30474,38286,44264,22127,31892,20728,29078,28185,30718
291512,Salts of formic acid,3722,2385,3732,1670,1349,830,948,1329,677,1427,,2976,2837,3339,1901,1643,2331,4182,3200,972,2735,,33174,41572,40158,40464,40246,68959,82939,66707,31850,24667
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",0,0,0,0,0,0,0,0,3,1376,,5085,7131,8781,6330,7660,17650,19790,28492,36791,36897,,16973,11850,20337,15565,12685,9924,12889,13254,12781,19422
340490,"Artificial waxes and prepared waxes (excluding poly""""oxyethylene"""" [polyethylene glycol] waxes)""""",464,240,534,1110,1538,1319,834,470,1059,1244,,0,600,2096,2781,3938,5549,11308,11240,10822,13865,,45531,50523,70868,66364,66988,72844,89217,84205,71016,91089
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",792,532,77,1378,368,1840,2583,4137,637,1215,,115873,162878,142510,158465,206605,195776,226434,173908,184742,303841,,66772,81208,81637,83001,91080,98598,124329,137756,112278,155981
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",57,6,8,19,48,49,23,0,194,1206,,37128,48414,34100,2614,682,711,667,995,1084,2057,,29661,25518,24665,19753,19568,25184,26018,31471,26308,40076
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",18,106,15,0,0,0,0,0,5,1175,,6326,6670,5452,6092,8350,12092,16299,20398,12616,16763,,17428,13276,10261,6022,4094,6186,6583,5706,8292,11420
701912,Rovings of glass fibres,0,0,37,142,1141,902,2109,736,1466,1123,,921,1589,2190,4116,3314,2930,4961,1639,1926,3077,,17555,11371,16998,39281,52273,57158,77756,42501,30924,45806
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,4889,13737,5290,1724,1116,,0,0,0,0,0,0,0,0,0,23867,,0,0,0,0,0,473909,674567,580899,612358,886058
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,49,122,1115,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,194,471,484,2096
903010,Instruments and apparatus for measuring or detecting ionising radiations,0,0,0,0,0,0,5000,0,3262,1110,,342,475,4393,5335,2107,2717,7435,0,0,0,,9139,9025,19047,12160,14177,12313,22937,15068,26339,18856
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",2151,3389,1498,1935,3281,4699,3100,2128,1537,1093,,462,754,1511,2233,1795,4521,2556,1722,1053,887,,115533,134491,178241,119634,96275,85551,67476,61377,29329,35741
390730,"Epoxide resins, in primary forms",2636,3912,2776,868,1158,2015,1244,804,609,1090,,88130,51500,74607,40214,55775,63806,64194,46689,42697,46690,,141295,151663,142281,151041,153811,161077,158426,170822,132669,256375
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",79,0,0,0,0,1,1,137,83,1064,,251,210,1201,2225,1819,1598,1475,0,0,24,,232754,191592,199758,213670,178002,258497,287327,192959,216681,209301
250510,"Silica sands and quartz sands, whether or not coloured",1528,1318,1931,462,761,1639,1356,1589,1164,1051,,23413,20191,13533,11979,22693,31833,39363,38634,32513,38293,,12534,7984,16916,5108,6380,8414,5240,4673,2843,7822
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",1093,3394,3041,951,985,7220,7125,4125,886,1051,,6655,9261,13019,15372,13291,20003,23004,22817,17770,19017,,6110,9302,12184,14034,19748,31067,30886,26048,15484,23307
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",1392,0,36,461,260,248,221,1905,2399,1048,,10391,7260,14203,19095,19286,14422,27138,2220,2822,10026,,816935,693055,711071,806606,1772601,722631,888758,961255,838926,1088112
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",0,0,0,0,0,89,51,0,103,1003,,591688,587450,491954,296199,277453,390843,332874,30930,148046,41544,,5088330,773805,734799,686503,300844,688513,599143,536923,301847,508288
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",1167,1424,0,0,15,150,0,254,504,987,,0,0,0,755,1495,60,0,0,0,0,,8659,6338,9411,12668,10046,9193,5572,8389,16780,19790
390710,"Polyacetals, in primary forms",37,0,0,0,69,201,1862,1102,808,941,,0,86,0,83,265,14603,50363,61600,55034,62087,,42367,42957,49158,50756,53804,64480,80781,79827,68041,92108
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",255,434,219,31,94,84,1085,1175,1043,936,,3357,5059,9462,7495,8677,7706,10214,7008,21883,1905,,26325,25158,23473,49018,15907,26948,30182,34533,25135,24312
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",4,0,0,20,0,0,0,90,4,932,,25832,28101,16869,25183,36126,29416,60831,5123,1792,6393,,166180,149058,122246,121512,143153,168215,177921,137816,94482,131842
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",1477,2074,2145,1782,2682,2841,1803,788,684,928,,0,0,0,86,110,101,88,20,843,1376,,77014,71967,87698,92687,101644,97429,91355,58742,47430,55683
731100,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",0,0,0,13,0,0,0,0,64,928,,1184,2227,4478,3396,4937,8337,22910,5726,758,426,,36806,23716,45282,31798,20837,21919,19462,23722,39807,109484
382410,Prepared binders for foundry moulds or cores,61,2,0,0,0,0,818,933,722,902,,0,0,0,7,0,2134,1676,2295,751,0,,7352,5738,6212,7111,9727,13747,20793,14993,12962,26650
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",71,0,0,0,0,0,0,0,291,882,,59,27,43,382,67,865,4490,2238,2981,19019,,48114,47983,75301,70733,40957,40219,47442,42146,37035,54842
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,296,154,156,0,364,693,682,968,851,,0,0,60,145,71,19,119,62,24,40,,35679,39578,55095,60726,43705,34630,31414,33180,34948,55571
271220,"Paraffin wax containing < 0,75% by weight of oil",139,0,0,0,0,24,0,0,0,850,,0,0,0,24,35,0,0,0,0,0,,96123,50514,26360,23468,14249,15459,18512,14898,10624,28491
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,18,1,0,0,1,0,18,19,5,774,,579,3742,7092,4858,2832,4282,4235,207,0,146,,76486,78866,70284,66433,83967,127506,180762,155731,111349,189623
281700,Zinc oxide; zinc peroxide,883,654,836,449,268,647,1508,680,668,752,,5403,9231,8516,5954,10890,31938,26471,22090,15315,28945,,8674,10829,14309,10914,8221,11870,18382,18287,13983,19154
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",147,74,523,99,662,331,53,0,735,745,,0,0,0,1,0,49,16,15467,20339,26022,,46266,47387,52121,36050,32160,35002,43912,35241,18851,33942
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",1464,2706,1897,2319,1250,333,543,327,66,707,,138423,77802,101511,47854,8675,41540,83886,51727,40546,46316,,53189,50331,49803,51573,46255,60879,82244,72188,60137,90019
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",325,0,0,0,51,909,2563,19,160,706,,210,0,518,5,0,45,142,120,417,763,,149396,131109,124942,99051,104505,106864,137825,131927,115994,160354
730429,"Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excluding ...",130,0,0,0,0,321,582,135,83,705,,8313,11139,13551,8592,14903,5223,17296,53142,30359,13160,,126674,91568,98038,37252,59789,27900,76691,139328,78896,47402
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",0,0,0,0,0,0,0,0,4286,703,,0,305,433,277,5038,7088,15705,980,11420,12872,,7947,11713,20348,25572,16105,25663,16475,38952,60593,103671
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",0,0,0,0,0,0,0,0,0,698,,0,0,43,129,36,581,53,0,0,8,,3176,4904,9604,4239,3881,10540,8998,12571,8658,8416
760120,Unwrought aluminium alloys,679,742,389,746,5608,2523,1305,2981,477,692,,202,2022,209196,335297,50692,210553,143005,127301,43837,92253,,339242,341504,432695,440335,472518,596382,628881,429438,291073,451183
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,78,118,182,167,27,49,72,99,644,,200,233,269,547,568,1690,735,2230,116,301,,1861,7282,15766,22604,26816,20653,39675,42089,14390,34652
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",277,13,1,24,114,4,359,46,128,636,,50251,27597,27589,13732,50084,62279,64089,14309,5591,5889,,113545,131978,129133,110874,99660,97272,108363,112884,76383,118819
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",434,2,0,34,61,0,0,26,46,628,,438,422,826,266,424,161,5,294,722,259,,17069,8815,6341,4154,1074,2354,4319,2687,2505,3439
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",23,0,0,0,0,0,0,183,74,626,,6507,8986,10853,10951,3413,2842,1773,14,78,810,,4657,4294,4425,4010,3798,7502,14170,14177,14625,19838
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",46,0,0,3,48,1012,1339,122,11,615,,0,0,418,2262,6566,7165,7414,3063,1507,1772,,609597,463567,479076,271696,218916,270632,245438,178138,166532,352538
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",608,30,0,3,0,0,48,10,192,615,,59499,55861,95315,66260,50369,33819,34787,1467,308,189,,593012,436011,443098,492975,577446,625400,806418,676858,488304,835566
720410,"Waste and scrap, of cast iron (excluding radioactive)",91,52,12,0,109,19,178,33,103,605,,0,0,6632,372,0,0,0,0,0,0,,71135,39776,34693,27781,21596,24929,33528,42426,47360,60572
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,32,235,589,,1586,534,1102,213,518,194,112,191,170,1635,,121,14,2025,2110,447,498,256,10379,16028,49513
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",1567,1262,1044,275,625,697,1984,959,621,578,,424,346,110,3025,123,15,101,15537,52620,128676,,45324,49289,60698,58502,48355,50246,75678,61714,64539,98882
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",117,112,157,54,110,161,158,151,151,577,,0,243,120,0,777,2031,3892,4875,2113,1605,,172018,172588,180793,214833,187562,261432,338912,332097,290382,281747
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",100,20,21,2,103,201,522,162,0,575,,18050,19515,20014,32166,17027,19565,19434,20559,5830,6488,,94433,82782,97752,61477,55278,51257,70214,39706,35268,38328
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",2242,4236,3319,1994,1046,1284,741,702,669,570,,3119,3765,3417,3426,3334,1429,1172,1284,388,115,,247841,232790,239381,201613,181706,194771,215585,158612,80116,105692
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",62,0,0,0,0,0,101,0,174,565,,10243,16432,63703,19351,33097,18268,26598,23760,27947,2878,,11207,11852,14695,13665,11674,13869,18003,16096,12609,36953
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,640,584,870,1083,544,,0,0,0,0,0,0,0,0,0,9718,,0,0,0,0,0,103733,230005,257506,105668,136176
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording ...",10,0,1,0,0,0,0,4,4,530,,1317,1134,1035,1246,1830,2384,2438,4,3,0,,57385,80002,73190,70587,52186,63010,89428,99918,86404,93484
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",147,0,0,43,11,95,64,512,649,525,,1052,2694,5535,6737,5298,7257,4452,20,22,2,,538722,493167,518370,520021,549866,598351,791610,881376,788337,816128
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",5704,10008,1284,295,62,304,1592,863,507,523,,0,0,0,0,0,571,1802,1144,83,0,,3189924,1948027,1838163,1872279,1277859,1263180,1867815,1820601,1230915,1568813
290270,Cumene,0,0,0,0,0,0,0,0,48,521,,0,0,0,0,0,0,0,0,0,0,,3171,1442,1787,1752,30,1469,29194,1,7964,14231
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",3,0,1,0,12,122,166,171,286,470,,10751,7769,8684,10093,6556,11270,3428,1548,63,135,,37902,42596,43317,45487,58456,74967,91813,79758,57071,73963
701931,Mats of irregularly laminated glass fibres,12,0,0,221,357,318,516,312,335,454,,333,161,301,592,1099,1451,577,288,416,1077,,8678,5353,8892,13583,16520,21342,24299,25532,18968,28175
