Product code,Product label,"Korea, Republic of's imports from China-Value in 2012","Korea, Republic of's imports from China-Value in 2013","Korea, Republic of's imports from China-Value in 2014","Korea, Republic of's imports from China-Value in 2015","Korea, Republic of's imports from China-Value in 2016","Korea, Republic of's imports from China-Value in 2017","Korea, Republic of's imports from China-Value in 2018","Korea, Republic of's imports from China-Value in 2019","Korea, Republic of's imports from China-Value in 2020","Korea, Republic of's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",37567,53280,66974,40397,45532,77374,116390,134154,182606,232362,,1419181,1622243,1896284,2121148,2060136,2319401,2734145,3308388,5536011,6469567,,52596,71657,93768,71707,74927,112919,150713,172804,217856,283751
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",67704,85779,90099,92145,144274,197069,267651,225800,147705,231672,,8202352,8378242,7865970,7509658,7809803,8828020,9653840,9320309,9457557,9707705,,143600,161395,180633,167216,239053,331293,395326,314830,226354,316966
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",390801,382854,349973,312154,305390,313727,257183,212995,194930,229648,,8058635,8158025,8286053,7670326,7080116,7010502,6813843,6433177,5529963,5721194,,835340,782099,732172,673719,656310,655907,575178,523397,496425,560125
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",124492,132127,126714,144531,158516,169517,190002,193503,216292,228156,,845273,1102460,1218672,1261712,1351586,1494161,1551969,1511227,1379487,1402677,,126659,134662,128525,146586,161166,173037,194637,198391,221946,235650
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",292303,222266,312534,262641,178643,273716,169609,148929,60513,227356,,1956,338,805,1045,2867,18510,174981,5297,1811,291172,,780092,667933,631785,520845,474539,701845,568525,502187,312001,534975
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",92303,85816,101756,92998,89526,100811,111896,125805,197183,222345,,1224094,1331491,1547415,1715232,1683796,1953928,2225217,2269322,2675741,3105027,,240114,234308,297388,271681,273620,289685,305631,335084,454540,483035
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",139043,159911,150076,143088,144441,155378,158054,190751,211277,221539,,515320,544286,587411,627777,777452,835681,816180,841267,717012,701987,,297362,308209,319457,339928,353297,382000,411274,436995,393034,382955
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",62874,70001,85738,109083,117747,136537,154618,164363,180289,221537,,4362403,3333925,1871477,2191060,1982441,2465938,2454076,2579190,3166078,3635064,,90953,97016,113719,143196,152424,165807,196722,213019,215006,244235
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",54181,57039,179379,141017,40040,82228,133701,108648,76069,220505,,422602,352104,396697,411917,364738,540998,689756,660118,584877,1163290,,434941,462162,659003,589716,521274,567597,582423,460726,303551,537636
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",74746,91149,114658,150901,188244,193196,214960,198323,282075,219800,,494177,586464,640621,703000,723841,767328,869244,930021,1456397,1194075,,95464,114868,138289,169086,221577,240124,260697,230005,319577,246403
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",68825,68467,62599,51141,63586,86270,123696,153391,174931,215364,,1459010,1667813,2038358,2150215,2272678,2420778,2583207,2660082,2735127,3278548,,124792,122265,121807,120654,158838,205647,254001,304475,330919,387324
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,14280,15521,22613,74818,105597,121092,136841,138217,162598,210317,,2858669,5125370,8141117,8673030,6789660,7002180,8134915,8834502,9886214,11751888,,28661,38700,47467,88594,132274,155491,169677,165854,187323,235858
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",80043,104763,115103,79148,116518,184974,204369,193733,155574,208950,,2311870,2638833,2681229,2710552,2945953,3176418,3405356,3830810,4745042,5106706,,85109,109809,125677,96684,135238,227021,227517,206720,165972,224013
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",137921,180948,83611,68577,106377,110017,119079,113192,147723,207698,,1290695,1846851,1915634,1651247,1500257,1659983,1898488,1605950,1612917,2145761,,1056867,1026859,911524,868698,1073828,1034555,943320,967309,1066982,1145746
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",45282,61472,68315,84869,99314,126294,136838,140279,180018,207335,,7556079,7915238,6974962,6944367,6437914,6782631,7920782,8476989,10007413,11083858,,54254,73947,88722,104069,124588,164766,165377,177697,216021,246330
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",309292,300195,314424,309785,242095,224353,209961,212628,192496,207294,,11707283,11558640,10616607,9066266,7801391,7127845,6952744,6095318,4550585,4026137,,348971,338204,377187,388344,333468,331534,325862,325901,337042,383058
720221,"Ferro-silicon, containing by weight > 55% of silicon",233202,193208,228936,212775,144515,176691,221761,166243,109073,206648,,582236,395465,517455,274249,199430,426040,761509,398921,267448,702519,,332507,296929,328400,279855,227194,286742,309883,267886,205718,447528
847989,"Machines and mechanical appliances, n.e.s.",155983,276472,344436,199460,180706,200789,164667,176496,223566,206358,,1337829,1455000,2018115,2087395,2593726,2852789,3558331,4244747,4846439,5219037,,1969933,2256995,2784714,2649373,1641399,1309548,1233727,1238623,1137278,1418141
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",47537,54413,88299,121705,144373,151124,145348,153217,170370,205681,,1404343,1420106,1915126,2053754,2262028,2692665,2660187,2794535,3059260,3842094,,909215,946004,1204675,1222845,1122496,1149856,1111450,959251,900537,1095645
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",119768,129840,140905,126799,119762,135598,142173,145090,141402,205273,,3732730,3724825,4215491,3987130,3825568,4277076,4793922,5358167,4996528,7174722,,280255,343028,342465,459607,403528,350746,339543,329389,334334,402290
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",183274,147903,153872,168537,154393,142961,125391,143229,118878,204097,,1313094,1245502,1416742,1346296,1284577,1489404,1745899,1802398,1549612,1985336,,238845,226220,234921,234954,214567,215599,205840,227814,179309,271975
230310,Residues of starch manufacture and similar residues,196467,223982,150867,127335,98061,116311,147673,169317,190880,203610,,148142,178073,135162,151658,129329,193657,243278,262000,320570,371646,,204153,238060,164225,139112,98914,123576,148820,170553,194586,205131
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",36589,52298,71398,74164,92518,120823,172578,155542,149795,202264,,1278646,1484459,1690983,1760321,1770379,2047188,2487152,2262449,2110622,2624206,,66109,74460,89857,89392,110640,138010,188896,173810,164810,217674
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",92752,111319,126361,116795,118659,127004,151302,131243,161426,202143,,2492965,2916435,3410655,3794378,4266506,4610793,5196888,5548671,6634993,8613104,,221603,282847,344502,376873,435182,495788,490720,460853,462207,512110
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",129245,137617,155863,173306,166884,205667,191390,195496,117846,202012,,44323,13895,19735,18570,18411,22691,21572,21302,16735,20081,,167681,182008,207246,218915,203224,254336,235065,235981,165592,266914
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",67502,77697,93256,84554,99448,125820,121315,101455,77076,201777,,413650,433946,586123,533457,547439,743515,880314,757365,704585,1273849,,277346,284713,289760,271182,274917,316500,326290,287027,253060,424586
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",49451,72728,107883,89306,110937,129243,149253,130728,150931,200856,,498958,630123,950579,620558,589709,720850,837981,776504,801397,1669255,,96357,136029,162912,136221,148904,179895,215448,205874,220823,243985
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",1198571,619725,851177,585247,448927,208413,145716,289676,212573,199945,,115288,82431,56388,119816,99165,76606,81687,85104,82069,791331,,2605090,1432869,1770176,1097640,823972,424911,649165,880151,556407,935264
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",73709,97806,117214,129610,138536,148611,159849,160458,162498,199005,,1821254,1878378,2684562,3505135,3021491,3543028,3796960,4630751,5693236,6936382,,122766,167766,200020,204887,206722,222357,238919,234305,234781,280615
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",65034,87549,107859,119696,122564,139929,179544,168621,153874,198972,,1178010,1314824,1382620,1491798,1594207,1948334,2490391,2637182,2624303,3235655,,635948,659733,633648,667165,638717,675761,731139,738467,672386,622276
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",66784,80319,104369,106089,93044,142185,166663,151455,158226,198801,,1383827,1526753,1740720,1773394,1761757,1847939,2055557,2187926,2468883,3035004,,177042,203053,215654,213600,186696,266787,305450,301182,303109,364934
761699,"Articles of aluminium, n.e.s.",31454,48030,54840,75219,120812,139347,200035,176250,110969,193307,,2406901,2653768,2952151,2894655,2748207,2820025,3221520,3169550,3411107,4220350,,165517,166240,170180,196790,254960,295664,361327,343549,344968,522811
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",6156,7919,19355,34416,24179,21227,54342,100766,170227,189552,,201961,194293,242436,264447,398440,397263,494593,690996,1138184,1160192,,174571,187533,224411,274202,229192,326891,465416,472306,552826,659894
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",63509,75750,94571,85034,82240,93893,106237,112819,148303,189098,,3154354,3205692,3229481,3216431,2840974,2869234,3125428,3065263,3093248,3892431,,73024,87623,110568,95083,95365,110511,123935,130507,169093,220559
30389,"Frozen fish, n.e.s.",296479,251447,286524,293410,305197,260823,280487,243078,193160,186087,,1112173,1049412,1164665,1122187,1168802,1068649,1098613,1034439,834346,845253,,524982,492015,513018,538653,582210,493114,515182,467749,431810,393017
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",99663,103285,104475,150729,234906,248362,238674,192790,165708,185844,,1451878,1644127,1968675,1899008,2031017,2893655,2682392,2228655,2202109,2449112,,749531,869538,781838,840515,987611,1004182,1031941,942904,863550,965044
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",29277,29178,30609,31821,33210,34850,39206,40286,144928,185778,,1009380,1040182,1057518,998619,920156,935321,984784,1040542,1353539,1226319,,56531,58801,65334,63381,71950,74934,85002,84040,188178,233012
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",75334,69451,77880,92969,123836,124289,137198,156196,159919,185446,,1555146,1517164,1667295,1708063,1817218,1937334,2142233,2143647,2811820,3148085,,210553,192961,193702,223838,256543,237054,243262,265264,313335,320114
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,17792,51465,75536,118338,183028,,0,0,0,0,0,1861595,2533775,2776293,3505446,4858311,,0,0,0,0,0,18203,55196,84032,126951,190551
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",86508,116248,105986,111932,114490,121765,122359,167471,208850,182345,,1162541,1254268,1483228,1740096,1814311,1971359,2171715,2058232,1877356,2265070,,183778,208434,192089,191372,208133,231468,232207,274119,291396,282646
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",193648,227025,216251,200051,184911,190336,206143,202298,150081,180358,,7438737,7807497,8439521,7934020,7649329,7172687,6976929,6135882,4701954,5594135,,270278,325512,314486,292335,282687,296105,318037,321851,261118,306068
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",111382,135626,136787,129211,119665,128021,168519,167859,162020,177421,,5449329,5378489,6075938,5821058,6061795,6548445,7208625,7508649,7795124,9267005,,243331,299661,321840,351490,371585,387553,471824,477702,488106,548883
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",939578,1010368,804330,492035,283624,207290,164067,132361,120030,174852,,797512,801076,932385,1018361,1030754,1008148,1062972,1010201,907931,1053159,,983125,1089917,834600,545017,335694,252162,193424,161068,145418,206879
100620,Husked or brown rice,8067,184229,136478,141068,135366,123901,120312,124912,167836,173192,,34251,169848,139324,123154,126134,121287,128467,118436,168867,168494,,48666,308152,231245,248696,212585,268588,267092,234354,337041,349789
540233,Textured filament yarn of polyester (excluding that put up for retail sale),99137,123811,145465,122719,103788,111324,130448,139039,126954,172665,,953568,1135843,1287661,1158666,1168789,1390165,1856000,1885577,1573938,1874916,,127773,154974,211683,181788,179365,205308,237975,223905,187129,224532
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting ...",48663,56987,85596,130625,60954,48990,80197,14050,62630,172506,,1508346,2307515,2123693,2165031,2703080,2062638,1896316,1666646,1388200,1255106,,73148,140443,130275,172035,82385,52832,80620,34556,66128,174061
293220,Lactones,9817,7828,16816,22054,39544,30051,97576,55882,50033,169860,,647787,689476,668230,838980,826369,841386,1321549,1272673,1169989,1168596,,27121,26365,29135,34930,55538,46378,117409,77488,72059,191285
