Product code,Product label,Saudi Arabia's imports from China-Value in 2012,Saudi Arabia's imports from China-Value in 2013,Saudi Arabia's imports from China-Value in 2014,Saudi Arabia's imports from China-Value in 2015,Saudi Arabia's imports from China-Value in 2016,Saudi Arabia's imports from China-Value in 2017,Saudi Arabia's imports from China-Value in 2018,Saudi Arabia's imports from China-Value in 2019,Saudi Arabia's imports from China-Value in 2020,Saudi Arabia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",17180,21554,22523,27938,18019,13886,11414,22964,23266,47041,,3853060,4537319,5152446,5692145,5829079,6422524,7901988,8317032,7717204,8719845,,263969,302788,343169,391304,310939,235780,203239,239217,202429,197026
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),19718,19554,17599,15512,15011,13928,19738,21147,43748,46223,,1519735,1797185,2556187,2281590,2264603,2476905,2568168,2568604,2720449,3007100,,62676,65453,75026,64986,61790,61636,70632,72512,106529,100191
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",169900,187510,200909,178632,106125,171433,260827,328118,326026,45844,,1473826,1697043,2101858,2075611,1891097,1692358,1901622,1788405,1045844,972243,,382626,363378,371750,273788,238148,251724,377751,657391,528968,88849
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",93141,79340,62101,74488,63853,59710,57543,68427,37944,45825,,329053,257795,269478,524228,533225,683783,353014,410518,222420,246181,,165834,157887,114291,134214,97804,96899,98574,111275,60155,65748
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,39166,45449,56565,102989,130677,104501,103490,105375,64206,45387,,7467435,8780149,10993331,12069145,11630416,12670263,12816140,12585823,9410316,11213156,,47432,54885,68410,125552,176441,154783,160971,183601,110603,84299
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",35961,31424,28162,33225,19632,17509,18618,32837,47475,45006,,2899566,2967844,3180240,3112882,3219509,4291359,5096367,5481871,5073228,6670989,,146130,175307,180823,210139,118917,102300,129779,150498,121081,99061
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",10210,11452,7231,10323,7425,5666,16996,29143,19798,44846,,1830338,2183359,2676004,3017486,2768057,3947771,4775233,4639440,4357233,6652844,,52658,91259,96109,124147,83725,84352,89990,97409,120909,112885
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",23506,19979,19266,27486,34496,32220,37784,36978,24552,44352,,1797317,2242252,2366940,2343841,1881723,1877946,1418558,1471207,1209336,1185820,,47585,51392,51780,76432,92957,83138,102506,87996,63546,100666
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",22269,40638,92333,45581,58061,88853,154575,144986,34895,44116,,1828123,1963844,2027534,1266382,879695,1068032,1296477,1374848,903892,914873,,763273,753503,1080059,871226,639281,615730,751344,772633,322220,376479
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",29440,30495,44411,37697,17407,32399,20200,25167,20470,42825,,857501,888308,933101,944187,903568,992710,1100723,1299942,1302310,1541859,,193288,228718,257936,212640,141265,137231,96250,105032,138495,139857
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",115036,105648,119159,106809,64709,40978,40057,46636,45797,42526,,661908,727627,874180,852908,878913,1025264,1141813,765279,672315,805397,,271690,244752,255260,302821,142046,108868,98639,105891,113074,88378
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",21778,29629,32453,41576,27422,31245,37926,48518,44988,42493,,394414,439720,480534,470562,496698,565181,651595,624957,599496,651863,,69204,56470,63305,72078,67017,56475,50524,62352,59526,55153
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",52946,16017,11757,19658,9099,6960,8172,10573,31786,41935,,1985279,1499474,1377446,1244301,1008557,1437851,1561616,1483361,1655633,1682090,,65442,26047,24232,30168,15201,12205,14596,15967,38756,48262
850760,Lithium-ion accumulators (excluding spent),671,1533,3094,11743,8610,8481,8168,34933,43944,41673,,4464821,4707565,5475430,6493855,6814605,8035482,10821769,13031189,15941002,24963112,,1301,4517,5909,22794,14911,14331,13129,37425,49992,49487
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",13602,17427,18567,15621,10009,11191,37144,36338,18487,41527,,5894528,3110009,274599,274263,230717,260554,178126,149009,187659,268058,,24206,25022,25270,25223,20179,18046,47144,42529,22137,51923
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",97460,84158,69771,72662,53994,47593,29700,27467,18442,41295,,762530,767852,858706,784828,694136,663322,637992,543783,495893,630725,,195330,211428,196827,209776,141927,141247,142180,168251,146206,192226
940340,Wooden furniture for kitchens (excluding seats),20400,21401,28201,28477,22134,20486,20149,22704,22089,40661,,888984,1039086,1206913,1636003,1481234,1594570,1905508,1371629,862009,843524,,56588,65731,59243,64510,61849,63366,63168,75658,76661,103557
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",16303,2541,27982,77343,76914,99076,79955,114056,50668,40501,,115288,82431,56388,119816,99165,76606,81687,85104,82069,791331,,290109,136527,196199,229651,185784,232026,287767,273150,181515,175178
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",37740,61050,81861,112933,99305,88579,66962,74188,53014,40290,,1248227,1210776,1260706,1082215,974542,910280,948429,1068815,964391,954883,,49321,71953,87376,122186,109481,100357,80611,86787,64990,55584
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",24237,20124,19498,20895,21589,11633,8450,16944,42466,40245,,2311870,2638833,2681229,2710552,2945953,3176418,3405356,3830810,4745042,5106706,,38304,38335,43307,42606,47113,24449,20608,41685,82222,75370
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",43185,52809,33023,36920,28634,28424,30810,26542,31209,39981,,2040308,2111130,2307290,2307146,2196114,2413429,3070497,3073951,3237274,3600955,,153420,194799,148355,151554,119617,112038,128385,123294,129977,143282
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",7533,6974,2012,8870,1703,6036,5240,19163,19981,39345,,913613,835855,1113212,888449,469827,723093,811096,666035,595538,1827301,,20649,24511,16716,18709,8717,12788,14862,39506,49898,65694
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",23064,44231,19919,26384,46543,34112,9895,28158,31348,39239,,4377850,4208729,3929256,2747799,2000406,1994444,2431804,2504558,2603626,3140525,,74948,80830,68309,73959,79043,53478,33990,63205,57042,59421
851650,Microwave ovens,17911,19181,14831,18639,14133,16343,14891,19332,29897,38554,,2592491,2608542,2814976,2652527,2591062,2691222,2912495,2901640,3237544,3454359,,25925,32579,26584,30860,23069,22911,21141,21177,30692,39194
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",28312,32770,32913,36236,31466,25711,20351,26634,33022,38549,,2496131,3006663,3534137,3159389,2949991,3230745,3228397,3258307,2791905,3334608,,64345,73066,67701,59331,44613,37215,31965,34966,41450,47975
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",48347,38538,55965,40269,29304,22987,15450,20753,36780,38453,,943834,1032207,1176252,1061915,1034458,1253742,1581234,1409225,1328671,2008348,,208825,218750,246659,210378,96597,67668,63447,85591,83427,81590
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",32757,22123,27990,18535,34952,60424,25398,29996,30169,38370,,4828383,4759168,4839917,4460400,4293589,5073460,6164928,5457612,6458197,7833031,,98394,118489,102216,93221,82974,110466,58013,93309,87129,79408
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",11165,16544,14369,16482,17118,21462,22843,30875,26034,37916,,2705100,3241562,3912104,4002374,3967162,3790850,3734371,3493512,3226653,4006537,,17786,24188,20097,31932,29682,35336,38682,46946,39070,54216
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",13521,3269,11173,8302,2942,2003,6572,12146,19327,37650,,256844,219272,292602,351150,379568,448435,384347,453002,356842,385946,,79009,72318,61446,39349,18166,11677,20001,20369,28087,62977
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",13146,30950,34469,23478,10295,22046,25406,17556,17617,37622,,777102,873109,1084043,824577,784505,892466,1014663,969424,884134,1407562,,127737,133196,111632,103593,67262,77740,109099,92312,87007,110093
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",50426,66915,73132,74206,69599,47934,44664,52872,30064,36549,,5257377,6677334,6471861,6666102,5842975,6177487,6230484,5683227,4082882,5046100,,70176,94070,107433,100204,85532,59541,62054,75593,50333,74365
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",410,149,323,155,1055,3744,8342,7934,13084,36403,,65294,69726,82214,72329,72710,101734,122848,88667,71645,68309,,517,149,394,247,2037,6601,10890,10321,18573,44234
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",33710,51836,46927,63409,59710,31890,11,0,8344,36239,,1876531,1878514,2215457,2155360,1879294,1872146,1718552,1926279,1922040,1692597,,44812,73560,69715,90343,85987,43904,15,0,9333,43259
701912,Rovings of glass fibres,33307,22353,35470,64390,18557,23582,23480,26290,16047,36017,,529642,498364,554337,545232,536434,548404,597797,491566,381485,628561,,35938,23522,44948,72183,20622,28160,25840,33283,29092,81754
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",5110,6324,6735,12028,3619,6896,9132,19114,28206,35800,,1951387,2171772,2666277,2969992,3008081,3606034,4307329,4400514,5740694,6151412,,9597,12713,10628,14022,5742,13831,14637,26323,36291,47817
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",3183,5044,6782,10566,13675,11299,17781,28047,23011,35366,,373073,442792,608909,729659,759732,853872,1100898,1304036,1225723,1426248,,21113,21911,23682,32190,30441,29157,38374,49763,38701,53170
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",23243,49554,64430,68522,38356,37810,34035,43237,31073,35303,,11707283,11558640,10616607,9066266,7801391,7127845,6952744,6095318,4550585,4026137,,35419,68503,80620,93070,67479,65038,70871,82676,67303,64874
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",3954,5539,19824,14365,28477,27875,23596,4736,24167,35235,,9975364,10463319,11241038,10849559,9671340,9586244,10289138,10464396,8574587,10209982,,5449,6511,26186,24581,49243,41648,38869,16921,44942,54294
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",25314,24406,24920,19625,13229,20321,22467,25727,38624,35012,,1009380,1040182,1057518,998619,920156,935321,984784,1040542,1353539,1226319,,86181,72610,76832,101587,53905,71861,77907,80631,92261,70497
841830,"Freezers of the chest type, of a capacity <= 800 l",6962,5896,6782,17013,10832,11692,9072,14688,33531,34729,,824341,869752,947953,867654,875565,941671,1053519,1053197,1525748,1528093,,42355,34249,27267,48925,31082,27295,15499,19384,38592,42902
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",11919,15839,17893,22329,20701,17226,20975,28564,24523,34438,,5992403,5942871,5089381,4605664,3828044,3997680,4881497,5866976,7505435,8550096,,20571,27880,33526,37227,36506,29428,41158,48099,45532,46758
270810,Pitch obtained from coal tar or from other mineral tars,3466,16350,21501,13874,9357,21449,36588,32689,28184,34180,,319270,249110,219747,201400,180728,316843,521348,335546,189797,423050,,3534,16425,23762,19316,13910,21631,53085,42696,37671,49648
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",17180,21801,19043,23119,19187,18907,16751,30281,42676,34029,,918050,1956838,3137561,4496656,3307601,4442401,5846157,7945757,8714306,8746634,,52254,59405,60783,64688,44572,41956,37771,54714,67942,57928
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",30245,786,13086,16704,1119,1403,1347,13411,8260,33909,,412125,440110,407404,318923,244654,254833,287783,341507,267255,433279,,97994,86663,125809,116126,42147,49900,69939,121933,46617,158013
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",13744,14145,16032,15559,11392,9368,13100,15365,20104,33754,,1985968,2256431,2666887,2960453,2333405,2904960,3296929,3540771,3879474,4554775,,29013,29967,31340,30427,23611,20656,31480,31700,42530,62782
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,0,1264,33402,,5639,2572,3543,9199,2227,25868,63847,100461,14990,205269,,1015,391,1151,613,285,968,403,774,1307,55725
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",139291,113063,151192,131045,126793,59652,92194,33386,25064,32430,,19510,16050,11941,16666,8013,11772,689437,342937,147152,303780,,258507,234121,238139,220684,206367,122600,142590,80086,159219,163619
621490,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...",3696,4921,4512,2802,5308,3460,3775,3687,1571,32281,,219119,208432,234029,229482,209644,212850,173112,162218,131158,104647,,8381,7643,6665,5353,7595,6380,9053,9504,5059,91368
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",3028,4146,2673,2673,2146,2240,3031,6436,14871,32126,,258464,284753,329815,348102,389788,481289,538194,628373,720294,976827,,46742,35529,61322,57092,47982,38714,50449,60830,73590,90388
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",1683,11207,26421,35918,25409,8694,6928,5643,11116,31651,,2043857,2101222,2501001,2546076,1999703,1977449,2068496,1944375,1567667,1818683,,2068,12955,28675,38597,29339,13288,10537,10436,19814,46168
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",19949,25803,25121,22935,11822,22330,40329,46539,12361,31633,,8058635,8158025,8286053,7670326,7080116,7010502,6813843,6433177,5529963,5721194,,44232,62119,51675,55707,33595,58100,161936,164394,36829,101699
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",46914,87158,171612,29673,18269,20182,44456,83919,44119,31573,,15346,10434,13431,16659,9879,14133,33146,31902,26314,46538,,74978,114945,202693,85200,53667,61084,79305,127185,94561,85999
