Product code,Product label,Saudi Arabia's imports from Russian Federation-Value in 2012,Saudi Arabia's imports from Russian Federation-Value in 2013,Saudi Arabia's imports from Russian Federation-Value in 2014,Saudi Arabia's imports from Russian Federation-Value in 2015,Saudi Arabia's imports from Russian Federation-Value in 2016,Saudi Arabia's imports from Russian Federation-Value in 2017,Saudi Arabia's imports from Russian Federation-Value in 2018,Saudi Arabia's imports from Russian Federation-Value in 2019,Saudi Arabia's imports from Russian Federation-Value in 2020,Saudi Arabia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
283410,Nitrites,0,0,0,0,0,545,185,698,452,442,,2790,2033,3243,1941,3034,3736,4541,3164,5091,5052,,5347,1735,1350,2013,773,1261,1190,2002,1786,2525
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",0,0,0,0,0,0,0,0,0,425,,156,154,76,449,48,381,275,97,22,50,,10391,43914,13300,3951,4156,1313,367,7805,1948,1404
150710,"Crude soya-bean oil, whether or not degummed",0,0,0,0,106,0,435,0,0,424,,128567,159685,269448,265722,304168,348387,339757,332716,410847,493599,,7482,13817,5802,5018,25442,9187,11790,2863,4881,8092
281290,Halides and halide oxides of non-metals (excluding chlorides and chloride oxides),0,0,0,0,0,0,629,529,239,419,,11992,9789,9611,5635,5836,7443,5513,6902,7170,7272,,5205,2396,5198,6574,1859,1695,4105,2009,1363,2798
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",0,103,483,525,295,134,570,343,743,407,,43309,32822,32690,23808,17393,22164,23061,24147,21466,27540,,22449,11747,13483,5607,8289,16763,21273,26977,66340,84609
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall ...""",0,0,0,207,424,762,368,1324,1825,400,,81035,94335,88832,53240,56771,66399,68022,71139,76750,83893,,28655,35171,39070,39368,29190,39097,34589,40073,64426,56281
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,0,0,0,0,0,0,41,66,375,,22283,18021,32762,24918,23891,34502,24307,26019,27958,45274,,101787,128692,149850,182934,158834,79213,50305,47423,45391,64649
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",0,0,0,0,0,79,0,0,0,370,,9183,10807,8974,7495,8991,13166,11440,19519,15326,14809,,160114,125856,98373,96389,80934,100501,111812,120923,219437,199661
282520,Lithium oxide and hydroxide,384,0,33,909,0,0,0,1190,607,347,,13027,7679,14805,12259,43992,62752,67276,78342,67990,79428,,2070,1506,1505,2121,1582,3267,1704,3057,2113,1803
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",0,0,586,79,857,444,688,806,219,342,,183095,177720,167849,149412,191947,196779,219582,274339,305053,286741,,100034,100029,111519,111504,89380,74227,83929,95710,68744,75328
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",33,0,0,0,0,0,0,18,757,339,,48358,61317,66990,58741,100361,149493,183035,173811,157691,225851,,17091,14528,19910,21955,19737,25273,27895,34898,52388,43759
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,197,0,0,0,0,328,,7178,11681,16367,11729,11625,14531,12776,12246,18205,17930,,16331,14963,17966,19589,18702,15325,17163,14581,19999,21083
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,696,30,985,0,0,0,0,10,324,,213913,199771,185369,154871,116439,113911,85446,135519,88559,103363,,310042,255033,305597,355104,168255,94652,59795,36743,56477,115487
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",331,246,0,714,546,72,705,873,282,324,,501,3731,9113,2112,419,1007,338,600,554,1347,,1845,5117,6275,9483,5986,5272,10348,9248,5407,32571
330510,Shampoos,0,0,0,0,0,0,0,42,199,323,,84600,100444,93089,54548,65882,80305,81952,95694,99329,110256,,55585,58473,75882,86612,82542,106293,127862,149639,138752,115189
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",776,0,0,0,0,0,0,0,0,299,,2315,1212,1221,896,867,971,996,334,451,380,,140113,0,0,0,7,16,0,0,420,4292
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",0,0,0,0,0,21219,12,0,0,292,,9052,8429,6686,11099,8055,8694,14380,12979,8194,8417,,11932,11114,11359,8366,11954,27469,9607,7867,9429,11626
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",0,0,0,0,0,0,256,494,524,292,,59302,68230,54589,32561,42799,48729,50136,58607,73423,86273,,63702,48752,49823,59145,49927,40935,16389,39170,43574,45954
847730,Blow-moulding machines for working rubber or plastics,0,0,0,0,0,0,0,0,0,274,,946,1294,2040,1373,944,5211,1826,1777,2918,3316,,18404,19764,41073,38021,55905,30550,23248,31102,17972,27847
841850,"Furniture """"chests, cabinets, display counters, show-cases and the like"""" for storage and ...""",0,0,0,0,0,0,0,0,0,263,,46252,47752,34612,41955,50833,77520,90065,95918,108620,149259,,79947,101895,105488,136782,106895,99687,75612,69840,72411,102136
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",0,0,0,0,0,0,0,0,202,255,,208308,231774,229989,147998,122860,188492,225612,161866,113259,216013,,13766,12702,14814,12917,10654,13451,12810,10604,37435,40861
90122,"Roasted, decaffeinated coffee",43,0,0,47,0,0,0,0,48,252,,13,29,93,112,225,327,282,87,117,217,,1375,1360,894,927,1770,1822,3039,12576,11985,14545
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,0,0,0,0,0,0,0,0,0,250,,21837,27763,33042,26592,28343,33351,43342,42536,43124,56615,,127129,223156,245062,140029,170226,171323,206462,109166,200840,154421
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,0,132,0,0,0,0,200,395,437,249,,2022,1850,501,542,5074,690,540,338,98,173,,30242,37804,17819,12086,19653,25100,8336,8940,6232,8525
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",0,0,0,0,29,187,0,119,123,242,,113,926,11055,27191,33752,32344,28917,27422,18108,18805,,23406,23778,28889,18317,12606,12361,21157,32743,24083,23186
811221,Unwrought chromium; chromium powders,97,0,0,205,67,80,229,198,231,241,,153365,90189,126688,97200,111086,124887,181665,139123,101613,168113,,355,0,244,232,115,110,272,410,304,412
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",28,0,0,94,0,0,61,1048,1283,238,,27512,39877,48592,24808,25270,16799,28496,25723,12852,14988,,97994,86663,125809,116126,42147,49900,69939,121933,46617,158013
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",434,928,330,1172,682,637,3367,814,150,227,,182424,202426,214199,188425,175651,217859,298188,288714,213993,203001,,13298,7590,11348,10154,8845,9439,16420,8124,7817,13232
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",0,0,0,0,0,0,0,14,43,224,,15924,17200,19430,13689,14201,22701,25991,33916,29018,50526,,76848,97023,119735,138864,114804,123944,126891,157238,165583,234049
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",0,0,0,0,0,0,0,11,107,218,,139933,158073,149709,137888,91852,104547,125464,138572,112221,158170,,382045,531004,615849,582503,415202,139644,149654,112879,81573,130503
283630,"Sodium hydrogencarbonate """"sodium bicarbonate""""""""",0,0,0,0,0,0,10,6,216,218,,17017,15059,15737,15518,16185,20273,23274,24421,26288,34904,,9278,12474,9297,7389,6993,5733,9673,11638,11536,7392
291735,Phthalic anhydride,0,0,0,303,0,0,320,95,0,209,,74654,95244,75326,38047,26361,43170,50402,49942,45243,68960,,66321,60207,53954,39966,22999,34696,32839,25467,21702,39516
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles ...,0,0,0,0,0,0,0,0,0,201,,1947,825,407,829,12079,1168,2510,1280,2806,10654,,20802,31704,27798,28377,33824,32592,19144,22037,30758,43634
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",0,0,0,0,0,0,7,21,0,198,,367851,290696,292977,263202,319182,348496,358492,398116,523583,581604,,1038375,1922951,1969836,2363527,2675879,2940860,3158346,2935048,3359669,3351502
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",0,69,167,713,389,126,672,452,219,197,,82232,81368,90561,63561,73853,94470,107302,120425,124595,174345,,271105,331303,329690,401251,276648,283209,281052,246252,183962,173768
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",121,0,45,639,0,147,1741,604,397,196,,173249,210400,188356,122399,131902,150334,166657,169714,174447,204486,,93508,95850,133550,125571,120331,155485,213765,232606,229724,187431
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",0,0,221,0,0,0,0,0,0,194,,45720,21763,12623,19923,22368,21337,31831,32852,24559,74753,,123576,28704,33644,37753,41638,41166,23234,57191,50010,27033
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),0,0,0,0,0,0,0,9,100,188,,851,2212,2760,2673,2923,2859,2785,3084,2683,3647,,27431,24795,21592,23004,24623,31113,116485,215773,200289,483235
950890,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling theatres ...",0,0,0,0,0,0,0,455,12,185,,3168,2526,3002,5909,6300,10284,11312,14042,11572,11367,,14379,21583,15500,24006,28129,14702,51289,86820,19457,73025
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,184,,53,181,892,1392,2939,2335,2846,3256,7207,9566,,5604,2281,2874,2844,2310,4704,1863,1585,818,3716
330730,Perfumed bath salts and other bath and shower preparations,0,0,41,0,0,303,50,68,364,183,,4584,3730,3678,2576,2079,2381,2752,2835,3680,4652,,16710,12323,14730,19313,14802,14986,16308,26581,27613,17127
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",0,0,0,0,413,0,24,1065,102,182,,14565,27382,15842,12054,9955,18605,13567,9823,6700,8317,,122980,118779,155613,131398,213099,186612,195358,249768,226604,148277
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",0,0,0,0,0,0,0,0,3,178,,12520,20325,20936,16790,20052,21971,24673,32395,40793,50031,,34817,36573,37295,47560,36741,42511,39228,62577,64514,93090
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,101,178,,9,14,0,0,0,0,9,1,1,2,,10915,13787,18008,16738,15273,10703,11470,9368,11008,17010
20713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,177,,65,2394,1323,1820,1077,1046,2062,1414,2362,1199,,3517,2272,1138,1119,386,219,709,891,2529,10714
841199,"Parts of gas turbines, n.e.s.",0,0,0,0,0,0,0,0,0,175,,17503,23228,34628,37519,28640,24297,47046,77091,53577,74783,,807159,730129,583510,804203,545457,634998,572983,363410,239314,395754
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",0,0,107,0,0,0,0,55,16,174,,3063,4891,7157,4392,6726,10172,12109,14147,13433,17992,,15345,24686,20793,16291,13145,16874,15673,12937,12800,7426
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",0,684,563,326,538,0,0,0,0,168,,405116,266372,305365,355202,253887,251571,324024,269806,231357,351155,,17244,17921,20287,28769,25505,8026,13886,524,10662,19014
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",202,0,0,0,0,0,0,0,0,166,,429784,276208,315808,186561,202617,198487,300204,236738,198757,600278,,105319,86557,82702,78455,43587,26921,15015,34310,40001,30339
621050,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or ...",0,0,0,0,0,0,0,61,86,153,,46,281,557,823,651,1051,1178,1645,2605,4894,,207650,417652,395748,484682,327661,255919,216946,266058,56948,44501
281910,Chromium trioxide,0,0,0,0,0,0,13,15,145,153,,1499,3409,3963,4343,7497,8157,6760,7304,7413,9457,,322,192,503,397,278,271,281,202,299,556
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,151,,16091,23309,28135,9644,9436,6996,5597,6286,5744,6557,,145571,127187,130101,134989,69957,68253,86713,143837,207093,182015
761090,"Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes ...",0,85,0,0,0,0,13,0,0,150,,17168,19305,14844,14450,18414,14794,14429,16595,16565,35562,,227332,219805,130550,66805,49823,63080,57946,109296,111876,107704
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",0,0,0,0,0,0,0,0,0,144,,34286,53874,22285,21378,29344,24933,29617,31112,37395,51103,,73699,68694,77941,75152,47887,68448,81152,49618,43943,50264
291411,Acetone,0,0,156,134,0,0,0,298,305,142,,60946,90344,74947,34083,30127,38588,24575,18766,21407,45396,,2041,1121,2220,2395,914,1150,1106,1819,939,1222
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",0,0,29,0,83,0,0,0,12,140,,62658,68294,43664,34478,29792,42930,36518,38210,34071,40271,,102553,127397,205543,193962,163962,128412,163304,176698,116035,112094
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,49,757,139,,255,267,281,509,1166,3240,5484,3520,7472,29645,,51508,79851,82306,103960,28824,75588,58466,49594,63403,66737
580410,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics)",0,0,0,0,0,0,0,0,0,134,,221,351,426,169,223,205,401,487,643,775,,6739,12148,8337,5404,6398,3934,3987,4607,2310,3153
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",72,0,440,148,521,48,0,0,280,134,,690839,576194,623176,436067,427916,468156,653587,553986,356043,402378,,89969,60805,45993,52530,28213,31116,33729,12053,14277,10403
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",0,0,0,0,5386,0,0,3,5,131,,88245886,91776552,93595475,53088209,35192532,45335013,61357826,52726494,35405155,54277319,,215396,266082,321968,274817,312767,294031,236853,315425,253993,311004
470692,"Chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,123,127,,35,222,578,342,360,600,591,463,330,198,,2094,7076,538,405,3365,189,1024,858,889,1868
732510,"Articles of non-malleable cast iron, n.e.s.",0,0,0,0,0,0,0,0,56,125,,9385,8007,7246,4948,5586,7584,7154,8699,8412,15004,,20703,81184,30769,23174,30524,18590,16276,19391,14546,12159
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",0,0,0,59,135,202,185,294,16,124,,51363,48513,38713,25216,23596,25156,37738,30984,34656,34930,,13440,13397,11069,14585,15685,13383,13594,13379,7485,14624
291533,N-Butyl acetate,36,189,0,48,0,0,0,4,219,124,,38488,29322,33942,23887,22663,24163,24046,26676,27761,66151,,1051,560,229,643,1484,1697,1801,1076,996,1676
291611,Acrylic acid and its salts,0,0,0,0,0,0,24,275,309,124,,1207,1462,1068,169,653,5674,17895,19320,14735,23778,,17596,17227,5517,895,965,1190,1406,2002,1661,3959
732394,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",0,0,0,0,0,0,0,0,50,120,,20109,23528,24652,22699,22796,22991,26684,29752,30490,33248,,5921,6493,7358,6726,8344,8319,10732,20061,20830,19020
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",0,0,0,0,0,0,4,0,0,114,,48137,55953,30502,26884,31599,34302,26934,56549,53506,70580,,193288,228718,257936,212640,141265,137231,96250,105032,138495,139857
281122,Silicon dioxide,0,747,710,0,874,470,483,314,552,114,,1076,1370,1309,866,1301,2738,3585,3331,3593,6440,,30821,47978,46041,47720,37682,42814,46753,55803,52358,46808
901849,"Instruments and appliances used in dental sciences, n.e.s.",0,0,0,38,43,0,85,78,55,112,,3908,4465,4463,3054,3674,4195,5118,6164,7839,11451,,47010,71772,75215,63161,36320,42862,43192,44204,26559,48437
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,111,,91,93,279,29,47,78,99,56,38,312,,5021,297,176,70,709,255,422,1525,1035,789
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",0,0,0,0,0,0,0,1051,0,111,,200778,194648,198774,157992,176756,248886,306422,303682,258496,456043,,4412,6685,12167,15787,12060,13389,13602,15587,18013,26102
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,58,0,108,,279166,178436,227466,134580,159341,271364,304966,192933,254755,321085,,290109,136527,196199,229651,185784,232026,287767,273150,181515,175178
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,0,0,0,0,108,,0,0,0,0,526,43550,58222,83150,78719,102702,,0,0,0,0,0,0,0,0,0,99533
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",0,0,0,0,0,485,0,0,15,107,,109316,59948,82970,81745,47025,55333,46767,48307,38704,47262,,1057370,1358980,1731508,1451747,872054,957353,1231478,1324980,1311371,1030490
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",0,0,0,0,0,0,66,84,36,106,,193925,231500,216347,165473,216763,231029,255151,255216,181169,272681,,192291,251897,266912,259673,219973,204800,217377,179267,215519,191672
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,105,,112,266,105,221,175,410,525,434,175,532,,0,181,54,111,85,115,68,246,190,1154
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,0,0,0,0,0,0,20,105,0,104,,34639,41913,32089,18030,25573,42349,40805,44788,32462,35681,,196301,209308,300815,221027,158949,112558,97665,100156,95659,103146
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",430,290,0,0,0,0,0,0,4,102,,70469,80815,72401,55687,64183,78036,82585,86173,87687,94963,,208841,200058,207210,210787,215198,216569,183682,150224,126765,98957
