Product code,Product label,Germany's imports from China-Value in 2012,Germany's imports from China-Value in 2013,Germany's imports from China-Value in 2014,Germany's imports from China-Value in 2015,Germany's imports from China-Value in 2016,Germany's imports from China-Value in 2017,Germany's imports from China-Value in 2018,Germany's imports from China-Value in 2019,Germany's imports from China-Value in 2020,Germany's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",90,3086,34,136,93,209,158,887,372,1492,,83195,87268,99159,124249,132879,154745,191377,278907,373462,1185480,,348375,349703,327680,254763,226675,253535,283893,247407,204954,342900
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",127,37,161,296,1038,982,953,963,1346,1488,,258420,681285,901394,1072547,907318,542602,596690,738176,979907,1255262,,7303,6820,9258,8622,13115,10491,12575,10074,9065,15881
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",482,613,749,324,403,274,379,315,863,1487,,46964,48754,68095,76113,78641,78020,93046,99180,95822,110412,,19684,28462,33608,29340,32165,39523,46055,42302,37860,56574
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",1521,1803,1308,1349,2022,2610,2906,2165,1131,1487,,80926,92875,118963,124270,115539,119154,131194,138361,139665,158187,,86439,74106,69480,57365,59572,67161,73233,60702,58879,73371
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",114,56,866,1204,1341,1452,1494,1439,1212,1480,,174908,180587,166298,142319,143248,143986,135079,115294,90792,95951,,28269,23706,25971,20373,17987,18233,19840,17896,14153,13851
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",2417,3103,2525,1879,2012,2070,2096,1560,1129,1477,,51702,77852,94102,60460,52510,62147,60584,61444,59803,59906,,6773,8236,7339,5779,7434,7564,7060,6822,5934,6568
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",1180,1546,1147,1766,1203,1051,908,945,1166,1469,,183940,178134,214738,227995,211733,217638,232234,208498,181179,145780,,2737,4241,3508,5433,4756,5782,4581,5597,6866,6698
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),4287,3150,5530,2095,2943,2079,1816,1746,824,1468,,8129,15104,8851,8129,10665,7811,10297,10395,12869,15122,,64940,69391,59997,46330,44704,59378,61716,33385,28502,41124
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",4148,4870,3060,1568,1605,2196,1977,2427,1044,1463,,332819,313372,296964,263663,255625,212701,151270,100245,88351,101006,,5350,5895,4833,2669,2883,3095,3188,4035,2888,4133
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",842,978,953,1143,642,579,894,675,714,1460,,104806,101484,123338,145283,108737,115196,161892,184097,194365,149040,,36524,40210,39132,27338,40038,40504,38808,35894,37388,43213
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",162,87,366,1451,1088,1600,1848,1277,1242,1460,,510118,454005,451055,342499,285135,254594,260349,202757,163479,194167,,105182,103824,119580,104765,106833,104246,107981,94986,117451,137152
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,1,0,1458,,26697,8481,13975,7204,9584,3164,4180,15104,7283,1241,,30,0,51,0,316,0,143,189,0,1503
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",311,168,692,1207,623,715,956,1681,754,1455,,69267,53885,72570,85342,49522,75962,68570,74578,57749,52655,,13804,8313,6347,5002,7422,9513,8425,7958,5820,6590
252620,"Natural steatite and talc, crushed or powdered",2505,2309,3327,6631,6258,7205,1775,1276,1173,1450,,139343,126918,124268,114404,113665,131999,134377,134978,106667,123359,,112262,120607,126692,109423,109494,115626,122160,112720,103435,119109
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",4053,13970,18336,24879,4788,643,1306,90,352,1448,,913613,835855,1113212,888449,469827,723093,811096,666035,595538,1827301,,268604,268195,270935,243468,221542,290539,335727,256986,174678,325845
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",417,682,934,813,1064,541,485,731,1316,1447,,13502,16914,15667,12107,10482,11327,10159,12574,13738,14081,,1675,1905,2192,2006,2150,1707,1664,1530,1904,1807
330510,Shampoos,1510,1270,1872,1721,1711,1885,1807,2050,1243,1445,,147262,158972,145840,144929,124336,118814,128691,134320,124178,126295,,166561,193095,199109,189307,192976,228280,217132,227908,246736,269667
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",621,558,267,581,393,302,1072,852,971,1443,,16226,14669,12937,12093,9922,10018,10938,9845,7019,7149,,6130,8857,2613,2866,4703,5418,6292,6631,7461,8332
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",2190,1585,1017,986,894,800,527,481,827,1442,,63346,41197,44034,36695,31437,31104,32958,32681,30990,31846,,25337,25022,18970,17597,14766,18320,19441,12985,8662,10525
920810,Musical boxes,5143,4738,5206,4026,3372,3050,2317,3753,1359,1442,,46689,60296,56907,58809,49622,44885,42019,48245,47562,56794,,5579,5158,5523,4289,3563,3361,2796,4255,2024,2393
520420,"Cotton sewing thread, put up for retail sale",264,259,672,313,147,413,404,307,665,1442,,12651,17522,17155,12743,10973,9131,8348,10552,11836,11142,,5221,4903,5180,3638,2385,3236,2560,1756,3344,4370
721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",3293,5815,9998,3552,180,1113,2938,2674,1726,1438,,533064,600140,1022880,655761,565386,712758,787281,645888,689255,1374192,,727308,801826,1016428,946945,864639,1084397,1160336,1010260,885705,1444339
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",3232,2543,2202,1601,2016,790,1324,225,7657,1437,,89059,101961,140825,126396,120228,107937,134662,105632,84096,86645,,5102,4746,4044,2557,2973,1601,2530,1500,9801,2206
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",1161,1114,1713,2026,1485,1269,1335,1309,1350,1436,,100513,118122,103162,98084,92157,116071,143221,166064,158799,234724,,6443,6940,9420,8481,7769,7681,7851,6726,7178,8915
292243,Anthranilic acid and its salts,457,87,193,1599,2232,1342,2147,1827,1727,1434,,5495,6834,4342,5619,5000,6051,3787,3973,5448,4386,,1740,991,1564,2839,3298,3266,3679,2086,2142,2233
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",899,967,1502,1116,1232,1482,2193,2085,1832,1433,,65294,69726,82214,72329,72710,101734,122848,88667,71645,68309,,1697,1833,2259,2005,2113,2437,3411,3089,3067,2763
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",1376,1425,1993,1510,1370,1303,2094,1920,1476,1430,,21038,18356,21131,21867,37941,27924,28666,30332,34454,40290,,51262,54292,51872,51515,48380,58141,64153,68081,61216,88105
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",662,1587,1510,1253,1470,1044,699,1541,1242,1424,,6420,3429,5910,12143,12038,10251,9506,6480,4064,3419,,1765,2979,4254,3153,2905,2470,4613,3555,3728,5333
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,2866,2195,1992,1607,2550,2725,1905,1959,1405,1424,,40342,41663,71065,41526,30823,23982,21382,22940,18427,23001,,5176,5222,5118,5150,8260,8421,7338,4406,4928,7799
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",339,449,538,440,217,87,179,268,453,1424,,113153,106370,104373,95556,97683,93178,102187,100658,91926,99174,,4250,4414,4102,4704,5492,7630,8600,7018,9554,10664
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",1133,1026,957,759,687,1063,1659,1425,835,1423,,317805,376840,495762,488604,501184,538867,664191,660163,584067,685653,,3011,3467,3652,4346,4019,5315,5019,4701,3071,4464
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,439,111,42,35,0,12,0,242,1420,,462166,463419,526140,703623,562907,627666,811238,838189,1012694,1676208,,39565,24934,38177,28665,25935,35821,25820,36194,25728,44187
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",288,589,246,367,132,305,699,412,774,1419,,101694,78840,78781,53300,57927,82778,109434,82797,109559,222402,,515466,509617,446967,368835,363412,504355,547626,417073,335881,620507
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",1041,1078,985,1968,2721,1882,1993,2604,1637,1417,,70968,34411,34885,34869,24754,22120,21951,18976,17712,22300,,2437,2790,2796,3396,4419,3570,3880,4048,3192,3028
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",446,284,1363,1218,888,1144,1415,1036,2839,1413,,168359,244133,224929,178487,172074,191582,216335,207983,274069,269971,,102014,103758,125871,132414,118066,128251,143144,123495,156132,149084
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",1118,647,854,957,651,961,585,1246,799,1412,,100000,112819,123856,158283,144430,170883,204379,199126,164695,259594,,79745,63726,62390,89349,71913,68449,31670,30757,30990,54097
610829,"Women's or girls' briefs and panties of textile materials, knitted or crocheted (excluding ...",697,1310,1723,1556,1065,1178,1387,892,855,1411,,230441,249458,42470,33041,42411,23101,14758,15447,19463,25989,,4063,4377,4596,3939,3854,5674,6287,8181,5857,7687
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",1026,1547,532,727,824,677,850,1125,1352,1408,,201310,244183,263843,216042,197540,203426,192618,172637,156551,150480,,12070,20511,20443,14710,14513,12222,13582,12063,15998,11181
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",163,187,67,351,864,1022,296,706,1131,1405,,186083,270102,288251,289875,336179,398274,482789,611504,447616,489922,,2979,7563,7017,7417,5510,5384,4906,5187,4933,5110
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",593,372,318,276,559,528,210,182,701,1404,,69957,67083,79784,79847,83979,114182,137706,171454,124821,235600,,47184,57330,45810,36511,35325,42749,44181,35845,28726,44706
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",2833,3741,5713,5632,2824,5191,1855,1430,949,1401,,45141,49279,56295,53970,55890,82775,80983,78668,80498,87698,,148269,133351,153803,106227,95770,99603,83130,64033,57704,60311
190531,Sweet biscuits,158,153,255,234,308,286,331,445,348,1400,,50086,53686,44550,45291,45232,48716,62558,82217,72655,79068,,432962,479845,477801,444527,448842,493259,494443,470022,510179,523233
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),4018,2173,2137,1507,524,1688,1740,1462,1378,1397,,110255,73546,74240,64299,58642,90988,147598,108503,87412,120269,,22629,22806,23302,18648,15034,17355,19356,16424,11274,10260
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",6,1,6,0,0,0,0,0,709,1388,,1621,2002,7011,6773,4708,2802,4343,4569,2730,3931,,451364,566973,643859,558470,660574,711650,647401,549068,538485,483513
80132,"Fresh or dried cashew nuts, shelled",0,109,588,1715,1288,1470,1608,960,1416,1382,,60,51,24,102,110,70,264,444,72,330,,219309,219685,279369,320742,402293,549400,494724,477294,491080,425694
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,930,1116,1343,1344,1566,1139,1405,775,1192,1380,,68701,74882,58921,89197,83941,48387,44996,55869,55699,57683,,6617,6887,8445,7101,8352,7037,6591,5482,6454,8590
841440,Air compressors mounted on a wheeled chassis for towing,41,0,119,63,49,2023,201,676,1120,1379,,85144,113769,126903,69421,48363,65366,92610,92589,88275,107873,,15783,12311,14550,11836,14426,16563,20851,25794,32523,23329
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",821,793,835,752,673,646,767,916,887,1378,,13405,3705,10725,21840,15197,26465,16758,16189,7434,8321,,4389,5310,5201,3534,3106,2958,3012,2756,2117,3748
722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",4519,5844,7381,6104,4422,3965,5045,2954,1620,1377,,2588039,2313284,3711939,2882340,2256634,2321088,2829693,2616299,1685825,1385664,,273995,231116,262478,197366,232218,260918,332284,303445,276061,443601
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,3539,132,1,307,1377,,0,0,0,0,0,1182038,1221952,855874,798692,1900180,,0,0,0,0,0,353572,421982,246558,199586,366253
731450,"Expanded metal, of iron or steel",475,620,580,689,561,571,937,1039,907,1376,,44216,43623,46195,43848,35890,44059,52898,59417,77537,130655,,15488,17262,16506,16032,15222,12944,17008,13337,12227,17084
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and ...",1122,1080,1581,1246,1653,1656,2043,1601,948,1376,,27424,24144,27216,23471,22046,20322,26176,24879,29583,40127,,6695,6390,7769,6322,7487,7549,8077,6790,5807,7514
844831,Card clothing for machines for preparing textile fibres,193,0,0,1,7,9,270,231,254,1376,,18356,19985,21187,18652,19716,21287,25739,24286,22650,26777,,10267,10692,11189,12629,10476,12152,12735,10926,10719,18489
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",645,720,1124,1140,1318,1144,1530,1009,1115,1372,,11268,12310,12228,8800,9610,13333,13206,10553,13373,17464,,7206,9785,10305,7894,9772,10559,14057,13762,8859,8794
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,2369,2569,3021,2892,2634,4291,3432,3529,3906,1371,,9457,12563,15810,18027,18274,21976,23742,26934,27566,24080,,51416,59500,59009,60281,49748,52885,59276,66233,72632,74814
290611,Menthol,7649,5767,2845,3521,3715,3187,8004,3825,2185,1371,,198516,157783,130569,123667,121204,145188,200290,191685,131853,106789,,64824,39860,22301,20703,21797,27355,42320,33692,26767,23548
810299,"Articles of molybdenum, n.e.s.",1266,1079,1284,1253,1296,1347,1759,1316,1133,1370,,20459,14756,11279,6847,5534,4196,6080,6538,7795,12560,,9404,7489,9321,8196,8263,10874,10219,7496,6456,9872
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),1149,1569,190,153,1419,564,860,825,265,1370,,0,754,0,3132,7502,10264,17674,16812,11143,14984,,108819,112035,106872,51074,43301,58362,77155,57216,52299,90322
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",1231,1037,1430,322,495,1958,1091,1100,3238,1369,,58200,58045,48721,52654,58155,63854,79245,99876,77746,82555,,36678,34432,33650,27195,27873,38178,28731,22067,20967,16156
930690,"Bombs, grenades, torpedos, mines, missiles, and other ammunition and projectiles, and parts ...",13,153,172,240,330,428,927,1289,1524,1369,,,,,,,,,,,,,25917,21124,2587,3341,5011,3502,3362,8210,10136,5828
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",894,531,696,455,671,509,700,965,1563,1368,,123965,132332,139294,153894,145641,137397,208282,225404,169146,215024,,19569,18483,16802,12723,12820,13326,13638,13466,12266,13343
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",913,863,1052,871,1066,1224,991,860,763,1365,,107903,119646,129752,135819,113939,139152,160472,171445,191725,227228,,98533,107583,105757,143462,141271,179346,205693,194675,202509,291279
841382,Liquid elevators (excluding pumps),679,620,1330,1101,1379,1443,1613,994,1142,1364,,4796,2734,3144,1429,905,1039,1622,3183,1999,2504,,17273,16669,18128,16487,15821,14362,18541,16901,16344,22560
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",1,0,12,17,72,59,422,677,1470,1362,,24852,35537,29815,42024,58321,20183,25101,35407,34796,28007,,110443,123507,143232,118463,126682,143151,157545,162711,146105,182346
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",369,415,284,480,347,394,795,460,504,1361,,10836,14966,14126,13461,9593,12540,8138,5573,7185,8643,,4926,4734,4611,4886,4791,3805,3245,2088,2193,3608
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",3108,223,137,171,1417,487,29,833,1184,1355,,72949,96450,62070,214894,99355,74342,75406,141016,142046,100041,,8231,10822,16300,2898,7320,3012,3771,4917,6458,6388
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",42,31,75,288,88,556,212,329,957,1355,,818,1127,1287,1371,1367,2090,2959,4482,4718,5842,,835,588,788,955,625,1202,951,1114,1725,2627
