Product code,Product label,China's imports from Australia-Value in 2012,China's imports from Australia-Value in 2013,China's imports from Australia-Value in 2014,China's imports from Australia-Value in 2015,China's imports from Australia-Value in 2016,China's imports from Australia-Value in 2017,China's imports from Australia-Value in 2018,China's imports from Australia-Value in 2019,China's imports from Australia-Value in 2020,China's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excluding plated ...",83,0,1,0,0,0,0,0,0,0,,133,28,144,107,29,115,92,119,31,19,,62819,49532,42377,35309,40627,44552,37634,29475,18593,22814
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",44,3,0,0,0,12,0,0,0,0,,227,83,412,90,76,95,81,108,109,22,,87984,67456,93069,154465,92624,81453,80249,54182,58871,55964
721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",37,6,6,1,45,72,201,12,0,0,,83,18,83,97,86,172,351,150,125,101,,234811,201350,227494,197601,152038,171915,194145,298240,515327,888553
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,3,0,1,1075,0,58,0,0,0,,81,22,11,3,0,44,34,30,170,741,,419512,327530,271235,243711,191280,170321,179330,206253,200979,127772
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,334,156,131,920,212,176,279,455,210,219,,71535,59972,45133,36487,39942,69732,53303,54327,47962,55107
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,192,85,10,84,54,169,60,804,33,7,,28845,31108,38358,14722,13890,18442,22428,19356,21755,31782
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,13,15,0,0,0,0,0,0,0,,2815,4486,1047,2489,2686,0,290,5,105,56,,170160,205977,240736,205566,213048,161756,76415,137863,327847,392307
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1268,797,73,0,13,0,3,0,0,0,,5599,30763,32292,16602,13834,13549,1074,622,1108,1242
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,58,6,0,3,2,0,30,0,0,,62335,56160,61945,44928,39942,46816,44058,35780,33112,36860
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,0,0,0,0,0,0,0,0,0,,29,83,17,227,39,0,74,6,12,125,,266838,118770,71766,45241,31474,37800,22518,324613,1852501,864175
720450,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,0,0,0,0,0,0,0,0,0,0,,2857,1437,1341,1025,99,1579,139,6,711,1781,,222,0,0,0,0,249,0,0,0,0
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",0,0,1,0,0,0,0,0,0,0,,5457,5592,1708,452,993,770,672,1922,2040,2905,,160757,199612,301224,120921,349,289,1705,1497,1201,2939
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,176,150,0,23,4,0,0,35,26,25,,399647,402048,384515,250238,231803,271476,290950,257693,306469,334389
732429,Baths of steel sheet,0,0,0,0,0,0,1,0,0,0,,893,1430,209,287,490,268,346,134,107,157,,5614,6636,7034,5776,6225,6775,7999,7999,7604,7950
732211,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...",0,0,0,0,0,10,0,0,0,0,,192,46,49,53,73,108,77,81,50,193,,633,195,112,85,88,297,692,644,545,2021
731414,"Woven cloth, incl. endless bands, of stainless steel wire (excluding woven products of metal ...",34,6,14,6,14,1,2,0,0,0,,426,760,440,229,574,105,232,273,187,261,,49422,49404,58216,49213,49851,59725,65078,67889,81329,89988
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",4,0,0,1,0,5,0,0,0,0,,4124,2356,2443,3157,4205,2456,2662,1047,639,2576,,670,657,751,371,442,468,1117,472,38,67
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",373,0,0,0,0,0,0,0,0,0,,31,39,430,319,6,13,3,148,3,15,,21394,28040,5224,15881,6732,817,447,761,1968,4170
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,636,699,243,231,435,36,528,925,513,21,,24,5758,4768,32564,28,149,1397,9078,61,21957
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",327,69,2,0,0,0,10,3,0,0,,6466,5301,5803,4348,5902,4691,5048,5610,5689,4870,,19306,15609,12037,12923,15713,12928,8463,9592,6668,8431
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",57,53,179,533,0,0,0,0,0,0,,1491,1056,1072,1116,1073,1019,776,867,866,1575,,30682,27230,23591,25541,27720,34425,34749,26340,26954,28326
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",0,27,3,55,11,0,2,1,22,0,,5989,2167,1799,1113,145,302,9124,10027,11531,11037,,125529,115805,127124,99156,106077,125011,136215,134846,120265,115778
730240,"Fish-plates and sole plates of iron or steel, for railways or tramways",0,0,0,0,0,123,0,23,19,0,,227,540,83,53,190,24,151,504,225,81,,1354,2324,343,1479,1180,607,198,247,1286,213
730424,"Casing and tubing, seamless, of a kind used for drilling for oil or gas, of stainless steel",0,0,0,0,0,0,0,0,0,0,,3491,2565,574,2114,226,223,1387,261,246,10,,65925,87129,57082,22032,9155,20849,26591,52877,49372,36961
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,3,1,3,0,8,3,0,2,95,150,,63878,57918,57569,30569,21591,7209,67,160,81,65
701510,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked ...",0,0,0,0,0,0,0,0,0,0,,250,132,125,157,40,43,76,36,76,26,,526,398,436,265,346,347,519,455,3160,111
701912,Rovings of glass fibres,0,0,0,0,0,0,0,0,0,0,,2,30,59,29,2,14,50,45,15,535,,14276,16245,27217,71001,19546,15835,17361,18883,25516,17450
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",0,0,3,0,0,0,0,0,0,0,,2,0,180,165,3,19,0,2,22,0,,2915,1624,2684,610,1652,1617,1281,2327,2105,1620
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",0,0,0,0,0,0,0,0,0,0,,0,13,431,87,36,98,162,44,9,3,,35793,31252,10725,6433,6392,945,773,186,97,96
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",0,0,0,0,0,0,0,0,0,0,,604,724,536,1393,601,408,337,484,390,817,,8632,8080,10521,7307,7758,8408,11681,14237,13172,13608
660320,"Umbrella frames, incl. frames mounted on shafts """"sticks"""", for umbrellas and sun umbrellas ...""",0,0,0,0,0,0,0,0,0,0,,84,38,41,13,50,57,14,1,17,28,,5804,4663,5334,3596,828,322,275,315,62,24
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",0,0,0,0,0,0,3,0,0,0,,5929,9392,2913,3890,8184,3876,653,1334,988,1005,,0,0,1,0,0,0,3,133,0,3
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,0,0,0,0,0,0,0,0,0,0,,10,0,6,27,4,2,8,31,7,10,,41,36,20,66,113,55,29,51,178,327
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,559,14,5,32,123,0,2,36,29,52,,0,0,0,0,0,0,697,1052,1244,1347
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,0,,335,10,73,391,530,162,19,349,1703,1232,,0,0,0,0,0,0,0,0,0,0
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,0,,15131,15875,24219,23296,32971,27795,19484,21139,41571,66392,,1946,2413,2068,0,57,1,7,5,0,13
630221,Printed bedlinen of cotton (excluding knitted or crocheted),4,4,4,0,64,0,5,28,0,0,,1649,1344,2998,2133,1320,1063,921,1060,1287,2478,,15134,18091,28247,20363,18407,17418,19376,18652,11170,10223
630299,"Toilet linen and kitchen linen of textile materials (excluding of cotton or man-made fibres, ...",0,0,0,0,0,1,20,0,0,0,,33,171,76,136,126,97,314,1630,1841,1052,,129,198,544,261,230,315,340,244,251,294
630399,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excluding ...",0,0,0,0,0,0,0,0,0,0,,2476,3114,2006,2334,2392,745,617,1766,328,528,,2126,1669,2218,5122,3585,1601,1436,1175,1196,1504
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",0,0,0,0,2,0,0,1,0,0,,682,1221,1027,1138,1341,1730,2471,2061,2223,4943,,690,363,319,277,348,328,271,249,218,318
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,0,0,1,2,0,15,21,358,0,,1,0,13,1,4,2,3,11,12,333,,1863,2212,3869,8885,8451,9334,11666,8743,5763,7233
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",219,112,0,0,0,0,0,0,0,0,,1442,1068,772,545,429,161,64,55,17,124,,65049,85092,88413,73338,68301,68992,40,0,0,0
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",0,0,0,0,0,0,0,0,0,0,,1143,1624,1277,831,966,2028,3148,1837,941,2130,,158,683,365,436,295,269,444,366,347,320
640620,"Outer soles and heels, of rubber or plastics",0,0,0,0,0,2,18,0,0,0,,390,176,154,158,641,107,423,899,600,1330,,63327,53536,49276,58786,39042,39158,41461,45073,41977,41113
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",7,0,0,0,0,0,0,0,0,0,,52,60,106,486,230,263,131,557,278,233,,936,1053,1046,1831,1382,1938,2333,2329,2260,2316
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",0,1,0,0,0,6,0,0,0,0,,0,189,271,34,89,18,4,42,94,14,,751,433,287,366,82,381,523,602,792,1077
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,0,5,19,3,0,2,33,3,0,,311,357,222,90,70,118,101,455,117,281,,17699,13644,13978,12453,9143,9337,9998,8247,6777,7725
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excluding ...",0,0,0,0,0,0,0,0,0,0,,30,43,0,48,174,22,120,121,0,110,,12140,9027,10623,4986,6798,7420,8007,6290,5250,5913
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,0,0,0,0,0,0,0,0,0,,4,74,41,5,150,96,65,14,177,97,,0,0,0,0,1,0,3,0,0,0
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",0,0,0,0,0,0,47,0,0,0,,9,2,22,6,0,44,15,4,10,16,,5287,4909,5363,4916,4988,8683,7472,7210,7341,9048
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",2,0,0,0,0,3,0,0,0,0,,203,66,108,44,103,93,25,86,106,208,,14510,12148,9466,6840,6634,7278,6277,5774,4523,5537
520943,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,15,0,0,0,0,0,,66,0,21,78,1,7,7,2,9,0,,23954,17891,14188,8806,6435,7006,4351,3804,1891,3104
521021,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,1,84,28,8,4,4,14,7,20,,1204,1018,2575,1983,1233,2183,1877,1862,1638,1469
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,,5551,6800,2842,2994,2073,3330,3411,3982,3769,3441
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",1,0,1,2,0,0,0,0,0,0,,19,5,18,56,29,2,10,9,35,5,,13941,11072,8023,8874,7245,5677,6676,7009,3761,2192
521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",13,15,2,2,0,1,1,0,2,0,,46,567,41,2,2,4,5,4,19,8,,11320,5566,5367,4532,3390,3366,3491,4858,4172,3635
521213,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,101,103,26,50,20,29,2,23,2,,7137,5464,5293,4399,3631,3765,3824,3135,2075,2147
530310,"Jute and other textile bast fibres, raw or retted (excluding flax, true hemp and ramie)",0,0,0,0,0,0,0,0,0,0,,6,3,0,7,9,11,3,0,20,0,,47891,29809,18198,14818,14429,16722,15547,15268,15891,14503
530820,Hemp yarn,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,,29,29,27,16,41,78,64,15,58,28
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",0,0,0,0,0,0,0,0,0,0,,3,0,2,1,2,1,27,49,73,86,,11784,9126,9113,7031,5254,4252,4428,4297,3554,2692
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,1,13,0,0,0,,23,6,0,0,0,0,7,0,6,6,,85409,92356,116770,124834,136484,146270,158096,192131,204801,162141
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),0,0,0,20,3,0,0,0,0,0,,486,20,113,62,108,42,165,28,23,2,,51879,47820,52688,39691,46979,46958,57813,49708,60752,91084
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",3,0,0,0,0,0,0,0,0,0,,480,337,387,186,232,165,156,126,23,8,,10239,10441,10725,11316,7886,6707,5262,5765,4092,3079
550130,"Filament tow as specified in Note 1 to chapter 55, acrylic or modacrylic",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,28,4,6,1,11,0,,207267,178673,110691,126553,98482,108090,108897,45964,28610,40612
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excluding that of acrylic, modacrylic, ...",0,0,0,0,0,0,0,0,0,0,,79,124,112,101,73,81,19,25,40,0,,1247,1212,642,649,740,699,1263,835,2673,1966
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,137731,59123,57264,68279,60222
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,0,214,0,0,0,0,0,0,0,,61,1,5,134,3,5,0,0,0,1,,45566,43918,44489,41008,38462,41405,42402,36966,35283,42499
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",0,516,138,106,362,115,3,2,0,0,,148,0,40,17,10,0,0,7,0,0,,303493,287612,268250,287594,265180,316327,312566,330710,162432,253432
550690,"Synthetic staple fibres carded, combed or otherwise processed for spinning (excluding acrylic, ...",0,0,0,0,0,0,0,0,0,0,,348,23,200,1,0,0,69,2,0,28,,2570,1456,2472,1686,1185,1058,653,999,346,663
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",3,2,0,1,1,1,0,0,0,0,,167,119,98,70,50,11,0,8,18,16,,35273,29334,25164,20094,14706,15155,12167,9444,3895,3821
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,1,0,,0,0,13,0,0,0,0,0,0,50,,16494,13206,14284,14699,12140,14315,13149,16129,8738,8216
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,491,502,0,10,0,8,0,8,5,,25291,18962,18592,18121,12801,13913,13540,14585,7454,9363
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,1,3,1,13,6,0,1,1,0,,0,0,0,4,0,1,0,0,0,29,,2973,1872,1423,633,1076,1471,1225,1210,1541,2159
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",51,93,13,17,11,15,30,19,3,0,,1426,762,575,460,524,284,282,105,214,351,,28538,30435,22177,22188,18726,22011,21496,16246,10612,9922
570239,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,0,0,,219,17,103,191,50,10,126,138,256,224,,12,28,12,27,26,126,18,52,73,2
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",0,0,0,0,0,0,0,0,0,0,,13,437,173,95,132,14,23,80,62,288,,12042,14597,15601,9165,8664,8824,8589,9735,8698,13009
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,7,0,0,1,4,0,0,1,0,,5,85,6,3,8,12,29,59,9,2,,2597,2524,3000,2734,2369,1697,2704,1883,1013,1842
551591,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally ...",0,0,0,0,0,6,0,0,0,0,,114,81,75,4,74,31,8,26,1,20,,2275,2989,2522,1423,1282,778,1037,1129,201,114
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",0,13,0,0,0,1,0,2,0,0,,82,68,14,27,15,9,8,8,309,577,,12530,11454,11937,11589,13686,14364,13595,10393,5715,6286
551632,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,23,14,50,51,0,2,37,0,3,5,,1659,1066,836,958,694,769,819,1402,864,493
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,210,352,13,0,,662,394,943,393,390,453,426,559,366,387
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,2,0,0,0,0,0,0,,4,5,30,0,35,0,0,156,2,3,,142,144,181,180,120,105,387,265,259,321
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,293,116,0,17,2,22,0,0,5,0,,883,396,508,497,622,430,307,193,74,151
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,2,0,7,61,4,0,1,0,0,0,,109,61,45,26,1,48,32,46,23,7,,1327,981,1145,1012,943,2035,2106,1796,1553,1497
560311,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...",2,0,0,1,0,0,1,0,0,0,,498,75,100,365,568,219,182,564,46,128,,48553,58359,68535,50799,40813,56509,51738,51333,98910,28717
580110,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excluding terry towelling ...",0,0,0,0,0,1,0,3,0,0,,93,69,4,124,14,180,210,63,103,114,,6250,5969,7181,6077,4157,4148,5559,4058,3581,4563
580890,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted ...",6,0,1,0,0,0,0,0,0,0,,317,70,48,11,27,22,21,42,35,32,,6103,5386,4481,4242,3381,3945,3179,2931,2547,2384
581010,"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in ...",0,0,0,1,0,0,4,0,0,0,,0,6,3,0,18,2,8,14,21,9,,3844,4115,3779,2970,2825,2653,3945,4011,2854,1953
590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",0,0,0,2,2,0,0,1,1,0,,116,30,41,64,139,0,9,26,1,13,,7688,6228,10242,14641,17259,12829,8144,5357,4241,7223
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",0,0,0,0,0,0,0,0,0,0,,22,48,47,24,256,1851,2013,1108,105,35,,2648,4161,3361,3577,2846,3318,4195,3480,1790,3129
600532,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",969,102,0,2,0,0,0,0,0,0,,1219,824,228,92,21,0,0,0,0,0,,139823,157937,149144,166191,178628,0,0,0,0,0
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,2,0,7,0,,2,0,0,3,1,0,0,0,0,0,,4155,3886,3952,3757,3420,2939,2564,2289,1715,3063
600590,"Warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width of > 30 cm ...""",0,1,0,0,0,0,0,0,10,0,,87,24,148,0,3,21,25,300,156,221,,8124,1786,1925,2101,1367,1063,1591,1223,1334,832
