Product code,Product label,Germany's imports from Saudi Arabia-Value in 2012,Germany's imports from Saudi Arabia-Value in 2013,Germany's imports from Saudi Arabia-Value in 2014,Germany's imports from Saudi Arabia-Value in 2015,Germany's imports from Saudi Arabia-Value in 2016,Germany's imports from Saudi Arabia-Value in 2017,Germany's imports from Saudi Arabia-Value in 2018,Germany's imports from Saudi Arabia-Value in 2019,Germany's imports from Saudi Arabia-Value in 2020,Germany's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",1,0,0,88,123,0,159,20,143,190,,10756,9644,9287,8490,9499,8823,7902,390,447,603,,230317,254893,200724,225573,214430,238084,271760,309289,308740,395186
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",40,16,78,5,29,33,225,174,277,185,,23910,35569,41479,58489,88481,130165,98769,0,0,0,,86263,88999,90658,66481,72983,84292,80074,87358,81278,75765
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",0,73,53,133,174,240,0,3,3,182,,156979,181373,183713,137430,96833,132165,163384,190669,123413,187011,,35383,28108,38242,44949,51839,63252,45748,45044,41325,51938
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",129,283,40,54,0,205,193,227,192,181,,7971,19575,14461,15838,13801,34319,25225,19833,10392,21652,,89463,95506,81066,55217,54277,48367,48404,47383,38117,46575
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,199,0,8,16,7,0,12,228,179,,0,0,648,0,31,0,27,0,0,0,,5338726,4705808,5068090,5559567,6203234,5995863,5679319,5763054,3567770,2085246
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",1,0,0,0,0,0,0,0,143,178,,0,305,433,277,5038,7088,15705,980,11420,12872,,23211,28272,38285,17752,27251,48693,48673,42866,55864,62123
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",51,261,38,44,113,39,35,0,413,175,,232924,282837,303579,196504,258303,320870,193216,0,0,0,,8869822,8494804,10377373,9689513,10859926,12806360,15507777,16039964,11635693,10001194
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",310,437,1090,761,963,167,156,228,198,172,,222,1808,1584,1972,3029,1066,6547,0,0,0,,1536216,1987472,2261777,1961432,2046728,1903369,1953181,1821686,1964773,2387555
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",0,4,1,0,0,0,202,604,415,171,,0,482,3384,3370,3308,8890,12390,17550,16895,24498,,272164,286503,302175,251645,249018,297205,303074,257189,233330,353122
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",225,85,57,61,33,10,3,70,70,170,,59499,55861,95315,66260,50369,33819,34787,1467,308,189,,2032778,1851795,1903619,1603981,1591180,1830254,2248405,2228644,1825478,2379548
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,156,292,247,157,,1529,2002,1933,5978,6251,7840,3846,0,0,75,,1378206,1397390,1472857,1303972,1313856,1484980,1499794,1426777,1559667,1689962
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",5,2,0,1,1,0,2,6,9,152,,5385,1075,491,409,2772,4241,3891,62,272,61,,2213763,2164025,2161282,1834569,2097490,2412537,2651415,2525270,2112023,2545583
291613,Methacrylic acid and its salts,0,0,0,0,0,0,0,0,0,150,,0,0,41,0,0,0,159,0,0,0,,9242,9930,8528,6531,5858,9515,12307,14735,8466,18725
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),12,49,107,79,102,90,93,124,122,149,,109,31,267,342,205,304,2156,2687,2554,1471,,156188,161697,181885,147058,141986,126707,148903,132328,108312,112784
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.",0,0,28,3,0,0,12,4,47,148,,670,132,1943,1439,1114,1713,2190,4,0,20,,98302,99537,111111,87774,86199,91612,85230,91819,87596,107436
380110,"Artificial graphite (excluding retort graphite, retort carbon and goods of artificial graphite, ...",216,0,0,20,0,0,0,0,0,142,,67,414,0,57,430,281,1614,0,0,1,,89897,72491,75134,69890,63598,75691,110171,90369,93725,95549
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",33,15,38,0,0,58,52,57,76,140,,1562,8586,1933,2952,42676,55987,5606,6366,9855,50044,,802363,901783,956336,820223,918440,1049995,1168689,1181575,1081180,1160118
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",23,10,37,5,56,25,6,9,186,140,,4443,11404,3048,18494,6409,3114,3250,0,0,0,,736928,675883,654148,501888,512276,590555,664024,585191,649555,721445
902710,Gas or smoke analysis apparatus,20,11,26,21,69,101,107,77,40,136,,82,466,161,827,749,393,333,0,0,0,,447874,492037,522356,588453,649974,742621,905166,920434,861064,838479
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",1791,938,798,470,297,87,107,237,118,134,,15477,2720,7721,5022,3775,12325,11749,7445,10651,20447,,3842113,4691157,5341384,4847051,5569694,6323418,7419554,7502001,7302620,8143768
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,1,0,0,0,0,0,10625,3695,134,,3227,8473,14677,27717,28218,41055,60119,72155,51138,44050,,164430,169722,167886,180826,176149,188395,210535,235319,221480,242934
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",11,15,34,15,10,62,23,11,1,133,,0,0,219,69,0,54,947,0,0,1902,,398320,343804,387766,339886,378037,402989,511036,572429,473485,510291
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",22,29,61,40,54,51,76,135,80,131,,1226,1015,710,242,414,2743,3634,8459,2930,2156,,379320,438524,285033,300070,374427,392775,460447,523176,802577,986331
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,1777,1573,1653,1706,645,538,649,499,204,129,,275681,329007,331889,222795,202302,239543,247465,217414,272490,573373,,108271,134195,151413,117183,112107,120756,118971,101472,91819,102213
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,207,0,0,0,128,,,,,,,,,,,,,0,0,0,0,0,440998,486892,458297,458330,471973
190531,Sweet biscuits,0,19,2,8,62,257,237,322,227,122,,56722,56193,59132,63985,44760,47025,49306,54924,54068,50712,,432962,479845,477801,444527,448842,493259,494443,470022,510179,523233
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",24,45,19,9,2,5,40,23,142,119,,105014,103953,98138,89299,35221,67020,49938,72356,79727,80177,,488369,569905,562824,567399,564167,636262,741953,792306,759943,1121529
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",1,2,0,6,21,8,0,7,39,115,,101,536,419,501,234,254,184,7,0,0,,2180632,2152492,2437505,2237633,2293669,2453285,2441451,2147311,1803399,2173576
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",53,17,28,34,0,8,5,7,1,112,,8795,9267,16749,14473,9634,26307,32057,23683,13272,11781,,1043872,1112625,1144403,947310,958113,889773,968905,1134611,1090270,1119285
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,106,,18329,125515,104818,69883,54837,16074,9887,13888,2405,0,,128273,158449,110648,75910,61365,124365,84945,80367,39566,86368
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",45,76,87,39,89,24,30,61,89,101,,16565,21547,18218,20957,24705,17763,12735,14342,2737,3129,,671447,675012,865757,1114084,1212291,1265585,1444558,1309471,1410216,1770623
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",29,13,6,7,10,12,9,86,66,97,,38245,29656,199008,122213,32263,19831,18247,278,404,1199,,5939205,6304312,6504891,5738592,5775070,6303454,6759344,6405570,5337084,5841743
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",0,1,0,0,4,0,0,100,259,94,,0,0,0,30,32,27,129,0,0,0,,715790,854929,997291,969218,1055096,1100405,1090404,919403,749400,753793
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",1,0,0,0,0,0,16,0,81,92,,4218,6210,6118,6724,6157,5144,6353,3143,4339,5164,,282873,279366,289421,251412,262081,272267,293485,296109,355866,353224
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",0,34,19,10,11,4,128,135,35,92,,230285,274999,258062,271886,221945,214333,168876,186879,195749,217926,,1227017,1343566,1397304,1288282,1363417,1454276,1602581,1692254,1752475,1991277
850440,Static converters,79,217,463,307,329,56,53,141,80,91,,9289,30590,21133,41850,15235,8175,8404,126,150,91,,3281335,3130175,3179091,2905834,3097075,3578715,4021724,4265351,5110295,6500425
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",12,11,42,9,62,111,13,34,27,90,,16451,6991,5567,6615,4826,754,2823,747,336,669,,1958355,2146764,2236922,2119398,2247342,2598028,2634437,2413935,2417138,2936782
260600,Aluminium ores and concentrates,0,1,0,0,0,0,0,0,101,90,,0,60,0,0,5,0,360,0,5,29,,197446,165582,181896,159791,108899,110875,141974,137091,163797,121134
290532,"Propylene glycol """"propane-1,2-diol""""""""",0,0,0,0,0,0,0,0,0,87,,0,0,125,63,74,18539,77603,65000,54890,150753,,25811,23344,28450,26975,26452,32123,45596,35784,29999,75229
841391,"Parts of pumps for liquids, n.e.s.",122,13,38,76,34,16,232,16,5,80,,17230,25472,20120,25463,22848,20295,24080,12121,14574,23875,,1357594,1421763,1527201,1401425,1173447,1361664,1464158,1298493,1097616,1328723
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,0,75,6,42,97,195,234,168,238,77,,63,136,563,575,603,21,1778,0,104,25,,666303,809323,788715,778791,871622,849779,877428,1002767,843682,929176
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",0,0,0,0,0,0,0,0,5,75,,249,86,756,49,595,1496,630,5,47,29,,60977,70649,65742,59049,59789,72933,85824,73042,85071,87786
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",0,0,165,0,0,0,76,0,34,75,,7903,5172,5167,4190,9694,13125,5298,45,73,340,,4889352,4830880,4779755,4053620,4260375,4408375,4677711,4227580,3799981,4324695
841290,"Parts of non-electrical engines and motors, n.e.s.",3132,195,2,0,4,355,876,847,221,75,,1326,1003,3697,5926,7594,8555,6920,213,144,528,,1785843,740910,907777,882833,914253,927334,1037933,805310,753857,877889
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",92,175,155,157,65,35,171,252,73,74,,70,286,86,322,142,240,273,192,0,0,,409191,402276,449370,456935,536303,596463,733332,724796,674513,906177
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",1,0,3,5,0,0,0,0,0,73,,57,0,73,270,958,766,341,590,799,132,,379745,378393,440523,409104,399658,438025,471778,481489,557190,765461
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",40,17,88,52,16,33,17,138,98,72,,10880,9758,7891,15256,13642,15673,11717,1434,910,132,,1747576,1811962,1930279,1598143,1723315,2067773,2328760,2109560,1881000,2316164
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,13,0,0,71,,356,533,465,541,1265,2010,1090,1665,2257,1838,,799245,902109,849081,798571,818504,840164,843648,813570,945279,1015704
731829,"Non-threaded articles, of iron or steel",0,1,1,3,0,0,7,3,12,71,,799,373,473,625,616,1165,609,269,38,41,,370907,384068,410389,365527,375457,424053,465141,431033,337007,431470
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,1,1,0,0,7,0,2,11,69,,82,0,59,89,111,80,180,85,13,263,,195099,185619,187318,160214,164972,169307,181041,160662,160702,199633
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",30,64,29,54,801,44,46,29,10,68,,376,199,1438,531,1099,108,477,0,0,0,,938302,832221,1032441,918450,1002584,992118,1198574,1247508,1169569,1368404
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",13,29,2,18,100,0,39,42,29,67,,199441,188759,129366,126276,145716,86838,146633,133739,172589,236658,,376378,443624,503328,545623,495072,499592,449803,466440,540242,810374
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,22,69,74,65,,22948,0,0,9,0,0,22,0,0,13,,204743,395938,196373,163927,235927,201006,199944,312680,218508,201434
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,16,0,0,0,0,0,64,,4181,5858,11098,11858,13288,13787,20352,157,725,832,,1225770,1573797,1523193,1500042,1500642,1626999,1879254,2006890,1779108,1834440
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",11,9,14,2,3,88,4,1448,584,63,,4714,3927,7365,10134,7931,16242,18464,193,240,439,,1261184,1454663,1314132,1021003,1031140,1083973,1098886,957068,849364,999027
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",182,45,124,93,80,94,34,146,43,62,,610,3836,1617,1260,281,933,642,0,0,0,,244894,238911,229739,247963,262691,283095,313511,300098,298682,364073
852580,"Television cameras, digital cameras and video camera recorders",499,88,59,50,32,18,44,60,435,61,,10109,7109,4633,5022,11210,3582,4035,0,14,0,,2893344,2471957,2244373,1996313,2177759,2380612,2491422,2546207,2648248,2872400
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,169,0,0,1,61,,0,0,0,0,0,0,0,0,0,15384,,0,0,0,0,0,313993,402918,319853,246141,280918
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",128,41,14,55,1,2,39,9,27,61,,1076,591,2474,1758,1831,2111,6607,1206,1481,1549,,1548620,1562560,1745903,1528070,1569770,1587057,1708662,1534031,1463464,1873214
720270,Ferro-molybdenum,0,0,0,0,0,0,0,0,0,61,,0,0,0,0,0,0,0,0,0,0,,356042,296063,334189,208135,160565,198309,264310,226942,138272,267477
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",2,5,2,4,13,4,10,43,90,59,,550,480,582,1031,1509,1844,1925,1785,984,258,,733876,770840,873371,819972,875863,949062,1059378,1091123,8218406,2580739
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",141,85,469,1379,1521,734,168,562,369,58,,94572,101231,244578,134350,161622,353951,205717,0,0,0,,1648266,1591688,1654427,1642241,2399516,2383514,2428589,2915069,2642144,3306209
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",28,0,0,0,0,0,0,0,0,57,,33,172,0,1389,1333,14,3,0,0,6,,8611,4364,4598,19144,4886,6446,6165,8343,9161,11254
901390,"Parts and accessories for liquid crystal devices """"LCD"""", lasers and other appliances and ...""",0,3,0,1,30,6,44,10,11,57,,0,833,0,25,4,741,15,18,0,0,,132375,142504,125014,104257,112158,140606,191917,189011,161565,218222
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",0,0,0,0,0,4,0,0,0,53,,16120,20822,19723,21502,30205,41500,19641,7128,6053,14100,,1436636,1342380,1411992,1286396,1228737,1429664,1596428,1393360,1278500,1825485
848071,Injection or compression-type moulds for rubber or plastics,32,4,0,0,1,163,942,763,286,53,,274,335,511,180,506,483,675,0,130,32,,718863,853285,844542,735778,756152,955150,976140,948515,805131,844949
80610,Fresh grapes,0,0,0,0,0,0,0,0,1,50,,1714,2285,2180,3335,4526,4528,4310,0,145,122,,629753,699215,726195,679366,686613,729287,757631,680029,805374,779492
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",20,124,18,35,6,2,90,15,21,49,,4053,1235,4777,1851,550,1316,853,0,14,899,,526885,590379,572946,528571,584049,618588,662161,626665,605189,683786
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",107,28,27,45,32,51,56,50,17,49,,166,96,30,856,211,489,327,0,0,0,,261629,231527,222448,239644,223379,238759,254154,230938,254799,283558
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",6,8,1,1,7,14,3,12,11,49,,45,138,583,45,569,480,817,0,0,0,,413945,437237,491059,430880,448630,441910,465072,469321,736105,627551
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",8,97,45,25,160,26,16,26,12,48,,586,557,1019,1591,2087,1876,6089,13,0,3,,1084208,1054348,1085434,1073277,1070489,1195827,1253240,1159054,1197664,1319956
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",0,0,0,0,0,0,0,45,143,48,,391,706,984,1092,301,76,111,8,4,12,,253924,281233,262893,216601,237689,296256,315280,296092,299640,401651
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",1,2,3,0,0,0,1,0,1,48,,0,0,28,29,22,24,0,0,48,363,,1197290,1225060,1083861,1297279,1019414,902454,1309400,1574519,2428864,2827279
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",0,3,22,16,0,13,25,21,19,48,,132,217,407,219,452,2645,3658,2750,1967,2023,,105359,106911,120560,117146,125930,119986,121365,126222,126450,149465
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,91,382,225,46,,0,0,0,0,0,0,0,0,0,0,,100255,84495,72886,51147,46390,62978,55628,44892,39672,53420
210690,"Food preparations, n.e.s.",920,63,54,2,0,2,0,0,9,46,,7117,8703,8022,10108,8531,11114,19647,16531,19116,19447,,1405530,1548162,1695925,1427257,1534808,1648789,1766190,1773936,2024275,2272753
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,380,139,232,103,56,374,90,34,103,45,,28752,41407,28202,40312,25691,8790,8515,0,143,1,,3995623,4027707,4811422,3941190,3720491,5654679,6010004,5033156,5368966,5388664
