Product code,Product label,Singapore's imports from India-Value in 2012,Singapore's imports from India-Value in 2013,Singapore's imports from India-Value in 2014,Singapore's imports from India-Value in 2015,Singapore's imports from India-Value in 2016,Singapore's imports from India-Value in 2017,Singapore's imports from India-Value in 2018,Singapore's imports from India-Value in 2019,Singapore's imports from India-Value in 2020,Singapore's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",2035,2636,2194,1905,2093,2542,3624,5049,2796,6179,,489952,530086,454654,581223,619762,740627,764425,771431,658417,956540,,295882,414307,387389,407512,362986,347635,421721,493505,431237,458127
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",465,796,1030,1175,1274,1884,1491,1695,6830,6080,,117107,105718,127342,119804,108733,164455,191949,178418,126248,212235,,97140,75455,78753,66060,65186,80211,82763,62128,57393,74506
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",1718,1501,382,1929,2282,2691,4386,4626,2938,6002,,33422,35107,30167,38933,35958,53698,62572,85445,83625,134587,,328537,334787,287261,239294,257205,264535,396621,448033,420106,732376
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",3056,3495,4145,4231,5252,5207,6380,5268,5908,5936,,99096,108050,107903,107879,143686,136952,137243,126076,139406,163973,,167496,176907,172940,176109,177965,178367,190454,194156,199544,232524
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",6908,10737,11399,7698,7149,7292,7597,6975,3941,5905,,170457,246004,317786,215954,204584,227578,285309,277930,202544,285792,,22701,25343,30164,24395,24741,23736,25023,18042,18067,33962
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",3972,4930,721,8,1736,2644,466,5,1941,5779,,54550,97807,95074,112355,106160,99225,125626,131323,22483,60944,,16881,15614,18138,13848,15349,17854,17167,22195,21499,23418
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",3330,3405,4912,5344,4872,4004,4163,4070,5439,5635,,0,159291,342225,392393,496953,609667,539659,694055,900520,974913,,4315,4365,6015,6622,6741,5151,5281,5424,7413,7504
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",608,4632,2098,2209,3131,3644,3415,4121,3598,5632,,45253,45253,36689,42421,49660,55659,69923,94853,106524,129089,,274888,285626,275860,306975,373990,379468,406604,505714,494097,633183
291531,Ethyl acetate,1352,1050,313,936,350,1576,1542,111,3372,5543,,145973,202986,127137,91663,69725,79466,125882,95174,86553,160522,,9005,16103,16787,3654,3569,4802,5712,7483,6013,13082
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",3617,4811,4245,5002,4776,6493,6057,5579,3505,5541,,117916,129242,122527,51171,43041,61475,71925,77392,74882,115464,,14107,15727,16966,16139,13095,15133,16964,18033,17524,24711
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",35689,4632,3608,3758,6955,8584,11111,6848,7330,5519,,142448,183491,208881,211345,186282,190777,210212,292420,296752,340809,,1092661,1446556,1524900,1375932,1395114,1329135,1328190,1384078,1686132,1194343
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",1040,1564,516,3778,5551,852,1519,1175,2275,5482,,367952,398701,327180,305891,244175,270916,301816,262002,273088,421512,,286637,294968,269997,387312,258949,191046,194076,276041,245111,283288
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",5,64,0,12,8,58,68,49,24,5412,,34567,48502,67142,64114,70820,73018,95834,104061,107899,143962,,35460,13316,7576,11416,11290,8499,5038,7589,2409,6347
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",531,718,1058,1225,994,1353,2025,1489,1480,5403,,29475,48677,40120,35329,31101,34607,48807,33700,28357,74406,,54254,54151,50726,73122,69465,72027,67302,60585,47231,62657
841122,Turbopropellers of a power > 1.100 kW,0,0,2188,2933,6,0,6366,38216,5936,5144,,2487,1902,2108,9,372567,58147,17153,11926,8625,27576,,172132,149993,118156,53236,159369,116746,360895,1009259,305938,316361
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",135,89,545,230,580,1424,1741,1885,3110,5055,,5356,24790,18964,24410,38643,41518,42494,58177,57004,67714,,27510,30516,35656,33944,34300,32246,31542,36485,35633,43631
610910,"T-shirts, singlets and other vests of cotton, knitted or crocheted",11305,7988,6429,5369,3909,5030,4209,4524,3510,5054,,1649032,1873572,1827709,1778661,1732277,1713535,1784739,1957188,1440673,1698256,,149116,175494,165592,159966,156467,158899,164825,156752,125049,160310
820740,"Tools for tapping or threading, interchangeable",237,224,198,158,98,99,130,376,3677,4962,,24288,24554,26026,24322,26548,28137,26895,29825,22284,32127,,10335,12697,9381,7552,7471,10607,12153,12792,95865,137070
30499,Frozen fish meat n.e.s. (excluding fillets),1,0,0,61,182,2472,4108,6983,6916,4940,,141482,139949,125959,146130,150282,213329,249896,223780,199509,250646,,254,320,684,1463,869,3566,4417,7989,8366,6312
70999,Fresh or chilled vegetables n.e.s.,1259,1679,2227,2631,3182,3075,4096,4483,3350,4867,,0,65274,88364,100739,110757,120147,119962,110962,92063,95189,,53114,55982,59724,59861,62400,62487,67017,67206,74018,79535
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",6978,4719,7075,6460,4765,5667,4848,2456,2734,4851,,18321,22718,22988,27364,30143,35057,40679,51408,32347,54741,,96420,84775,77508,69449,67083,81010,75846,69781,67634,89406
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",108,333,339,385,358,811,3095,3919,3206,4843,,91498,115380,124144,132574,112345,135218,169779,146160,124994,199645,,83617,84381,93678,87318,86893,88429,134919,135964,105454,127260
294150,Erythromycin and its derivatives; salts thereof,1765,704,719,914,706,6266,18512,9211,3382,4836,,120141,129223,94796,110218,146094,136235,138921,117458,125434,87214,,2604,23963,7804,2950,1217,9505,21688,10038,3529,8811
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",6230,4898,5013,1600,2013,2044,2170,3486,1380,4818,,305368,354840,355140,339202,321917,335218,398541,473973,355395,405645,,45915,42618,41984,35051,33841,35713,38676,44085,29569,31706
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",72,822,10,224,37,850,2362,3836,2389,4797,,129504,203101,184644,192400,183289,312965,379929,388897,340166,587343,,4265,7070,4622,3506,4470,6029,15241,20044,27354,31108
847990,"Parts of machines and mechanical appliances, n.e.s.",5667,4800,6591,6314,5622,8413,4513,3878,2848,4793,,160855,153404,138246,123505,129955,157052,142716,214298,168004,207190,,1163247,1213267,1108630,962742,905282,987185,877797,965347,870378,999715
390950,"Polyurethanes, in primary forms",5168,5947,6194,6515,5785,2707,6461,5297,9073,4746,,24513,31198,34638,38967,43196,42943,62916,56733,54977,74203,,83379,86671,98478,81283,55377,59096,65864,55500,47691,56322
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",1369,808,2856,1224,651,620,1745,1860,1094,4686,,278969,292892,248237,277998,225901,258808,483356,692309,794240,802053,,204491,217274,157331,132892,114846,107149,117515,144489,111007,110528
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",3474,2312,3504,3275,1823,3267,4796,4776,2187,4686,,32255,32470,40699,37108,35713,47796,60110,54124,37440,64461,,82692,82579,97570,65511,32286,73435,52234,40362,22610,30641
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",79444,1737,1808,995,1339,1593,3948,4380,6183,4624,,42085,93182,80351,64316,45245,57033,102152,98929,96927,88722,,234857,152644,156946,140797,149596,155202,178856,172191,214716,205889
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,4942,5901,4640,2954,2943,2294,3381,4666,3257,4623,,44418,47972,49777,46692,63601,71615,85895,87174,82485,104608,,115877,108558,93702,79353,78546,72475,87521,108806,120847,100428
880390,"Parts of aircraft and spacecraft, n.e.s.",6,241,739,395,693,1035,1562,90,1247,4611,,377835,394681,165294,250308,288455,228034,140439,167104,110799,119105,,121939,202244,313625,170923,34609,19184,27472,18457,97142,46915
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",477,837,2632,3223,1443,1706,977,1707,892,4562,,47661,48520,39719,54891,83047,184751,210222,297742,303981,354162,,349506,404234,373461,288861,287166,278911,315846,326784,310436,456454
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",1628,0,10211,0,0,165,29980,3593,6259,4555,,120141,472918,617937,391618,383588,557465,236175,204412,216909,107837,,340283,333861,261920,79179,80235,312469,1064840,1306355,657567,257837
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",2526,2534,3626,2959,2337,3407,3376,2462,1531,4529,,468859,528028,524253,457378,413456,428785,441780,502909,373614,454360,,62996,58598,80907,73014,70130,76871,86220,90018,79848,83083
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",1199,788,553,1721,1521,833,893,1490,2516,4424,,0,15153,1859,21959,47317,33802,65552,46586,46313,42619,,7279,10875,11050,13323,16924,15506,18581,13228,7944,10915
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",18814,12245,2403,2459,1327,3102,5570,3664,1358,4373,,377420,268935,311924,282147,352137,384319,619851,616411,554729,723054,,155267,169547,137710,100889,116466,103387,120787,105646,96731,106726
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",3350,1130,719,1329,1606,4726,5645,4931,4233,4351,,111274,117996,109402,114562,136727,125653,141202,160721,166691,209483,,285402,283807,263406,223059,242455,225564,257064,306919,300372,341338
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",233,64,162,260,2312,3319,1720,1940,1135,4290,,873003,839679,911596,976171,931220,950691,1010058,1100619,1213566,1062251,,6926,10054,10811,15800,14637,23740,29137,33692,39341,38380
852580,"Television cameras, digital cameras and video camera recorders",2428,5550,1109,2542,4428,9130,8071,6028,2149,4263,,23379,44467,29838,27838,41079,54864,71447,63409,74800,56521,,1302958,1121103,954246,753061,619294,746818,726467,657970,536540,703569
390220,"Polyisobutylene, in primary forms",2674,6066,2598,2191,287,304,3677,3275,2736,4209,,6993,15092,9319,11553,4117,4055,6502,7838,10325,10224,,132513,139028,169548,129361,109597,136966,142870,133220,103509,143250
731829,"Non-threaded articles, of iron or steel",259,209,240,218,159,489,215,780,2422,4190,,29392,27641,30479,25073,21808,28716,43692,35633,26936,43574,,20667,29800,27236,23040,26457,30697,36657,39814,36302,41558
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",18441,14678,6278,2044,1170,1265,1498,1226,1293,4178,,81163,169336,157149,156194,152359,134028,124800,127904,151325,164190,,64000,57879,55588,43431,40339,50372,65530,67203,62964,87574
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",1555,3490,2403,1518,1605,2633,1748,1757,1770,4159,,176538,197962,248546,258401,253334,281497,336810,358951,309222,444503,,290934,287871,909321,241306,238058,245858,267978,292122,237621,293162
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",2048,1416,3624,309,3581,965,1550,614,1318,4146,,153287,137565,145946,118149,112536,172168,183335,181063,189108,220606,,203777,188141,152995,166843,278959,167548,146838,119124,181676,180775
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",6060,7288,9345,7752,6013,7749,6434,3900,5090,4131,,55723,65817,70459,64673,73156,78715,78491,65821,73621,71456,,34669,50263,53615,54569,60945,63357,62138,63180,50521,44517
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",0,8,2,38,10,112,225,635,1861,4086,,25223,30258,31801,38031,74237,163088,176995,197205,149352,227299,,6342,3284,3642,2165,3274,4519,6688,7488,15292,21424
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",2182,4481,6143,5074,5225,6076,4022,4342,1318,4083,,0,2579526,3658505,3071512,3461520,4612033,4372998,4554389,3793319,5148765,,43256,62597,69579,51657,58192,68049,70136,74528,65021,87318
848230,Spherical roller bearings,74,10,330,113,209,1,42,291,280,4073,,16156,14306,11425,8077,7057,10047,13031,16746,16435,21010,,203372,172968,140145,119495,107919,87885,102195,122230,115923,97102
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",3011,3336,6008,1803,2319,2221,4337,2558,3589,4063,,24254,31951,29805,30319,26026,29363,36729,38722,38487,47776,,245378,210635,223714,207734,183999,165842,191688,170266,163876,163662
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",2598,1812,2604,1795,1526,2284,2281,3502,2843,4036,,716936,775824,654386,686043,597144,905533,822919,856943,798956,1050251,,3021,2242,3397,2277,1854,2834,2655,3716,3074,4076
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",2887,2382,2122,1075,1289,4183,3620,1570,3454,4028,,394209,384015,418025,403307,373271,413000,483891,489349,475355,723458,,415262,459603,493058,422125,689984,378466,304099,431124,569046,474902
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",2371,2229,1920,2549,1792,1172,2022,5342,4534,4019,,208937,193125,185954,202708,214324,207515,265634,282226,266045,271873,,60327,69866,57997,51254,54071,54685,50367,59396,58318,54081
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,2690,2688,2243,5083,3290,3284,3844,7611,2455,4006,,146313,185755,203245,199697,206791,222751,265100,353899,283757,352451,,38272,36081,36137,34691,35423,42374,39045,33798,33948,39498
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",2997,2714,2403,1799,1631,2277,9311,3601,2431,3965,,409947,505844,506523,544267,621539,572942,536253,586093,525876,803331,,703542,713575,669980,638833,671422,814241,855507,933778,876946,1015717
210111,"Extracts, essences and concentrates, of coffee",7583,7879,5313,5450,4193,4980,4633,4469,4456,3938,,275847,281164,282715,254281,276425,311991,309947,280237,237695,308659,,72596,65850,61620,71301,54472,57099,64704,72287,67597,65161
853620,Automatic circuit breakers for a voltage <= 1.000 V,12189,4848,15754,1703,3154,21452,56058,28330,12560,3906,,56307,77873,108255,118982,114239,131968,156692,155249,147468,217324,,174413,182290,137883,86601,89414,159604,224045,184875,162675,167095
220300,Beer made from malt,13518,14367,15463,14324,13107,12191,11736,13059,7249,3897,,30028,34547,33599,36125,43836,46049,42530,40015,27812,40456,,144984,199823,178602,178580,147794,150077,139542,146074,112690,113666
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",2130,1901,1916,1705,1724,2222,2486,2894,3254,3893,,18831,23373,23461,25368,20790,21496,28447,35314,37561,41633,,25154,28834,30463,25382,19155,24384,26510,24626,26441,25144
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",8137,4166,1865,1566,1349,2174,1498,1663,3732,3888,,35076,42350,37484,35285,26154,35025,49242,29768,24249,29739,,224090,167109,123690,93555,75912,68272,67014,63647,58190,66925
