Product code,Product label,United States of America's imports from Australia-Value in 2012,United States of America's imports from Australia-Value in 2013,United States of America's imports from Australia-Value in 2014,United States of America's imports from Australia-Value in 2015,United States of America's imports from Australia-Value in 2016,United States of America's imports from Australia-Value in 2017,United States of America's imports from Australia-Value in 2018,United States of America's imports from Australia-Value in 2019,United States of America's imports from Australia-Value in 2020,United States of America's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,0,0,0,0,0,0,1437,15306,,504010,391273,177165,359985,359484,360649,300621,301196,348223,487695,,289985,261289,217649,152627,175436,201003,182971,156593,102044,236073
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",825,1027,1027,723,389,1862,832,2293,5061,15284,,4825,4533,3021,3513,3272,4264,3854,3422,3196,7551,,113107,87308,95304,101433,81686,84609,93472,104538,98602,135832
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,4624,5385,5799,7479,10228,13241,15233,16999,12914,14760,,78182,88510,90043,87192,88651,95630,92447,89915,78202,89243,,2897712,3267274,2975788,3114061,3156846,3564323,3710697,3870484,3188275,3556634
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",7836,10639,8043,10582,14759,11540,12269,11692,9932,14324,,14683,24140,16838,20930,13563,19857,9744,13178,19357,21723,,943076,1012195,1090128,1089982,1198019,1231168,1359666,1328639,1496235,1636281
261510,Zirconium ores and concentrates,380,34,22346,5724,6900,7298,5109,9293,13051,14054,,105739,81296,76850,69289,52527,52748,86145,58350,76834,120152,,68041,16137,62082,39407,39543,39880,59107,56749,36230,45009
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",9999,12399,11823,14060,11996,12320,12587,14553,12987,13921,,14897,14801,12298,10561,12048,15842,21566,35012,41844,40363,,420725,439253,490646,560235,576957,611787,673853,706389,563429,660090
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,10244,13117,15345,17320,16601,16874,8528,6729,10065,13882,,96193,93398,104859,97311,98821,103260,96959,85224,86311,111089,,750796,769902,823645,869063,945231,997989,1077792,1135152,1347877,1587041
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",12359,11203,9287,6810,8846,5686,4783,7524,5653,13713,,24219,20163,15203,12261,12077,8488,7154,14447,8775,23964,,222818,231180,222953,235898,187407,211830,231548,256162,249561,335771
282550,Copper oxides and hydroxides,12686,9358,5521,7020,10167,13942,9962,9672,10701,13472,,49718,56453,52932,39067,35703,45380,51661,43025,38382,72620,,34289,28869,17903,21681,17676,21107,23141,18872,18373,30647
720219,"Ferro-manganese, containing by weight <= 2% carbon",0,0,0,5836,6529,0,0,0,9552,13437,,249,5,0,9,11,118,111,2,84,17,,178286,113365,158704,194791,124824,225049,286290,220498,123684,210276
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",1475,1820,2339,2869,3184,5162,6990,5866,7139,13201,,52774,45367,47847,44445,43881,53789,45278,48339,50876,70076,,707546,863381,901202,892824,860711,878409,961948,965944,995517,1227747
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",0,83,15,0,8,887,9275,7221,11051,13167,,943,2123,2556,2573,2513,3701,12339,9622,15520,18747,,187555,209010,209665,215840,249767,246515,229813,184816,200800,238898
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,3,0,0,61,872,22889,13152,,21119,15243,14414,64010,27869,107811,86356,85310,191106,283497,,602471,688809,677583,752784,935852,1075224,1168220,1194616,973740,1257301
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",1801,2398,5077,7289,7962,8022,11642,8820,8573,12636,,44755,62651,60245,55743,61996,65241,68304,72033,72931,96162,,247595,257548,348042,401341,459357,508684,561652,585167,729812,986743
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",6680,6385,7171,4946,5685,6764,5374,5708,8198,12632,,30859,29257,20611,24051,30706,23798,29545,24890,24355,24734,,1858226,1878384,2052435,2009480,1971467,2291130,2511817,2485866,2319461,2823273
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",52100,41995,24431,24959,17273,10663,9596,10724,11362,12596,,421652,346215,248220,199992,174760,177433,192254,238045,210034,210759,,3834585,3295379,3504558,3262943,2874125,3386609,4072337,4073075,3073634,4274954
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",9333,3494,3391,2275,4984,4513,5757,6963,14118,12588,,22014,27121,9397,7163,6965,8326,11118,23266,29314,21975,,3391108,3430562,3848080,4314409,4190768,4260337,4665225,4107986,3655401,4879561
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",0,7214,132,4534,6056,5360,7729,9079,12870,12394,,15592,19688,18893,10862,10450,37232,24811,26477,26005,27778,,4621271,4275996,4383293,5430434,6278844,5803249,6600001,8927252,9652473,11093857
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",91,120,9,401,144,8665,10778,17898,3152,12210,,167632,175366,250357,258725,293402,997370,1174010,1012280,654442,1284900,,118219,127007,98983,62009,60590,68817,87514,101642,79345,100892
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",118,12,115,3903,8690,10475,8453,7368,10123,12183,,1468,1701,2567,3856,4991,11183,16528,8226,11534,12975,,100201,100569,101360,112757,159586,206727,244068,252382,296675,356599
20430,Frozen lamb carcases and half-carcases,4328,6214,8779,10153,11375,13175,10676,14375,13150,12122,,62070,56618,43919,36536,28764,36388,33816,47150,30969,85551,,7942,9993,13192,17118,15538,23873,21547,23368,25204,28107
901850,"Ophthalmic instruments and appliances, n.e.s.",7442,12983,19409,18052,12600,11249,12650,12260,8257,11914,,31494,39559,44330,46149,40832,36926,37696,37773,31157,41004,,299406,386915,398639,397601,400273,423150,455303,507719,436643,586826
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",109,355,2381,435,680,1151,2391,3632,3828,11732,,7323,6105,7051,4787,6092,5654,6878,7834,7658,13679,,313303,339820,321710,369557,395982,525680,445374,503558,441492,573239
10129,Live horses (excluding pure-bred for breeding),1450,2000,1349,4770,7168,2833,2990,3289,16490,11725,,6993,7003,7421,2817,10302,13036,10516,9345,16039,6662,,276416,293456,330593,398468,473025,561846,492484,517477,473961,636203
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",11961,11183,10947,10396,7659,5567,5299,7329,15297,11392,,312866,353942,348822,335180,350065,378095,369064,367162,399294,447866,,7932497,8305433,9038677,9387920,10001887,10273952,11827933,13144139,13479940,15317509
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",11010,9408,14461,11401,10893,12744,13660,13573,12694,11214,,58770,44477,45956,27413,25262,28681,33091,29600,25567,34251,,54360,52176,61234,53177,35172,39553,37627,35407,39945,34347
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",6602,5167,10803,10759,12338,11964,9902,9363,8690,11081,,12754,14265,14646,15332,15683,10455,16690,20169,13093,8934,,44332,54653,49642,72186,104091,81677,81112,113107,94515,104724
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",7361,7206,3632,4752,7029,5396,5977,7913,5112,11060,,44760,51487,32004,31980,25613,29269,35491,46055,20737,28796,,434949,456359,480743,516951,490788,538965,574264,597959,408716,544720
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",9568,9974,7583,7336,9751,10548,8827,10105,11901,11013,,52167,53008,44522,40965,34554,38984,58909,39542,48589,58754,,1421192,1503951,1613957,1584906,1717891,1728885,1849868,1890043,1905546,2288462
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",8282,7835,7379,6952,5116,6571,7863,6158,6302,10849,,34440,26234,28207,31842,34109,37244,56139,59047,51414,59442,,1548567,1503998,1506735,1519830,1450661,1516399,1620129,1653735,1562762,1773930
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,4508,4567,4358,3895,4538,5921,5271,5994,6584,10796,,91919,103987,75086,69053,55729,48937,40833,35403,35578,26730,,786891,723959,639604,807430,725037,629609,671979,681750,672762,802381
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",9210,13565,13818,21277,39842,67045,62745,42755,19679,10633,,86286,86833,83439,72840,77579,115750,108040,99935,61978,45110,,1711855,1642303,1703657,1756421,1735773,1751454,1855097,1842341,1378891,1751794
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",13399,19858,40571,29381,40890,51149,52606,37142,24673,10531,,38629,40601,37071,30442,38750,36037,35801,50161,17306,9477,,321485,352862,456171,610201,696418,601628,536032,566593,273494,259976
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",9722,9931,8533,6887,7853,9696,9421,9016,9594,10470,,29080,33098,29257,29809,36836,39956,41263,41746,30929,29435,,647259,713160,788858,765762,780391,828555,918364,1009021,957848,1205739
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",4783,4844,4266,5005,4246,2799,2082,3258,6474,10266,,153862,122881,120521,96470,104035,86226,105620,95236,104333,119450,,3332808,3290013,3638341,3719703,3683325,4023953,4671314,4708247,4263538,5445736
80510,Fresh or dried oranges,16898,17083,11934,13629,9937,9082,11592,5943,8949,10087,,139087,137669,134643,148969,169599,223826,235256,221624,214542,204974,,128808,176731,152417,167623,165980,194783,244074,191726,221727,252923
847960,"Evaporative air coolers, n.e.s.",3980,5007,2103,3910,5313,5923,6683,7075,8666,10007,,6947,8646,8650,8899,16091,22565,16483,12989,12353,15614,,12098,18699,15726,18107,26296,37207,43075,29007,26194,54286
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",522,888,746,1102,1344,1391,1555,2698,11950,9998,,12233,8157,9338,10505,16071,16642,15287,16282,18601,32796,,174182,168524,166849,168675,185908,204000,271159,267331,315041,354181
848710,Ships' or boats' propellers and blades therefor,3497,3045,4174,4069,13467,8698,5088,6169,4483,9955,,7178,6258,8650,15308,11985,6792,6331,8725,7884,8768,,88619,101101,122186,91343,80786,74681,72568,68026,58983,91006
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",16749,25448,52067,50253,34372,13249,21329,20014,9340,9812,,139379,126696,96262,44444,40066,35928,32352,23564,21966,27364,,9382364,9626889,9913906,9599182,9807129,9830606,10080594,9319174,7913421,9706678
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,19503,14286,28688,17346,14455,6028,38361,33763,23890,9788,,147270,135657,147118,156855,81951,169773,212955,116208,152079,129220,,291634,253534,305111,307335,298381,485024,657038,478798,296021,336729
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",9432,10487,7371,4481,5658,7187,5327,7931,6815,9731,,59002,56767,79947,58407,47689,72412,78239,78570,52156,61975,,676572,649362,697301,588110,516584,557216,583028,590881,466031,547628
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",8502,16264,12543,12336,11850,13024,15760,8238,8029,9598,,15471,11954,15773,22606,16614,35560,31431,16797,14664,21485,,224486,271780,338775,413484,404508,477102,502791,481141,485515,662453
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",913,3781,5956,6195,10692,17424,23207,8135,3292,9530,,16227,16099,18634,18785,24182,34162,36712,15180,8365,18398,,287615,385555,502886,496745,559644,573840,586464,635815,607088,705068
830210,"Hinges of all kinds, of base metal",306,142,151,294,626,1487,3748,3908,2959,9393,,2025,1404,2214,2474,1800,2778,3265,3513,2145,3184,,752315,769702,815516,840418,837748,832434,938353,897281,868912,1093956
841391,"Parts of pumps for liquids, n.e.s.",21227,12662,7101,6042,4682,7474,7128,9114,9066,9391,,194517,148822,120334,104002,104615,127657,136590,139352,105350,117400,,2956423,2931006,3377183,2921602,2502555,2952816,3449786,3007590,2421994,3055653
120729,Cotton seeds (excluding for sowing),7383,0,57349,1242,15746,0,0,0,0,9324,,186516,158516,114254,33130,74602,97083,43458,1426,1073,103446,,7536,5,57356,3556,17826,117,41,93,296,9327
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,8762,12711,6889,5625,9316,,0,0,0,0,0,4732,4616,4893,7811,9382,,0,0,0,0,0,1297476,1703290,1670890,1550871,1245167
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",790,1371,1467,1678,1928,5652,3038,6175,6443,9315,,3135,2735,2039,6436,28685,55800,20367,35505,53388,66565,,1916911,1510970,651285,611089,523591,695608,676748,790237,665860,375286
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",6247,6976,8857,13644,11145,10295,8488,10947,8822,9284,,129564,84693,77128,65030,60306,61799,59463,63533,67960,68805,,2323340,2489657,2756789,2745465,2641415,2776529,2776064,2729994,2377305,2921763
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",465,650,810,718,1146,1910,2041,2140,3789,9156,,4010,6679,9443,1254,379,480,2965,3687,3434,11020,,108690,126799,111870,109718,93316,103327,105300,103198,117723,183029
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",1354,9235,6698,6319,5431,5138,3016,1518,7257,9093,,5643,26218,6310,29177,22611,10207,8789,4334,4591,5127,,434028,641400,691300,597462,716283,486294,427012,336713,568292,977283
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",1043,1544,3820,5036,1150,6744,9086,5213,7647,9052,,9698,8188,12767,17419,17648,8993,12922,19582,15017,14670,,7856263,7266213,7246273,6896241,7009125,8287851,8526997,8026172,7731995,10504769
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",2813,2146,2325,3336,2357,3248,4679,4378,5721,9042,,126869,141257,141665,86041,64178,75983,83256,84957,79312,108146,,6092,6855,7971,7453,6792,9518,11560,9607,10788,18205
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",10228,7270,7682,6294,8047,7634,7977,7557,8405,8993,,31111,30598,30640,26111,21090,27107,27573,26194,22874,35002,,3180128,3156929,3595053,3794506,3745533,3819624,4221227,4085011,3673727,4702032
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",24612,19696,24254,41737,19768,5259,5914,3536,11111,8921,,67126,68250,71308,62349,74724,76111,71742,69050,48630,68886,,52231,50532,64743,79059,44534,21942,83039,67309,40301,59687
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",49533,57357,72312,69040,31907,57537,14648,12909,6835,8904,,52314,56730,54145,47392,47835,60417,58332,60577,80915,66429,,3836500,4033014,4323503,4043446,3254541,3590408,3890267,3618573,2966242,3551224
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",4211,4410,4246,3436,4014,3871,5658,10108,6740,8789,,84278,85644,76669,68120,70047,84209,90199,88326,93993,91830,,1913946,2066602,2269150,2594704,2861883,3200404,3608843,3934369,4212368,5127185
