"﻿Code	Product label	Exported value in 2012	Exported value in 2013	Exported value in 2014	Exported value in 2015	Exported value in 2016	Exported value in 2017	Exported value in 2018	Exported value in 2019	Exported value in 2020	Exported value in 2021"
"350290	""Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...""	2175	2461	2667	1265	2983	1744	1259	2190	3589	4020"
"851010	""Shavers, electric""	1137	1139	2620	1108	1429	3283	2832	3801	3676	4014"
"845490	""Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...""	3054	1044	1479	301	443	852	734	1007	1700	4007"
"840810	""""Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""	3369	3258	4604	3008	2441	3794	4319	4070	3099	3995"
"294200	""Separate chemically defined organic compounds, n.e.s.""	3318	4528	3411	4802	8062	6126	5080	2253	3623	3985"
"902229	""Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...""	12656	18916	20151	14156	8215	6348	9144	9044	4841	3938"
"070200	""Tomatoes, fresh or chilled""	1840	2826	2284	1998	2292	2199	2816	2264	2027	3929"
"854232	""Electronic integrated circuits as memories""	3177	3249	3479	8456	3682	3256	2413	6230	4361	3926"
"020680	""Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies""	10557	2778	2332	2470	2289	2152	1948	2751	1835	3915"
"903033	""Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...""	2911	7629	9695	4721	4698	2604	3268	4201	2473	3909"
"851490	""Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...""	12148	6329	6598	2593	3051	2881	3621	3646	5010	3907"
"281129	""Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...""	18405	12199	10678	11926	12731	15811	5164	5151	4469	3902"
"621112	""Women's or girls' swimwear (excluding knitted or crocheted)""	4751	2374	2444	948	766	1368	1468	1308	2972	3889"
"842119	""Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...""	20361	23305	13305	7026	3071	4830	2957	5413	6642	3888"
"940180	""Seats, n.e.s.""	5208	7098	6021	3614	3051	2885	2053	2795	2692	3888"
"200600	""Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...""	7732	4447	3141	2822	3154	4441	4258	3471	3309	3872"
"400690	""Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...""	4044	3963	2056	2517	762	388	4389	9334	5888	3870"
"110720	""Roasted malt""	5028	4026	5263	4570	4341	4696	4719	4956	5151	3868"
"210420	""Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...""	6245	5929	5059	4004	5666	3828	3382	7192	4928	3863"
"721669	""Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...""	2744	2753	4943	1690	374	307	250	1207	2485	3862"
"841111	""Turbojets of a thrust <= 25 kN""	1826	856	855	1706	2659	2830	2017	3962	1069	3857"
"730640	""Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...""	1628	1477	185	538	693	858	276	406	291	3847"
"950669	""Balls (excluding inflatable, tennis balls, golf balls, and table-tennis balls)""	3700	3225	3128	3571	3507	4336	4005	3536	1543	3838"
"291615	""Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...""	1882	2168	3410	1707	1199	3974	3258	3201	4321	3828"
"850164	""""AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""	3704	1024	1809	1353	1750	1308	2267	1678	1439	3821"
"420229	""Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...""	1315	1188	1045	1556	2929	2447	2036	2527	2080	3820"
"761510	""Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...""	2860	2409	1952	970	1152	1063	1262	887	2194	3818"
"850161	""""AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""	2823	3988	4228	3436	3451	13460	6423	2240	4619	3811"
"871200	""Bicycles and other cycles, incl. delivery tricycles, not motorised""	5906	3035	5169	5170	5597	4691	5904	4688	3749	3802"
"851821	""Single loudspeakers, mounted in their enclosures""	1067	3004	2362	3304	2648	2928	7561	5002	3637	3795"
"010420	""Live goats""	9859	8192	9428	7848	5951	2175	5766	4900	3629	3773"
"160249	""Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...""	4689	4783	4277	2578	2555	2189	3622	4764	3033	3760"
"010690	""Live animals (excluding mammals, reptiles, birds, insects, fish, crustaceans, molluscs and ...""	256	237	308	201	213	588	302	325	624	3760"
"481141	""Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...""	6794	12145	14567	2066	1416	3155	4076	3392	2595	3748"
"280461	""Silicon containing >= 99,99% by weight of silicon""	1415	1827	2426	2611	1983	1599	1764	2504	2648	3745"
"080290	""Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...""	4712	4868	9222	10956	11253	6547	7414	10799	5001	3741"
"620462	""Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...""	3956	4080	3522	2941	4116	3378	3593	2867	3447	3735"
"050510	""Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...""	223	1116	2035	1688	1664	1743	2367	1632	934	3735"
"830160	""Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...""	3691	2338	2745	2533	3639	3058	5885	4400	3428	3729"
"730820	""Towers and lattice masts, of iron or steel""	6269	11093	7462	2625	4348	6804	6850	11561	1986	3724"
"731822	""Washers of iron or steel (excl. spring washers and other lock washers)""	21370	18539	3726	3124	2949	3348	3819	3515	5160	3717"
"100890	""Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...""	214	243	445	556	500	1037	330	404	710	3715"
"851210	""Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...""	491	273	221	165	743	433	294	112	169	3712"
"851090	""Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...""	158	149	139	256	138	177	130	523	1267	3710"
"841231	""""Pneumatic power engines and motors, linear-acting, """"cylinders""""""""	1909	1697	2456	3175	5652	3768	4325	4051	2403	3706"
"820600	""Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale""	4328	3680	5864	4358	4234	3545	7523	3230	2956	3702"
"391731	""Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa""	2973	3429	4271	2786	2241	2869	2057	1877	1719	3697"
"210210	""Active yeasts""	4737	5140	5294	4589	3634	4983	4381	3619	4369	3696"
"410190	""""Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""	11779	18285	14108	19977	20600	25993	27833	16560	4326	3695"
"901180	""Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...""	4162	3812	1961	3546	2615	2726	6609	6456	2163	3693"
"850940	""Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...""	3614	7332	4594	3174	4938	4876	5094	5325	5396	3687"
"060319	""Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...""	4044	2709	1897	2138	2931	3962	4258	3984	2661	3685"
"441600	""Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves""	3174	2159	2879	3592	3431	3504	3362	4132	4737	3682"
"440325	""Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...""	0	0	0	0	0	29503	35894	31008	24278	3670"
"420330	""Belts and bandoliers, of leather or composition leather""	2214	1732	1386	1112	1256	1428	1479	1543	1492	3668"
"820510	""Hand-operated drilling, threading or tapping hand tools""	16545	13822	5995	2605	3347	2939	2904	2345	2421	3663"
"390319	""Polystyrene, in primary forms (excluding expansible)""	904	684	1070	488	138	1962	1657	3041	2822	3649"
"381129	""Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil""	3915	2924	2940	926	1569	1882	1376	1092	2143	3648"
"391729	""Rigid tubes, pipes and hoses, of plastics (excluding those of polymers of ethylene, propylene ...""	14576	7828	6636	10342	10567	19061	6538	4893	4443	3636"
"860721	""Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.""	5108	4828	8815	5646	3358	3924	4365	1999	1763	3632"
"090230	""Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...""	2227	3472	1953	976	3225	3045	2677	1950	2014	3627"
"610510	""Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...""	2533	2065	1792	2223	3114	3187	3021	2285	2784	3611"
"820890	""Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...""	8311	6958	4399	2077	1653	1676	2816	2662	3292	3610"
"841239	""Pneumatic power engines and motors (excluding linear acting)""	15233	18770	12619	8144	4584	4876	5219	4179	3132	3597"
"070993	""""Fresh or chilled pumpkins, squash and gourds """"Cucurbita spp.""""""""	2004	2084	1663	2318	2135	2463	2432	3541	4344	3592"
"901813	""Magnetic resonance imaging apparatus""	3217	2082	4409	3960	3486	9676	6294	6820	7528	3586"
"841392	""Parts of liquid elevators, n.e.s.""	8147	5268	2350	1299	2543	5088	9979	5702	3233	3582"
"200912	""Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ...""	5875	6522	4283	2438	2475	2057	2023	2527	3007	3575"
"902221	""Apparatus based on the use of alpha, beta, gamma or other ionising radiation, for medical, ...""	2650	1713	3075	3481	971	5986	10117	7435	4343	3572"
"620199	""Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...""	181	290	27	105	267	869	375	198	259	3571"
"150600	""Other animal fats and oils and their fractions, whether or not refined, but not chemically ...""	1422	2117	2916	2553	3081	3092	1963	2861	2064	3568"
"120721	""Cotton seeds for sowing""	51209	11231	6852	4452	4021	3038	2646	1024	320	3563"
"320619	""Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...""	7620	3632	11293	5922	1553	16218	21956	23410	5091	3554"
"843410	""Milking machines""	7719	6513	6300	3865	2726	3478	3805	3810	4917	3553"
"020630	""Fresh or chilled edible offal of swine""	7179	2208	1997	1392	1627	1499	1633	1764	4225	3552"
"650610	""Safety headgear, whether or not lined or trimmed""	5156	5015	3221	2430	4357	4257	3461	3655	3504	3544"
"442110	""Clothes hangers of wood""	474	209	224	70	151	254	214	333	865	3543"
"842539	""Winches and capstans, non-powered by electric motor""	8183	8849	4790	6940	7791	3089	4376	6977	3667	3538"
"847329	""Parts and accessories of non-electronic calculators for accounting machines, cash registers ...""	2142	3802	4419	6558	2237	4690	3305	4867	2853	3535"
"120750	""Mustard seeds, whether or not broken""	170	39	219	3085	2867	1057	1497	1	1152	3532"
"390140	""Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms""	0	0	0	0	0	7791	6818	4932	3164	3527"
"730729	""Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...""	7277	6948	3567	4388	7007	4287	5183	4893	3624	3526"
"410390	""""Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...""	14848	14880	14202	7697	6906	5544	5357	3861	2005	3517"
"360200	""Prepared explosives (excluding propellent powders)""	6455	5004	5084	4927	6335	4850	3899	4540	2201	3512"
"051110	""Bovine semen""	1552	1583	2003	1799	1835	2290	2936	3868	4051	3503"
"840510	""Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...""	2886	2778	8970	6231	8601	522	3711	1747	486	3498"
"391390	""Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...""	3081	3154	4340	3087	2931	1715	1433	2245	2572	3496"
"850780	""Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...""	9857	8175	13326	11010	5257	4525	3125	1968	2368	3492"
"611430	""Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...""	1490	1592	4078	8237	5323	1799	514	648	1209	3490"
"902480	""Machines and appliances for testing the mechanical properties of materials (excluding metals)""	2927	3192	5047	4104	2047	3040	2368	2932	2079	3487"
"870490	""Motor vehicles for the transport of goods, with engines other than internal combustion piston ...""	3190	218	2368	2646	3393	1382	15124	10494	6704	3483"
"570500	""""Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""	8100	5272	7503	3105	3939	3307	3867	3944	2889	3480"
"848320	""Bearing housings, incorporating ball or roller bearings, for machinery""	3585	3978	4724	2520	3301	3951	3072	3730	3041	3479"
"853540	""Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V""	6089	6175	6141	7082	4207	4104	4113	4970	3491	3477"
"970400	""Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ...""	4748	16664	4880	3587	3144	2537	1756	1533	1982	3473"
"902920	""Speed indicators and tachometers, stroboscopes""	3512	2256	1744	1274	3003	2122	2000	1597	1124	3468"
"020641	""Frozen edible livers of swine""	1485	1563	1514	747	1102	1114	1592	1103	1265	3459"
"640590	""Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...""	3393	2652	2411	2333	3313	2453	2799	2457	2370	3459"
"843280	""Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...""	10105	6938	8372	6684	4095	4758	3678	9278	7095	3454"
"841121	""Turbopropellers of a power <= 1.100 kW""	11689	9080	13544	14875	11611	6642	3487	8261	4562	3454"
"330430	""Manicure or pedicure preparations""	10269	12790	10773	10388	9320	9027	3211	1926	2841	3450"
"851180	""Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...""	1350	1776	2565	3345	3978	3017	5768	8399	2735	3442"
"420212	""Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...""	4981	4881	6111	6670	6381	4424	4130	3985	2318	3434"
"841861	""Heat pumps (excluding air conditioning machines of heading 8415)""	3197	3068	4965	2382	1993	6034	1933	1999	1325	3434"
"732393	""Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...""	5416	3520	3914	2222	2071	2329	3382	3390	2506	3426"
"391890	""Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, ...""	3880	3466	2075	1998	1082	1643	2051	1942	1934	3415"
"960330	""Artists' brushes, writing brushes and similar brushes for the application of cosmetics""	774	787	749	696	1267	742	648	1833	2520	3414"
"400922	""Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...""	3103	2213	1286	3309	1227	1912	2101	2357	3944	3414"
"847290	""Office machines, n.e.s.""	2438	2751	760	1197	2031	3828	2406	2887	3420	3411"
"680421	""Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...""	772	607	1108	2609	3091	1989	2277	2611	2234	3409"
"280511	""Sodium""	133	1499	831	149	49	27	2866	3557	5835	3400"
"821220	""Safety razor blades of base metal, incl. razor blade blanks in strips""	4009	621	511	1279	987	494	2700	5589	3670	3399"
